Sym0		Asym0		Sym1		Sym2		Asym1		Asym2		Sym0		Asym0		Sym1		Sym2		Asym1		Asym2	
360  Points		362  Points		289  Points		175  Points		308  Points		175  Points		360  Points		362  Points		289  Points		175  Points		308  Points		175  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.328856	5.66569	0.233557	3.87101	0.527271	9.07763	0.847076	13.7762	0.517171	8.95566	0.859199	14.0835	0.328856	5.66569	0.233557	3.87101	0.527271	9.07763	0.847076	13.7762	0.517171	8.95566	0.859199	14.0835
0.330319	5.62995	0.234681	3.87638	0.530943	9.04306	0.849086	13.6692	0.519181	8.89372	0.860122	13.9549	0.330319	5.62995	0.234681	3.87638	0.530943	9.04306	0.849086	13.6692	0.519181	8.89372	0.860122	13.9549
0.331764	5.59469	0.235904	3.88218	0.534657	9.00991	0.851091	13.5643	0.521171	8.83276	0.861086	13.8296	0.331764	5.59469	0.235904	3.88218	0.534657	9.00991	0.851091	13.5643	0.521171	8.83276	0.861086	13.8296
0.333195	5.55993	0.237567	3.89002	0.538409	8.97811	0.853089	13.4614	0.52314	8.77274	0.862092	13.7075	0.333195	5.55993	0.237567	3.89002	0.538409	8.97811	0.853089	13.4614	0.52314	8.77274	0.862092	13.7075
0.334614	5.52568	0.239672	3.89985	0.542199	8.94758	0.855081	13.3604	0.525089	8.71364	0.863139	13.5884	0.334614	5.52568	0.239672	3.89985	0.542199	8.94758	0.855081	13.3604	0.525089	8.71364	0.863139	13.5884
0.336023	5.49198	0.242219	3.9116	0.546022	8.91823	0.857066	13.2613	0.527017	8.65541	0.864228	13.4723	0.336023	5.49198	0.242219	3.9116	0.546022	8.91823	0.857066	13.2613	0.527017	8.65541	0.864228	13.4723
0.337423	5.45882	0.24521	3.9252	0.549878	8.89	0.859045	13.1639	0.528924	8.59803	0.865357	13.3591	0.337423	5.45882	0.24521	3.9252	0.549878	8.89	0.859045	13.1639	0.528924	8.59803	0.865357	13.3591
0.338817	5.42623	0.248646	3.94058	0.553764	8.86282	0.861018	13.0684	0.530811	8.54148	0.866527	13.2487	0.338817	5.42623	0.248646	3.94058	0.553764	8.86282	0.861018	13.0684	0.530811	8.54148	0.866527	13.2487
0.340207	5.39422	0.252086	3.95571	0.557678	8.83662	0.862985	12.9745	0.532676	8.48573	0.867738	13.141	0.340207	5.39422	0.252086	3.95571	0.557678	8.83662	0.862985	12.9745	0.532676	8.48573	0.867738	13.141
0.341594	5.3628	0.255528	3.9706	0.561618	8.81135	0.864945	12.8823	0.534521	8.43076	0.868989	13.036	0.341594	5.3628	0.255528	3.9706	0.561618	8.81135	0.864945	12.8823	0.534521	8.43076	0.868989	13.036
0.342979	5.33197	0.258975	3.98525	0.565581	8.78694	0.866899	12.7918	0.536346	8.37655	0.870281	12.9335	0.342979	5.33197	0.258975	3.98525	0.565581	8.78694	0.866899	12.7918	0.536346	8.37655	0.870281	12.9335
0.344366	5.30175	0.262424	3.99967	0.569567	8.76335	0.868847	12.7028	0.538149	8.32306	0.871611	12.8334	0.344366	5.30175	0.262424	3.99967	0.569567	8.76335	0.868847	12.7028	0.538149	8.32306	0.871611	12.8334
0.345754	5.27214	0.265876	4.01385	0.573574	8.74051	0.87079	12.6153	0.539932	8.2703	0.872982	12.7358	0.345754	5.27214	0.265876	4.01385	0.573574	8.74051	0.87079	12.6153	0.539932	8.2703	0.872982	12.7358
0.347145	5.24313	0.269331	4.02781	0.577599	8.7184	0.872727	12.5294	0.541695	8.21823	0.874391	12.6405	0.347145	5.24313	0.269331	4.02781	0.577599	8.7184	0.872727	12.5294	0.541695	8.21823	0.874391	12.6405
0.348541	5.21474	0.272788	4.04155	0.581641	8.69694	0.874659	12.4449	0.543438	8.16683	0.875838	12.5475	0.348541	5.21474	0.272788	4.04155	0.581641	8.69694	0.874659	12.4449	0.543438	8.16683	0.875838	12.5475
0.349943	5.18697	0.276248	4.05507	0.585698	8.67612	0.876587	12.3618	0.54516	8.11611	0.877324	12.4567	0.349943	5.18697	0.276248	4.05507	0.585698	8.67612	0.876587	12.3618	0.54516	8.11611	0.877324	12.4567
0.351351	5.15981	0.27971	4.06838	0.589769	8.65588	0.878509	12.2802	0.546863	8.06603	0.878847	12.368	0.351351	5.15981	0.27971	4.06838	0.589769	8.65588	0.878509	12.2802	0.546863	8.06603	0.878847	12.368
0.352768	5.13325	0.283174	4.08147	0.593852	8.63619	0.880427	12.1998	0.548547	8.01658	0.880408	12.2814	0.352768	5.13325	0.283174	4.08147	0.593852	8.63619	0.880427	12.1998	0.548547	8.01658	0.880408	12.2814
0.354194	5.10732	0.28664	4.09436	0.597946	8.61701	0.882342	12.1209	0.550211	7.96776	0.882005	12.1968	0.354194	5.10732	0.28664	4.09436	0.597946	8.61701	0.882342	12.1209	0.550211	7.96776	0.882005	12.1968
0.355629	5.08198	0.290108	4.10704	0.602049	8.5983	0.884252	12.0432	0.551856	7.91954	0.883637	12.1142	0.355629	5.08198	0.290108	4.10704	0.602049	8.5983	0.884252	12.0432	0.551856	7.91954	0.883637	12.1142
0.357075	5.05725	0.293577	4.11952	0.606159	8.58004	0.88616	11.9668	0.553483	7.87193	0.885306	12.0334	0.357075	5.05725	0.293577	4.11952	0.606159	8.58004	0.88616	11.9668	0.553483	7.87193	0.885306	12.0334
0.358533	5.03312	0.297048	4.13181	0.610277	8.56219	0.888065	11.8917	0.555091	7.8249	0.887009	11.9545	0.358533	5.03312	0.297048	4.13181	0.610277	8.56219	0.888065	11.8917	0.555091	7.8249	0.887009	11.9545
0.360003	5.00959	0.30052	4.1439	0.614399	8.54472	0.889968	11.8177	0.556682	7.77844	0.888746	11.8774	0.360003	5.00959	0.30052	4.1439	0.614399	8.54472	0.889968	11.8177	0.556682	7.77844	0.888746	11.8774
0.361486	4.98664	0.303993	4.1558	0.618525	8.52761	0.89187	11.745	0.558255	7.73256	0.890517	11.802	0.361486	4.98664	0.303993	4.1558	0.618525	8.52761	0.89187	11.745	0.558255	7.73256	0.890517	11.802
0.362983	4.96427	0.307468	4.16751	0.622653	8.51082	0.893771	11.6735	0.559811	7.68723	0.892321	11.7282	0.362983	4.96427	0.307468	4.16751	0.622653	8.51082	0.893771	11.6735	0.559811	7.68723	0.892321	11.7282
0.364494	4.94247	0.310943	4.17903	0.626783	8.49433	0.895671	11.6031	0.561351	7.64245	0.894158	11.6561	0.364494	4.94247	0.310943	4.17903	0.626783	8.49433	0.895671	11.6031	0.561351	7.64245	0.894158	11.6561
0.36602	4.92124	0.314419	4.19037	0.630912	8.47812	0.897572	11.5339	0.562875	7.59822	0.896025	11.5856	0.36602	4.92124	0.314419	4.19037	0.630912	8.47812	0.897572	11.5339	0.562875	7.59822	0.896025	11.5856
0.367561	4.90058	0.317896	4.20154	0.635041	8.46217	0.899474	11.4658	0.564383	7.55452	0.897924	11.5166	0.367561	4.90058	0.317896	4.20154	0.635041	8.46217	0.899474	11.4658	0.564383	7.55452	0.897924	11.5166
0.369117	4.88046	0.321373	4.21252	0.639166	8.44645	0.901378	11.3988	0.565876	7.51135	0.899853	11.4491	0.369117	4.88046	0.321373	4.21252	0.639166	8.44645	0.901378	11.3988	0.565876	7.51135	0.899853	11.4491
0.37069	4.86088	0.324851	4.22333	0.643288	8.43093	0.903284	11.3329	0.567355	7.46871	0.901811	11.3831	0.37069	4.86088	0.324851	4.22333	0.643288	8.43093	0.903284	11.3329	0.567355	7.46871	0.901811	11.3831
0.37228	4.84184	0.328328	4.23397	0.647405	8.4156	0.905194	11.268	0.56882	7.42658	0.903798	11.3184	0.37228	4.84184	0.328328	4.23397	0.647405	8.4156	0.905194	11.268	0.56882	7.42658	0.903798	11.3184
0.373886	4.82333	0.331806	4.24444	0.651516	8.40045	0.907108	11.2042	0.570271	7.38497	0.905813	11.2551	0.373886	4.82333	0.331806	4.24444	0.651516	8.40045	0.907108	11.2042	0.570271	7.38497	0.905813	11.2551
0.37551	4.80534	0.335284	4.25474	0.655619	8.38544	0.909027	11.1415	0.57171	7.34386	0.907855	11.1931	0.37551	4.80534	0.335284	4.25474	0.655619	8.38544	0.909027	11.1415	0.57171	7.34386	0.907855	11.1931
0.377151	4.78785	0.338762	4.26487	0.659714	8.37056	0.910952	11.0798	0.573136	7.30325	0.909923	11.1324	0.377151	4.78785	0.338762	4.26487	0.659714	8.37056	0.910952	11.0798	0.573136	7.30325	0.909923	11.1324
0.378809	4.77086	0.342239	4.27485	0.663799	8.3558	0.912885	11.0191	0.574551	7.26314	0.912017	11.0729	0.378809	4.77086	0.342239	4.27485	0.663799	8.3558	0.912885	11.0191	0.574551	7.26314	0.912017	11.0729
0.380486	4.75437	0.345716	4.28466	0.667873	8.34113	0.914825	10.9594	0.575955	7.22353	0.914135	11.0146	0.380486	4.75437	0.345716	4.28466	0.667873	8.34113	0.914825	10.9594	0.575955	7.22353	0.914135	11.0146
0.382181	4.73835	0.349193	4.29431	0.671935	8.32654	0.916523	10.9082	0.577348	7.1844	0.916278	10.9575	0.382181	4.73835	0.349193	4.29431	0.671935	8.32654	0.916523	10.9082	0.577348	7.1844	0.916278	10.9575
0.383894	4.72281	0.352668	4.30381	0.675984	8.31201	0.917977	10.8652	0.578732	7.14576	0.918164	10.9087	0.383894	4.72281	0.352668	4.30381	0.675984	8.31201	0.917977	10.8652	0.578732	7.14576	0.918164	10.9087
0.385625	4.70773	0.356143	4.31315	0.680018	8.29753	0.919184	10.83	0.580106	7.10761	0.919785	10.8677	0.385625	4.70773	0.356143	4.31315	0.680018	8.29753	0.919184	10.83	0.580106	7.10761	0.919785	10.8677
0.387375	4.6931	0.359617	4.32234	0.684036	8.28307	0.920141	10.8025	0.581472	7.06993	0.921135	10.8342	0.387375	4.6931	0.359617	4.32234	0.684036	8.28307	0.920141	10.8025	0.581472	7.06993	0.921135	10.8342
0.389143	4.67892	0.36309	4.33138	0.688038	8.26864	0.920846	10.7824	0.58283	7.03273	0.922208	10.8081	0.389143	4.67892	0.36309	4.33138	0.688038	8.26864	0.920846	10.7824	0.58283	7.03273	0.922208	10.8081
0.390931	4.66517	0.366562	4.34027	0.692022	8.2542	0.921299	10.7696	0.584181	6.996	0.923	10.789	0.390931	4.66517	0.366562	4.34027	0.692022	8.2542	0.921299	10.7696	0.584181	6.996	0.923	10.789
0.392736	4.65185	0.370032	4.34902	0.695986	8.23975	0.92195	10.7512	0.585525	6.95974	0.923509	10.7768	0.392736	4.65185	0.370032	4.34902	0.695986	8.23975	0.92195	10.7512	0.585525	6.95974	0.923509	10.7768
0.394561	4.63895	0.3735	4.35761	0.69993	8.22528	0.92266	10.7314	0.586863	6.92395	0.924241	10.7595	0.394561	4.63895	0.3735	4.35761	0.69993	8.22528	0.92266	10.7314	0.586863	6.92395	0.924241	10.7595
0.396405	4.62646	0.376968	4.36607	0.703852	8.21076	0.923628	10.7047	0.588196	6.88863	0.92504	10.7407	0.396405	4.62646	0.376968	4.36607	0.703852	8.21076	0.923628	10.7047	0.588196	6.88863	0.92504	10.7407
0.398267	4.61436	0.380433	4.37438	0.707752	8.19619	0.924857	10.6712	0.589524	6.85376	0.92613	10.7154	0.398267	4.61436	0.380433	4.37438	0.707752	8.19619	0.924857	10.6712	0.589524	6.85376	0.92613	10.7154
0.400148	4.60266	0.383896	4.38255	0.711627	8.18155	0.926351	10.6312	0.590848	6.81936	0.927516	10.6838	0.400148	4.60266	0.383896	4.38255	0.711627	8.18155	0.926351	10.6312	0.590848	6.81936	0.927516	10.6838
0.402047	4.59134	0.387358	4.39058	0.715477	8.16683	0.928114	10.585	0.592169	6.78541	0.929201	10.646	0.402047	4.59134	0.387358	4.39058	0.715477	8.16683	0.928114	10.585	0.592169	6.78541	0.929201	10.646
0.403966	4.58039	0.390817	4.39847	0.7193	8.15202	0.930153	10.5328	0.593487	6.75191	0.931191	10.6023	0.403966	4.58039	0.390817	4.39847	0.7193	8.15202	0.930153	10.5328	0.593487	6.75191	0.931191	10.6023
0.405903	4.5698	0.394274	4.40622	0.723095	8.1371	0.932211	10.4815	0.594803	6.71887	0.933491	10.553	0.405903	4.5698	0.394274	4.40622	0.723095	8.1371	0.932211	10.4815	0.594803	6.71887	0.933491	10.553
0.407858	4.55957	0.397728	4.41384	0.726861	8.12207	0.934287	10.4312	0.596118	6.68628	0.935808	10.5046	0.407858	4.55957	0.397728	4.41384	0.726861	8.12207	0.934287	10.4312	0.596118	6.68628	0.935808	10.5046
0.409832	4.54969	0.40118	4.42133	0.730597	8.10691	0.936385	10.3818	0.597432	6.65413	0.93814	10.457	0.409832	4.54969	0.40118	4.42133	0.730597	8.10691	0.936385	10.3818	0.597432	6.65413	0.93814	10.457
0.411825	4.54015	0.404629	4.42868	0.734301	8.09162	0.938504	10.3333	0.598745	6.62243	0.940488	10.4103	0.411825	4.54015	0.404629	4.42868	0.734301	8.09162	0.938504	10.3333	0.598745	6.62243	0.940488	10.4103
0.413836	4.53094	0.408075	4.4359	0.737973	8.07618	0.940646	10.2858	0.600059	6.59117	0.942851	10.3644	0.413836	4.53094	0.408075	4.4359	0.737973	8.07618	0.940646	10.2858	0.600059	6.59117	0.942851	10.3644
0.415865	4.52206	0.411518	4.44299	0.741611	8.06058	0.942813	10.2391	0.601375	6.56035	0.945226	10.3192	0.415865	4.52206	0.411518	4.44299	0.741611	8.06058	0.942813	10.2391	0.601375	6.56035	0.945226	10.3192
0.417912	4.51349	0.414957	4.44995	0.745213	8.04481	0.945005	10.1934	0.602691	6.52998	0.947615	10.2749	0.417912	4.51349	0.414957	4.44995	0.745213	8.04481	0.945005	10.1934	0.602691	6.52998	0.947615	10.2749
0.419977	4.50523	0.418394	4.45678	0.748779	8.02886	0.947225	10.1486	0.604011	6.50003	0.950015	10.2312	0.419977	4.50523	0.418394	4.45678	0.748779	8.02886	0.947225	10.1486	0.604011	6.50003	0.950015	10.2312
0.42206	4.49727	0.421827	4.46348	0.752308	8.01273	0.949472	10.1047	0.605333	6.47052	0.952427	10.1883	0.42206	4.49727	0.421827	4.46348	0.752308	8.01273	0.949472	10.1047	0.605333	6.47052	0.952427	10.1883
0.42416	4.4896	0.425256	4.47005	0.755798	7.9964	0.95175	10.0616	0.606659	6.44144	0.954849	10.146	0.42416	4.4896	0.425256	4.47005	0.755798	7.9964	0.95175	10.0616	0.606659	6.44144	0.954849	10.146
0.426278	4.48222	0.428681	4.4765	0.759249	7.97988	0.954058	10.0195	0.607989	6.41279	0.95728	10.1044	0.426278	4.48222	0.428681	4.4765	0.759249	7.97988	0.954058	10.0195	0.607989	6.41279	0.95728	10.1044
0.428414	4.47512	0.432102	4.48282	0.762659	7.96314	0.956398	9.97825	0.609323	6.38457	0.95972	10.0634	0.428414	4.47512	0.432102	4.48282	0.762659	7.96314	0.956398	9.97825	0.609323	6.38457	0.95972	10.0634
0.430567	4.46829	0.435519	4.48901	0.766027	7.9462	0.958771	9.93788	0.610664	6.35677	0.962168	10.0231	0.430567	4.46829	0.435519	4.48901	0.766027	7.9462	0.958771	9.93788	0.610664	6.35677	0.962168	10.0231
0.432737	4.46172	0.438931	4.49508	0.769352	7.92903	0.961178	9.89838	0.612009	6.3294	0.964623	9.98331	0.432737	4.46172	0.438931	4.49508	0.769352	7.92903	0.961178	9.89838	0.612009	6.3294	0.964623	9.98331
0.434923	4.45541	0.442339	4.50103	0.772634	7.91163	0.963621	9.85976	0.613362	6.30244	0.967085	9.94414	0.434923	4.45541	0.442339	4.50103	0.772634	7.91163	0.963621	9.85976	0.613362	6.30244	0.967085	9.94414
0.437127	4.44935	0.445742	4.50685	0.775872	7.89401	0.9661	9.822	0.614721	6.2759	0.969552	9.90553	0.437127	4.44935	0.445742	4.50685	0.775872	7.89401	0.9661	9.822	0.614721	6.2759	0.969552	9.90553
0.439347	4.44354	0.449141	4.51255	0.779064	7.87615	0.968617	9.78509	0.616089	6.24978	0.972024	9.86746	0.439347	4.44354	0.449141	4.51255	0.779064	7.87615	0.968617	9.78509	0.616089	6.24978	0.972024	9.86746
0.441584	4.43797	0.452534	4.51813	0.782211	7.85806	0.971172	9.74904	0.617464	6.22407	0.974499	9.82991	0.441584	4.43797	0.452534	4.51813	0.782211	7.85806	0.971172	9.74904	0.617464	6.22407	0.974499	9.82991
0.443836	4.43262	0.455922	4.52358	0.785311	7.83973	0.973765	9.71383	0.618848	6.19878	0.976978	9.79286	0.443836	4.43262	0.455922	4.52358	0.785311	7.83973	0.973765	9.71383	0.618848	6.19878	0.976978	9.79286
0.446105	4.42751	0.459304	4.52891	0.788364	7.82117	0.976399	9.67945	0.620242	6.17389	0.97946	9.75631	0.446105	4.42751	0.459304	4.52891	0.788364	7.82117	0.976399	9.67945	0.620242	6.17389	0.97946	9.75631
0.44839	4.42261	0.46268	4.53412	0.791369	7.80236	0.979073	9.64589	0.621645	6.14941	0.981943	9.72022	0.44839	4.42261	0.46268	4.53412	0.791369	7.80236	0.979073	9.64589	0.621645	6.14941	0.981943	9.72022
0.45069	4.41793	0.466051	4.53921	0.794326	7.78331	0.981789	9.61315	0.623059	6.12533	0.984427	9.68459	0.45069	4.41793	0.466051	4.53921	0.794326	7.78331	0.981789	9.61315	0.623059	6.12533	0.984427	9.68459
0.453006	4.41346	0.469416	4.54418	0.797235	7.76403	0.984546	9.58122	0.624483	6.10166	0.986912	9.64941	0.453006	4.41346	0.469416	4.54418	0.797235	7.76403	0.984546	9.58122	0.624483	6.10166	0.986912	9.64941
0.455338	4.40918	0.472774	4.54903	0.800096	7.74451	0.987345	9.55008	0.625919	6.07838	0.989396	9.61464	0.455338	4.40918	0.472774	4.54903	0.800096	7.74451	0.987345	9.55008	0.625919	6.07838	0.989396	9.61464
0.457684	4.40511	0.476125	4.55375	0.802907	7.72476	0.990187	9.51973	0.627367	6.0555	0.991878	9.58029	0.457684	4.40511	0.476125	4.55375	0.802907	7.72476	0.990187	9.51973	0.627367	6.0555	0.991878	9.58029
0.460045	4.40123	0.47947	4.55836	0.80567	7.70478	0.993071	9.49014	0.628828	6.03302	0.994359	9.54633	0.460045	4.40123	0.47947	4.55836	0.80567	7.70478	0.993071	9.49014	0.628828	6.03302	0.994359	9.54633
0.462421	4.39753	0.482808	4.56284	0.808385	7.68457	0.995998	9.46132	0.630301	6.01093	0.996838	9.51276	0.462421	4.39753	0.482808	4.56284	0.808385	7.68457	0.995998	9.46132	0.630301	6.01093	0.996838	9.51276
0.464812	4.39402	0.486138	4.5672	0.81105	7.66415	0.998968	9.43325	0.631788	5.98924	0.999313	9.47956	0.464812	4.39402	0.486138	4.5672	0.81105	7.66415	0.998968	9.43325	0.631788	5.98924	0.999313	9.47956
0.467217	4.39068	0.489461	4.57144	0.813668	7.64351	1.00198	9.40591	0.633289	5.96793	1.00178	9.44671	0.467217	4.39068	0.489461	4.57144	0.813668	7.64351	1.00198	9.40591	0.633289	5.96793	1.00178	9.44671
0.469636	4.38752	0.492776	4.57556	0.816237	7.62267			0.634805	5.94701			0.469636	4.38752	0.492776	4.57556	0.816237	7.62267			0.634805	5.94701		
0.472069	4.38452	0.496083	4.57956	0.818759	7.60162			0.636335	5.92647			0.472069	4.38452	0.496083	4.57956	0.818759	7.60162			0.636335	5.92647		
0.474516	4.38168	0.499383	4.58344	0.821233	7.58039			0.637881	5.90632			0.474516	4.38168	0.499383	4.58344	0.821233	7.58039			0.637881	5.90632		
0.476977	4.379	0.502673	4.58719	0.823661	7.55898			0.639443	5.88654			0.476977	4.379	0.502673	4.58719	0.823661	7.55898			0.639443	5.88654		
0.47945	4.37647	0.505955	4.59083	0.826043	7.53739			0.641022	5.86714			0.47945	4.37647	0.505955	4.59083	0.826043	7.53739			0.641022	5.86714		
0.481937	4.3741	0.509228	4.59434	0.82838	7.51563			0.642617	5.84812			0.481937	4.3741	0.509228	4.59434	0.82838	7.51563			0.642617	5.84812		
0.484438	4.37186	0.512491	4.59773	0.830673	7.49372			0.644229	5.82947			0.484438	4.37186	0.512491	4.59773	0.830673	7.49372			0.644229	5.82947		
0.48695	4.36977	0.515746	4.60099	0.832921	7.47167			0.64586	5.8112			0.48695	4.36977	0.515746	4.60099	0.832921	7.47167			0.64586	5.8112		
0.489476	4.36781	0.51899	4.60414	0.835127	7.44948			0.647509	5.79329			0.489476	4.36781	0.51899	4.60414	0.835127	7.44948			0.647509	5.79329		
0.492014	4.36599	0.522224	4.60716	0.837292	7.42717			0.649176	5.77575			0.492014	4.36599	0.522224	4.60716	0.837292	7.42717			0.649176	5.77575		
0.494564	4.36429	0.525448	4.61005	0.839415	7.40475			0.650863	5.75857			0.494564	4.36429	0.525448	4.61005	0.839415	7.40475			0.650863	5.75857		
0.497126	4.36272	0.528662	4.61282	0.841499	7.38223			0.652569	5.74176			0.497126	4.36272	0.528662	4.61282	0.841499	7.38223			0.652569	5.74176		
0.4997	4.36126	0.531865	4.61547	0.843544	7.35961			0.654296	5.72531			0.4997	4.36126	0.531865	4.61547	0.843544	7.35961			0.654296	5.72531		
0.502286	4.35993	0.535056	4.61799	0.845552	7.33692			0.656042	5.70921			0.502286	4.35993	0.535056	4.61799	0.845552	7.33692			0.656042	5.70921		
0.504883	4.35871	0.538237	4.62039	0.847523	7.31416			0.65781	5.69347			0.504883	4.35871	0.538237	4.62039	0.847523	7.31416			0.65781	5.69347		
0.507492	4.3576	0.541405	4.62267	0.849459	7.29134			0.659599	5.67808			0.507492	4.3576	0.541405	4.62267	0.849459	7.29134			0.659599	5.67808		
0.510111	4.35659	0.544562	4.62482	0.851361	7.26847			0.66141	5.66305			0.510111	4.35659	0.544562	4.62482	0.851361	7.26847			0.66141	5.66305		
0.512742	4.35569	0.547706	4.62684	0.85323	7.24557			0.663243	5.64836			0.512742	4.35569	0.547706	4.62684	0.85323	7.24557			0.663243	5.64836		
0.515383	4.35489	0.550839	4.62874	0.855067	7.22264			0.665098	5.63402			0.515383	4.35489	0.550839	4.62874	0.855067	7.22264			0.665098	5.63402		
0.518035	4.35419	0.553958	4.63051	0.856873	7.1997			0.666976	5.62003			0.518035	4.35419	0.553958	4.63051	0.856873	7.1997			0.666976	5.62003		
0.520697	4.35358	0.557065	4.63216	0.85865	7.17676			0.668877	5.60637			0.520697	4.35358	0.557065	4.63216	0.85865	7.17676			0.668877	5.60637		
0.523369	4.35306	0.560159	4.63368	0.860399	7.15382			0.670802	5.59306			0.523369	4.35306	0.560159	4.63368	0.860399	7.15382			0.670802	5.59306		
0.526052	4.35263	0.563239	4.63507	0.862121	7.13089			0.672751	5.58008			0.526052	4.35263	0.563239	4.63507	0.862121	7.13089			0.672751	5.58008		
0.528744	4.35228	0.566306	4.63635	0.863818	7.10799			0.674723	5.56744			0.528744	4.35228	0.566306	4.63635	0.863818	7.10799			0.674723	5.56744		
0.531446	4.35202	0.569358	4.63749	0.865489	7.08512			0.676721	5.55513			0.531446	4.35202	0.569358	4.63749	0.865489	7.08512			0.676721	5.55513		
0.534157	4.35184	0.572398	4.63851	0.867137	7.0623			0.678743	5.54314			0.534157	4.35184	0.572398	4.63851	0.867137	7.0623			0.678743	5.54314		
0.536878	4.35173	0.575422	4.63941	0.868762	7.03952			0.68079	5.53149			0.536878	4.35173	0.575422	4.63941	0.868762	7.03952			0.68079	5.53149		
0.539608	4.3517	0.578433	4.64018	0.870366	7.0168			0.682862	5.52015			0.539608	4.3517	0.578433	4.64018	0.870366	7.0168			0.682862	5.52015		
0.542347	4.35175	0.581429	4.64083	0.87195	6.99415			0.68496	5.50913			0.542347	4.35175	0.581429	4.64083	0.87195	6.99415			0.68496	5.50913		
0.545094	4.35186	0.584411	4.64136	0.873514	6.97157			0.687084	5.49844			0.545094	4.35186	0.584411	4.64136	0.873514	6.97157			0.687084	5.49844		
0.54785	4.35204	0.587378	4.64177	0.87506	6.94907			0.689233	5.48805			0.54785	4.35204	0.587378	4.64177	0.87506	6.94907			0.689233	5.48805		
0.550615	4.35228	0.59033	4.64206	0.876589	6.92666			0.691409	5.47798			0.550615	4.35228	0.59033	4.64206	0.876589	6.92666			0.691409	5.47798		
0.553388	4.35259	0.593268	4.64222	0.878102	6.90435			0.693611	5.46821			0.553388	4.35259	0.593268	4.64222	0.878102	6.90435			0.693611	5.46821		
0.556169	4.35296	0.59619	4.64227	0.8796	6.88213			0.695839	5.45874			0.556169	4.35296	0.59619	4.64227	0.8796	6.88213			0.695839	5.45874		
0.558959	4.35339	0.599098	4.64221	0.881083	6.86002			0.698094	5.44958			0.558959	4.35339	0.599098	4.64221	0.881083	6.86002			0.698094	5.44958		
0.561756	4.35387	0.601991	4.64203	0.882553	6.83802			0.700375	5.44071			0.561756	4.35387	0.601991	4.64203	0.882553	6.83802			0.700375	5.44071		
0.56456	4.35441	0.604868	4.64174	0.88401	6.81614			0.702683	5.43213			0.56456	4.35441	0.604868	4.64174	0.88401	6.81614			0.702683	5.43213		
0.567373	4.355	0.607731	4.64134	0.885456	6.79438			0.705017	5.42383			0.567373	4.355	0.607731	4.64134	0.885456	6.79438			0.705017	5.42383		
0.570192	4.35564	0.61058	4.64083	0.886891	6.77275			0.707378	5.41583			0.570192	4.35564	0.61058	4.64083	0.886891	6.77275			0.707378	5.41583		
0.573019	4.35633	0.613413	4.64021	0.888316	6.75125			0.709766	5.4081			0.573019	4.35633	0.613413	4.64021	0.888316	6.75125			0.709766	5.4081		
0.575853	4.35707	0.616232	4.63949	0.889732	6.72988			0.71218	5.40064			0.575853	4.35707	0.616232	4.63949	0.889732	6.72988			0.71218	5.40064		
0.578693	4.35785	0.619037	4.63866	0.891139	6.70865			0.71462	5.39345			0.578693	4.35785	0.619037	4.63866	0.891139	6.70865			0.71462	5.39345		
0.581541	4.35868	0.621827	4.63774	0.892539	6.68756			0.717087	5.38653			0.581541	4.35868	0.621827	4.63774	0.892539	6.68756			0.717087	5.38653		
0.584395	4.35954	0.624603	4.63673	0.893932	6.66662			0.719579	5.37987			0.584395	4.35954	0.624603	4.63673	0.893932	6.66662			0.719579	5.37987		
0.587255	4.36045	0.627365	4.63561	0.895318	6.64583			0.722098	5.37347			0.587255	4.36045	0.627365	4.63561	0.895318	6.64583			0.722098	5.37347		
0.590122	4.3614	0.630114	4.63441	0.896699	6.62519			0.724642	5.36731			0.590122	4.3614	0.630114	4.63441	0.896699	6.62519			0.724642	5.36731		
0.592995	4.36238	0.632849	4.63313	0.898075	6.60471			0.727212	5.3614			0.592995	4.36238	0.632849	4.63313	0.898075	6.60471			0.727212	5.3614		
0.595874	4.36339	0.635571	4.63175	0.899447	6.58438			0.729806	5.35573			0.595874	4.36339	0.635571	4.63175	0.899447	6.58438			0.729806	5.35573		
0.598759	4.36444	0.63828	4.6303	0.900815	6.56421			0.732426	5.35029			0.598759	4.36444	0.63828	4.6303	0.900815	6.56421			0.732426	5.35029		
0.60165	4.36552	0.640977	4.62877	0.902181	6.5442			0.735071	5.34508			0.60165	4.36552	0.640977	4.62877	0.902181	6.5442			0.735071	5.34508		
0.604546	4.36664	0.643661	4.62717	0.903543	6.52436			0.73774	5.3401			0.604546	4.36664	0.643661	4.62717	0.903543	6.52436			0.73774	5.3401		
0.607447	4.36778	0.646334	4.62549	0.904904	6.50468			0.740432	5.33533			0.607447	4.36778	0.646334	4.62549	0.904904	6.50468			0.740432	5.33533		
0.610354	4.36895	0.648995	4.62375	0.906264	6.48517			0.743149	5.33077			0.610354	4.36895	0.648995	4.62375	0.906264	6.48517			0.743149	5.33077		
