Sym0		Asym0		Sym1		Sym2		Asym1		Asym2		Sym0		Asym0		Sym1		Sym2		Asym1		Asym2	
360  Points		362  Points		289  Points		175  Points		308  Points		175  Points		360  Points		362  Points		289  Points		175  Points		308  Points		175  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.613266	4.37014	0.651645	4.62195	0.907622	6.46583			0.745888	5.32643			0.613266	4.37014	0.651645	4.62195	0.907622	6.46583			0.745888	5.32643		
0.616184	4.37136	0.654284	4.62008	0.908981	6.44666			0.748651	5.32228			0.616184	4.37136	0.654284	4.62008	0.908981	6.44666			0.748651	5.32228		
0.619106	4.37261	0.656913	4.61816	0.910339	6.42766			0.751436	5.31833			0.619106	4.37261	0.656913	4.61816	0.910339	6.42766			0.751436	5.31833		
0.622033	4.37387	0.659532	4.61619	0.911698	6.40883			0.754243	5.31457			0.622033	4.37387	0.659532	4.61619	0.911698	6.40883			0.754243	5.31457		
0.624964	4.37516	0.662141	4.61416	0.913058	6.39018			0.757071	5.31099			0.624964	4.37516	0.662141	4.61416	0.913058	6.39018			0.757071	5.31099		
0.6279	4.37647	0.664741	4.61209	0.91442	6.37169			0.759921	5.30759			0.6279	4.37647	0.664741	4.61209	0.91442	6.37169			0.759921	5.30759		
0.630841	4.3778	0.667332	4.60998	0.915784	6.35339			0.762791	5.30437			0.630841	4.3778	0.667332	4.60998	0.915784	6.35339			0.762791	5.30437		
0.633785	4.37915	0.669915	4.60783	0.91715	6.33526			0.765681	5.30131			0.633785	4.37915	0.669915	4.60783	0.91715	6.33526			0.765681	5.30131		
0.636734	4.38051	0.672491	4.60564	0.918519	6.3173			0.768592	5.29842			0.636734	4.38051	0.672491	4.60564	0.918519	6.3173			0.768592	5.29842		
0.639687	4.38189	0.675058	4.60342	0.919891	6.29952			0.771521	5.29568			0.639687	4.38189	0.675058	4.60342	0.919891	6.29952			0.771521	5.29568		
0.642644	4.38328	0.677619	4.60118	0.921266	6.28192			0.77447	5.2931			0.642644	4.38328	0.677619	4.60118	0.921266	6.28192			0.77447	5.2931		
0.645604	4.38469	0.680173	4.5989	0.922646	6.2645			0.777436	5.29066			0.645604	4.38469	0.680173	4.5989	0.922646	6.2645			0.777436	5.29066		
0.648568	4.38611	0.68272	4.59661	0.92403	6.24725			0.780421	5.28836			0.648568	4.38611	0.68272	4.59661	0.92403	6.24725			0.780421	5.28836		
0.651536	4.38754	0.685262	4.59429	0.925418	6.23018			0.783423	5.2862			0.651536	4.38754	0.685262	4.59429	0.925418	6.23018			0.783423	5.2862		
0.654507	4.38898	0.687799	4.59196	0.926812	6.21328			0.786442	5.28418			0.654507	4.38898	0.687799	4.59196	0.926812	6.21328			0.786442	5.28418		
0.657481	4.39043	0.69033	4.58961	0.92821	6.19656			0.789477	5.28228			0.657481	4.39043	0.69033	4.58961	0.92821	6.19656			0.789477	5.28228		
0.660459	4.39189	0.692857	4.58725	0.929615	6.18002			0.792528	5.2805			0.660459	4.39189	0.692857	4.58725	0.929615	6.18002			0.792528	5.2805		
0.663439	4.39336	0.695379	4.58489	0.931025	6.16366			0.795595	5.27884			0.663439	4.39336	0.695379	4.58489	0.931025	6.16366			0.795595	5.27884		
0.666422	4.39483	0.697898	4.58251	0.932441	6.14747			0.798677	5.2773			0.666422	4.39483	0.697898	4.58251	0.932441	6.14747			0.798677	5.2773		
0.669409	4.39632	0.700413	4.58014	0.933864	6.13146			0.801774	5.27586			0.669409	4.39632	0.700413	4.58014	0.933864	6.13146			0.801774	5.27586		
0.672397	4.3978	0.702925	4.57776	0.935293	6.11562			0.804885	5.27453			0.672397	4.3978	0.702925	4.57776	0.935293	6.11562			0.804885	5.27453		
0.675389	4.39929	0.705434	4.57538	0.93673	6.09996			0.808009	5.2733			0.675389	4.39929	0.705434	4.57538	0.93673	6.09996			0.808009	5.2733		
0.678383	4.40079	0.707941	4.57301	0.938173	6.08447			0.811147	5.27216			0.678383	4.40079	0.707941	4.57301	0.938173	6.08447			0.811147	5.27216		
0.681379	4.40229	0.710446	4.57064	0.939624	6.06916			0.814298	5.27112			0.681379	4.40229	0.710446	4.57064	0.939624	6.06916			0.814298	5.27112		
0.684378	4.40379	0.712948	4.56828	0.941083	6.05402			0.817462	5.27017			0.684378	4.40379	0.712948	4.56828	0.941083	6.05402			0.817462	5.27017		
0.687378	4.40529	0.71545	4.56593	0.94255	6.03905			0.820638	5.26931			0.687378	4.40529	0.71545	4.56593	0.94255	6.03905			0.820638	5.26931		
0.690381	4.40679	0.71795	4.56359	0.944025	6.02426			0.823825	5.26853			0.690381	4.40679	0.71795	4.56359	0.944025	6.02426			0.823825	5.26853		
0.693385	4.4083	0.720449	4.56127	0.945509	6.00963			0.827024	5.26782			0.693385	4.4083	0.720449	4.56127	0.945509	6.00963			0.827024	5.26782		
0.696392	4.4098	0.722947	4.55895	0.947001	5.99518			0.830234	5.2672			0.696392	4.4098	0.722947	4.55895	0.947001	5.99518			0.830234	5.2672		
0.6994	4.4113	0.725445	4.55666	0.948502	5.9809			0.833455	5.26664			0.6994	4.4113	0.725445	4.55666	0.948502	5.9809			0.833455	5.26664		
0.702409	4.4128	0.727943	4.55438	0.950012	5.96679			0.836686	5.26615			0.702409	4.4128	0.727943	4.55438	0.950012	5.96679			0.836686	5.26615		
0.705421	4.4143	0.730441	4.55212	0.951531	5.95284			0.839927	5.26573			0.705421	4.4143	0.730441	4.55212	0.951531	5.95284			0.839927	5.26573		
0.708433	4.41579	0.73294	4.54988	0.953059	5.93907			0.843178	5.26538			0.708433	4.41579	0.73294	4.54988	0.953059	5.93907			0.843178	5.26538		
0.711447	4.41728	0.735439	4.54766	0.954597	5.92546			0.846438	5.26508			0.711447	4.41728	0.735439	4.54766	0.954597	5.92546			0.846438	5.26508		
0.714462	4.41876	0.737938	4.54546	0.956145	5.91201			0.849707	5.26485			0.714462	4.41876	0.737938	4.54546	0.956145	5.91201			0.849707	5.26485		
0.717477	4.42025	0.740439	4.54328	0.957703	5.89874			0.852985	5.26467			0.717477	4.42025	0.740439	4.54328	0.957703	5.89874			0.852985	5.26467		
0.720494	4.42172	0.742941	4.54113	0.959271	5.88562			0.856271	5.26454			0.720494	4.42172	0.742941	4.54113	0.959271	5.88562			0.856271	5.26454		
0.723512	4.42319	0.745445	4.53901	0.960849	5.87267			0.859565	5.26446			0.723512	4.42319	0.745445	4.53901	0.960849	5.87267			0.859565	5.26446		
0.726531	4.42465	0.74795	4.53691	0.962437	5.85988			0.862868	5.26444			0.726531	4.42465	0.74795	4.53691	0.962437	5.85988			0.862868	5.26444		
0.72955	4.42611	0.750457	4.53484	0.964036	5.84725			0.866178	5.26446			0.72955	4.42611	0.750457	4.53484	0.964036	5.84725			0.866178	5.26446		
0.73257	4.42755	0.752965	4.53279	0.965646	5.83479			0.869495	5.26452			0.73257	4.42755	0.752965	4.53279	0.965646	5.83479			0.869495	5.26452		
0.73559	4.42899	0.755476	4.53077	0.967267	5.82248			0.87282	5.26463			0.73559	4.42899	0.755476	4.53077	0.967267	5.82248			0.87282	5.26463		
0.73861	4.43042	0.757989	4.52878	0.968898	5.81033			0.876151	5.26477			0.73861	4.43042	0.757989	4.52878	0.968898	5.81033			0.876151	5.26477		
0.741631	4.43184	0.760505	4.52682	0.970541	5.79834			0.87949	5.26496			0.741631	4.43184	0.760505	4.52682	0.970541	5.79834			0.87949	5.26496		
0.744652	4.43326	0.763022	4.52489	0.972194	5.7865			0.882834	5.26518			0.744652	4.43326	0.763022	4.52489	0.972194	5.7865			0.882834	5.26518		
0.747673	4.43466	0.765543	4.52299	0.97386	5.77483			0.886185	5.26544			0.747673	4.43466	0.765543	4.52299	0.97386	5.77483			0.886185	5.26544		
0.750694	4.43605	0.768066	4.52112	0.975536	5.7633			0.889542	5.26573			0.750694	4.43605	0.768066	4.52112	0.975536	5.7633			0.889542	5.26573		
0.753715	4.43743	0.770592	4.51928	0.977224	5.75193			0.892904	5.26606			0.753715	4.43743	0.770592	4.51928	0.977224	5.75193			0.892904	5.26606		
0.756736	4.4388	0.773121	4.51747	0.978924	5.74071			0.896273	5.26641			0.756736	4.4388	0.773121	4.51747	0.978924	5.74071			0.896273	5.26641		
0.759756	4.44015	0.775653	4.51569	0.980636	5.72964			0.899647	5.2668			0.759756	4.44015	0.775653	4.51569	0.980636	5.72964			0.899647	5.2668		
0.762776	4.4415	0.778189	4.51394	0.98236	5.71872			0.903026	5.26721			0.762776	4.4415	0.778189	4.51394	0.98236	5.71872			0.903026	5.26721		
0.765796	4.44283	0.780727	4.51223	0.984095	5.70795			0.90641	5.26765			0.765796	4.44283	0.780727	4.51223	0.984095	5.70795			0.90641	5.26765		
0.768815	4.44415	0.783269	4.51054	0.985843	5.69733			0.909799	5.26811			0.768815	4.44415	0.783269	4.51054	0.985843	5.69733			0.909799	5.26811		
0.771833	4.44546	0.785814	4.50889	0.987603	5.68686			0.913192	5.2686			0.771833	4.44546	0.785814	4.50889	0.987603	5.68686			0.913192	5.2686		
0.77485	4.44675	0.788363	4.50727	0.989375	5.67653			0.916591	5.26911			0.77485	4.44675	0.788363	4.50727	0.989375	5.67653			0.916591	5.26911		
0.777867	4.44803	0.790915	4.50568	0.99116	5.66635			0.919993	5.26964			0.777867	4.44803	0.790915	4.50568	0.99116	5.66635			0.919993	5.26964		
0.780883	4.44929	0.793471	4.50412	0.992957	5.65631			0.923401	5.2702			0.780883	4.44929	0.793471	4.50412	0.992957	5.65631			0.923401	5.2702		
0.783898	4.45054	0.79603	4.50259	0.994766	5.64642			0.926812	5.27077			0.783898	4.45054	0.79603	4.50259	0.994766	5.64642			0.926812	5.27077		
0.786912	4.45177	0.798593	4.5011	0.996588	5.63666			0.930227	5.27136			0.786912	4.45177	0.798593	4.5011	0.996588	5.63666			0.930227	5.27136		
0.789924	4.45299	0.80116	4.49963	0.998423	5.62705			0.933646	5.27197			0.789924	4.45299	0.80116	4.49963	0.998423	5.62705			0.933646	5.27197		
0.792936	4.4542	0.80373	4.4982	1.00027	5.61757			0.937069	5.2726			0.792936	4.4542	0.80373	4.4982	1.00027	5.61757			0.937069	5.2726		
0.795946	4.45538	0.806305	4.4968					0.940496	5.27324			0.795946	4.45538	0.806305	4.4968					0.940496	5.27324		
0.798954	4.45656	0.808883	4.49543					0.943926	5.2739			0.798954	4.45656	0.808883	4.49543					0.943926	5.2739		
0.801962	4.45771	0.811465	4.49409					0.947359	5.27457			0.801962	4.45771	0.811465	4.49409					0.947359	5.27457		
0.804967	4.45885	0.814051	4.49278					0.950796	5.27525			0.804967	4.45885	0.814051	4.49278					0.950796	5.27525		
0.807971	4.45997	0.816641	4.49151					0.954235	5.27595			0.807971	4.45997	0.816641	4.49151					0.954235	5.27595		
0.810974	4.46108	0.819234	4.49026					0.957678	5.27666			0.810974	4.46108	0.819234	4.49026					0.957678	5.27666		
0.813974	4.46216	0.821832	4.48904					0.961124	5.27738			0.813974	4.46216	0.821832	4.48904					0.961124	5.27738		
0.816973	4.46323	0.824434	4.48785					0.964573	5.27811			0.816973	4.46323	0.824434	4.48785					0.964573	5.27811		
0.81997	4.46429	0.82704	4.4867					0.968024	5.27886			0.81997	4.46429	0.82704	4.4867					0.968024	5.27886		
0.822965	4.46532	0.829649	4.48557					0.971479	5.27961			0.822965	4.46532	0.829649	4.48557					0.971479	5.27961		
0.825958	4.46634	0.832263	4.48447					0.974935	5.28037			0.825958	4.46634	0.832263	4.48447					0.974935	5.28037		
0.828948	4.46733	0.834881	4.4834					0.978395	5.28114			0.828948	4.46733	0.834881	4.4834					0.978395	5.28114		
0.831937	4.46831	0.837502	4.48236					0.981856	5.28191			0.831937	4.46831	0.837502	4.48236					0.981856	5.28191		
0.834923	4.46928	0.840128	4.48134					0.98532	5.2827			0.834923	4.46928	0.840128	4.48134					0.98532	5.2827		
0.837907	4.47022	0.842757	4.48036					0.988787	5.28349			0.837907	4.47022	0.842757	4.48036					0.988787	5.28349		
0.840889	4.47114	0.845391	4.4794					0.992255	5.28429			0.840889	4.47114	0.845391	4.4794					0.992255	5.28429		
0.843869	4.47205	0.848029	4.47847					0.995726	5.28509			0.843869	4.47205	0.848029	4.47847					0.995726	5.28509		
0.846845	4.47293	0.85067	4.47757					0.999198	5.2859			0.846845	4.47293	0.85067	4.47757					0.999198	5.2859		
0.84982	4.4738	0.853316	4.47669					1.00267	5.28671			0.84982	4.4738	0.853316	4.47669					1.00267	5.28671		
0.852792	4.47465	0.855965	4.47584									0.852792	4.47465	0.855965	4.47584								
0.855761	4.47548	0.858618	4.47502									0.855761	4.47548	0.858618	4.47502								
0.858727	4.47629	0.861275	4.47422									0.858727	4.47629	0.861275	4.47422								
0.861691	4.47708	0.863936	4.47344									0.861691	4.47708	0.863936	4.47344								
0.864652	4.47785	0.866601	4.47269									0.864652	4.47785	0.866601	4.47269								
0.867611	4.4786	0.86927	4.47197									0.867611	4.4786	0.86927	4.47197								
0.870566	4.47933	0.871943	4.47127									0.870566	4.47933	0.871943	4.47127								
0.873519	4.48005	0.874619	4.47059									0.873519	4.48005	0.874619	4.47059								
0.876469	4.48074	0.877299	4.46994									0.876469	4.48074	0.877299	4.46994								
0.879416	4.48141	0.879983	4.46931									0.879416	4.48141	0.879983	4.46931								
0.882359	4.48207	0.882671	4.46871									0.882359	4.48207	0.882671	4.46871								
0.8853	4.4827	0.885362	4.46812									0.8853	4.4827	0.885362	4.46812								
0.888238	4.48332	0.888057	4.46756									0.888238	4.48332	0.888057	4.46756								
0.891173	4.48392	0.890755	4.46702									0.891173	4.48392	0.890755	4.46702								
0.894105	4.48449	0.893457	4.4665									0.894105	4.48449	0.893457	4.4665								
0.897033	4.48505	0.896163	4.466									0.897033	4.48505	0.896163	4.466								
0.899959	4.48559	0.898872	4.46552									0.899959	4.48559	0.898872	4.46552								
0.902881	4.48611	0.901585	4.46507									0.902881	4.48611	0.901585	4.46507								
0.905801	4.48661	0.904301	4.46463									0.905801	4.48661	0.904301	4.46463								
0.908717	4.4871	0.90702	4.46421									0.908717	4.4871	0.90702	4.46421								
0.91163	4.48756	0.909743	4.46381									0.91163	4.48756	0.909743	4.46381								
0.914539	4.48801	0.912469	4.46343									0.914539	4.48801	0.912469	4.46343								
0.917446	4.48844	0.915199	4.46307									0.917446	4.48844	0.915199	4.46307								
0.920349	4.48885	0.917932	4.46273									0.920349	4.48885	0.917932	4.46273								
0.92325	4.48924	0.920668	4.4624									0.92325	4.48924	0.920668	4.4624								
0.926147	4.48961	0.923407	4.46209									0.926147	4.48961	0.923407	4.46209								
0.929041	4.48997	0.926149	4.4618									0.929041	4.48997	0.926149	4.4618								
0.931931	4.49031	0.928894	4.46152									0.931931	4.49031	0.928894	4.46152								
0.934819	4.49063	0.931643	4.46126									0.934819	4.49063	0.931643	4.46126								
0.937703	4.49093	0.934394	4.46102									0.937703	4.49093	0.934394	4.46102								
0.940584	4.49122	0.937149	4.4608									0.940584	4.49122	0.937149	4.4608								
0.943462	4.49149	0.939906	4.46058									0.943462	4.49149	0.939906	4.46058								
0.946337	4.49174	0.942667	4.46039									0.946337	4.49174	0.942667	4.46039								
0.949209	4.49198	0.94543	4.4602									0.949209	4.49198	0.94543	4.4602								
0.952078	4.4922	0.948196	4.46004									0.952078	4.4922	0.948196	4.46004								
0.954943	4.49241	0.950965	4.45988									0.954943	4.49241	0.950965	4.45988								
0.957806	4.4926	0.953736	4.45974									0.957806	4.4926	0.953736	4.45974								
0.960665	4.49278	0.95651	4.45962									0.960665	4.49278	0.95651	4.45962								
0.963522	4.49294	0.959287	4.4595									0.963522	4.49294	0.959287	4.4595								
0.966375	4.49308	0.962067	4.4594									0.966375	4.49308	0.962067	4.4594								
0.969226	4.49321	0.964849	4.45931									0.969226	4.49321	0.964849	4.45931								
0.972074	4.49333	0.967633	4.45924									0.972074	4.49333	0.967633	4.45924								
0.974918	4.49343	0.97042	4.45917									0.974918	4.49343	0.97042	4.45917								
0.97776	4.49352	0.973209	4.45912									0.97776	4.49352	0.973209	4.45912								
0.9806	4.4936	0.976001	4.45908									0.9806	4.4936	0.976001	4.45908								
0.983436	4.49366	0.978795	4.45904									0.983436	4.49366	0.978795	4.45904								
0.98627	4.49371	0.981592	4.45902									0.98627	4.49371	0.981592	4.45902								
0.9891	4.49375	0.98439	4.45901									0.9891	4.49375	0.98439	4.45901								
0.991929	4.49377	0.987191	4.45901									0.991929	4.49377	0.987191	4.45901								
0.994754	4.49379	0.989994	4.45902									0.994754	4.49379	0.989994	4.45902								
0.997578	4.49379	0.9928	4.45904									0.997578	4.49379	0.9928	4.45904								
1.0004	4.49378	0.995607	4.45907									1.0004	4.49378	0.995607	4.45907								
		0.998416	4.45911											0.998416	4.45911								
		1.00123	4.45915											1.00123	4.45915								
