Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2		Asym3		Asym4	
425  Points		527  Points		425  Points		405  Points		352  Points		253  Points		457  Points		400  Points		345  Points		216  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.279509	0.00999367	0.00033941	0.26128	0.27951	0.0115849	0.441191	0.008866	0.559017	0.00892216	0.838525	0.00343908	0.139763	0.0724968	0.419267	0.0169687	0.698772	0.00685675	0.882385	0.0082173
0.279519	0.0154371	0.000582843	0.295839	0.279521	0.0170544	0.4412	0.0151187	0.559026	0.0148336	0.838529	0.00655045	0.139831	0.108195	0.419283	0.0231625	0.698779	0.0100031	0.882392	0.0113512
0.279538	0.0263475	0.000890674	0.364506	0.279542	0.0279698	0.44122	0.0276511	0.559045	0.0266352	0.838538	0.0127352	0.139965	0.179473	0.41931	0.0355184	0.698791	0.0162927	0.882406	0.0176036
0.279568	0.0372551	0.00126206	0.432187	0.279573	0.0388875	0.441251	0.0401916	0.559075	0.0384464	0.838552	0.018879	0.140165	0.250327	0.419349	0.0478521	0.698809	0.0226463	0.882425	0.0238096
0.279608	0.0481573	0.00169601	0.498701	0.279614	0.0498097	0.441295	0.052675	0.559117	0.0502769	0.838573	0.0250876	0.140431	0.320402	0.419399	0.0602148	0.698833	0.0289815	0.88245	0.029996
0.279657	0.0591218	0.00219134	0.563907	0.279666	0.0607412	0.441349	0.0651904	0.559169	0.0620725	0.838599	0.0312791	0.140762	0.389581	0.419461	0.0725624	0.698863	0.0352798	0.882481	0.0362164
0.279718	0.0700645	0.00274678	0.627741	0.279728	0.071691	0.441416	0.077697	0.559232	0.0738719	0.838631	0.0374367	0.141157	0.457773	0.419535	0.0848795	0.698899	0.0415776	0.882518	0.0424316
0.279788	0.0809636	0.00336106	0.690005	0.279799	0.0826042	0.441494	0.0901857	0.559307	0.0856786	0.838669	0.0435994	0.141615	0.524796	0.419619	0.0972092	0.69894	0.0478744	0.88256	0.0486363
0.279869	0.0918487	0.00403253	0.750591	0.279881	0.0935177	0.441584	0.102712	0.559392	0.0975	0.838712	0.0497726	0.142135	0.590436	0.419716	0.109564	0.698988	0.0542424	0.882608	0.0548203
0.279959	0.102779	0.00475971	0.809508	0.279974	0.104432	0.441686	0.115167	0.559488	0.109278	0.838762	0.0559665	0.142715	0.65455	0.419824	0.121895	0.699042	0.0605331	0.882662	0.0610359
0.28006	0.113727	0.00554096	0.866623	0.280076	0.115346	0.441799	0.127625	0.559596	0.121041	0.838817	0.0621288	0.143355	0.717155	0.419943	0.13418	0.699101	0.0668156	0.882722	0.0672416
0.280171	0.124635	0.00637456	0.921895	0.280189	0.126262	0.441923	0.14009	0.559714	0.132849	0.838877	0.068301	0.144052	0.778132	0.420074	0.146444	0.699166	0.0731551	0.882787	0.0734273
0.280292	0.13554	0.00725881	0.97531	0.280311	0.137181	0.44206	0.152497	0.559843	0.144599	0.838944	0.0744931	0.144805	0.837316	0.420216	0.158742	0.699237	0.0794619	0.882859	0.0796464
0.280424	0.146436	0.00819195	1.02684	0.280444	0.148106	0.442208	0.164932	0.559983	0.156308	0.839016	0.0806516	0.145612	0.894674	0.420369	0.171033	0.699314	0.0857768	0.882936	0.085859
0.280565	0.157315	0.00917222	1.07651	0.280587	0.15897	0.442367	0.177351	0.560134	0.168079	0.839094	0.0868164	0.146472	0.950284	0.420535	0.183311	0.699397	0.0921076	0.883019	0.0920587
0.280717	0.168233	0.0101979	1.12429	0.28074	0.169857	0.442538	0.189737	0.560296	0.179831	0.839178	0.0929937	0.147263	0.99724	0.420711	0.195561	0.699486	0.0983973	0.883107	0.0982324
0.280879	0.179156	0.0112672	1.17018	0.280904	0.180792	0.442721	0.202132	0.560469	0.191542	0.839268	0.0991227	0.147966	1.03612	0.420899	0.207756	0.69958	0.104678	0.883202	0.104427
0.281051	0.190015	0.0123784	1.21421	0.281077	0.191676	0.442915	0.214471	0.560653	0.203245	0.839363	0.105301	0.148568	1.06747	0.421098	0.219989	0.699681	0.111013	0.883302	0.110592
0.281233	0.200895	0.0135297	1.25642	0.281261	0.202531	0.44312	0.22677	0.560848	0.214932	0.839464	0.111507	0.149057	1.09179	0.421309	0.232223	0.699787	0.117312	0.883408	0.116769
0.281425	0.211813	0.0147196	1.2969	0.281455	0.213401	0.443337	0.239064	0.561054	0.226588	0.839571	0.117618	0.149423	1.10948	0.421531	0.244385	0.699899	0.12361	0.88352	0.12297
0.281627	0.222665	0.0159464	1.33568	0.281659	0.2243	0.443566	0.251347	0.56127	0.238255	0.839683	0.123763	0.149661	1.12055	0.421764	0.256553	0.700018	0.129908	0.883637	0.129146
0.28184	0.233527	0.0172085	1.37272	0.281873	0.235185	0.443806	0.263609	0.561498	0.249943	0.839801	0.129972	0.150006	1.13621	0.422009	0.26873	0.700141	0.136205	0.88376	0.135346
0.282063	0.244413	0.0185043	1.40814	0.282097	0.246043	0.444057	0.275829	0.561736	0.261527	0.839925	0.136092	0.150387	1.15318	0.422265	0.280853	0.700271	0.142499	0.883889	0.141521
0.282295	0.25527	0.0198324	1.44199	0.282331	0.25692	0.44432	0.288036	0.561985	0.273123	0.840055	0.142253	0.150914	1.17585	0.422532	0.29294	0.700407	0.14879	0.884024	0.147646
0.282538	0.266145	0.0211913	1.4743	0.282576	0.267759	0.444594	0.30022	0.562245	0.284743	0.84019	0.148422	0.151595	1.20379	0.422811	0.30503	0.700549	0.155072	0.884164	0.153816
0.282791	0.276983	0.0225796	1.50518	0.28283	0.278597	0.444879	0.312355	0.562516	0.296337	0.840331	0.154535	0.15244	1.23672	0.423101	0.317123	0.700696	0.161338	0.88431	0.160005
0.283054	0.287817	0.023996	1.53462	0.283095	0.289434	0.445176	0.324467	0.562797	0.30788	0.840478	0.160682	0.15346	1.27409	0.423402	0.329153	0.700849	0.167645	0.884462	0.166156
0.283328	0.298647	0.0254392	1.56275	0.283369	0.300269	0.445484	0.336534	0.563089	0.319392	0.840631	0.166824	0.154666	1.3153	0.423714	0.341201	0.701008	0.173959	0.88462	0.172305
0.283611	0.309466	0.026908	1.58956	0.283654	0.311098	0.445803	0.348582	0.563392	0.330918	0.840789	0.172956	0.15591	1.35483	0.424038	0.353211	0.701173	0.180216	0.884784	0.178452
0.283904	0.320266	0.0284012	1.61514	0.283949	0.321915	0.446133	0.360593	0.563706	0.342399	0.840953	0.179066	0.157191	1.39269	0.424372	0.365146	0.701344	0.186503	0.884953	0.184594
0.284208	0.331097	0.0299177	1.63955	0.284214	0.331336	0.446475	0.372531	0.56403	0.35386	0.841123	0.185208	0.158506	1.42894	0.424718	0.377077	0.701521	0.192779	0.885127	0.190725
0.284521	0.34192	0.0314563	1.66282	0.284446	0.339381	0.446827	0.384467	0.564366	0.365283	0.841298	0.191339	0.159853	1.46359	0.425075	0.389002	0.701703	0.199033	0.885308	0.196834
0.284845	0.352727	0.0330161	1.68505	0.284643	0.346032	0.447191	0.396402	0.564711	0.376705	0.841479	0.19745	0.161233	1.49669	0.425443	0.400913	0.701892	0.205313	0.885494	0.202974
0.285178	0.3635	0.0345962	1.7062	0.2848	0.351237	0.447566	0.40826	0.565067	0.388122	0.841666	0.203592	0.162642	1.52837	0.425822	0.412798	0.702086	0.211577	0.885686	0.209101
0.285522	0.37428	0.0361955	1.72639	0.284918	0.355166	0.447952	0.42011	0.565434	0.399457	0.841859	0.209723	0.164081	1.5586	0.426212	0.424627	0.702286	0.217877	0.885884	0.215203
0.285876	0.385074	0.0378131	1.74568	0.284994	0.357587	0.448349	0.431872	0.565812	0.410775	0.842057	0.215833	0.165547	1.58748	0.426613	0.436421	0.702492	0.224106	0.886087	0.221328
0.28624	0.395822	0.0394483	1.76404	0.285104	0.361067	0.448757	0.443604	0.5662	0.422131	0.842261	0.2219	0.167039	1.61511	0.427025	0.448218	0.702704	0.230338	0.886296	0.227426
0.286613	0.40655	0.0411002	1.78158	0.285225	0.364996	0.449175	0.455349	0.566598	0.433418	0.84247	0.22803	0.168556	1.64148	0.427448	0.459945	0.702921	0.236651	0.886511	0.233542
0.286997	0.417314	0.0427681	1.79834	0.285391	0.370198	0.449605	0.466974	0.567007	0.444639	0.842686	0.234136	0.170098	1.66665	0.427882	0.471681	0.703145	0.242904	0.886731	0.239622
0.287391	0.428074	0.0444513	1.81435	0.285605	0.376804	0.450046	0.478578	0.567427	0.455874	0.842907	0.240197	0.171662	1.69069	0.428327	0.483362	0.703374	0.249111	0.886958	0.245702
0.287795	0.438755	0.046149	1.82961	0.285868	0.384845	0.450497	0.490142	0.567857	0.467066	0.843133	0.246313	0.173248	1.7137	0.428783	0.495004	0.703609	0.255372	0.887189	0.251783
0.288209	0.449498	0.0478605	1.84415	0.286185	0.394217	0.450959	0.501696	0.568297	0.478243	0.843366	0.252391	0.174855	1.73564	0.42925	0.506642	0.70385	0.261596	0.887427	0.257867
0.288632	0.460216	0.0495853	1.85808	0.286557	0.40496	0.451432	0.51316	0.568748	0.489391	0.843604	0.25847	0.176482	1.75657	0.429727	0.5182	0.704096	0.267818	0.88767	0.263956
0.289066	0.470885	0.0513228	1.87136	0.286939	0.415715	0.451915	0.524589	0.569209	0.500481	0.843847	0.264548	0.178128	1.77659	0.430215	0.529744	0.704349	0.27411	0.887919	0.269982
0.28951	0.481604	0.0530724	1.88407	0.287331	0.42644	0.452409	0.53602	0.569681	0.511529	0.844097	0.270624	0.179793	1.79576	0.430714	0.541259	0.704607	0.280322	0.888173	0.276026
0.289964	0.492274	0.0548336	1.89625	0.287734	0.437185	0.452914	0.54731	0.570162	0.522566	0.844351	0.276697	0.181475	1.81406	0.431158	0.551307	0.704871	0.286521	0.888433	0.28211
0.290427	0.502922	0.0566059	1.90785	0.288146	0.447904	0.453429	0.558611	0.570654	0.53358	0.844612	0.282765	0.183173	1.83152	0.431542	0.559783	0.705141	0.292766	0.888699	0.288125
0.290901	0.513598	0.0583887	1.91898	0.288568	0.458611	0.453955	0.56986	0.571157	0.544547	0.844878	0.288822	0.184887	1.84827	0.431865	0.566765	0.705417	0.298957	0.88897	0.29415
0.291384	0.524256	0.0601817	1.92958	0.289001	0.469274	0.454421	0.57958	0.571669	0.555496	0.84515	0.294857	0.186617	1.86427	0.432122	0.572385	0.705698	0.305186	0.889247	0.300193
0.291878	0.534879	0.0619843	1.93973	0.289443	0.479989	0.454825	0.587924	0.572192	0.566406	0.845428	0.30092	0.188361	1.87959	0.432314	0.576466	0.705985	0.311419	0.889529	0.3062
0.292381	0.545504	0.0637961	1.94949	0.289895	0.490693	0.455164	0.594763	0.572725	0.577242	0.845711	0.306967	0.190119	1.89424	0.432437	0.579041	0.706278	0.317587	0.889817	0.312208
0.292894	0.556135	0.0656169	1.95882	0.290357	0.501355	0.455434	0.600124	0.573267	0.588073	0.846	0.312983	0.191891	1.90823	0.432614	0.582781	0.706577	0.32377	0.890111	0.318218
0.293417	0.566703	0.0674462	1.96773	0.290829	0.511996	0.455635	0.604026	0.57382	0.598895	0.846294	0.319008	0.193675	1.92168	0.432809	0.586825	0.706882	0.329984	0.89041	0.324233
0.29395	0.577292	0.0692836	1.97626	0.291311	0.522627	0.455764	0.606501	0.574383	0.609627	0.846594	0.325053	0.195472	1.93459	0.433076	0.592289	0.707192	0.336186	0.890715	0.330184
