Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3	
329  Points		372  Points		329  Points		315  Points		229  Points		344  Points		291  Points		212  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.353551	-0.00798572	3.61968e-005	0.119354	1.00107	2.31141	0.480765	0.027684	0.707107	0.00511257	0.176777	0.0439031	0.530332	0.0103895	0.883883	0.000175913
0.353542	-0.0110736	0.000176857	0.164158	0.99835	2.31487	0.480797	0.0439163	0.707113	0.0101975	0.176828	0.0878156	0.530344	0.0150681	0.883884	0.000259854
0.353525	-0.0171877	0.00042312	0.253378	0.995618	2.32181	0.480868	0.0764266	0.707131	0.0203254	0.176984	0.175315	0.530368	0.0244163	0.883884	0.000511676
0.353501	-0.0231903	0.000774075	0.341731	0.992878	2.32886	0.480977	0.108928	0.707161	0.0304737	0.177242	0.26213	0.530402	0.0338109	0.883885	0.000795594
0.35347	-0.0290432	0.00122859	0.428936	0.990129	2.33595	0.481125	0.141264	0.707203	0.0405896	0.177602	0.348016	0.530447	0.0432252	0.883886	0.00107046
0.353433	-0.0347432	0.00178509	0.514721	0.987372	2.34301	0.48131	0.173417	0.707256	0.0507141	0.178062	0.432702	0.530504	0.0526056	0.883887	0.00140047
0.353388	-0.0402838	0.0024418	0.598768	0.984607	2.35011	0.481534	0.205423	0.707322	0.0608555	0.178621	0.515943	0.530571	0.0619914	0.883889	0.00176752
0.353338	-0.0455789	0.0031964	0.680949	0.981833	2.3572	0.481794	0.237208	0.7074	0.0709578	0.179278	0.597463	0.53065	0.0713879	0.883892	0.00213541
0.353281	-0.0506026	0.00404681	0.761082	0.979051	2.36427	0.482093	0.268771	0.707489	0.0811283	0.18003	0.677007	0.53074	0.080806	0.883894	0.00257821
0.353219	-0.0553767	0.00499028	0.838877	0.97626	2.3713	0.482428	0.300038	0.707591	0.0912885	0.180874	0.75443	0.53084	0.0902672	0.883898	0.00309761
0.353151	-0.0597978	0.00602406	0.914341	0.973461	2.37828	0.4828	0.331004	0.707705	0.101428	0.181808	0.829589	0.530952	0.099668	0.883902	0.0036237
0.353078	-0.0638793	0.0071454	0.987338	0.970654	2.38519	0.483208	0.361662	0.70783	0.1116	0.182829	0.902344	0.531075	0.109095	0.883906	0.00423644
0.353	-0.0676479	0.00835124	1.05775	0.967839	2.39205	0.483652	0.391922	0.707968	0.121763	0.183935	0.97256	0.531209	0.118573	0.883912	0.00494923
0.352918	-0.0710101	0.00963854	1.12554	0.965016	2.39882	0.484132	0.421828	0.708117	0.131909	0.185121	1.04026	0.531355	0.128008	0.883918	0.00571563
0.352833	-0.0739993	0.0110042	1.19067	0.962185	2.40548	0.484647	0.451317	0.708279	0.142094	0.18622	1.09723	0.531511	0.137503	0.883925	0.00658924
0.352744	-0.0765352	0.012445	1.25318	0.959347	2.41206	0.485196	0.480412	0.708452	0.152282	0.187201	1.14416	0.531679	0.146972	0.883933	0.0075308
0.352652	-0.0786042	0.0139579	1.3131	0.9565	2.41854	0.485779	0.509087	0.708637	0.162478	0.188043	1.18181	0.531858	0.156461	0.883943	0.00853502
0.352558	-0.0802518	0.01554	1.37037	0.953646	2.42485	0.486396	0.537285	0.708835	0.172689	0.188728	1.21087	0.532048	0.165992	0.883954	0.00966455
0.352463	-0.0814231	0.0171879	1.42508	0.950785	2.4311	0.487045	0.565045	0.709045	0.182931	0.189242	1.232	0.532249	0.175532	0.883966	0.0108982
0.352367	-0.0821543	0.0188989	1.4773	0.947916	2.43723	0.487727	0.592292	0.709266	0.19316	0.189576	1.24522	0.532461	0.18509	0.883979	0.0122669
0.352269	-0.0823717	0.02067	1.5271	0.94504	2.44318	0.488441	0.619028	0.7095	0.203365	0.190062	1.26396	0.532685	0.194612	0.883995	0.0136859
0.352172	-0.0820739	0.0224983	1.57456	0.942157	2.449	0.489186	0.645327	0.709746	0.213594	0.190598	1.28411	0.53292	0.204207	0.884011	0.0152056
0.352076	-0.0813319	0.0243813	1.61974	0.939268	2.45472	0.489962	0.671118	0.710003	0.223871	0.191341	1.31074	0.533166	0.213803	0.88403	0.0168534
0.351981	-0.0800676	0.0263161	1.66271	0.936371	2.4603	0.490768	0.696332	0.710273	0.234171	0.192302	1.34372	0.533424	0.2234	0.884051	0.0186109
0.351887	-0.0782715	0.0283003	1.70362	0.933469	2.46566	0.491604	0.721053	0.710555	0.244445	0.193495	1.38235	0.533693	0.233072	0.884074	0.0205145
0.351796	-0.0759976	0.0303316	1.7425	0.93056	2.47096	0.492468	0.7453	0.710849	0.254738	0.194938	1.4258	0.533973	0.242748	0.8841	0.0224908
0.351708	-0.0732077	0.0324074	1.77948	0.927645	2.47608	0.49336	0.768964	0.711156	0.26507	0.196647	1.47349	0.534265	0.252433	0.884127	0.0246122
0.351624	-0.0698983	0.0345259	1.81461	0.924724	2.48105	0.49428	0.792123	0.711474	0.275408	0.198411	1.5189	0.534568	0.262134	0.884158	0.0268774
0.351543	-0.0660628	0.0366845	1.84796	0.921797	2.48592	0.495227	0.814783	0.711805	0.285755	0.200227	1.56193	0.534883	0.271868	0.884191	0.0292106
0.351468	-0.0617609	0.0388815	1.87973	0.918864	2.49061	0.496201	0.836885	0.712148	0.296123	0.202092	1.60278	0.535209	0.281594	0.884226	0.0316799
0.351398	-0.0569656	0.0411151	1.90987	0.915926	2.49515	0.4972	0.858458	0.712503	0.306459	0.204005	1.64156	0.535547	0.29138	0.884265	0.0342746
0.351334	-0.0516231	0.0433831	1.9385	0.912983	2.49956	0.498224	0.879557	0.71287	0.316878	0.205962	1.6783	0.535896	0.30121	0.884307	0.0369737
0.351276	-0.0458453	0.0456842	1.9658	0.910035	2.50382	0.499273	0.90015	0.71325	0.327314	0.207961	1.71304	0.536257	0.311055	0.884352	0.0398085
0.351226	-0.0395632	0.0480166	1.99169	0.907082	2.50796	0.500346	0.920169	0.713641	0.337712	0.209999	1.74594	0.536629	0.320931	0.884401	0.0427681
0.351183	-0.0327851	0.0503786	2.01631	0.904123	2.51199	0.501442	0.939698	0.714046	0.348181	0.212076	1.77711	0.537013	0.330796	0.884453	0.0458309
0.351148	-0.025601	0.0527691	2.03977	0.901161	2.51587	0.502561	0.958762	0.714462	0.358646	0.214188	1.80654	0.537409	0.340711	0.884509	0.0490269
0.351122	-0.0178977	0.0551864	2.06207	0.898193	2.51961	0.503702	0.977333	0.714891	0.369102	0.216334	1.8344	0.537816	0.350653	0.884569	0.0523426
0.351106	-0.00974226	0.0576294	2.0833	0.895222	2.5232	0.504864	0.995433	0.715332	0.379614	0.218512	1.86075	0.538235	0.36065	0.884632	0.0557514
0.3511	-0.00119499	0.0600968	2.1035	0.892246	2.52672	0.505895	1.01083	0.715786	0.390165	0.22072	1.88564	0.538666	0.370683	0.8847	0.0592731
0.351103	0.00784292	0.0625874	2.12275	0.889266	2.5301	0.506785	1.02362	0.716252	0.400719	0.222956	1.90918	0.539109	0.380715	0.884772	0.0629473
