Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3		Asym4	
355  Points		391  Points		355  Points		320  Points		253  Points		345  Points		323  Points		255  Points		152  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.353546	1630.62	0.000286174	0.104533	1.00253	2.43278	0.363844	883.478	0.707107	7071.97	0.17681	184.439	0.53033	1139.71	0.727637	722.965	0.883886	884.824
0.353245	253.163	0.000584685	0.149301	0.999912	2.43339	0.364241	229.033	0.707109	553.078	0.176944	82.7945	0.530328	322.617	0.727669	333.033	0.883896	405.931
0.352571	136.982	0.000987403	0.193811	0.997303	2.43402	0.365025	131.832	0.707116	287.796	0.177179	53.437	0.530323	187.902	0.727724	216.36	0.883913	263.386
0.351638	93.7115	0.00149288	0.237979	0.9947	2.43467	0.366081	92.7407	0.707128	194.505	0.177514	39.4988	0.530315	132.55	0.727803	160.239	0.883938	194.937
0.350545	71.092	0.00209962	0.281764	0.992103	2.43534	0.367319	71.6597	0.707144	146.892	0.177949	31.3694	0.530305	102.388	0.727905	127.245	0.88397	154.73
0.349355	57.1834	0.00280546	0.325074	0.989512	2.43603	0.368677	58.4794	0.707165	118.007	0.178481	26.0511	0.530293	83.4072	0.728031	105.527	0.884009	128.275
0.348108	47.7653	0.00360834	0.367871	0.986927	2.43673	0.370118	49.4619	0.70719	98.6173	0.179109	22.3058	0.530278	70.3623	0.72818	90.1488	0.884056	109.548
0.346829	40.9654	0.00450569	0.410085	0.984349	2.43746	0.371621	42.9054	0.70722	84.7014	0.179831	19.5294	0.530261	60.8453	0.728352	78.6894	0.88411	95.5947
0.345535	35.8256	0.00549497	0.451676	0.981776	2.4382	0.37317	37.9241	0.707254	74.2284	0.180644	17.3918	0.530241	53.5954	0.728548	69.8207	0.884171	84.7961
0.344234	31.8045	0.00657334	0.492597	0.97921	2.43897	0.374757	34.0118	0.707293	66.0615	0.181546	15.6976	0.53022	47.8887	0.728766	62.754	0.88424	76.1912
0.342934	28.5732	0.00773785	0.532809	0.97665	2.43976	0.376374	30.8581	0.707336	59.5145	0.182534	14.3234	0.530196	43.2798	0.729007	56.9912	0.884316	69.1734
0.341639	25.9202	0.00898559	0.572284	0.974097	2.44056	0.378018	28.262	0.707384	54.1492	0.183606	13.1879	0.530171	39.4797	0.729271	52.2023	0.8844	63.3408
0.340354	23.7032	0.0103134	0.610994	0.97155	2.44139	0.379684	26.088	0.707437	49.6722	0.184757	12.235	0.530144	36.2927	0.729557	48.1601	0.884492	58.4167
0.33908	21.8234	0.0117183	0.648917	0.969009	2.44224	0.381371	24.241	0.707495	45.8798	0.185986	11.4247	0.530116	33.5814	0.729866	44.7027	0.884591	54.2042
0.337819	20.2094	0.0131972	0.686039	0.966474	2.4431	0.383076	22.6525	0.707557	42.6261	0.187289	10.7281	0.530086	31.2468	0.730197	41.7121	0.884697	50.5596
0.336574	18.8088	0.0147468	0.722342	0.963946	2.44399	0.384799	21.2719	0.707624	39.8041	0.188663	10.1234	0.530055	29.2154	0.73055	39.1	0.884812	47.3754
0.335346	17.5822	0.0163643	0.757824	0.961424	2.4449	0.386537	20.0611	0.707697	37.3333	0.190105	9.59409	0.530023	27.4318	0.730924	36.7989	0.884934	44.5696
0.334135	16.4993	0.0180465	0.792475	0.958908	2.44584	0.38829	18.9905	0.707774	35.152	0.191612	9.12726	0.52999	25.8532	0.73132	34.7567	0.885064	42.0785
0.332943	15.5363	0.0197906	0.826302	0.956399	2.44679	0.390057	18.0373	0.707856	33.2121	0.19318	8.71285	0.529957	24.4462	0.731738	32.932	0.885202	39.8521
0.33177	14.6746	0.0215937	0.859302	0.953896	2.44777	0.391838	17.1832	0.707943	31.4757	0.194594	8.38811	0.529924	23.1843	0.732176	31.292	0.885347	37.8505
