Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3		Asym4	
354  Points		389  Points		353  Points		320  Points		250  Points		346  Points		320  Points		254  Points		149  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.353551	2231.39	0.000320208	0.110575	1.00118	2.44508	0.370947	458.022	0.707109	654.529	0.176783	445.197	0.53033	754.028	0.74176	2419.86	0.883884	1631.1
0.35339	264.325	0.00063272	0.155293	0.998602	2.44583	0.371282	186.724	0.707116	313.043	0.176868	112.254	0.530329	281.814	0.741776	499.499	0.883892	513.77
0.35299	140.328	0.00104929	0.199756	0.996032	2.4466	0.371871	117.424	0.707129	205.719	0.177055	64.2875	0.530327	173.29	0.741814	278.506	0.883908	304.91
0.352385	95.3944	0.00156851	0.243884	0.993469	2.44738	0.372675	85.7626	0.707147	153.199	0.177343	45.0954	0.530324	125.11	0.741873	193.092	0.883932	216.787
0.351614	72.1631	0.00218858	0.287597	0.990911	2.44819	0.373655	67.6429	0.70717	122.044	0.177731	34.7733	0.530321	97.8925	0.741954	147.783	0.883965	168.184
0.350717	57.9602	0.00290762	0.330847	0.98836	2.44902	0.374774	55.916	0.707199	101.421	0.178218	28.3351	0.530316	80.4011	0.742056	119.704	0.884005	137.386
0.349727	48.3749	0.00372327	0.373563	0.985814	2.44986	0.376003	47.7103	0.707232	86.7621	0.178801	23.9418	0.530311	68.2125	0.742179	100.599	0.884054	116.125
0.34867	41.4688	0.00463307	0.415692	0.983275	2.45073	0.377319	41.6492	0.707272	75.8069	0.17948	20.7571	0.530305	59.2327	0.742323	86.7594	0.884111	100.565
0.347566	36.2557	0.00563446	0.457197	0.980741	2.45162	0.378706	36.9903	0.707316	67.3094	0.180251	18.3458	0.530299	52.342	0.742489	76.273	0.884176	88.6838
0.34643	32.181	0.00672446	0.498018	0.978214	2.45252	0.380151	33.2984	0.707366	60.5262	0.181112	16.4592	0.530292	46.8873	0.742675	68.0534	0.88425	79.3156
0.345273	28.9088	0.00790034	0.538135	0.975692	2.45345	0.381644	30.3012	0.707421	54.9861	0.182061	14.9449	0.530285	42.462	0.742883	61.4377	0.884331	71.7393
0.344105	26.2233	0.00915889	0.577503	0.973177	2.4544	0.383177	27.8199	0.707481	50.3762	0.183095	13.704	0.530277	38.8	0.743111	55.9987	0.884421	65.4859
0.34293	23.9801	0.0104972	0.616104	0.970667	2.45537	0.384746	25.732	0.707547	46.4805	0.184211	12.6699	0.53027	35.7193	0.74336	51.4483	0.88452	60.2369
0.341755	22.0785	0.0119121	0.653916	0.968164	2.45636	0.386345	23.9512	0.707619	43.1449	0.185405	11.7959	0.530262	33.0918	0.743629	47.5856	0.884627	55.7683
0.340583	20.4461	0.0134004	0.690919	0.965667	2.45737	0.387971	22.4144	0.707696	40.2569	0.186675	11.0483	0.530254	30.8243	0.743919	44.2659	0.884742	51.9183
0.339418	19.0298	0.0149591	0.727105	0.963176	2.45841	0.389622	21.0748	0.707779	37.7321	0.188018	10.4023	0.530247	28.8476	0.744229	41.3824	0.884866	48.5668
0.338263	17.7896	0.0165853	0.76247	0.960691	2.45946	0.391295	19.897	0.707867	35.5061	0.18943	9.83887	0.530241	27.1091	0.744559	38.8546	0.884998	45.623
0.337119	16.6947	0.0182757	0.797002	0.958212	2.46054	0.392988	18.8532	0.707961	33.5288	0.190909	9.34373	0.530235	25.5682	0.744909	36.6207	0.885139	43.0168
0.335988	15.7212	0.0200276	0.830711	0.955739	2.46164	0.394699	17.9221	0.708061	31.7608	0.192451	8.90553	0.53023	24.1931	0.745278	34.6323	0.885289	40.6934
0.334872	14.8501	0.0218381	0.863592	0.953272	2.46276	0.396428	17.0862	0.708166	30.1706	0.193844	8.56304	0.530226	22.9584	0.745667	32.8513	0.885447	38.6091
0.333772	14.0662	0.0237045	0.895658	0.950811	2.4639	0.398173	16.3319	0.708277	28.7327	0.195066	8.29618	0.530223	21.8436	0.746076	31.2469	0.885614	36.729
0.33269	13.3572	0.0256241	0.926912	0.948356	2.46507	0.399932	15.6477	0.708395	27.4263	0.1961	8.09103	0.530222	20.8322	0.746503	29.7942	0.88579	35.0244
0.331625	12.7129	0.0275942	0.957365	0.945908	2.46626	0.401707	15.0243	0.708518	26.234	0.196932	7.93788	0.530222	19.9103	0.746948	28.4728	0.885975	33.472
0.33058	12.1251	0.0296126	0.987034	0.943465	2.46747	0.403494	14.454	0.708647	25.1417	0.197551	7.83001	0.530224	19.0666	0.747413	27.2656	0.886168	32.0522
0.329555	11.5866	0.0316768	1.01593	0.941028	2.46871	0.405294	13.9304	0.708782	24.1373	0.197951	7.76298	0.530229	18.2916	0.747895	26.1586	0.886371	30.7488
0.32855	11.0917	0.0337845	1.04407	0.938597	2.46997	0.407106	13.448	0.708924	23.2106	0.198531	7.66925	0.530236	17.5772	0.748396	25.1398	0.886583	29.5482
0.327567	10.6354	0.0359337	1.07146	0.936172	2.47125	0.40893	13.0021	0.709072	22.3529	0.199167	7.57072	0.530246	16.9166	0.748914	24.1993	0.886804	28.4385
0.326606	10.2134	0.0381223	1.09813	0.933753	2.47256	0.410765	12.5887	0.709226	21.5569	0.200042	7.44205	0.530258	16.304	0.74945	23.3282	0.887034	27.41
