Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3		Asym4	
357  Points		392  Points		357  Points		320  Points		256  Points		346  Points		327  Points		258  Points		155  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.353517	1399.92	0.000251545	0.0980228	1.00134	2.42148	0.356612	8442.57	0.707107	1995.05	0.176781	500.259	0.53033	1782.48	0.713225	1227.65	0.883884	1962.27
0.352648	246.428	0.000534805	0.142816	0.998683	2.42197	0.357324	292.709	0.70711	461.276	0.176863	115.454	0.530327	359.291	0.71325	405.376	0.88389	542.613
0.35132	134.629	0.000922408	0.187359	0.996037	2.42248	0.358662	149.488	0.707116	260.789	0.177045	65.3207	0.530318	199.777	0.713302	242.786	0.883902	314.84
0.349887	92.3658	0.00141305	0.231581	0.993397	2.423	0.360166	100.668	0.707127	181.782	0.177329	45.5985	0.530306	138.351	0.713379	173.297	0.883921	221.758
0.348429	70.1549	0.00200514	0.275422	0.990763	2.42354	0.361736	76.0544	0.70714	139.517	0.177712	35.0694	0.530289	105.813	0.713483	134.746	0.883946	171.159
0.346969	56.4629	0.00269673	0.31881	0.988135	2.4241	0.363343	61.2225	0.707158	113.2	0.178193	28.5295	0.530267	85.664	0.713612	110.235	0.883978	139.363
0.345517	47.1786	0.00348564	0.361684	0.985514	2.42468	0.364975	51.3088	0.707179	95.2366	0.178771	24.0787	0.530241	71.9597	0.713766	93.2779	0.884016	117.532
0.344077	40.4696	0.00436941	0.403985	0.982898	2.42528	0.366629	44.2157	0.707204	82.1947	0.179444	20.8584	0.530211	62.034	0.713946	80.8496	0.884061	101.616
0.342651	35.3956	0.00534552	0.445672	0.980289	2.42589	0.3683	38.8899	0.707233	72.2955	0.180209	18.4235	0.530177	54.5135	0.714152	71.3505	0.884112	89.4984
0.341242	31.4244	0.00641121	0.486701	0.977686	2.42653	0.369988	34.7444	0.707265	64.5254	0.181065	16.5205	0.530139	48.6182	0.714382	63.855	0.88417	79.9645
0.339849	28.2322	0.0075635	0.527026	0.97509	2.42718	0.371691	31.4264	0.707301	58.2642	0.182007	14.9942	0.530097	43.8726	0.714638	57.7902	0.884235	72.2677
0.338475	25.6107	0.00879943	0.566615	0.9725	2.42786	0.373408	28.7108	0.707341	53.1115	0.183034	13.7444	0.530051	39.9702	0.714919	52.7826	0.884306	65.9238
0.33712	23.4198	0.0101159	0.605443	0.969916	2.42855	0.37514	26.4474	0.707385	48.7967	0.184143	12.7035	0.530002	36.7046	0.715224	48.5784	0.884384	60.6051
0.335784	21.5617	0.0115099	0.643486	0.967339	2.42927	0.376884	24.5321	0.707433	45.1311	0.185331	11.8241	0.52995	33.9316	0.715554	44.9988	0.884469	56.0817
0.334469	19.9663	0.0129784	0.680731	0.964769	2.43001	0.378641	22.8905	0.707485	41.9783	0.186594	11.0721	0.529894	31.5476	0.715908	41.9147	0.884561	52.1877
0.333173	18.5817	0.0145181	0.717159	0.962205	2.43076	0.38041	21.468	0.707541	39.2378	0.187929	10.4225	0.529836	29.476	0.716287	39.23	0.884659	48.8004
0.331899	17.369	0.0161261	0.752767	0.959647	2.43154	0.382191	20.2235	0.707601	36.8338	0.189334	9.85623	0.529775	27.6592	0.716689	36.8721	0.884765	45.827
0.330646	16.2982	0.0177993	0.787549	0.957096	2.43234	0.383984	19.1256	0.707665	34.708	0.190805	9.35864	0.529712	26.0529	0.717114	34.7849	0.884877	43.196
0.329414	15.346	0.0195349	0.821505	0.954552	2.43316	0.385788	18.1501	0.707733	32.8146	0.192339	8.91836	0.529647	24.6225	0.717563	32.9245	0.884996	40.8517
0.328205	14.494	0.0213299	0.854635	0.952015	2.43401	0.387603	17.2775	0.707806	31.1176	0.193933	8.52635	0.52958	23.3406	0.718035	31.256	0.885122	38.7495
0.327018	13.7271	0.0231816	0.886945	0.949484	2.43487	0.389428	16.4925	0.707883	29.588	0.195368	8.2184	0.529512	22.1853	0.718529	29.7513	0.885255	36.8539
0.325854	13.0335	0.0250872	0.918444	0.94696	2.43576	0.391264	15.7825	0.707964	28.2022	0.196625	7.97747	0.529443	21.1386	0.719046	28.3875	0.885396	35.1359
0.324714	12.4032	0.0270442	0.949139	0.944442	2.43667	0.393109	15.1373	0.70805	26.9408	0.197686	7.79166	0.529372	20.186	0.719585	27.1457	0.885544	33.5717
0.323597	11.8281	0.0290502	0.979047	0.941931	2.43761	0.394964	14.5485	0.708141	25.7879	0.198539	7.65261	0.529302	19.3153	0.720145	26.0105	0.885699	32.1415
0.322504	11.3013	0.0311028	1.00818	0.939427	2.43856	0.396828	14.0091	0.708236	24.73	0.199173	7.55451	0.529231	18.5164	0.720727	24.9687	0.885861	30.829
0.321436	10.8172	0.0331995	1.03655	0.93693	2.43955	0.398701	13.513	0.708336	23.756	0.199582	7.49347	0.529161	17.7807	0.72133	24.0093	0.886031	29.62
0.320392	10.3707	0.0353384	1.06417	0.93444	2.44055	0.400583	13.0553	0.708441	22.8561	0.200175	7.40802	0.52909	17.1012	0.721953	23.123	0.886208	28.503
0.319374	9.95792	0.0375172	1.09106	0.931956	2.44158	0.402474	12.6318	0.708551	22.0223	0.200825	7.31808	0.529021	16.4715	0.722597	22.3018	0.886393	27.4678
0.318381	9.57512	0.0397342	1.11724	0.929479	2.44263	0.404372	12.2387	0.708666	21.2476	0.201718	7.20044	0.528954	15.8865	0.72326	21.5389	0.886586	26.5058
0.317414	9.21928	0.0419873	1.14273	0.92701	2.44371	0.406279	11.8729	0.708787	20.5259	0.202863	7.0589	0.528888	15.3415	0.723943	20.8282	0.886787	25.6095
0.316473	8.88774	0.0442748	1.16754	0.924546	2.44481	0.408193	11.5317	0.708912	19.8521	0.20427	6.89771	0.528824	14.8326	0.724645	20.1647	0.886995	24.7724
0.315559	8.57816	0.046595	1.19169	0.92209	2.44594	0.410114	11.2126	0.709043	19.2214	0.205949	6.72132	0.528762	14.3563	0.725366	19.5438	0.887212	23.9889
0.314673	8.28852	0.0489464	1.2152	0.91964	2.44709	0.412043	10.9137	0.70918	18.6299	0.207912	6.53409	0.528704	13.9096	0.726105	18.9617	0.887436	23.254
0.313813	8.01701	0.0513273	1.23808	0.917198	2.44827	0.413978	10.6331	0.709322	18.0741	0.209913	6.36137	0.528648	13.4899	0.726862	18.4147	0.887669	22.5633
0.312981	7.76207	0.0537364	1.26037	0.914762	2.44947	0.41592	10.3691	0.70947	17.5508	0.211949	6.20158	0.528597	13.0948	0.727636	17.8999	0.88791	21.913
