Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3		Asym4	
357  Points		392  Points		357  Points		320  Points		256  Points		346  Points		327  Points		258  Points		155  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.353517	-0.737106	0.000251545	0.240354	1.00134	2.25053	0.356612	0.604549	0.707107	0.00243822	0.176781	0.0690212	0.53033	-0.00291653	0.713225	0.0218123	0.883884	0.00490467
0.352648	-0.932153	0.000534805	0.284623	0.998683	2.24797	0.357324	0.869848	0.70711	0.00399069	0.176863	0.112022	0.530327	-0.00488729	0.71325	0.0328132	0.88389	0.00761548
0.35132	-1.17137	0.000922408	0.372606	0.996037	2.24284	0.358662	1.20585	0.707116	0.00711002	0.177045	0.19774	0.530318	-0.00874879	0.713302	0.0547563	0.883902	0.0131112
0.349887	-1.22639	0.00141305	0.459363	0.993397	2.23765	0.360166	1.30431	0.707127	0.0101993	0.177329	0.282749	0.530306	-0.01259	0.713379	0.0766697	0.883921	0.0186827
0.348429	-1.23799	0.00200514	0.544621	0.990763	2.23245	0.361736	1.34763	0.70714	0.0133016	0.177712	0.366781	0.530289	-0.0163904	0.713483	0.0985239	0.883946	0.0241861
0.346969	-1.23555	0.00269673	0.628124	0.988135	2.2272	0.363343	1.37421	0.707158	0.0164301	0.178193	0.449517	0.530267	-0.0201096	0.713612	0.12026	0.883978	0.0296997
0.345517	-1.22723	0.00348564	0.709657	0.985514	2.22188	0.364975	1.39404	0.707179	0.0195377	0.178771	0.530688	0.530241	-0.0237392	0.713766	0.141978	0.884016	0.0353069
0.344077	-1.21595	0.00436941	0.78908	0.982898	2.2166	0.366629	1.41056	0.707204	0.0226766	0.179444	0.61012	0.530211	-0.0272632	0.713946	0.16359	0.884061	0.0408818
0.342651	-1.20291	0.00534552	0.866262	0.980289	2.21123	0.3683	1.42521	0.707233	0.0258784	0.180209	0.687538	0.530177	-0.0307224	0.714152	0.185059	0.884112	0.0464651
0.341242	-1.18868	0.00641121	0.94101	0.977686	2.20584	0.369988	1.43863	0.707265	0.0291325	0.181065	0.76276	0.530139	-0.0340518	0.714382	0.206391	0.88417	0.0520653
0.339849	-1.17363	0.0075635	1.01324	0.97509	2.2004	0.371691	1.45119	0.707301	0.0323448	0.182007	0.835714	0.530097	-0.0371949	0.714638	0.227596	0.884235	0.0576993
0.338475	-1.15789	0.00879943	1.08291	0.9725	2.19495	0.373408	1.46311	0.707341	0.03562	0.183034	0.906257	0.530051	-0.0401854	0.714919	0.248692	0.884306	0.0634008
