Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3	
329  Points		372  Points		329  Points		315  Points		229  Points		344  Points		291  Points		212  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.353551	379.019	3.61968e-005	0.0372051	1.00107	2.62567	0.480765	1172.39	0.707107	81536.7	0.176777	419363	0.530332	745.753	0.883883	4508.26
0.353542	167.451	0.000176857	0.082205	0.99835	2.62665	0.480797	302.658	0.707113	595.622	0.176828	149.99	0.530344	280.658	0.883884	643.026
0.353525	107.46	0.00042312	0.127066	0.995618	2.62761	0.480868	173.781	0.707131	298.91	0.176984	75.0744	0.530368	172.862	0.883884	346.203
0.353501	79.1124	0.000774075	0.171695	0.992878	2.62855	0.480977	121.902	0.707161	199.526	0.177242	50.1255	0.530402	124.898	0.883885	236.865
0.35347	62.596	0.00122859	0.216037	0.990129	2.62948	0.481125	93.8942	0.707203	149.745	0.177602	37.6716	0.530447	97.775	0.883886	180.014
0.353433	51.7823	0.00178509	0.26001	0.987372	2.63039	0.48131	76.3666	0.707256	119.849	0.178062	30.216	0.530504	80.3344	0.883887	145.171
0.353388	44.1522	0.0024418	0.303556	0.984607	2.63128	0.481534	64.3663	0.707322	99.9079	0.178621	25.2594	0.530571	68.1775	0.883889	121.628
0.353338	38.48	0.0031964	0.346588	0.981833	2.63216	0.481794	55.6367	0.7074	85.6598	0.179278	21.7307	0.53065	59.2196	0.883892	104.657
0.353281	34.0975	0.00404681	0.389079	0.979051	2.63302	0.482093	49.0023	0.707489	74.9716	0.18003	19.0942	0.53074	52.3452	0.883894	91.8413
0.353219	30.6098	0.00499028	0.430958	0.97626	2.63386	0.482428	43.7907	0.707591	66.6578	0.180874	17.0523	0.53084	46.9034	0.883898	81.8222
