Sym0		Asym0		Sym1		Sym2		Asym1		Asym2	
474  Points		491  Points		474  Points		222  Points		394  Points		129  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.00546717	9.09203	0.00066546	0.294687	0.00167548	9.09206	0.279509	4222.92	0.139961	169.793	0.419263	4909.02
0.013937	9.09124	0.00131387	0.411886	0.0101461	9.09167	0.27961	280.203	0.140688	80.1185	0.41935	412.299
0.0224034	9.0897	0.00216324	0.524856	0.0186143	9.09047	0.279888	145.051	0.14193	52.8074	0.419582	215.303
0.0308647	9.08747	0.00319766	0.632789	0.0270781	9.08855	0.280341	97.9776	0.143671	39.6948	0.419959	145.794
0.0393185	9.08448	0.0043991	0.735025	0.0355355	9.08591	0.280966	74.0754	0.14589	32.056	0.420482	110.299
0.0477628	9.08075	0.00574911	0.831197	0.0439844	9.08251	0.281758	59.6357	0.148561	27.0959	0.421149	88.7772
0.0561952	9.07621	0.00722922	0.921112	0.0524224	9.07835	0.282715	49.9817	0.151656	23.6428	0.421959	74.3464
0.0646134	9.07087	0.0088217	1.00474	0.0608473	9.07337	0.283828	43.0822	0.155148	21.1195	0.422911	64.0069
0.0730148	9.06467	0.0105102	1.08222	0.0692565	9.06755	0.285092	37.9125	0.159005	19.2084	0.424003	56.2416
0.0813965	9.05757	0.0122799	1.15375	0.0776474	9.06086	0.286499	33.8994	0.163198	17.7205	0.425235	50.201
0.0897554	9.04951	0.0141176	1.21965	0.0860169	9.05324	0.28804	30.6976	0.167699	16.5364	0.426605	45.3721
0.0980884	9.04044	0.0160116	1.28023	0.094362	9.04463	0.289706	28.0864	0.172482	15.5769	0.42811	41.4271
0.106392	9.03027	0.0179523	1.33588	0.102679	9.03496	0.291488	25.918	0.177521	14.7877	0.429748	38.1465
0.114661	9.01893	0.019931	1.38696	0.110964	9.02416	0.293376	24.0902	0.182793	14.1302	0.431518	35.3778
0.122892	9.00633	0.0219406	1.43385	0.119213	9.01214	0.29536	22.5295	0.188276	13.5763	0.433417	33.0119
0.131079	8.99234	0.0237124	1.47155	0.12742	8.99878	0.29743	21.1821	0.193951	13.105	0.435443	30.9685
0.139217	8.97685	0.0252351	1.50156	0.135581	8.98398	0.299578	20.0075	0.199798	12.7006	0.437592	29.1874
0.147299	8.9597	0.0265016	1.52498	0.143689	8.96759	0.301796	18.9749	0.205802	12.3507	0.439863	27.6223
0.155317	8.94074	0.027507	1.54267	0.151736	8.94947	0.304078	18.0604	0.211947	12.046	0.442252	26.2372
0.163263	8.91978	0.0282484	1.55522	0.159716	8.92942	0.306417	17.2451	0.21822	11.7788	0.444757	25.0037
0.171128	8.89659	0.0287236	1.56306	0.167618	8.90726	0.308813	16.514	0.224608	11.5431	0.447374	23.8991
0.1789	8.87095	0.0294078	1.57407	0.175433	8.88275	0.311265	15.8552	0.231099	11.334	0.450101	22.9047
0.186566	8.84258	0.0301529	1.58571	0.183148	8.85563	0.313776	15.2589	0.237682	11.1475	0.452934	22.0056
0.194113	8.81116	0.0311681	1.601	0.19075	8.82562	0.316353	14.7174	0.244349	10.9804	0.45587	21.1891
0.201523	8.77637	0.0324548	1.61948	0.198224	8.79238	0.319005	14.2242	0.251089	10.8298	0.458906	20.4448
0.208779	8.73784	0.0340145	1.64065	0.205552	8.75558	0.321745	13.7742	0.257896	10.6937	0.462039	19.764
0.215861	8.69518	0.0358482	1.66393	0.212714	8.71482	0.324591	13.363	0.26476	10.5699	0.465266	19.1393
0.222747	8.64798	0.0379565	1.68876	0.21969	8.66969	0.327562	12.9872	0.271675	10.457	0.468583	18.5642
0.229412	8.59583	0.040068	1.71175	0.226457	8.61981	0.330681	12.6438	0.278633	10.3536	0.471987	18.0334
0.235833	8.53834	0.0421818	1.73307	0.232991	8.56475	0.333973	12.3304	0.28563	10.2584	0.475475	17.5422
0.241985	8.47519	0.0442969	1.75287	0.239266	8.50418	0.337465	12.045	0.292658	10.1705	0.479043	17.0866
0.247845	8.40613	0.0464128	1.7713	0.24526	8.43778	0.341182	11.7857	0.299712	10.089	0.482689	16.6629
0.253393	8.33102	0.0485289	1.78846	0.250949	8.36539	0.345149	11.551	0.306786	10.0131	0.486409	16.2681
0.258612	8.2499	0.0506449	1.80448	0.256317	8.28694	0.349388	11.3393	0.313876	9.94214	0.490201	15.8994
