Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym3		Asym4	
463  Points		490  Points		162  Points		122  Points		110  Points		338  Points		133  Points		106  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.0064544	8.55827	0.000759006	0.709156	0.27951	0.120588	0.456988	0.10209	0.559023	0.0955371	0.139916	0.668126	0.419298	0.174307	0.69878	0.0795629
0.0144281	8.55646	0.00141972	0.810483	0.279622	0.218184	0.457083	0.137628	0.559112	0.151891	0.140539	0.914863	0.419461	0.244816	0.698854	0.120785
0.0223984	8.55183	0.00226925	1.00541	0.279916	0.4129	0.457244	0.208938	0.559306	0.264485	0.141621	1.40151	0.419754	0.385591	0.699005	0.203218
0.0303635	8.5452	0.00329319	1.18417	0.280391	0.606409	0.457472	0.28088	0.559605	0.376879	0.14315	1.87222	0.420179	0.525932	0.699232	0.285538
0.0383215	8.53657	0.00447583	1.3457	0.281046	0.798236	0.457768	0.353719	0.560009	0.48902	0.14511	2.32276	0.420734	0.665694	0.699537	0.367708
0.0462704	8.52574	0.00580076	1.48955	0.281879	0.987799	0.458132	0.427693	0.560516	0.600729	0.147478	2.74991	0.42142	0.804668	0.699918	0.449724
0.0542082	8.51273	0.00725143	1.61602	0.282887	1.17459	0.458565	0.502984	0.561128	0.71194	0.150234	3.15163	0.422234	0.942722	0.700375	0.531579
0.062133	8.49756	0.00881204	1.72608	0.284068	1.35818	0.459069	0.579811	0.561843	0.822595	0.153351	3.52682	0.423176	1.07974	0.700908	0.613183
0.0700425	8.47994	0.0104678	1.82089	0.285418	1.53816	0.459645	0.658466	0.562661	0.932651	0.156806	3.87511	0.424246	1.21558	0.701517	0.694507
0.0779344	8.45988	0.0122051	1.90173	0.286934	1.71413	0.460296	0.739092	0.563581	1.04195	0.160572	4.19697	0.425441	1.35007	0.702202	0.775564
0.0858066	8.43727	0.0140115	1.97018	0.288612	1.88568	0.461022	0.821901	0.564602	1.15045	0.164626	4.49325	0.426762	1.48311	0.702962	0.856305
0.0936563	8.41188	0.0158763	2.02775	0.290448	2.05256	0.461827	0.907171	0.565725	1.25812	0.168945	4.76507	0.428205	1.61449	0.703798	0.936634
0.101481	8.38367	0.0177899	2.0758	0.292437	2.2145	0.462713	0.995023	0.566947	1.36482	0.173505	5.01398	0.42977	1.74418	0.704708	1.01658
0.109278	8.35237	0.0197443	2.11565	0.294574	2.37123	0.463681	1.08569	0.568268	1.47057	0.178288	5.24146	0.431455	1.87209	0.705692	1.09613
0.117045	8.31775	0.0217322	2.14848	0.296855	2.52275	0.464736	1.17943	0.569687	1.57529	0.183272	5.44902	0.433258	1.99805	0.70675	1.17516
0.124778	8.2797	0.0237477	2.17546	0.299275	2.6689	0.465879	1.2763	0.571203	1.67888	0.188441	5.63826	0.435178	2.12201	0.707882	1.25377
0.132473	8.2379	0.0255226	2.19496	0.301828	2.8096	0.467114	1.37653	0.572815	1.78133	0.193778	5.81063	0.437213	2.24388	0.709087	1.33181
0.140128	8.192	0.027047	2.20893	0.30451	2.94494	0.468444	1.48029	0.574523	1.88267	0.199269	5.96751	0.439359	2.36356	0.710364	1.4093
0.147738	8.1418	0.0283143	2.21891	0.307316	3.07508	0.469873	1.58769	0.576324	1.98274	0.204898	6.11018	0.441617	2.48096	0.711713	1.48627
0.155299	8.08696	0.0293201	2.22584	0.31024	3.20016	0.471403	1.69886	0.578217	2.0815	0.210654	6.23987	0.443982	2.59609	0.713133	1.56258
0.162807	8.02702	0.0300615	2.2305	0.313279	3.32038	0.473038	1.81383	0.580202	2.17904	0.216526	6.35769	0.446454	2.70888	0.714624	1.6383
0.170257	7.96164	0.0305369	2.2333	0.316428	3.43616	0.474783	1.93273	0.582278	2.27526	0.222501	6.46455	0.44903	2.81923	0.716186	1.71335
0.177643	7.8904	0.0312211	2.23692	0.319682	3.54782	0.47664	2.05561	0.584442	2.37012	0.228572	6.56145	0.451708	2.92714	0.717817	1.78772
0.18496	7.81283	0.0319661	2.24055	0.323039	3.65587	0.478613	2.18243	0.586694	2.4637	0.234728	6.64913	0.454484	3.03259	0.719517	1.86144
0.192201	7.72845	0.0329811	2.24515	0.326494	3.76093	0.480706	2.31309	0.589033	2.55584	0.240961	6.72832	0.457358	3.13552	0.721286	1.93441
0.199361	7.63672	0.0342676	2.25015	0.330047	3.86353	0.482923	2.44755	0.591457	2.6466	0.247265	6.79977	0.460327	3.236	0.723122	2.00666
0.206431	7.5372	0.0358269	2.25522	0.333694	3.96436	0.485267	2.58574	0.593964	2.73599	0.253632	6.86399	0.463388	3.33398	0.725025	2.07814
0.213406	7.42935	0.0376601	2.26005	0.337434	4.0642	0.487741	2.72743	0.596555	2.82401	0.260056	6.92155	0.46654	3.42937	0.726994	2.14882
0.220275	7.31275	0.039768	2.26426	0.341267	4.16385	0.490349	2.87238	0.599227	2.91063	0.26653	6.97301	0.469779	3.52231	0.729029	2.21876
0.227032	7.187	0.0418793	2.26735	0.345193	4.26412	0.493094	3.02034	0.601978	2.99583	0.272208	7.01321	0.473103	3.61281	0.731128	2.28789
