Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2	
469  Points		492  Points		469  Points		178  Points		119  Points		372  Points		130  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.00496006	8.8995	8.21711e-005	0.102964	0.00816267	8.89928	0.27956	404.725	0.393698	1122.84	0.139818	299.258	0.419263	24046.9
0.0132505	8.89873	0.000384051	0.222027	0.0164522	8.89825	0.279793	172.452	0.393766	307.072	0.140324	100.309	0.419336	441.811
0.0215379	8.89728	0.000901565	0.33875	0.0247379	8.89654	0.280212	109.709	0.39391	177.916	0.141328	60.6401	0.419551	223.067
0.0298202	8.89512	0.00162434	0.452066	0.0330177	8.8941	0.280815	80.5592	0.394132	125.292	0.142818	43.7784	0.419907	149.299
0.0380955	8.89226	0.00253858	0.561032	0.0412897	8.89097	0.281601	63.7465	0.394432	96.736	0.144776	34.5199	0.420403	112.281
0.0463617	8.88867	0.00362817	0.664923	0.0495518	8.88709	0.282567	52.8239	0.394813	78.8191	0.14718	28.7142	0.42104	90.0445
0.0546166	8.88435	0.00487576	0.763243	0.0578017	8.88246	0.283707	45.1698	0.395276	66.5359	0.150005	24.7639	0.421816	75.2221
0.062858	8.87924	0.00626343	0.855669	0.0660373	8.87706	0.28502	39.5169	0.395823	57.5953	0.153223	21.9231	0.42273	64.6445
0.0710835	8.87335	0.00777361	0.942072	0.074256	8.87085	0.286498	35.1777	0.396457	50.8006	0.156806	19.7968	0.423781	56.7234
0.0792905	8.86661	0.00938976	1.02248	0.0824552	8.86379	0.288137	31.7471	0.397181	45.4655	0.160727	18.1562	0.424967	50.5751
0.0874766	8.85902	0.0110965	1.09703	0.0906323	8.85585	0.289931	28.9708	0.397998	41.1684	0.164959	16.8598	0.426288	45.6686
0.0956386	8.85052	0.0128799	1.16595	0.0987843	8.84699	0.291873	26.6809	0.398912	37.6358	0.169476	15.8154	0.427742	41.6655
0.103774	8.84106	0.0147277	1.22952	0.106908	8.83714	0.293957	24.7624	0.399928	34.6829	0.174252	14.9604	0.429326	38.3403
0.111878	8.83059	0.016629	1.28806	0.115	8.82626	0.296175	23.1337	0.401048	32.18	0.179266	14.2509	0.431039	35.5365
0.119948	8.81903	0.0185747	1.34193	0.123056	8.81427	0.298522	21.7352	0.402279	30.0335	0.184495	13.6552	0.432879	33.1425
0.12798	8.80633	0.0205568	1.39147	0.131072	8.8011	0.300988	20.5226	0.403626	28.1743	0.18992	13.1499	0.434844	31.0761
0.13597	8.79239	0.0225687	1.43702	0.139043	8.78666	0.303569	19.4622	0.405094	26.55	0.195523	12.7175	0.436931	29.276
0.143911	8.77714	0.0243416	1.47372	0.146965	8.77087	0.306256	18.5278	0.406688	25.1206	0.201287	12.3443	0.439139	27.695
0.1518	8.76046	0.0258649	1.50297	0.154832	8.75361	0.309043	17.6988	0.408415	23.8544	0.207197	12.02	0.441464	26.2965
0.159629	8.74225	0.0271317	1.52584	0.162637	8.73477	0.311924	16.9589	0.41028	22.7266	0.21324	11.7362	0.443904	25.0515
0.167393	8.72237	0.0281373	1.54312	0.170373	8.71422	0.314895	16.295	0.412289	21.7171	0.219402	11.4863	0.446457	23.937
0.175084	8.7007	0.0288787	1.55539	0.178033	8.69181	0.31795	15.6963	0.414448	20.8096	0.225672	11.2651	0.44912	22.9341
0.182693	8.67707	0.0293539	1.56306	0.185608	8.66738	0.321088	15.1542	0.416763	19.9906	0.23204	11.0683	0.45189	22.0276
0.190211	8.65132	0.0300382	1.57384	0.193088	8.64077	0.324306	14.6614	0.419238	19.2491	0.238496	10.8921	0.454765	21.2047
0.197628	8.62326	0.0307832	1.58524	0.200464	8.61177	0.327605	14.2119	0.421879	18.5757	0.245031	10.7338	0.457742	20.4549
0.204933	8.5927	0.0317983	1.60022	0.207723	8.58018	0.330986	13.8008	0.42469	17.9626	0.251637	10.591	0.460817	19.7692
0.212114	8.55942	0.0330851	1.61836	0.214852	8.54579	0.334453	13.4238	0.427674	17.403	0.258306	10.4614	0.463989	19.1403
0.219158	8.5232	0.0346446	1.63916	0.221839	8.50838	0.338011	13.0776	0.430834	16.8912	0.265031	10.3435	0.467254	18.5616
