Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2		Asym3		Asym4	
480  Points		498  Points		268  Points		201  Points		182  Points		134  Points		390  Points		219  Points		179  Points		133  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.00335689	5.22081	5.81765e-005	0.0663722	0.279516	579.004	0.41759	930.117	0.559017	29134.1	0.838528	1877.71	0.139835	162.594	0.419273	656.056	0.698774	1583.51	0.835178	1063.49
0.0082209	5.22069	0.000247065	0.136635	0.279569	197.653	0.417625	302.483	0.559036	587.913	0.83855	608.41	0.140103	78.1946	0.419326	266.955	0.698798	508.965	0.835202	486.428
0.0130842	5.22037	0.000565456	0.206378	0.279676	119.207	0.417697	180.637	0.559092	296.982	0.838594	363.034	0.140557	51.6107	0.419423	167.604	0.698846	303.23	0.835245	315.341
0.0179465	5.21993	0.00101074	0.275285	0.279834	85.3717	0.417805	128.791	0.559185	198.696	0.83866	258.714	0.141196	38.6298	0.419565	122.174	0.698919	215.958	0.835305	233.299
0.0228072	5.21932	0.00157961	0.343147	0.280046	66.5266	0.417949	100.09	0.559314	149.311	0.838749	200.977	0.142015	30.9616	0.419751	96.1438	0.699016	167.708	0.835384	185.143
0.0276662	5.21859	0.00226776	0.409714	0.280309	54.5218	0.41813	81.8669	0.55948	119.607	0.838859	164.32	0.143009	25.9145	0.419981	79.2782	0.699137	137.092	0.83548	153.474
0.0325229	5.21772	0.00307044	0.474808	0.280624	46.2091	0.418347	69.2727	0.559683	99.7767	0.838992	138.981	0.144174	22.3519	0.420255	67.4648	0.699283	115.939	0.835595	131.064
0.0373769	5.2167	0.00398218	0.53825	0.280991	40.1152	0.418601	60.0504	0.559922	85.6013	0.839147	120.421	0.145504	19.7109	0.420574	58.7316	0.699453	100.451	0.835728	114.371
0.0422278	5.21554	0.00499714	0.599892	0.281409	35.4585	0.418892	53.0074	0.560198	74.9655	0.839324	106.242	0.146991	17.6808	0.420936	52.0147	0.699647	88.6208	0.835879	101.455
0.0470752	5.21422	0.00610924	0.659619	0.281878	31.786	0.41922	47.4541	0.560511	66.6922	0.839524	95.0567	0.14863	16.0763	0.421343	46.6896	0.699866	79.2911	0.836049	91.1665
0.0519187	5.21275	0.00731241	0.717362	0.282398	28.817	0.419585	42.9642	0.560859	60.074	0.839745	86.0085	0.150413	14.7798	0.421792	42.3655	0.700109	71.7455	0.836236	82.7771
0.0567578	5.21114	0.00860029	0.773049	0.282967	26.3681	0.419988	39.26	0.561245	54.6605	0.839989	78.5388	0.152334	13.7131	0.422286	38.7855	0.700376	65.5174	0.836442	75.8062
0.0615919	5.20936	0.00996684	0.826653	0.283585	24.3148	0.420428	36.1525	0.561666	50.1508	0.840255	72.2681	0.154385	12.8223	0.422822	35.7735	0.700667	60.29	0.836666	69.9223
0.0664208	5.20742	0.011406	0.878154	0.284253	22.5691	0.420907	33.509	0.562123	46.3369	0.840543	66.9296	0.15656	12.069	0.423402	33.2051	0.700983	55.8404	0.836909	64.89
0.0712437	5.20532	0.0129119	0.927561	0.284968	21.0674	0.421424	31.2335	0.562616	43.0697	0.840853	62.3302	0.158852	11.4251	0.424025	30.9896	0.701322	52.0075	0.83717	60.5371
0.0760603	5.20305	0.0144791	0.974894	0.285731	19.7626	0.421979	29.2546	0.563145	40.2402	0.841184	58.3265	0.161254	10.8695	0.42469	29.0595	0.701686	48.6717	0.837449	56.7349
0.0808701	5.20061	0.0161024	1.02019	0.286541	18.6188	0.422574	27.5183	0.56371	37.7662	0.841538	54.8102	0.16376	10.3861	0.425397	27.3634	0.702073	45.7424	0.837747	53.3854
0.0856723	5.198	0.0177767	1.06349	0.287397	17.6084	0.423208	25.9831	0.56431	35.5852	0.841914	51.6975	0.166364	9.9626	0.426147	25.8617	0.702485	43.1499	0.838063	50.4125
0.0904666	5.1952	0.0194975	1.10486	0.288299	16.7098	0.423881	24.6164	0.564946	33.6484	0.842312	48.923	0.16906	9.58906	0.426938	24.5232	0.70292	40.8394	0.838398	47.7561
0.0952522	5.19222	0.0212604	1.14434	0.289245	15.9057	0.424595	23.3922	0.565617	31.9172	0.842731	46.4346	0.171481	9.29817	0.427771	23.3229	0.703379	38.7676	0.838752	45.3685
0.100029	5.18905	0.0230615	1.18201	0.290236	15.1824	0.425349	22.2896	0.566323	30.3608	0.843173	44.1903	0.173594	9.07227	0.428645	22.2407	0.703862	36.8993	0.839124	43.211
0.104795	5.18567	0.0248972	1.21794	0.29127	14.5284	0.426145	21.2917	0.567064	28.9543	0.843636	42.1561	0.175374	8.89913	0.42956	21.2604	0.704368	35.2063	0.839515	41.252
0.109551	5.1821	0.026764	1.25218	0.292347	13.9345	0.426981	20.3846	0.56784	27.6772	0.844121	40.304	0.176802	8.7702	0.430516	20.3685	0.704898	33.6651	0.839925	39.4653
0.114295	5.17831	0.0286587	1.28483	0.293467	13.3931	0.427859	19.5566	0.56865	26.5127	0.844627	38.6105	0.177863	8.67957	0.431511	19.5537	0.705452	32.2562	0.840354	37.8294
0.119028	5.1743	0.0305787	1.31594	0.294627	12.8977	0.428779	18.7982	0.569494	25.4467	0.845155	37.0564	0.178547	8.62333	0.432547	18.8066	0.706028	30.9635	0.840801	36.326
0.123747	5.17007	0.0325215	1.34559	0.295829	12.4428	0.429742	18.101	0.570373	24.4674	0.845705	35.6252	0.179537	8.54479	0.433622	18.1193	0.706628	29.7733	0.841268	34.9397
0.128453	5.1656	0.0344844	1.37385	0.297071	12.0238	0.430748	17.4583	0.571285	23.5647	0.846276	34.303	0.180621	8.46238	0.434736	17.4852	0.707252	28.6739	0.841754	33.6575
0.133144	5.16088	0.0364655	1.40078	0.298353	11.6369	0.431797	16.864	0.572231	22.7302	0.846869	33.0778	0.182109	8.35497	0.435889	16.8983	0.707898	27.6555	0.842259	32.4681
0.13782	5.15591	0.0384628	1.42645	0.299674	11.2786	0.432891	16.3131	0.573211	21.9565	0.847483	31.9395	0.184014	8.22635	0.43708	16.3538	0.708568	26.7094	0.842783	31.362
0.142479	5.15068	0.0404746	1.45093	0.301033	10.9459	0.434028	15.8011	0.574224	21.2374	0.848119	30.8792	0.18635	8.08073	0.438309	15.8473	0.709261	25.8285	0.843326	30.3306
0.14712	5.14516	0.0424993	1.47427	0.302431	10.6364	0.43521	15.3244	0.57527	20.5674	0.848775	29.8892	0.189132	7.92246	0.439576	15.3752	0.709976	25.0061	0.843889	29.3668
0.151742	5.13936	0.0445356	1.49654	0.303868	10.3479	0.436437	14.8794	0.576349	19.9417	0.849454	28.9628	0.192379	7.75578	0.44088	14.9341	0.710714	24.2367	0.844472	28.4642
