Sym0		Asym0		Sym2		Sym3		Sym4		Asym1		Asym3	
461  Points		490  Points		148  Points		115  Points		105  Points		328  Points		124  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.00368087	9.08069	0.000675802	0.699755	0.279536	0.229328	0.458664	0.0561692	0.559032	0.129377	0.139823	0.570899	0.419304	0.20023
0.0121413	9.07912	0.00132776	0.80736	0.27975	0.34193	0.458717	0.0919245	0.559153	0.193372	0.140355	0.849054	0.41949	0.28078
0.0205988	9.07498	0.00218023	1.01394	0.280174	0.566357	0.458836	0.163595	0.559393	0.321271	0.141406	1.39795	0.419827	0.441717
0.0290515	9.06869	0.00321712	1.20239	0.280805	0.788966	0.459021	0.23589	0.559752	0.448894	0.14296	1.92913	0.420314	0.602167
0.0374973	9.06013	0.00442075	1.37135	0.281644	1.00911	0.459275	0.309142	0.560229	0.576113	0.145	2.43727	0.420949	0.761786
0.0459341	9.04932	0.00577249	1.52047	0.282686	1.22609	0.459597	0.383504	0.560825	0.702817	0.147502	2.91829	0.421733	0.920405
0.0543597	9.03618	0.00725397	1.65024	0.283928	1.43929	0.45999	0.459352	0.561539	0.828857	0.150438	3.36948	0.422664	1.0779
0.062772	9.0206	0.00884753	1.76176	0.285368	1.64808	0.460453	0.536925	0.56237	0.954154	0.153781	3.78941	0.423742	1.23403
0.0711686	9.00248	0.0105368	1.85662	0.286999	1.85195	0.46099	0.616487	0.563317	1.07863	0.157499	4.17779	0.424964	1.38861
0.0795472	8.98168	0.0123071	1.93648	0.288819	2.05044	0.461602	0.698339	0.56438	1.20218	0.161565	4.53504	0.426329	1.54145
0.087905	8.95811	0.0141452	2.00311	0.29082	2.24314	0.462291	0.782722	0.565557	1.3247	0.16595	4.86231	0.427836	1.69246
0.0962396	8.93154	0.0160397	2.0583	0.292999	2.42968	0.463061	0.869897	0.566848	1.4461	0.170626	5.16117	0.429483	1.84146
0.104548	8.90178	0.0179806	2.10364	0.295348	2.60978	0.463912	0.960164	0.568252	1.56638	0.175567	5.4334	0.431267	1.9883
0.112827	8.86869	0.0199596	2.14062	0.297862	2.78322	0.46485	1.05383	0.569767	1.68536	0.18075	5.68095	0.433188	2.13279
0.121074	8.83196	0.0219695	2.17073	0.300534	2.94983	0.465876	1.15108	0.571392	1.80297	0.186153	5.90571	0.435242	2.27484
0.129284	8.79132	0.0237415	2.19217	0.303358	3.10956	0.466995	1.25213	0.573126	1.91925	0.191755	6.10951	0.437427	2.41437
0.137455	8.74643	0.0252644	2.20736	0.306328	3.26245	0.468209	1.35732	0.574968	2.03412	0.197537	6.29422	0.439741	2.55125
0.145582	8.697	0.026531	2.21808	0.309437	3.40857	0.469524	1.46684	0.576917	2.14746	0.203484	6.4615	0.442181	2.68542
0.153661	8.64268	0.0275366	2.22558	0.31268	3.54809	0.470943	1.58086	0.57897	2.25924	0.209578	6.6128	0.444745	2.81679
0.161687	8.58297	0.028278	2.2305	0.316049	3.6814	0.47247	1.69962	0.581127	2.36948	0.215806	6.74966	0.447429	2.94527
0.169655	8.51737	0.0287533	2.23339	0.31954	3.8087	0.47411	1.82326	0.583385	2.47812	0.222155	6.87337	0.450233	3.07078
0.177558	8.4455	0.0294376	2.23732	0.323146	3.93058	0.475867	1.95187	0.585744	2.58511	0.228614	6.98501	0.453152	3.19332
0.185392	8.36672	0.0301828	2.24117	0.326864	4.04763	0.477747	2.08561	0.588202	2.69045	0.235171	7.08568	0.456183	3.31286
0.193149	8.28044	0.0311981	2.24583	0.330688	4.16045	0.479753	2.22447	0.590758	2.79415	0.241817	7.17628	0.459325	3.42934
0.200822	8.1861	0.032485	2.25099	0.334616	4.26985	0.481892	2.36839	0.593409	2.89613	0.248543	7.25764	0.462573	3.54277
0.208403	8.08296	0.034045	2.25621	0.338645	4.37673	0.484167	2.51742	0.596154	2.9964	0.255341	7.33065	0.465926	3.65318
0.215883	7.97044	0.035879	2.26098	0.342772	4.48203	0.486583	2.67135	0.598992	3.09497	0.262203	7.39581	0.469381	3.76047
0.223255	7.84785	0.0379878	2.26509	0.346997	4.58671	0.489144	2.83002	0.601921	3.19185	0.269122	7.45376	0.472933	3.86474
0.230507	7.7146	0.0400998	2.26806	0.351319	4.69194	0.491856	2.99317	0.60494	3.28702	0.276092	7.50505	0.476582	3.96598
0.23763	7.57012	0.0422141	2.27002	0.355739	4.79875	0.494722	3.16041	0.608046	3.38048	0.283107	7.55016	0.480324	4.06417
