Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym3	
459  Points		492  Points		459  Points		141  Points		111  Points		103  Points		323  Points		121  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.00728138	9.35871	8.4493e-005	0.338083	0.00541426	9.35928	0.279595	0.33335	0.458673	0.0784477	0.559017	0.079208	0.140029	0.890306	0.419278	0.16049
0.0160008	9.35665	0.000399483	0.45944	0.0141343	9.35746	0.279905	0.454216	0.458747	0.114225	0.559091	0.147537	0.140859	1.18159	0.419427	0.246845
0.0247165	9.35151	0.00094061	0.695704	0.0228509	9.3528	0.280441	0.694939	0.458886	0.186181	0.559292	0.284118	0.142231	1.75433	0.419737	0.419336
0.0334263	9.34407	0.00169585	0.917084	0.0315622	9.34588	0.2812	0.933293	0.459093	0.258901	0.559621	0.420388	0.144128	2.30443	0.420208	0.591249
0.0421281	9.33432	0.0026495	1.12027	0.0402659	9.33661	0.28218	1.16852	0.459369	0.332638	0.560076	0.556259	0.146525	2.82669	0.420839	0.762369
0.0508198	9.32223	0.00378335	1.30325	0.0489599	9.32501	0.283378	1.39992	0.459713	0.407821	0.560657	0.691624	0.149395	3.31755	0.421629	0.932416
0.0594991	9.30764	0.00507796	1.46523	0.057642	9.31096	0.284789	1.62673	0.460129	0.484725	0.561364	0.826271	0.152707	3.77487	0.422577	1.1012
0.0681636	9.29047	0.00651365	1.60639	0.0663098	9.29437	0.286409	1.84831	0.460617	0.563606	0.562197	0.960138	0.156429	4.19784	0.423681	1.26854
0.0768108	9.27063	0.00807128	1.7277	0.074961	9.2751	0.288233	2.06413	0.461179	0.644757	0.563154	1.09318	0.160529	4.58673	0.42494	1.43419
0.0854384	9.24794	0.00973304	1.83067	0.083593	9.25304	0.290255	2.27364	0.461818	0.728544	0.564234	1.22516	0.164976	4.94258	0.426353	1.59799
0.0940434	9.2222	0.0114825	1.91714	0.0922031	9.22805	0.29247	2.47644	0.462536	0.815258	0.565437	1.35604	0.169739	5.26704	0.427918	1.75968
0.102623	9.19326	0.0133054	1.98908	0.099686	9.20372	0.29487	2.67212	0.463337	0.90519	0.566761	1.48575	0.174791	5.56206	0.429632	1.91916
0.111174	9.16088	0.015189	2.04837	0.106049	9.18107	0.297449	2.86038	0.464223	0.998628	0.568205	1.61412	0.180104	5.82968	0.431494	2.07625
0.119693	9.12483	0.0171223	2.09686	0.111298	9.16087	0.3002	3.04105	0.465198	1.09593	0.569768	1.74116	0.185654	6.0721	0.433501	2.23076
0.128177	9.08481	0.0190962	2.1362	0.115439	9.14385	0.303115	3.21395	0.466265	1.19737	0.57145	1.86671	0.191418	6.29151	0.435651	2.38259
0.136622	9.04044	0.0211029	2.168	0.11848	9.1308	0.306189	3.37906	0.467429	1.3032	0.573247	1.99072	0.197377	6.48979	0.437941	2.53158
0.145023	8.99139	0.0228732	2.19056	0.120423	9.1222	0.309412	3.53649	0.468694	1.41372	0.575159	2.11321	0.203511	6.66892	0.440368	2.67765
0.153376	8.93731	0.0243953	2.20646	0.123214	9.10939	0.312778	3.68634	0.470063	1.52922	0.577185	2.23403	0.209804	6.83065	0.44293	2.82074
0.161677	8.87763	0.0256615	2.21767	0.126243	9.09486	0.316281	3.82886	0.471543	1.64998	0.579322	2.35315	0.216239	6.97651	0.445625	2.96066
0.169919	8.8119	0.026667	2.22538	0.130354	9.07429	0.319913	3.96442	0.473138	1.77614	0.581569	2.47054	0.222804	7.10804	0.448447	3.09738
0.178097	8.73962	0.0274084	2.23042	0.13554	9.04684	0.323668	4.09351	0.474853	1.90792	0.583925	2.58615	0.229485	7.22652	0.451396	3.23086
0.186204	8.66009	0.0278837	2.23339	0.14179	9.01116	0.327541	4.21672	0.476693	2.04541	0.586388	2.69997	0.23627	7.33304	0.454468	3.36101
0.194234	8.57266	0.028568	2.23742	0.149088	8.96587	0.331526	4.33475	0.478664	2.18879	0.588957	2.81197	0.243149	7.42875	0.457659	3.48785
0.202178	8.47668	0.0293132	2.24144	0.157416	8.90902	0.335618	4.44848	0.480772	2.33814	0.591628	2.92213	0.250112	7.51462	0.460967	3.6113
0.210029	8.37137	0.0303287	2.24622	0.165689	8.8465	0.339815	4.55877	0.483021	2.4933	0.594402	3.0304	0.257151	7.59136	0.464388	3.73136
0.217777	8.25596	0.0316159	2.25142	0.173901	8.77763	0.344113	4.66669	0.485418	2.65426	0.597275	3.13677	0.264258	7.65974	0.46792	3.84805
0.225413	8.12974	0.0331761	2.25661	0.182045	8.70188	0.348511	4.77348	0.487967	2.82084	0.600247	3.24128	0.271425	7.72048	0.471559	3.96133
0.232926	7.99192	0.0350105	2.2614	0.190116	8.61864	0.353008	4.88027	0.490674	2.99272	0.603315	3.34386	0.278644	7.77414	0.475301	4.0712
0.240305	7.84181	0.0371196	2.26552	0.198105	8.52714	0.357605	4.9883	0.493544	3.16963	0.606478	3.44459	0.285911	7.82125	0.479145	4.17779
0.247539	7.67885	0.039232	2.26835	0.206005	8.42671	0.362303	5.09891	0.49658	3.35105	0.609733	3.54343	0.293218	7.86222	0.483086	4.28103
0.254614	7.50264	0.0413465	2.2702	0.213807	8.31663	0.367106	5.2131	0.499788	3.53648	0.61308	3.64033	0.300561	7.89742	0.487122	4.38102
0.261519	7.31297	0.0434623	2.27127	0.221502	8.19607	0.372017	5.33193	0.50317	3.72535	0.616517	3.7354	0.307934	7.92727	0.49125	4.4778
0.268241	7.10993	0.0455787	2.2717	0.22908	8.06427	0.377041	5.4562	0.50673	3.9169	0.620041	3.82864	0.315333	7.95209	0.495466	4.57138
0.274768	6.89404	0.0476953	2.27169	0.236529	7.92055	0.382184	5.58631	0.510469	4.11038	0.623651	3.91998	0.322752	7.97206	0.499768	4.66185
0.281087	6.66617	0.0498118	2.27133	0.243839	7.76427	0.387451	5.72239	0.514389	4.30507	0.627345	4.00949	0.330188	7.98748	0.504153	4.74936
0.287189	6.42753	0.0519277	2.27066	0.250997	7.59488	0.392847	5.86411	0.518491	4.50015	0.631122	4.09726	0.337636	7.99855	0.508618	4.83391
0.293064	6.17985	0.0540429	2.26979	0.257991	7.41211	0.398378	6.01072	0.522775	4.69475	0.63498	4.18321	0.345092	8.00544	0.51316	4.91556
0.298705	5.92525	0.0561572	2.26876	0.264809	7.21599	0.404047	6.16111	0.527239	4.8881	0.638917	4.26738	0.351594	8.00821	0.517778	4.99448
0.304105	5.6661	0.0582705	2.2677	0.271437	7.00664	0.409858	6.31381	0.531883	5.07939	0.642932	4.34987	0.357137	8.00818	0.522467	5.07073
0.309263	5.40495	0.0603828	2.26654	0.277865	6.78474	0.415812	6.46701	0.536704	5.26787	0.647023	4.43071	0.36172	8.00661	0.527226	5.14443
0.314177	5.14449	0.062494	2.26531	0.28408	6.55143	0.421909	6.61893	0.541699	5.45294	0.651188	4.50983	0.365343	8.00429	0.532053	5.21566
0.318849	4.88723	0.064604	2.2641	0.290073	6.30819	0.428146	6.76766	0.546865	5.63397	0.655426	4.58737	0.368006	8.00189	0.536945	5.28457
0.323284	4.63559	0.0667129	2.26292	0.295835	6.05689	0.43452	6.91145	0.552197	5.81044	0.659736	4.66335	0.36971	8.00012	0.5419	5.35129
0.327487	4.39165	0.0688207	2.26174	0.301359	5.79977	0.441025	7.04882	0.557692	5.98189	0.664116	4.73782	0.372158	7.99734	0.546917	5.41587
0.331467	4.15706	0.0709274	2.2606	0.306642	5.5393	0.447655	7.17838	0.563344	6.14797	0.668564	4.8108	0.374819	7.99378	0.551992	5.47852
0.335233	3.93323	0.073033	2.25948	0.311681	5.27814	0.454401	7.29929	0.569148	6.30846	0.67308	4.88234	0.378435	7.98802	0.557125	5.53938
0.338796	3.72104	0.0751376	2.25837	0.316477	5.01891	0.461256	7.41089	0.575099	6.46302	0.677662	4.95255	0.383005	7.97956	0.562314	5.59855
0.342167	3.52107	0.0772413	2.2573	0.321033	4.76413	0.46821	7.51273	0.581191	6.61161	0.682309	5.02141	0.388524	7.96755	0.567558	5.65617
0.345357	3.33354	0.0793439	2.25629	0.325354	4.516	0.475255	7.60478	0.587419	6.75417	0.687019	5.08905	0.394986	7.95079	0.572854	5.71238
0.348379	3.15842	0.0814456	2.25535	0.329448	4.27639	0.482381	7.68716	0.593777	6.89053	0.691792	5.15554	0.402384	7.92823	0.578202	5.76738
0.351243	2.99555	0.0835465	2.25444	0.333323	4.04691	0.489579	7.76022	0.600259	7.0208	0.696626	5.22092	0.40976	7.90211	0.583601	5.82128
0.35396	2.84449	0.0856465	2.25358	0.336989	3.82864	0.495904	7.81668	0.606859	7.14503	0.70152	5.28526	0.417109	7.87232	0.589049	5.87421
0.356543	2.70467	0.0877458	2.25275	0.340457	3.62231	0.50133	7.85962	0.613573	7.2632	0.706474	5.34867	0.424429	7.83886	0.594547	5.92639
0.359	2.57553	0.0898442	2.25193	0.343739	3.42837	0.505838	7.89162	0.620394	7.37546	0.711487	5.41126	0.431716	7.80173	0.600092	5.97786
0.361342	2.45651	0.091942	2.25119	0.346846	3.24691	0.509414	7.91469	0.627316	7.48192	0.716558	5.47309	0.438966	7.76083	0.605686	6.02874
0.363578	2.34685	0.0940391	2.25049	0.349789	3.07781	0.512051	7.93058	0.634335	7.58263	0.721686	5.53428	0.446177	7.71613	0.611326	6.07929
0.365715	2.24596	0.0961355	2.24977	0.352581	2.92071	0.513741	7.94024	0.641446	7.67771	0.72687	5.59498	0.453345	7.66767	0.617014	6.12956
0.367763	2.15323	0.0982313	2.24912	0.355232	2.77515	0.516173	7.95319	0.648642	7.76722	0.732111	5.65522	0.460465	7.61539	0.622748	6.17958
0.369728	2.06806	0.100327	2.24854	0.357752	2.64059	0.518822	7.9664	0.655919	7.85126	0.737408	5.7152	0.467535	7.55922	0.628529	6.22957
0.371616	1.98977	0.102421	2.24799	0.360152	2.51647	0.522431	7.98305	0.663272	7.92997	0.742761	5.77511	0.474551	7.49917	0.634356	6.27955
0.373435	1.91787	0.104515	2.24743	0.362441	2.40212	0.527006	8.00173	0.670696	8.00332	0.748169	5.83501	0.481509	7.43519	0.64023	6.32954
0.37519	1.85191	0.106609	2.24689	0.364628	2.29678	0.532551	8.02107	0.678185	8.07134	0.753634	5.89512	0.488406	7.36728	0.646151	6.37965
0.376886	1.79134	0.108702	2.2464	0.366721	2.19991	0.539072	8.03955	0.685736	8.13416	0.759154	5.95565	0.495237	7.29546	0.652118	6.42984
