Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym3		Asym4	
462  Points		491  Points		159  Points		121  Points		109  Points		337  Points		132  Points		105  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.00788428	8.64389	0.000649674	0.670434	0.279524	0.181173	0.458671	0.0732204	0.559058	0.157846	0.139759	0.326862	0.419263	0.0739732	0.698784	0.0896413
0.0159378	8.64189	0.00127431	0.774003	0.279693	0.281065	0.458739	0.108988	0.559205	0.215373	0.140063	0.58153	0.419332	0.146078	0.698867	0.131859
0.0239875	8.63685	0.00209194	0.973528	0.280048	0.480253	0.458874	0.180697	0.559459	0.330387	0.140842	1.08574	0.419535	0.290248	0.699029	0.216176
0.0320316	8.62968	0.00308838	1.15695	0.280588	0.678017	0.459076	0.252995	0.55982	0.44513	0.142086	1.57708	0.419873	0.434082	0.69927	0.300364
0.040068	8.62042	0.0042478	1.32283	0.281311	0.873814	0.459345	0.326182	0.560288	0.559481	0.143781	2.05042	0.420344	0.577389	0.699589	0.384437
0.0480948	8.60898	0.00555332	1.47067	0.282216	1.06714	0.459683	0.400337	0.560863	0.673411	0.145907	2.50178	0.420948	0.720009	0.699986	0.468355
0.0561099	8.59527	0.00698823	1.60082	0.283299	1.25751	0.460091	0.475772	0.561543	0.786795	0.148443	2.92833	0.421686	0.861768	0.700462	0.552036
0.0641111	8.5792	0.00853628	1.71405	0.284559	1.44437	0.46057	0.552814	0.562329	0.899524	0.151364	3.32815	0.422554	1.00261	0.701015	0.635463
0.0720962	8.56075	0.0101822	1.81147	0.285991	1.62729	0.461121	0.631532	0.563219	1.01153	0.154644	3.7005	0.423554	1.14228	0.701646	0.718673
0.0800631	8.53974	0.0119117	1.89453	0.287591	1.80593	0.461747	0.71221	0.564214	1.12275	0.158259	4.04536	0.424683	1.28062	0.702354	0.801524
0.0880091	8.51604	0.0137124	1.96484	0.289356	1.97996	0.462448	0.795123	0.565311	1.23313	0.162183	4.36324	0.42594	1.41756	0.70314	0.884023
0.0959318	8.48952	0.015573	2.02381	0.291281	2.14902	0.463228	0.880383	0.566512	1.34256	0.16639	4.65526	0.427324	1.55294	0.704002	0.966184
0.103828	8.45998	0.0174836	2.07297	0.293361	2.31281	0.464089	0.968286	0.567813	1.45097	0.170857	4.92283	0.428834	1.68659	0.70494	1.04789
0.111696	8.42728	0.0194358	2.11373	0.29559	2.47129	0.465033	1.05906	0.569215	1.55838	0.175563	5.16734	0.430467	1.81847	0.705954	1.12912
0.119532	8.39116	0.0214223	2.14726	0.297965	2.62425	0.466062	1.15286	0.570717	1.66464	0.180486	5.39049	0.432222	1.94842	0.707044	1.20992
0.127332	8.35137	0.0234369	2.17478	0.30048	2.7716	0.467181	1.24986	0.572317	1.76971	0.185607	5.59392	0.434098	2.07633	0.708209	1.29021
0.135094	8.30769	0.0252114	2.19455	0.30313	2.91338	0.468391	1.35025	0.574015	1.87358	0.19091	5.77907	0.436091	2.20215	0.709448	1.36995
