Sym0		Asym0		Sym1		Sym2		Asym1		Asym2	
303  Points		393  Points		303  Points		232  Points		341  Points		217  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.488345	-0.0419868	0.000326445	0.372932	1.00018	2.79343	0.645517	0.113831	0.322759	0.102193	0.968072	-1.08571
0.488318	-0.0674798	0.000566214	0.423671	0.998386	2.80011	0.64559	0.155752	0.322825	0.14928	0.967374	-1.36328
0.488258	-0.118379	0.000871228	0.524838	0.996581	2.81388	0.645717	0.239483	0.322951	0.243308	0.966319	-1.79732
0.488165	-0.168914	0.00124108	0.625386	0.994767	2.82837	0.645898	0.322885	0.323137	0.337113	0.965063	-2.03995
0.488041	-0.21893	0.00167539	0.725226	0.992944	2.84365	0.646132	0.405733	0.323384	0.430474	0.963696	-2.17462
0.487884	-0.268336	0.00217362	0.824287	0.991111	2.85979	0.64642	0.4879	0.323691	0.523263	0.962267	-2.25121
0.487696	-0.31705	0.00273531	0.922426	0.989267	2.87666	0.64676	0.569338	0.324057	0.615439	0.960801	-2.29551
0.487476	-0.364911	0.00335974	1.01947	0.987412	2.89438	0.647152	0.649852	0.324482	0.706815	0.959315	-2.32084
0.487226	-0.411703	0.0040462	1.11547	0.985545	2.91285	0.647595	0.729365	0.324966	0.797332	0.957817	-2.33447
0.486947	-0.45742	0.00479408	1.21038	0.983666	2.93215	0.64809	0.807834	0.325508	0.886876	0.956313	-2.34049
0.486638	-0.501941	0.00560257	1.30391	0.981775	2.9523	0.648634	0.885061	0.326106	0.975321	0.954808	-2.34138
0.486301	-0.54513	0.00647073	1.39609	0.97987	2.97327	0.649228	0.960973	0.326762	1.06263	0.953303	-2.33872
0.485937	-0.586931	0.00739775	1.48694	0.977952	2.99504	0.64987	1.03553	0.327473	1.14873	0.9518	-2.33338
0.485547	-0.62723	0.00838273	1.57631	0.976019	3.01758	0.650559	1.10864	0.328239	1.23348	0.950302	-2.32601
0.485131	-0.666007	0.00942466	1.66419	0.974071	3.04101	0.651295	1.18026	0.329059	1.31679	0.948809	-2.3172
0.48469	-0.70323	0.0105226	1.75047	0.972109	3.06526	0.652077	1.25037	0.329932	1.39871	0.947323	-2.30722
0.484227	-0.738724	0.0116755	1.83515	0.97013	3.09029	0.652903	1.31894	0.330857	1.47912	0.945843	-2.29619
