Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3	
383  Points		401  Points		216  Points		183  Points		158  Points		290  Points		193  Points		124  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.00379811	5.49125	6.4818e-005	0.217456	0.353558	0.0367115	0.488347	0.0259537	0.707109	0.0300109	0.176819	0.224472	0.530331	0.026518	0.883886	0.0188638
0.00891428	5.49103	0.00026742	0.290797	0.353592	0.0550487	0.488371	0.048716	0.707137	0.0466366	0.177029	0.317399	0.530355	0.0462012	0.883903	0.0280377
0.01403	5.49046	0.000606687	0.436481	0.35366	0.0917498	0.488437	0.0942245	0.707196	0.0798147	0.177411	0.502358	0.530417	0.0855486	0.883938	0.0464042
0.0191451	5.48961	0.00108075	0.579679	0.353763	0.128384	0.488546	0.139685	0.707286	0.112919	0.177965	0.684997	0.530515	0.124839	0.88399	0.0648266
0.0242593	5.48849	0.00168686	0.719592	0.353899	0.164959	0.488698	0.185196	0.707407	0.146022	0.178687	0.864385	0.530649	0.164089	0.884059	0.0832144
0.0293723	5.48712	0.00242163	0.855642	0.35407	0.201488	0.488891	0.230734	0.707558	0.179122	0.179575	1.03991	0.530821	0.203331	0.884145	0.101606
0.034484	5.4855	0.00328125	0.987191	0.354275	0.237851	0.489128	0.276255	0.70774	0.212217	0.180625	1.211	0.531028	0.242484	0.884248	0.120006
0.039594	5.48356	0.00426116	1.11377	0.354513	0.274102	0.489406	0.321885	0.707954	0.245227	0.181832	1.37704	0.531272	0.281605	0.884369	0.138348
0.044702	5.48138	0.00535663	1.23508	0.354786	0.310203	0.489727	0.367516	0.708197	0.278217	0.183191	1.53757	0.531553	0.320663	0.884506	0.156723
0.0498079	5.47892	0.00656259	1.35078	0.355091	0.346151	0.490091	0.413148	0.708472	0.311164	0.184697	1.69232	0.53187	0.359593	0.884661	0.175087
0.0549114	5.47613	0.00787366	1.46067	0.355431	0.381938	0.490497	0.458856	0.708777	0.344025	0.186344	1.84104	0.532223	0.398417	0.884832	0.193433
0.0600121	5.4731	0.00928438	1.56465	0.355803	0.41755	0.490946	0.504641	0.709113	0.376863	0.188128	1.98357	0.532612	0.437172	0.885021	0.211814
0.0651099	5.46975	0.0107892	1.66274	0.356209	0.452958	0.491438	0.550435	0.709479	0.409651	0.190041	2.11987	0.533038	0.475865	0.885227	0.230119
0.0702043	5.46605	0.0123827	1.755	0.356647	0.488105	0.491972	0.596247	0.709876	0.442343	0.192078	2.24996	0.533499	0.514359	0.88545	0.248418
0.0752953	5.46203	0.0140595	1.84146	0.357118	0.523097	0.492549	0.642167	0.710304	0.474987	0.194233	2.37382	0.533996	0.552748	0.88569	0.26678
0.0803822	5.45773	0.0158141	1.9223	0.357622	0.557852	0.493168	0.688157	0.710761	0.507536	0.196501	2.49162	0.534529	0.591	0.885947	0.285045
0.0854651	5.45307	0.0176414	1.99777	0.358158	0.592352	0.493831	0.734142	0.711249	0.539968	0.198876	2.60358	0.535097	0.629052	0.886221	0.30334
0.0905434	5.44802	0.0195367	2.068	0.358726	0.626634	0.494536	0.780188	0.711768	0.572385	0.201353	2.70979	0.535701	0.666997	0.886512	0.321617
0.0956169	5.44266	0.0214949	2.13325	0.359325	0.660702	0.495285	0.826286	0.712316	0.6047	0.203925	2.81046	0.53634	0.704801	0.88682	0.339862
0.100685	5.43692	0.0235118	2.1938	0.359957	0.694561	0.496076	0.872411	0.712894	0.636883	0.20659	2.90604	0.537015	0.742396	0.887145	0.358115
0.105748	5.43073	0.0255828	2.24985	0.36062	0.728148	0.49691	0.918665	0.713503	0.668951	0.208982	2.98525	0.537724	0.779794	0.887488	0.37631
0.110805	5.42412	0.0277041	2.30176	0.361314	0.761556	0.497788	0.964883	0.714141	0.700932	0.211071	3.0499	0.538468	0.817017	0.887847	0.394535
0.115855	5.41713	0.0298719	2.34968	0.362039	0.794755	0.498708	1.01111	0.714809	0.732814	0.212831	3.10139	0.539246	0.854035	0.888223	0.412748
0.120899	5.40968	0.0320825	2.39383	0.362795	0.827754	0.499672	1.05741	0.715506	0.764572	0.214244	3.14076	0.540059	0.890865	0.888616	0.430937
0.125936	5.40172	0.0343325	2.43458	0.363581	0.860573	0.500679	1.10372	0.716234	0.796227	0.215294	3.16924	0.540906	0.927465	0.889026	0.449078
0.130965	5.39328	0.0366191	2.47214	0.364398	0.893253	0.501729	1.15006	0.71699	0.82775	0.215971	3.18717	0.541787	0.963823	0.889453	0.467195
0.135985	5.38438	0.0389391	2.50668	0.365246	0.9258	0.502822	1.19637	0.717776	0.859156	0.21695	3.21232	0.542702	0.999992	0.889896	0.485339
0.140998	5.37486	0.04129	2.53842	0.366123	0.958229	0.503958	1.24271	0.718591	0.890401	0.218024	3.23916	0.543651	1.03593	0.890357	0.503463
0.146001	5.36476	0.0436692	2.56754	0.367031	0.990566	0.505137	1.28902	0.719435	0.921543	0.219498	3.27491	0.544632	1.07162	0.890834	0.521546
0.150994	5.35415	0.0460743	2.5943	0.367969	1.02287	0.50636	1.33528	0.720308	0.952552	0.221385	3.31874	0.545647	1.10703	0.891329	0.539622
0.155978	5.34282	0.0485034	2.61887	0.368937	1.05517	0.507625	1.38152	0.72121	0.98337	0.2237	3.36978	0.546695	1.1422	0.89184	0.557683
0.16095	5.33084	0.0509543	2.64136	0.369935	1.08747	0.508934	1.42769	0.722141	1.0141	0.22646	3.4272	0.547776	1.17715	0.892368	0.575715
0.165911	5.31818	0.0534252	2.66195	0.370964	1.11986	0.510286	1.47384	0.7231	1.04464	0.229683	3.48985	0.548889	1.21183	0.892913	0.593761
0.17086	5.30471	0.0559146	2.68086	0.372022	1.15232	0.51168	1.51991	0.724087	1.07504	0.232962	3.54926	0.550034	1.24626	0.893474	0.611762
0.175796	5.29051	0.0584207	2.6981	0.373111	1.18503	0.513118	1.5659	0.725103	1.1053	0.236296	3.60558	0.551211	1.28039	0.894053	0.629745
0.180718	5.27545	0.0609422	2.71384	0.37423	1.21792	0.514598	1.61175	0.726147	1.13543	0.239681	3.65898	0.55242	1.31422	0.894648	0.647695
0.185626	5.25947	0.0634777	2.72824	0.375231	1.24677	0.516121	1.65746	0.727219	1.16536	0.243114	3.70963	0.55366	1.34784	0.89526	0.665651
0.190519	5.24259	0.0660259	2.74136	0.376102	1.27155	0.517687	1.70309	0.728318	1.19511	0.246594	3.75769	0.554931	1.38115	0.895888	0.683619
0.195395	5.22474	0.0685859	2.75334	0.376836	1.2922	0.519295	1.74857	0.729446	1.22474	0.250116	3.8033	0.556234	1.41416	0.896534	0.701536
0.200254	5.20579	0.0711565	2.76425	0.377424	1.30869	0.520945	1.79384	0.730601	1.25419	0.253681	3.84653	0.557566	1.44694	0.897195	0.719426
0.205096	5.18577	0.0734045	2.77299	0.377862	1.32084	0.522637	1.83896	0.731783	1.28349	0.257284	3.8876	0.55893	1.47938	0.897874	0.737335
0.209918	5.16455	0.0753262	2.77991	0.378144	1.32868	0.524372	1.88387	0.732992	1.31259	0.260925	3.92662	0.560323	1.51152	0.898569	0.755208
0.214719	5.14204	0.0769188	2.78521	0.378552	1.33997	0.526148	1.92857	0.734229	1.34155	0.264601	3.96371	0.561746	1.54344	0.899281	0.773084
0.219499	5.11826	0.0781801	2.78925	0.379	1.35226	0.527965	1.97307	0.735492	1.37032	0.268311	3.99892	0.563199	1.57504	0.90001	0.790965
0.224256	5.09303	0.0791087	2.79206	0.379616	1.36925	0.529824	2.01725	0.736782	1.39886	0.272052	4.03235	0.564681	1.60632	0.900755	0.808782
0.228989	5.06631	0.0797035	2.7938	0.380406	1.39085	0.531724	2.06123	0.738099	1.4273	0.275824	4.06415	0.566192	1.63731	0.901517	0.826619
0.233697	5.03807	0.0805591	2.79621	0.381378	1.41721	0.533665	2.10495	0.739442	1.45556	0.279625	4.09433	0.567732	1.66801	0.902296	0.844422
0.238377	5.00817	0.08149	2.79874	0.382541	1.44873	0.535647	2.14829	0.740811	1.48357	0.283454	4.12301	0.5693	1.69842	0.903091	0.862229
0.243029	4.97648	0.0827573	2.80213	0.383908	1.48561	0.537668	2.1914	0.742206	1.51146	0.287308	4.15027	0.570897	1.72856	0.903902	0.880045
0.24765	4.94293	0.0843622	2.8061	0.385309	1.52336	0.53973	2.23418	0.743627	1.5392	0.291187	4.17614	0.572521	1.75838	0.90473	0.89788
0.25224	4.90746	0.086306	2.81058	0.386746	1.56204	0.541832	2.2766	0.745074	1.56669	0.29509	4.20071	0.574174	1.78791	0.905575	0.915679
0.256795	4.86999	0.08859	2.81545	0.38822	1.60181	0.543972	2.31866	0.746547	1.594	0.299015	4.22403	0.575853	1.81716	0.906437	0.933406
0.261314	4.83035	0.0912156	2.82052	0.389731	1.64276	0.54587	2.35505	0.748045	1.62115	0.302961	4.24616	0.57756	1.84614	0.907315	0.951208
0.265796	4.7885	0.0938457	2.8251	0.391281	1.68498	0.54751	2.38582	0.749568	1.64813	0.306927	4.26718	0.579293	1.87481	0.908209	0.969014
0.270237	4.74435	0.0964799	2.82923	0.392871	1.72858	0.548883	2.41113	0.751116	1.67491	0.310912	4.28707	0.581053	1.90322	0.90912	0.986756
0.274636	4.69781	0.0991176	2.83286	0.394502	1.77367	0.549979	2.4311	0.752689	1.70152	0.314916	4.30588	0.582608	1.92774	0.910048	1.00451
0.278991	4.64881	0.101759	2.83611	0.396176	1.82039	0.55079	2.44561	0.754286	1.72793	0.318936	4.32366	0.58395	1.94847	0.910992	1.02231
