Minima		Zeros		Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2	
8  Points		7  Points		475  Points		493  Points		474  Points		220  Points		129  Points		390  Points		143  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
				0.410447	1.45669	0.27529	2.23345	0.410687	1.4577	0.871493	2.73425			0.660533	1.38733		
				0.411806	1.46237	0.277371	2.23342	0.412048	1.46339	0.874021	2.69183			0.661822	1.37968		
				0.413172	1.46803	0.279452	2.23337	0.413414	1.46902	0.876509	2.65048			0.663104	1.37245		
				0.414542	1.47365	0.281533	2.23331	0.414786	1.47466	0.87896	2.61024			0.66438	1.36561		
				0.415918	1.47927	0.283614	2.23327	0.416162	1.48029	0.881373	2.57105			0.665649	1.35915		
				0.417298	1.48483	0.285694	2.23322	0.417544	1.48582	0.883751	2.53285			0.666912	1.35307		
				0.418684	1.49036	0.287775	2.2332	0.418931	1.49133	0.886093	2.49569			0.66817	1.34735		
				0.420076	1.49587	0.289856	2.23315	0.420323	1.49684	0.888401	2.45946			0.669423	1.34197		
				0.421472	1.50133	0.291936	2.23308	0.42172	1.5023	0.890676	2.42425			0.670671	1.33689		
				0.422873	1.50674	0.294017	2.23309	0.423122	1.5077	0.892918	2.39001			0.671914	1.33212		
				0.424279	1.51212	0.296097	2.23306	0.424529	1.51308	0.895129	2.35667			0.673153	1.32769		
				0.425691	1.51751	0.298178	2.23297	0.425942	1.51844	0.89731	2.32422			0.674388	1.32357		
				0.427107	1.52281	0.300258	2.23296	0.427359	1.52372	0.89946	2.29265			0.675619	1.31964		
				0.428528	1.52806	0.302339	2.23292	0.428781	1.52899	0.901582	2.26196			0.676847	1.31602		
				0.429954	1.53329	0.304419	2.23286	0.430208	1.53423	0.903675	2.23211			0.678072	1.31268		
				0.431385	1.5385	0.306499	2.23287	0.43164	1.53945	0.905741	2.20309			0.679293	1.30951		
				0.432821	1.54367	0.30858	2.2328	0.433077	1.54459	0.90778	2.17488			0.680512	1.30664		
				0.434262	1.54878	0.31066	2.23277	0.434518	1.54968	0.909794	2.14745			0.681728	1.30396		
				0.435707	1.55387	0.31274	2.23275	0.435964	1.55476	0.911782	2.12073			0.682941	1.30152		
				0.437157	1.55893	0.31482	2.2327	0.437415	1.55979	0.913746	2.09481			0.684153	1.29928		
