Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3		Asym4	
469  Points		491  Points		188  Points		133  Points		119  Points		364  Points		364  Points		145  Points		116  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.00522147	7.92235	0.000567032	0.604968	0.279552	0.199969	0.428658	0.0490728	0.559048	0.125978	0.139838	0.494714	0.139797	0.416627	0.419298	0.153841	0.698802	0.100493
0.0126027	7.92082	0.00113068	0.701954	0.279738	0.278425	0.428704	0.0847594	0.559165	0.17274	0.140298	0.708679	0.140185	0.631243	0.419442	0.212641	0.698895	0.134354
0.019981	7.91695	0.00187505	0.889933	0.280071	0.434835	0.428816	0.156297	0.55937	0.2663	0.141158	1.1318	0.140973	1.05602	0.419695	0.330081	0.699052	0.202025
0.0273551	7.91142	0.00278897	1.06499	0.280549	0.590039	0.428995	0.228254	0.559662	0.359742	0.142407	1.54328	0.142153	1.46987	0.420057	0.447189	0.699272	0.269619
0.0347231	7.90403	0.00385953	1.22577	0.28117	0.743707	0.429241	0.30083	0.56004	0.452949	0.144034	1.93959	0.143712	1.86916	0.420528	0.56385	0.699555	0.337132
0.0420833	7.8948	0.00507305	1.37154	0.281935	0.895479	0.429555	0.374204	0.560506	0.545833	0.146022	2.31804	0.145636	2.25106	0.421107	0.679985	0.6999	0.40448
0.0494342	7.88374	0.00641525	1.50218	0.282839	1.04499	0.429938	0.44859	0.561057	0.638364	0.148353	2.67664	0.147907	2.61336	0.421795	0.795435	0.700308	0.471648
0.0567738	7.87064	0.00787219	1.61806	0.283882	1.1919	0.430391	0.524192	0.561695	0.730556	0.151009	3.01415	0.150506	2.95468	0.42259	0.910097	0.700779	0.538675
0.0641003	7.85557	0.00943033	1.71983	0.28506	1.33586	0.430915	0.601129	0.562419	0.822214	0.15397	3.32993	0.153413	3.27441	0.423491	1.02392	0.701312	0.605491
0.0714118	7.83839	0.0110769	1.80853	0.286371	1.47662	0.431511	0.679636	0.563227	0.913393	0.157214	3.62398	0.156607	3.57241	0.424498	1.13672	0.701907	0.672034
0.0787063	7.8189	0.0128003	1.88522	0.287812	1.61395	0.432182	0.759892	0.564121	1.00405	0.160723	3.89678	0.160069	3.849	0.425609	1.24843	0.702564	0.738323
