Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2		Asym3	
460  Points		492  Points		177  Points		139  Points		119  Points		90  Points		319  Points		153  Points		121  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.00221972	7.44356	0.000339877	0.191155	0.279563	335.539	0.515708	1107.89	0.559017	8032.99	0.838544	1046.94	0.139861	195.193	0.419263	26181.5	0.698781	1270.98
0.00915424	7.44307	0.000784589	0.289547	0.279754	158.512	0.515754	369.138	0.559068	558.35	0.83861	484.008	0.140316	85.1321	0.419314	442.45	0.698844	471.716
0.0160871	7.44225	0.00140491	0.385816	0.28008	103.865	0.515845	221.5	0.559205	289.297	0.838726	314.798	0.141126	54.702	0.419462	223.189	0.698964	289.643
0.0230169	7.44093	0.00219222	0.479373	0.280542	77.3214	0.515983	158.249	0.55943	195.286	0.838891	233.283	0.142283	40.5179	0.419709	149.304	0.699141	209.018
0.0299425	7.43915	0.00313607	0.569697	0.281139	61.6539	0.516168	123.124	0.559742	147.441	0.839105	185.326	0.143776	32.3578	0.420053	112.23	0.699376	163.536
0.0368623	7.4369	0.00422499	0.656412	0.281869	51.3269	0.5164	100.781	0.560141	118.472	0.839368	153.747	0.145591	27.0868	0.420495	89.9554	0.699668	134.338
0.0437752	7.43417	0.00544657	0.739201	0.282732	44.0163	0.51668	85.3218	0.560626	99.0547	0.83968	131.382	0.147715	23.422	0.421034	75.1018	0.700017	114.01
0.0506797	7.43097	0.00678838	0.817889	0.283725	38.5756	0.517009	73.9921	0.561196	85.14	0.840041	114.716	0.150131	20.7409	0.42167	64.4964	0.700424	99.0465
0.0575744	7.42726	0.008238	0.892371	0.284847	34.3738	0.517387	65.3345	0.561852	74.683	0.84045	101.817	0.152822	18.7051	0.422401	56.5496	0.700887	87.5741
0.0644579	7.42306	0.00978353	0.962636	0.286095	31.0351	0.517817	58.5055	0.562591	66.5407	0.840908	91.5404	0.155771	17.1143	0.423229	50.3768	0.701407	78.5006
