Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2		Asym3	
449  Points		492  Points		163  Points		137  Points		123  Points		90  Points		266  Points		148  Points		118  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.00131673	7.44317	0.000355654	0.485836	0.279525	0.152339	0.549607	-0.0138232	0.559017	0.0787579	0.838551	0.0818309	0.139865	0.496523	0.419271	0.0982275	0.698778	0.0632256
0.00825149	7.44267	0.000808305	0.579873	0.279667	0.229914	0.549594	-0.0191769	0.559091	0.149497	0.838627	0.10925	0.140327	0.687707	0.419362	0.152951	0.698837	0.0954557
0.0151853	7.4411	0.00143618	0.763216	0.279954	0.384784	0.549571	-0.0268153	0.559296	0.288474	0.838754	0.164042	0.141146	1.06585	0.419556	0.262265	0.698956	0.15992
0.0221172	7.43855	0.00223048	0.936287	0.280384	0.538958	0.549544	-0.0274434	0.559628	0.421333	0.838933	0.218768	0.142313	1.4341	0.419851	0.371321	0.699135	0.224321
0.0290462	7.43513	0.00318085	1.09749	0.280958	0.692178	0.54952	-0.019984	0.560081	0.546501	0.839162	0.273507	0.143818	1.78966	0.420248	0.480083	0.699374	0.28867
0.0359717	7.43072	0.00427553	1.24581	0.281674	0.844076	0.549507	-0.00425938	0.560646	0.663461	0.839442	0.3282	0.145648	2.13018	0.420746	0.588477	0.699673	0.352916
0.0428926	7.42533	0.00550227	1.38079	0.282531	0.994432	0.549512	0.0192064	0.561317	0.772505	0.839773	0.382802	0.147788	2.45401	0.421344	0.696353	0.700032	0.417028
0.049808	7.41895	0.00684847	1.50243	0.283527	1.14302	0.549543	0.049512	0.562086	0.87443	0.840155	0.437293	0.150221	2.76015	0.422043	0.803632	0.70045	0.481092
0.056717	7.41153	0.00830189	1.61103	0.284661	1.28953	0.549604	0.0856603	0.562947	0.970248	0.840588	0.49171	0.152931	3.04804	0.422842	0.910306	0.700928	0.544986
0.0636186	7.40313	0.00985045	1.70716	0.28593	1.4338	0.549702	0.126756	0.563894	1.06096	0.841072	0.546051	0.155901	3.31753	0.423739	1.01628	0.701466	0.608687
0.0705119	7.39367	0.011483	1.79168	0.287332	1.57564	0.549841	0.172032	0.564923	1.14738	0.841606	0.600242	0.159113	3.56887	0.424736	1.12137	0.702062	0.672222
0.0773958	7.38309	0.0131891	1.86551	0.288866	1.71482	0.550023	0.220691	0.566032	1.23035	0.84219	0.654352	0.162551	3.80269	0.425829	1.22557	0.702718	0.735571
0.0842694	7.37137	0.0149592	1.9296	0.290528	1.85114	0.550252	0.272233	0.567216	1.31054	0.842825	0.708299	0.166199	4.0197	0.427019	1.32886	0.703433	0.798695
0.0911316	7.35849	0.0167847	1.9849	0.292315	1.98449	0.55053	0.326243	0.568474	1.38837	0.84351	0.762066	0.170041	4.22072	0.428305	1.43107	0.704206	0.861589
0.0979812	7.34438	0.0186578	2.03243	0.294226	2.11482	0.55086	0.382335	0.569803	1.46426	0.844245	0.815694	0.174064	4.407	0.429686	1.53223	0.705038	0.924241
0.104817	7.32904	0.0205719	2.07309	0.296256	2.24194	0.551243	0.440248	0.571202	1.53862	0.84503	0.86919	0.177705	4.55807	0.43116	1.63223	0.705929	0.986631
0.111638	7.31236	0.0225208	2.10767	0.298403	2.36574	0.55168	0.499822	0.57267	1.61169	0.845865	0.922496	0.180903	4.67887	0.432727	1.731	0.706877	1.04871
0.118443	7.2943	0.0244993	2.13698	0.300664	2.4862	0.552174	0.560889	0.574206	1.68357	0.846749	0.975568	0.183608	4.77341	0.434386	1.82849	0.707883	1.11048
0.12523	7.27482	0.0265028	2.16176	0.303036	2.60327	0.552725	0.623332	0.575807	1.75451	0.847683	1.02846	0.185785	4.84499	0.436135	1.92466	0.708946	1.17198
0.131999	7.25378	0.0285275	2.18262	0.305515	2.71699	0.553335	0.687133	0.577475	1.82462	0.848665	1.08116	0.187406	4.89596	0.437972	2.01953	0.710067	1.23315
0.138747	7.2312	0.0303063	2.19801	0.308099	2.82725	0.554006	0.752186	0.579207	1.89394	0.849697	1.13366	0.188452	4.92768	0.439898	2.11294	0.711244	1.29398
0.145473	7.2069	0.0318318	2.20936	0.310783	2.9341	0.554737	0.818424	0.581004	1.96265	0.850778	1.18594	0.189967	4.97217	0.441909	2.20493	0.712478	1.3544
0.152176	7.18088	0.0330987	2.21767	0.313566	3.03764	0.555531	0.885936	0.582865	2.03069	0.851907	1.2379	0.19163	5.01921	0.444006	2.29544	0.713768	1.41444
0.158854	7.15299	0.0341037	2.22353	0.316444	3.13787	0.556388	0.954676	0.584788	2.09815	0.853085	1.28967	0.193915	5.08093	0.446187	2.38439	0.715114	1.47412
0.165505	7.12307	0.0348443	2.22742	0.319413	3.23489	0.55731	1.02463	0.586774	2.1651	0.85431	1.34122	0.196845	5.15574	0.448449	2.47185	0.716515	1.5334
0.172127	7.09113	0.0353189	2.22983	0.322472	3.32882	0.558297	1.09582	0.588822	2.23147	0.855584	1.39246	0.200444	5.24147	0.450793	2.55778	0.717971	1.59229
0.178718	7.05699	0.036002	2.23315	0.325616	3.4197	0.559352	1.16828	0.590932	2.29735	0.856905	1.44345	0.204739	5.33569	0.453216	2.64212	0.719482	1.65072
0.185277	7.0205	0.0367457	2.23636	0.328844	3.50771	0.560474	1.24206	0.593103	2.36274	0.858273	1.49417	0.209759	5.43628	0.455716	2.72487	0.721047	1.70871
0.1918	6.98158	0.0377586	2.24037	0.332152	3.59314	0.561666	1.31712	0.595335	2.42767	0.859689	1.54455	0.214869	5.52935	0.458293	2.806	0.722666	1.76625
0.198286	6.93999	0.0390423	2.24506	0.335099	3.66549	0.562928	1.39348	0.597627	2.49207	0.861152	1.59469	0.220063	5.61521	0.460945	2.88551	0.724338	1.82338
0.204732	6.89569	0.040598	2.24986	0.337657	3.72568	0.564263	1.47121	0.599979	2.55596	0.862661	1.64452	0.225333	5.69451	0.46367	2.96343	0.726063	1.87999
0.211136	6.84849	0.0424267	2.25458	0.339804	3.7745	0.56567	1.55034	0.60239	2.61945	0.864216	1.694	0.230674	5.7677	0.466467	3.03975	0.727841	1.9361
0.217494	6.79818	0.0445296	2.259	0.341521	3.81259	0.567152	1.63082	0.60486	2.68241	0.865817	1.74324	0.23608	5.83524	0.469334	3.11445	0.729671	1.99176
0.223803	6.74466	0.0466361	2.26245	0.342794	3.84038	0.568709	1.71268	0.607388	2.7449	0.867464	1.79213	0.241547	5.89758	0.47227	3.18753	0.731553	2.04691
0.230062	6.68771	0.0487454	2.26505	0.343614	3.85798	0.570343	1.79597	0.609975	2.80688	0.869157	1.84069	0.24707	5.95504	0.475274	3.25899	0.733485	2.10156
0.236265	6.6272	0.0508568	2.26702	0.344798	3.88291	0.572055	1.8806	0.612618	2.86838	0.870894	1.88888	0.252643	6.00798	0.478343	3.32889	0.735469	2.1557
0.242411	6.56302	0.0529698	2.26844	0.346095	3.90989	0.573847	1.9666	0.615319	2.92941	0.872676	1.93678	0.258265	6.05671	0.481477	3.39719	0.737502	2.20933
0.248495	6.49494	0.0550838	2.26937	0.347873	3.94637	0.57572	2.05398	0.618077	2.98995	0.874503	1.98431	0.263929	6.10155	0.484673	3.46393	0.739585	2.2624
0.254513	6.42278	0.0571985	2.26991	0.350144	3.99185	0.577675	2.1427	0.620891	3.05003	0.876374	2.03147	0.269634	6.14272	0.487931	3.52914	0.741718	2.31492
0.260463	6.34652	0.0593135	2.2701	0.352926	4.0461	0.579713	2.23267	0.623761	3.1096	0.878289	2.07834	0.275376	6.18051	0.491249	3.59278	0.743899	2.36694
0.266339	6.26598	0.0614286	2.27005	0.356237	4.10887	0.581835	2.32385	0.626685	3.16869	0.880247	2.12482	0.281151	6.21505	0.494626	3.65493	0.746128	2.41839
0.272139	6.18116	0.0635435	2.26981	0.360098	4.18	0.584043	2.4162	0.629665	3.22733	0.882248	2.17092	0.286957	6.24656	0.49806	3.71558	0.748405	2.4693
0.277857	6.09201	0.0656581	2.26936	0.364026	4.25029	0.586337	2.50965	0.632699	3.2855	0.884292	2.21668	0.292791	6.27528	0.50155	3.77478	0.75073	2.51968
0.283491	5.99844	0.0677722	2.2688	0.368018	4.31992	0.588719	2.6041	0.635787	3.34317	0.886379	2.26205	0.29865	6.30133	0.504635	3.82528	0.753101	2.56949
0.289035	5.9006	0.0698858	2.26812	0.372075	4.38931	0.59119	2.69947	0.638929	3.40043	0.888507	2.30702	0.304533	6.32486	0.507297	3.86744	0.755518	2.6187
0.294486	5.79858	0.0719986	2.26738	0.376197	4.45854	0.593749	2.79558	0.642124	3.4573	0.890677	2.35163	0.310436	6.346	0.509521	3.90169	0.75798	2.66739
0.29984	5.69247	0.0741108	2.2666	0.380383	4.52784	0.596399	2.89237	0.645371	3.5137	0.892889	2.39587	0.316358	6.36485	0.511293	3.92844	0.760488	2.71548
0.305093	5.58258	0.0762221	2.2657	0.384634	4.59742	0.599139	2.98972	0.648671	3.56965	0.895142	2.43975	0.322296	6.38152	0.512603	3.94808	0.76304	2.76304
0.310242	5.46913	0.0783327	2.26481	0.38895	4.66741	0.60197	3.08743	0.652023	3.62525	0.897435	2.4832	0.328249	6.39619	0.513445	3.96042	0.765637	2.81002
0.315284	5.35248	0.0804424	2.26397	0.393332	4.73792	0.604892	3.18538	0.655426	3.68048	0.899769	2.5263	0.334215	6.40888	0.51466	3.97784	0.768276	2.85639
0.320216	5.23299	0.0825513	2.26307	0.397779	4.80903	0.607906	3.28342	0.658881	3.73534	0.902143	2.56899	0.340191	6.41965	0.515987	3.99682	0.770959	2.90224
0.325035	5.11111	0.0846594	2.26214	0.402293	4.88077	0.610606	3.36875	0.662387	3.78985	0.904556	2.61123	0.346177	6.42862	0.517801	4.0224	0.773684	2.94751
0.32974	4.98741	0.0867666	2.26124	0.406874	4.95307	0.612963	3.44137	0.665943	3.84408	0.907009	2.65316	0.35217	6.43586	0.520113	4.05426	0.776452	2.9922
0.334329	4.86233	0.0888729	2.26035	0.411522	5.02592	0.61495	3.50132	0.66955	3.89806	0.9095	2.69468	0.358169	6.44142	0.522932	4.09216	0.77926	3.03632
0.3388	4.73638	0.0909785	2.25946	0.416239	5.09911	0.616545	3.54866	0.673206	3.95173	0.91203	2.73575	0.364173	6.44533	0.526272	4.13571	0.782109	3.07987
0.343154	4.61009	0.0930832	2.25862	0.421024	5.17247	0.617731	3.58334	0.676913	4.00517	0.914598	2.77644	0.37018	6.44765	0.530149	4.18457	0.784999	3.1229
0.347391	4.48407	0.0951872	2.25779	0.425877	5.24585	0.618497	3.60542	0.68067	4.05844	0.917203	2.81673	0.376188	6.44845	0.53407	4.23226	0.787929	3.16529
0.35151	4.35881	0.0972903	2.25698	0.430799	5.31887	0.619605	3.63711	0.683984	4.10479	0.919846	2.85666	0.382196	6.44775	0.538035	4.27877	0.790897	3.20715
0.355513	4.23478	0.0993928	2.2562	0.435788	5.39126	0.620821	3.67152	0.686838	4.14417	0.922526	2.89616	0.388202	6.44553	0.542043	4.32418	0.793905	3.24848
0.359401	4.11248	0.101495	2.25545	0.440845	5.46276	0.622493	3.71813	0.689219	4.1767	0.925243	2.93525	0.394206	6.44189	0.546093	4.36849	0.79695	3.28923
0.363176	3.99224	0.103596	2.25471	0.445968	5.53298	0.624638	3.77679	0.691115	4.20241	0.927996	2.97394	0.400206	6.43685	0.550183	4.41178	0.800034	3.32942
0.36684	3.87445	0.105696	2.25401	0.451155	5.60163	0.627277	3.84723	0.692517	4.22125	0.930785	3.01223	0.4062	6.43038	0.554313	4.45404	0.803154	3.36909
0.370396	3.75949	0.107796	2.25329	0.456406	5.66843	0.630434	3.929	0.693417	4.23333	0.933609	3.05012	0.412188	6.42253	0.558483	4.49531	0.806312	3.40821
0.373845	3.64757	0.109895	2.25264	0.461718	5.73304	0.634138	4.0216	0.694716	4.25073	0.936468	3.08761	0.418168	6.41333	0.56269	4.53565	0.809505	3.44675
0.377192	3.53887	0.111993	2.25202	0.467088	5.79519	0.637927	4.11269	0.696133	4.26959	0.939362	3.12471	0.424139	6.40279	0.566934	4.57516	0.812734	3.4848
0.38044	3.4336	0.114091	2.25138	0.472516	5.85468	0.641801	4.2021	0.698071	4.29533	0.942291	3.16142	0.430099	6.39094	0.571215	4.61377	0.815999	3.52231
0.383591	3.33189	0.116188	2.2508	0.477998	5.91138	0.645758	4.28969	0.700539	4.32783	0.945253	3.19771	0.436048	6.37768	0.575532	4.65153	0.818872	3.55458
0.386648	3.2338	0.118285	2.25022	0.483531	5.96511	0.649795	4.37531	0.703548	4.36709	0.948249	3.23359	0.441983	6.36311	0.579883	4.68858	0.821341	3.5818
0.389616	3.13935	0.120381	2.24971	0.489113	6.01567	0.653911	4.4587	0.707112	4.4133	0.951279	3.2691	0.447905	6.34725	0.584268	4.7249	0.823398	3.60403
0.392498	3.0486	0.122477	2.2492	0.494741	6.06314	0.658103	4.53976	0.711249	4.46645	0.954341	3.30422	0.453811	6.33006	0.588687	4.76045	0.825033	3.62148
0.395297	2.9615	0.124573	2.24865	0.500411	6.10745	0.66237	4.61844	0.715435	4.51972	0.957436	3.33894	0.4597	6.31154	0.593139	4.79541	0.82624	3.63432
0.398017	2.87806	0.126667	2.24816	0.506122	6.14851	0.666709	4.69448	0.719671	4.5732	0.960563	3.37331	0.465571	6.29166	0.597623	4.82977	0.827015	3.6425
0.40066	2.79819	0.128762	2.24773	0.511868	6.18647	0.671118	4.76781	0.723956	4.62703	0.963722	3.40724	0.471424	6.27051	0.602139	4.86346	0.828132	3.65409
0.403231	2.72179	0.130856	2.24729	0.517649	6.22134	0.675593	4.83834	0.728293	4.68113	0.966912	3.44077	0.477256	6.24807	0.606685	4.89668	0.82935	3.66667
0.405732	2.64883	0.132949	2.24686	0.523461	6.25317	0.680133	4.90598	0.732679	4.73556	0.970133	3.47398	0.483066	6.22429	0.611263	4.9294	0.831013	3.68373
0.408167	2.57924	0.135043	2.24646	0.529301	6.28208	0.684735	4.9706	0.737117	4.79047	0.973385	3.50678	0.488854	6.19918	0.615871	4.96162	0.833127	3.70511
0.410538	2.51284	0.137135	2.24603	0.535167	6.30811	0.689395	5.03217	0.741606	4.84579	0.976244	3.53507	0.494618	6.17275	0.620508	4.9934	0.8357	3.73068
0.412849	2.44956	0.139228	2.24568	0.541056	6.33149	0.694112	5.09068	0.746146	4.90161	0.978699	3.55894	0.500356	6.14499	0.625175	5.02478	0.838742	3.76032
0.415102	2.38936	0.14132	2.24532	0.546965	6.35226	0.698881	5.14593	0.750739	4.95802	0.980741	3.57857	0.506068	6.11595	0.629872	5.05582	0.842261	3.79394
0.417301	2.33203	0.143412	2.24495	0.552893	6.37049	0.703701	5.19799	0.755385	5.01493	0.982364	3.59393	0.511753	6.08561	0.634596	5.08646	0.845811	3.82709
0.419448	2.27748	0.145503	2.24462	0.558836	6.38637	0.708567	5.2469	0.760084	5.07246	0.983562	3.60513	0.517408	6.05396	0.63935	5.1168	0.849392	3.85977
0.421545	2.22559	0.147594	2.24428	0.564793	6.40003	0.713478	5.29256	0.764837	5.13067	0.98433	3.61238	0.523034	6.021	0.644131	5.14683	0.853003	3.89201
0.423334	2.1824	0.149685	2.24399	0.570762	6.41151	0.718429	5.33498	0.769645	5.18944	0.985438	3.62275	0.528628	5.98676	0.64894	5.17657	0.856644	3.92373
0.424832	2.14715	0.151776	2.24371	0.57674	6.42098	0.723419	5.37421	0.774507	5.24882	0.986645	3.63385	0.534189	5.95125	0.653777	5.20605	0.860315	3.95504
0.426053	2.11894	0.153866	2.24341	0.582726	6.42854	0.728444	5.41031	0.779425	5.30886	0.988293	3.64886	0.539717	5.91453	0.658641	5.2353	0.864014	3.98593
0.427007	2.09731	0.155956	2.24312	0.588719	6.4343	0.7335	5.44337	0.7844	5.36954	0.990387	3.66782	0.54521	5.87654	0.663532	5.26431	0.867742	4.01632
0.427702	2.08161	0.158046	2.24283	0.594716	6.43831	0.738587	5.47338	0.789431	5.43078	0.992933	3.69057	0.550668	5.83729	0.668451	5.29306	0.871498	4.04634
