Sym0		Asym0		Sym1		Sym2		Sym3		Asym2		Asym3		Asym4	
468  Points		491  Points		187  Points		134  Points		119  Points		360  Points		147  Points		117  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.00507995	7.87241	0.000634098	0.630292	0.279555	0.202948	0.437379	0.0657886	0.559042	0.116983	0.139774	0.347951	0.419269	0.096764	0.698771	0.0373155
0.0124146	7.87097	0.00122134	0.725999	0.279744	0.280864	0.43744	0.100811	0.559151	0.163459	0.140098	0.560513	0.419359	0.154888	0.698806	0.0708642
0.0197466	7.86722	0.00198692	0.911313	0.280078	0.436244	0.437567	0.171016	0.559347	0.256304	0.140818	0.98155	0.419557	0.271031	0.698903	0.137965
0.0270743	7.86171	0.00291947	1.08368	0.280557	0.590558	0.437759	0.241698	0.559629	0.348976	0.141927	1.39245	0.419864	0.386935	0.699063	0.205078
0.0343961	7.85442	0.00400623	1.24185	0.281179	0.743401	0.438017	0.31297	0.559997	0.44145	0.143413	1.78958	0.420278	0.502435	0.699286	0.27214
0.0417102	7.84534	0.00523352	1.38513	0.281942	0.894398	0.438342	0.384981	0.560451	0.533599	0.145262	2.16996	0.4208	0.61742	0.69957	0.339027
0.049015	7.83434	0.00658727	1.51349	0.282845	1.04324	0.438734	0.458033	0.560991	0.625394	0.147456	2.53147	0.421429	0.731814	0.699917	0.405786
0.0563086	7.82144	0.00805375	1.62732	0.283886	1.18961	0.439195	0.532212	0.561616	0.716844	0.149979	2.87261	0.422164	0.845538	0.700326	0.472432
0.0635894	7.80655	0.0096196	1.7273	0.285062	1.33316	0.439726	0.607694	0.562327	0.807825	0.152809	3.19248	0.423004	0.958435	0.700798	0.538856
0.0708553	7.78958	0.0112724	1.81448	0.28637	1.47363	0.440328	0.684684	0.563122	0.898308	0.155928	3.491	0.42395	1.07041	0.701331	0.605125
0.0781044	7.77044	0.0130007	1.88989	0.287808	1.61085	0.441002	0.763298	0.564001	0.988233	0.159314	3.7684	0.424999	1.18142	0.701925	0.671159
0.0853346	7.749	0.014794	1.95465	0.289372	1.74461	0.44175	0.843768	0.564963	1.07756	0.16295	4.02526	0.426151	1.29131	0.702581	0.736871
0.0925438	7.72516	0.0166429	2.00996	0.291059	1.87472	0.442574	0.926192	0.566009	1.16626	0.166815	4.26248	0.427405	1.39999	0.703298	0.802377
0.0997296	7.69873	0.0185393	2.05695	0.292865	2.00106	0.443476	1.01069	0.567136	1.25424	0.170892	4.48108	0.42876	1.5074	0.704076	0.867616
0.10689	7.66959	0.0204759	2.09666	0.294788	2.1235	0.444457	1.09752	0.568346	1.34151	0.175165	4.68216	0.430214	1.61353	0.704915	0.932471
0.114021	7.63762	0.0224462	2.13	0.296822	2.24206	0.445521	1.18672	0.569636	1.42801	0.179617	4.86694	0.431767	1.7182	0.705814	0.996994
0.121121	7.60253	0.0244449	2.15787	0.298965	2.35677	0.446669	1.2784	0.571007	1.5137	0.184234	5.03654	0.433416	1.82133	0.706773	1.06115
0.128188	7.56414	0.0264672	2.18116	0.301214	2.4677	0.447903	1.37271	0.572457	1.59859	0.189002	5.19204	0.43516	1.92293	0.707791	1.12493
0.135216	7.52221	0.0282456	2.19821	0.303564	2.57492	0.449227	1.46977	0.573986	1.6826	0.193909	5.33453	0.436999	2.02294	0.708869	1.18833
0.142204	7.47645	0.0297716	2.21064	0.306012	2.67863	0.450642	1.56963	0.575592	1.76565	0.198942	5.46503	0.43893	2.12129	0.710006	1.25127
0.149148	7.42667	0.0310395	2.21956	0.308555	2.77904	0.452151	1.67229	0.577276	1.84782	0.204092	5.58446	0.440952	2.21794	0.711201	1.31379
0.156043	7.37252	0.0320455	2.22586	0.31119	2.87653	0.453758	1.77787	0.579035	1.9291	0.209348	5.69368	0.443063	2.31281	0.712454	1.37584
0.162886	7.31359	0.0327869	2.23019	0.313915	2.97137	0.455464	1.88634	0.58087	2.00934	0.214702	5.79347	0.445261	2.40586	0.713764	1.4374
0.169671	7.24964	0.0332621	2.23276	0.316727	3.06393	0.457273	1.99767	0.58278	2.08859	0.220144	5.88457	0.447546	2.49713	0.715132	1.49848
