Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym3		Asym4	
470  Points		492  Points		195  Points		132  Points		120  Points		371  Points		144  Points		116  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.00487408	8.02305	0.00044531	0.226945	0.279509	4134.28	0.410672	2844.65	0.55902	2393.45	0.139915	170.37	0.419295	596.743	0.698781	1338.54
0.0123481	8.02241	0.000961338	0.332196	0.279594	279.789	0.410718	381.686	0.559086	479.796	0.140486	80.1432	0.419436	256.64	0.698849	480.724
0.0198195	8.02116	0.00166299	0.434701	0.279826	144.913	0.410833	204.623	0.559242	266.693	0.141463	52.6937	0.419689	163.556	0.698981	293.02
0.0272865	8.01932	0.00253908	0.533725	0.280205	97.8816	0.411018	139.828	0.559486	184.731	0.142836	39.4976	0.420053	120.093	0.699176	210.777
0.0347475	8.01688	0.00357694	0.628749	0.28073	73.9856	0.411274	106.241	0.559819	141.356	0.144591	31.7921	0.42053	94.9402	0.699435	164.618
0.0422007	8.01382	0.00476241	0.719325	0.281399	59.5418	0.411602	85.6996	0.56024	114.521	0.146712	26.7736	0.421117	78.5503	0.699758	135.075
0.0496444	8.01015	0.00608126	0.805213	0.282211	49.8802	0.412002	71.8457	0.560749	96.287	0.149178	23.2676	0.421815	67.0313	0.700144	114.548
0.0570767	8.00585	0.00751877	0.886224	0.283163	42.972	0.412475	61.8753	0.561346	83.0956	0.151971	20.6957	0.422623	58.4985	0.700593	99.4608
0.0644957	8.00088	0.00906123	0.962348	0.284252	37.7937	0.413023	54.36	0.562031	73.1133	0.155069	18.7399	0.423539	51.9285	0.701106	87.9063
0.0718995	7.99526	0.0106952	1.03361	0.285476	33.7727	0.413649	48.4955	0.562802	65.2992	0.158451	17.2107	0.424563	46.7175	0.701681	78.7759
0.0792858	7.98893	0.0124086	1.10014	0.286831	30.5642	0.414352	43.7944	0.56366	59.0188	0.162096	15.9886	0.425695	42.4862	0.702319	71.3812
0.0866526	7.98189	0.0141905	1.16212	0.288314	27.9475	0.415137	39.9438	0.564604	53.863	0.165985	14.9943	0.426932	38.9846	0.703019	65.2715
0.0939975	7.9741	0.0160307	1.21976	0.28992	25.7754	0.416003	36.7341	0.565633	49.5565	0.170098	14.173	0.428273	36.0409	0.703781	60.14
0.101318	7.96552	0.0179206	1.27329	0.291646	23.9454	0.416956	34.0194	0.566746	45.9068	0.174418	13.4859	0.429718	33.5333	0.704605	55.7702
0.108611	7.95613	0.0198523	1.32297	0.293488	22.3843	0.417995	31.6949	0.567944	42.7756	0.178927	12.9049	0.431265	31.373	0.70549	52.0052
0.115874	7.94588	0.0218193	1.36904	0.295442	21.0383	0.419126	29.6836	0.569226	40.061	0.183609	12.4088	0.432913	29.4939	0.706436	48.7282
