Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3		Asym4	
478  Points		494  Points		255  Points		144  Points		129  Points		401  Points		2  Points		163  Points		128  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.00231776	7.44559	7.14828e-005	0.275031	0.279509	0.0647547	0.374801	0.130135	0.559022	0.069031	0.139807	0.400664	-3.87518e-008	0.0332137	0.419299	0.136073	0.698784	0.0612048
0.00925479	7.44444	0.000327727	0.372872	0.279569	0.121521	0.374922	0.17524	0.559087	0.108023	0.14018	0.59082	1.01289e-005	0.0332137	0.419426	0.184868	0.698841	0.0854689
0.0161897	7.44126	0.000766289	0.565176	0.279735	0.234837	0.375127	0.26573	0.559224	0.18596	0.140908	0.96727			0.419643	0.282327	0.698944	0.133945
0.0231208	7.43622	0.00138087	0.749466	0.280007	0.347432	0.375417	0.356916	0.559433	0.263759	0.141983	1.33455			0.419952	0.37954	0.699091	0.182337
0.0300462	7.42937	0.00216284	0.923589	0.280383	0.45895	0.375792	0.448981	0.559715	0.341427	0.143395	1.68979			0.420351	0.476409	0.699283	0.230636
0.0369646	7.42072	0.00310188	1.08595	0.280862	0.56912	0.376254	0.54207	0.560069	0.418907	0.145131	2.03047			0.42084	0.572807	0.699521	0.27882
0.0438739	7.41008	0.00418638	1.23554	0.281443	0.677545	0.376802	0.636477	0.560496	0.496157	0.147178	2.35485			0.421418	0.668704	0.699803	0.326848
0.0507724	7.39744	0.00540417	1.3719	0.282124	0.784019	0.37744	0.732418	0.560994	0.573166	0.149519	2.6617			0.422086	0.763964	0.70013	0.374638
0.0576582	7.38279	0.00674277	1.49486	0.282904	0.888277	0.378167	0.829965	0.561564	0.64984	0.152138	2.9503			0.422842	0.858538	0.700501	0.422244
0.0645294	7.36593	0.00818967	1.60468	0.28378	0.990077	0.378986	0.929257	0.562205	0.726212	0.155017	3.22045			0.423685	0.952397	0.700917	0.46963
0.0713838	7.34672	0.00973291	1.70208	0.284749	1.08923	0.379899	1.03058	0.562917	0.802196	0.158139	3.47234			0.424616	1.04534	0.701376	0.51672
0.0782192	7.32515	0.0113613	1.78782	0.285809	1.18567	0.380907	1.13397	0.5637	0.877774	0.161487	3.70636			0.425633	1.13733	0.701879	0.563586
0.0850334	7.30097	0.0130643	1.86269	0.286958	1.2793	0.382012	1.23947	0.564553	0.952904	0.165045	3.92325			0.426736	1.22836	0.702426	0.610149
0.0918238	7.274	0.0148322	1.92771	0.288193	1.37002	0.383216	1.34726	0.565475	1.0275	0.168798	4.12383			0.427922	1.31836	0.703016	0.656401
0.0985877	7.24408	0.0166564	1.9839	0.289511	1.45794	0.384522	1.45731	0.566467	1.10163	0.17273	4.30893			0.429192	1.40718	0.703649	0.702322
0.105322	7.21099	0.018529	2.0322	0.29091	1.54317	0.385932	1.5696	0.567528	1.17518	0.176827	4.47953			0.430544	1.4948	0.704325	0.747875
0.112025	7.17446	0.0204432	2.07351	0.292387	1.62581	0.387447	1.68416	0.568657	1.24816	0.181077	4.63662			0.431978	1.58126	0.705043	0.793133
0.118691	7.13421	0.0223928	2.10866	0.293939	1.70613	0.38907	1.80092	0.569854	1.32058	0.185467	4.78108			0.433491	1.66637	0.705803	0.838017
0.125318	7.08996	0.0243724	2.13846	0.295566	1.78452	0.390803	1.91976	0.571118	1.39233	0.189986	4.91379			0.435083	1.7501	0.706605	0.882523
0.131903	7.04132	0.0263775	2.16364	0.297265	1.86132	0.392647	2.04053	0.572448	1.46339	0.194623	5.03564			0.436752	1.83251	0.707447	0.926711
0.138439	6.98798	0.0284041	2.18485	0.299034	1.937	0.394605	2.16306	0.573845	1.53381	0.199369	5.14737			0.438497	1.91347	0.708331	0.970555
0.144924	6.92949	0.0301849	2.20051	0.300874	2.01219	0.396678	2.28713	0.575306	1.60352	0.204215	5.24968			0.440317	1.99301	0.709256	1.014
0.151351	6.86538	0.0317121	2.21199	0.302784	2.08749	0.398867	2.41258	0.576833	1.67248	0.209151	5.34334			0.442211	2.07107	0.710221	1.05711
0.157717	6.79526	0.0329807	2.22032	0.304764	2.1636	0.401174	2.53912	0.578423	1.74068	0.214172	5.42893			0.444177	2.14757	0.711226	1.09987
0.164014	6.71851	0.0339868	2.22633	0.306815	2.24133	0.403598	2.66637	0.580076	1.80816	0.219268	5.50702			0.446213	2.22258	0.71227	1.14234
0.170236	6.63467	0.0347284	2.23035	0.30894	2.3215	0.406142	2.79409	0.581792	1.87485	0.224433	5.57808			0.448318	2.29606	0.713354	1.18451
0.176377	6.54324	0.0352036	2.23276	0.311141	2.40502	0.408805	2.92202	0.58357	1.94072	0.229662	5.64258			0.450491	2.36802	0.714478	1.22637
0.182429	6.44357	0.0358876	2.23599	0.313422	2.49273	0.411587	3.04976	0.585409	2.00579	0.234948	5.70104			0.452731	2.43841	0.71564	1.26797
0.188384	6.33521	0.0366322	2.23928	0.315786	2.58553	0.414488	3.17701	0.587307	2.07003	0.240285	5.75379			0.455035	2.50726	0.71684	1.30934
0.194234	6.21764	0.0376466	2.24342	0.31824	2.68434	0.417507	3.30354	0.589266	2.13346	0.245669	5.80115			0.457403	2.57457	0.718079	1.35057
0.199969	6.09048	0.0389319	2.24799	0.320788	2.78989	0.420644	3.42895	0.591283	2.19608	0.251095	5.84342			0.459832	2.64034	0.719357	1.39156
0.205582	5.95341	0.0404896	2.25289	0.323438	2.90285	0.423896	3.55298	0.593358	2.25783	0.256558	5.88095			0.462323	2.70465	0.720672	1.43238
0.211063	5.80627	0.0423209	2.25762	0.326197	3.02381	0.427264	3.67543	0.59549	2.3187	0.262053	5.91396			0.464872	2.76743	0.722026	1.47315
0.216402	5.64919	0.0444265	2.26197	0.329073	3.15302	0.430745	3.79596	0.597679	2.37877	0.267578	5.94263			0.46748	2.82876	0.723417	1.51382
0.22159	5.48237	0.0465358	2.26536	0.332073	3.29059	0.434337	3.9145	0.599923	2.43798	0.273127	5.96723			0.470143	2.88871	0.724847	1.55443
0.226618	5.30636	0.0486478	2.26793	0.335204	3.4363	0.438039	4.03079	0.602222	2.49634	0.278697	5.98786			0.472862	2.94724	0.726314	1.59509
0.231477	5.12206	0.0507618	2.2698	0.338476	3.5896	0.441848	4.14466	0.604574	2.55389	0.284285	6.00473			0.475635	3.00445	0.727819	1.63576
0.236162	4.93072	0.0528773	2.27107	0.341893	3.74956	0.445762	4.25602	0.60698	2.61052	0.289886	6.01796			0.478461	3.06037	0.729362	1.67651
0.240665	4.73376	0.0549937	2.27188	0.345463	3.91501	0.449779	4.36476	0.609439	2.66637	0.295498	6.02773			0.481338	3.11499	0.730943	1.71745
0.244983	4.53285	0.0571107	2.27233	0.349188	4.08441	0.453896	4.47085	0.611949	2.72139	0.300395	6.03353			0.484265	3.1685	0.732562	1.75845
0.249112	4.32995	0.059228	2.2724	0.353074	4.25601	0.45811	4.57418	0.61451	2.77553	0.304572	6.03644			0.487242	3.22089	0.73422	1.79966
0.253051	4.12719	0.0613451	2.27222	0.357119	4.42796	0.462419	4.67472	0.617121	2.82896	0.308028	6.03753			0.490267	3.27219	0.735916	1.84114
0.256802	3.92643	0.063462	2.2718	0.361325	4.59821	0.466821	4.77252	0.619781	2.88155	0.31076	6.03746			0.493339	3.32257	0.73765	1.88285
0.260368	3.72971	0.0655783	2.27122	0.365687	4.7649	0.471312	4.86757	0.62249	2.93333	0.312769	6.03695			0.496458	3.37206	0.739424	1.92483
0.263752	3.53879	0.0676942	2.27053	0.370203	4.9263	0.475891	4.95981	0.625247	2.98439	0.314055	6.03635			0.499623	3.42073	0.741237	1.96711
0.266962	3.35506	0.0698092	2.26967	0.374867	5.0808	0.480554	5.04938	0.628051	3.03464	0.315902	6.03522			0.502832	3.46871	0.74309	2.00978
0.270004	3.17986	0.0719234	2.26881	0.379671	5.22714	0.4853	5.13631	0.630902	3.08423	0.31791	6.03366			0.506086	3.51602	0.744982	2.05279
0.272887	3.01402	0.0740369	2.26786	0.384607	5.36438	0.490125	5.22058	0.633798	3.1331	0.32064	6.03069			0.509384	3.56282	0.746915	2.09617
0.27562	2.85814	0.0761494	2.26684	0.389667	5.49179	0.495028	5.30225	0.63674	3.18126	0.32409	6.02599			0.512725	3.60917	0.748888	2.13994
0.278213	2.71256	0.0782609	2.26585	0.39484	5.60899	0.500005	5.38145	0.639726	3.22879	0.328259	6.01874			0.516109	3.65515	0.750902	2.18405
0.280675	2.57726	0.0803715	2.26481	0.400119	5.71588	0.505056	5.45819	0.642757	3.27567	0.333142	6.00803			0.519536	3.70097	0.752958	2.22861
0.283015	2.45212	0.0824811	2.26373	0.405491	5.81248	0.510176	5.53256	0.64583	3.32196	0.338733	5.99294			0.523006	3.74661	0.755055	2.27357
0.285244	2.33691	0.0845897	2.26269	0.410949	5.89902	0.515365	5.60461	0.648947	3.36766	0.344309	5.97489			0.526518	3.79219	0.757194	2.31889
0.28737	2.23113	0.0866974	2.26169	0.416484	5.9761	0.52062	5.6743	0.652105	3.41286	0.349867	5.95378			0.530072	3.83787	0.759376	2.36464
0.289402	2.13427	0.0888041	2.26067	0.421361	6.03586	0.525938	5.74182	0.655306	3.45754	0.355403	5.9296			0.533669	3.88367	0.761601	2.41072
0.291347	2.0458	0.0909099	2.25965	0.425555	6.08149	0.531319	5.80722	0.658548	3.50173	0.360916	5.90239			0.537309	3.92972	0.763868	2.45717
0.293214	1.96517	0.0930148	2.25867	0.429046	6.11576	0.536759	5.87042	0.661831	3.54556	0.366402	5.87215			0.540992	3.97611	0.766179	2.504
0.295009	1.8918	0.0951187	2.25774	0.43182	6.14054	0.542258	5.93155	0.665155	3.58899	0.371858	5.83887			0.544718	4.0229	0.768534	2.55109
0.296739	1.82513	0.0972218	2.25683	0.433866	6.15766	0.547812	5.99068	0.668519	3.63206	0.377282	5.80249			0.548488	4.0701	0.770933	2.59847
0.29841	1.76458	0.099324	2.2559	0.435178	6.16813	0.553421	6.04779	0.671923	3.6749	0.38267	5.76306			0.552302	4.11786	0.773376	2.64612
0.300027	1.7097	0.101425	2.25504	0.437069	6.18223	0.559082	6.10289	0.675367	3.71751	0.38802	5.72057			0.556161	4.16621	0.775864	2.69397
0.301596	1.65998	0.103526	2.2542	0.439128	6.19659	0.564793	6.15598	0.67885	3.75989	0.39333	5.67504			0.560065	4.21508	0.778396	2.74198
0.30312	1.61498	0.105626	2.25338	0.441937	6.21479	0.570553	6.20714	0.682373	3.80217	0.398595	5.62646			0.564016	4.26455	0.780973	2.79011
0.304605	1.57426	0.107725	2.2526	0.4455	6.23556	0.576359	6.25635	0.685935	3.84446	0.403814	5.57485			0.568012	4.31465	0.783595	2.8384
0.306054	1.53742	0.109823	2.25185	0.449824	6.25725	0.582211	6.30359	0.689537	3.88672	0.408983	5.52023			0.572055	4.36532	0.786262	2.8867
0.30747	1.50425	0.111921	2.25114	0.454914	6.27839	0.588105	6.34885	0.693177	3.92904	0.4141	5.46266			0.576146	4.41651	0.788974	2.93498
0.308857	1.47431	0.114018	2.25042	0.460773	6.29745	0.594041	6.39213	0.696858	3.97158	0.419162	5.40221			0.580285	4.46812	0.791731	2.98325
0.310217	1.44732	0.116114	2.24973	0.466648	6.31123	0.600016	6.43342	0.700578	4.01432	0.424167	5.33887			0.584472	4.52014	0.794533	3.03139
0.311554	1.42307	0.11821	2.24909	0.472534	6.32002	0.606029	6.47264	0.704338	4.05739	0.429111	5.27282			0.588708	4.57248	0.79738	3.0794
0.312869	1.40131	0.120305	2.24848	0.478425	6.32424	0.612077	6.50977	0.708139	4.10091	0.433992	5.20408			0.592992	4.62493	0.800271	3.12722
0.314165	1.38181	0.1224	2.24788	0.484318	6.32418	0.618159	6.54477	0.71198	4.14489	0.438808	5.1328			0.597326	4.6774	0.803207	3.17475
0.315444	1.36434	0.124494	2.24733	0.490209	6.32016	0.624273	6.57756	0.715862	4.18947	0.443557	5.05919			0.601708	4.72981	0.806187	3.22198
0.316707	1.34882	0.126588	2.24676	0.496095	6.31251	0.630416	6.60814	0.719786	4.23485	0.448235	4.98331			0.606139	4.78198	0.809211	3.2689
0.317957	1.33498	0.128681	2.24621	0.501972	6.30144	0.636586	6.63642	0.723753	4.28099	0.452842	4.90534			0.610619	4.83365	0.812278	3.31543
0.319195	1.32276	0.130773	2.24572	0.507837	6.28719	0.642782	6.66229	0.727764	4.32809	0.457376	4.82548			0.615146	4.88477	0.815389	3.36147
0.320422	1.31202	0.132865	2.24522	0.513688	6.26995	0.649001	6.68567	0.731818	4.37629	0.461834	4.74396			0.61913	4.9287	0.818542	3.40704
0.321639	1.30254	0.134957	2.24475	0.519521	6.24995	0.65524	6.70645	0.735918	4.42567	0.466216	4.661			0.622554	4.96562	0.821738	3.45211
0.322849	1.29436	0.137048	2.2443	0.525334	6.22738	0.661498	6.72456	0.740065	4.47645	0.470519	4.57679			0.625405	4.99577	0.824975	3.49663
0.324051	1.2873	0.139139	2.24389	0.531125	6.20233	0.667771	6.7399	0.74426	4.52866	0.474744	4.49162			0.627671	5.01924	0.828253	3.54055
0.325248	1.28122	0.141229	2.24346	0.536891	6.17497	0.674057	6.75229	0.748504	4.58253	0.478889	4.40567			0.629344	5.03623	0.831572	3.58377
0.326439	1.27611	0.143319	2.24303	0.542631	6.14544	0.680353	6.76167	0.752799	4.63826	0.482954	4.31923			0.630418	5.04707	0.834931	3.62636
0.327626	1.27188	0.145409	2.24263	0.548342	6.11386	0.686656	6.76791	0.757147	4.6959	0.486937	4.23254			0.631965	5.06262	0.838329	3.66831
0.328809	1.26849	0.147498	2.24228	0.554023	6.08035	0.692964	6.7708	0.761549	4.75566	0.49084	4.14584			0.633653	5.07923	0.841767	3.70951
