Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2		Asym3	
449  Points		493  Points		173  Points		148  Points		136  Points		96  Points		265  Points		158  Points		128  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.00337475	6.87833	0.000363726	0.190099	0.279509	3310.32	0.541637	9904.59	0.559019	3182.38	0.83854	1103.78	0.139769	493.412	0.419303	472.179	0.698772	4019.32
0.00978296	6.87812	0.000799641	0.281064	0.279582	275.144	0.541641	549.119	0.559083	504.881	0.838598	495.804	0.14002	115.246	0.41943	230.492	0.698808	632.091
0.0161903	6.87772	0.00139831	0.370241	0.279779	143.637	0.54165	282.393	0.55924	274.265	0.838699	319.738	0.140582	65.4889	0.419644	152.52	0.698894	343.059
0.0225963	6.87714	0.00215256	0.45717	0.2801	97.273	0.541668	190.074	0.559489	188.333	0.838845	235.977	0.141451	45.95	0.419946	114.02	0.699033	235.449
0.0290003	6.87632	0.00305352	0.541391	0.280543	73.6098	0.541694	143.25	0.559828	143.456	0.839034	187.014	0.142617	35.5649	0.420335	91.0843	0.699223	179.259
0.0354017	6.87531	0.00409151	0.622583	0.281109	59.2692	0.541731	114.94	0.560255	115.896	0.839267	154.899	0.144073	29.1543	0.420811	75.8698	0.699464	144.747
0.0418	6.8741	0.00525614	0.70049	0.281796	49.6591	0.541781	95.9778	0.560769	97.2572	0.839543	132.214	0.145807	24.8248	0.421374	65.045	0.699757	121.401
0.0481947	6.87268	0.00653678	0.774939	0.282603	42.7778	0.541847	82.3907	0.561366	83.8169	0.839864	115.341	0.147807	21.7199	0.422022	56.9539	0.7001	104.559
0.054585	6.87105	0.00792263	0.84581	0.283529	37.6134	0.541931	72.1781	0.562044	73.6699	0.840228	102.301	0.15006	19.3955	0.422756	50.6806	0.700496	91.8392
0.0609703	6.8692	0.0094033	0.913065	0.284573	33.599	0.542036	64.2227	0.562801	65.7407	0.840635	91.9234	0.152551	17.5983	0.423575	45.677	0.700942	81.8942
0.0673501	6.86714	0.0109688	0.976715	0.285733	30.3927	0.542164	57.8516	0.563633	59.376	0.841086	83.4689	0.155267	16.1733	0.424479	41.5953	0.701439	73.9072
0.0737237	6.86487	0.0126097	1.03681	0.287008	27.7756	0.542319	52.6353	0.564539	54.1561	0.841581	76.4494	0.158194	15.0205	0.425467	38.2041	0.701987	67.353
0.0800905	6.86237	0.0143172	1.09344	0.288394	25.6014	0.542502	48.2866	0.565517	49.799	0.842118	70.529	0.161319	14.0723	0.426537	35.3435	0.702586	61.8789
0.0864497	6.85964	0.0160834	1.14673	0.289892	23.7685	0.542715	44.6065	0.566564	46.1082	0.842699	65.469	0.164628	13.2815	0.427691	32.8992	0.703235	57.2392
0.0928008	6.85668	0.0179009	1.19681	0.291497	22.204	0.542961	41.4524	0.567679	42.9429	0.843323	61.0952	0.168109	12.6142	0.428926	30.7877	0.703935	53.2574
