Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2		Asym4	
479  Points		492  Points		479  Points		271  Points		142  Points		129  Points		409  Points		164  Points		127  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.00500526	7.56392	0.000585561	0.25249	0.00603936	7.56378	0.279539	383.29	0.353684	513.456	0.55904	763.636	0.139791	336.993	0.419279	769.821	0.69877	1417.23
0.0120513	7.56316	0.0011417	0.351201	0.0130851	7.563	0.279665	168.371	0.353803	218.326	0.559135	336.065	0.14014	104.076	0.41938	284.067	0.698764	490.447
0.0190945	7.56184	0.00187099	0.447335	0.0201278	7.56158	0.27989	107.953	0.354017	138.709	0.559305	215.493	0.140854	61.8266	0.419574	174.239	0.698754	296.529
0.0261332	7.55991	0.00276331	0.540317	0.0271657	7.55957	0.280211	79.5061	0.354327	101.704	0.559549	158.64	0.141926	44.2151	0.419861	125.717	0.698743	212.504
0.0331656	7.55738	0.0038071	0.629697	0.034197	7.55695	0.280629	62.9764	0.354735	80.3365	0.559867	125.563	0.143347	34.6115	0.42024	98.384	0.698736	165.584
0.0401899	7.5542	0.00498981	0.715116	0.04122	7.55369	0.281141	52.1811	0.355241	66.4336	0.560258	103.933	0.145103	28.6013	0.420712	80.8576	0.698736	135.637
0.0472043	7.5504	0.00629858	0.796349	0.0482328	7.54979	0.281744	44.5835	0.355847	56.6725	0.560724	88.6906	0.147179	24.5094	0.421275	68.6695	0.69875	114.865
0.054207	7.54594	0.00772068	0.87328	0.0552335	7.54522	0.282438	38.9507	0.356554	49.4479	0.561262	77.3734	0.149558	21.5604	0.421929	59.7083	0.69878	99.6135
0.0611957	7.54079	0.00924346	0.945844	0.06222	7.53998	0.283219	34.6112	0.357365	43.8894	0.561874	68.6414	0.152223	19.3462	0.422674	52.8462	0.698832	87.9409
0.0681685	7.53494	0.0108552	1.01408	0.0691903	7.53402	0.284085	31.1683	0.358281	39.4839	0.562558	61.702	0.155157	17.6313	0.423509	47.426	0.698909	78.7209
0.075123	7.52835	0.0125448	1.07809	0.076142	7.52733	0.285033	28.372	0.359304	35.9096	0.563315	56.0566	0.15834	16.2705	0.424433	43.0389	0.699013	71.2551
0.0820569	7.521	0.0143021	1.13799	0.0830727	7.51986	0.28606	26.0576	0.360437	32.9543	0.564143	51.3758	0.161756	15.1692	0.425444	39.4175	0.699148	65.0873
0.0889676	7.51285	0.016118	1.19397	0.0899797	7.51158	0.287162	24.1117	0.361681	30.4723	0.565043	47.4331	0.165388	14.2636	0.426543	36.379	0.699315	59.9067
0.0958524	7.50385	0.0179843	1.24621	0.0968604	7.50245	0.288338	22.4539	0.36304	28.3606	0.566014	44.068	0.169219	13.5085	0.427728	33.7946	0.699516	55.4947
0.102708	7.49395	0.0198937	1.29492	0.103711	7.49242	0.289584	21.0254	0.364516	26.5439	0.567056	41.1632	0.173234	12.8717	0.428998	31.5709	0.699752	51.6927
