Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2		Asym3	
449  Points		493  Points		173  Points		148  Points		136  Points		96  Points		265  Points		158  Points		128  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.00337475	6.87801	0.000363726	0.467873	0.279509	0.0784877	0.541637	0.00370083	0.559019	0.0688904	0.83854	0.0619109	0.139769	0.269967	0.419303	0.136542	0.698772	0.037989
0.00978296	6.87756	0.000799641	0.555214	0.279582	0.144971	0.541641	0.00709154	0.559083	0.118723	0.838598	0.0854369	0.14002	0.436677	0.41943	0.183473	0.698808	0.0656414
0.0161903	6.87638	0.00139831	0.726051	0.279779	0.277695	0.54165	0.0144805	0.55924	0.217831	0.838699	0.132504	0.140582	0.767546	0.419644	0.277247	0.698894	0.120913
0.0225963	6.87453	0.00215256	0.888282	0.2801	0.409917	0.541668	0.0232525	0.559489	0.315559	0.838845	0.179544	0.141451	1.09193	0.419946	0.370824	0.699033	0.176158
0.0290003	6.87208	0.00305352	1.04055	0.280543	0.5415	0.541694	0.0338385	0.559828	0.411406	0.839034	0.226529	0.142617	1.40737	0.420335	0.464154	0.699223	0.231351
0.0354017	6.86908	0.00409151	1.18205	0.281109	0.672244	0.541731	0.0467342	0.560255	0.504955	0.839267	0.273478	0.144073	1.7119	0.420811	0.557138	0.699464	0.286513
0.0418	6.86542	0.00525614	1.31227	0.281796	0.801968	0.541781	0.0621984	0.560769	0.595959	0.839543	0.320355	0.145807	2.00387	0.421374	0.649723	0.699757	0.34161
0.0481947	6.8611	0.00653678	1.43099	0.282603	0.930387	0.541847	0.0803826	0.561366	0.68429	0.839864	0.367233	0.147807	2.28211	0.422022	0.741875	0.7001	0.396582
0.054585	6.85613	0.00792263	1.53834	0.283529	1.05737	0.541931	0.101443	0.562044	0.769912	0.840228	0.41404	0.15006	2.54584	0.422756	0.833527	0.700496	0.451446
0.0609703	6.8505	0.0094033	1.63475	0.284573	1.18278	0.542036	0.125328	0.562801	0.852825	0.840635	0.460707	0.152551	2.79468	0.423575	0.924619	0.700942	0.506243
0.0673501	6.84422	0.0109688	1.72072	0.285733	1.3064	0.542164	0.15193	0.563633	0.933105	0.841086	0.507312	0.155267	3.02863	0.424479	1.01503	0.701439	0.560905
0.0737237	6.83723	0.0126097	1.79694	0.287008	1.42808	0.542319	0.18111	0.564539	1.01098	0.841581	0.553868	0.158194	3.24786	0.425467	1.10474	0.701987	0.615371
0.0800905	6.82949	0.0143172	1.86419	0.288394	1.54775	0.542502	0.212736	0.565517	1.08659	0.842118	0.600323	0.161319	3.45275	0.426537	1.19378	0.702586	0.669737
