Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2		Asym3	
453  Points		495  Points		177  Points		149  Points		134  Points		98  Points		283  Points		160  Points		129  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.00491328	6.87834	9.63871e-008	0.00269032	0.279508	40567.6	0.52804	12283.9	0.559053	634.52	0.838526	14720.9	0.139907	152.031	0.419268	1284.41	0.698772	4061.76
0.0113212	6.878	9.32867e-005	0.0964181	0.27957	297.864	0.528052	541.768	0.55917	308.464	0.83855	848.171	0.14037	75.7962	0.419342	333.307	0.698807	633.131
0.0177281	6.8775	0.000358313	0.188663	0.279754	149.578	0.528085	277.01	0.559367	203.817	0.838618	436.7	0.141141	50.7038	0.419502	191.569	0.698893	343.364
0.0241332	6.87674	0.000791772	0.279688	0.280058	99.9503	0.52814	186.091	0.559645	152.237	0.838729	294.08	0.142212	38.2772	0.419748	134.469	0.699029	235.592
0.0305359	6.87576	0.00138809	0.368916	0.280484	75.1228	0.528217	140.119	0.560002	121.532	0.838883	221.707	0.143576	30.8963	0.420081	103.642	0.699216	179.341
0.0369354	6.87454	0.00213999	0.45587	0.281029	60.2374	0.528317	112.373	0.560438	101.17	0.83908	177.943	0.145221	26.0311	0.4205	84.3546	0.699454	144.799
0.0433313	6.8731	0.0030389	0.540152	0.281694	50.329	0.528441	93.8091	0.560951	86.6838	0.839321	148.628	0.147135	22.5999	0.421004	71.1564	0.699743	121.437
0.0497227	6.87141	0.00407498	0.621404	0.282478	43.2667	0.52859	80.5182	0.561542	75.8541	0.839605	127.622	0.149305	20.0622	0.421594	61.5619	0.700082	104.585
0.056109	6.86948	0.00523789	0.699375	0.283378	37.984	0.528765	70.5345	0.562209	67.4546	0.839932	111.834	0.151719	18.1182	0.422269	54.2762	0.700472	91.858
0.0624894	6.86729	0.00651702	0.773893	0.284393	33.888	0.528967	62.7612	0.56295	60.7523	0.840303	99.5358	0.154361	16.5881	0.423028	48.5587	0.700912	81.9081
0.0688633	6.86487	0.00790153	0.844832	0.285523	30.6229	0.529197	56.5385	0.563765	55.2819	0.840716	89.6868	0.157218	15.3575	0.423871	43.9546	0.701402	73.9175
0.0752299	6.86219	0.00938106	0.912158	0.286765	27.962	0.529456	51.4453	0.564652	50.7338	0.841172	81.6228	0.160276	14.3502	0.424797	40.1697	0.701943	67.3606
0.0815884	6.85925	0.0109457	0.975885	0.288118	25.7542	0.529747	47.2005	0.565611	46.8943	0.841671	74.8998	0.163523	13.5136	0.425806	37.0049	0.702534	61.8843
