Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3		Asym4	
331  Points		373  Points		331  Points		316  Points		230  Points		344  Points		292  Points		216  Points		86  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.353553	945.372	0.000159163	0.0779913	1.00176	2.61515	0.469824	622.51	0.707107	2638.41	0.176785	367.34	0.530332	842.2	0.883883	1945.27	0.939639	1035.29
0.353544	227.726	0.000395515	0.122858	0.999129	2.61632	0.469873	243.05	0.707115	488.84	0.176879	106.569	0.530342	293.297	0.883881	541.299	0.939669	450.439
0.353524	129.448	0.000736759	0.167529	0.996487	2.61748	0.469963	151.029	0.707135	269.382	0.177076	62.3886	0.530364	177.574	0.883875	314.39	0.939724	287.85
0.353493	90.4186	0.00118162	0.211899	0.993837	2.61862	0.470096	109.573	0.707167	185.923	0.177376	44.1585	0.530395	127.339	0.883867	221.526	0.939802	211.518
0.353452	69.4673	0.00172857	0.255901	0.99118	2.61975	0.47027	85.9919	0.707209	141.951	0.177776	34.2187	0.530438	99.2633	0.883856	171.011	0.939904	167.194
0.3534	56.3947	0.00237596	0.29949	0.988514	2.62087	0.470486	70.7787	0.707264	114.805	0.178277	27.9702	0.53049	81.3354	0.883842	139.255	0.94003	138.236
0.353338	47.4594	0.0031215	0.342575	0.985841	2.62198	0.470743	60.1528	0.707329	96.3786	0.178876	23.6848	0.530553	68.8962	0.883825	117.445	0.94018	117.837
0.353266	40.9652	0.00396305	0.385122	0.983159	2.62307	0.471042	52.313	0.707407	83.0525	0.179571	20.5674	0.530627	59.7601	0.883806	101.541	0.940353	102.69
0.353184	36.0316	0.00489787	0.427057	0.980469	2.62414	0.471381	46.2918	0.707495	72.967	0.18036	18.2009	0.530711	52.7662	0.883785	89.4296	0.94055	91.0001
0.353093	32.1561	0.00592342	0.468351	0.977771	2.6252	0.471761	41.5234	0.707596	65.0686	0.18124	16.3458	0.530805	47.2402	0.883761	79.899	0.940769	81.7051
0.352994	29.0313	0.00703669	0.50895	0.975063	2.62624	0.47218	37.6544	0.707707	58.7157	0.182209	14.8543	0.530911	42.7643	0.883736	72.2036	0.941012	74.138
0.352886	26.458	0.00823476	0.548823	0.972348	2.62726	0.472639	34.453	0.707831	53.4953	0.183264	13.6307	0.531026	39.0652	0.883708	65.8599	0.941278	67.8583
0.352771	24.302	0.00951458	0.587939	0.969623	2.62827	0.473136	31.7608	0.707965	49.1297	0.184402	12.6101	0.531152	35.9571	0.883679	60.5404	0.941566	62.5636
0.352649	22.4694	0.0108731	0.626279	0.96689	2.62926	0.473672	29.4657	0.708112	45.4248	0.18562	11.7467	0.531289	33.3089	0.883648	56.0156	0.941877	58.0393
0.35252	20.8924	0.0123071	0.663814	0.964147	2.63023	0.474245	27.4863	0.70827	42.2415	0.186744	11.0966	0.531436	31.0258	0.883616	52.1199	0.94221	54.1289
0.352385	19.5209	0.0138135	0.700538	0.961396	2.63119	0.474855	25.762	0.708439	39.4769	0.187746	10.6045	0.531594	29.0372	0.883583	48.7304	0.942564	50.7157
0.352245	18.3173	0.0153893	0.736439	0.958636	2.63212	0.475501	24.2468	0.70862	37.0536	0.188605	10.2346	0.531763	27.2896	0.883549	45.7547	0.942941	47.7105
0.3521	17.2525	0.0170314	0.771507	0.955867	2.63304	0.476183	22.9051	0.708813	34.9122	0.189303	9.96296	0.531942	25.742	0.883514	43.1212	0.943339	45.0447
0.351952	16.3037	0.0187367	0.80574	0.95309	2.63394	0.4769	21.7089	0.709017	33.0064	0.189827	9.77401	0.532132	24.3618	0.883479	40.7742	0.943758	42.6638
0.3518	15.4531	0.0205025	0.839147	0.950303	2.63482	0.477652	20.6361	0.709233	31.2993	0.190167	9.65754	0.532332	23.1233	0.883444	38.6694	0.944198	40.5247
0.351646	14.6861	0.0223257	0.871724	0.947508	2.63568	0.478436	19.6685	0.70946	29.7614	0.190661	9.49591	0.532543	22.006	0.883408	36.771	0.944658	38.5924
0.35149	13.9909	0.0242039	0.903484	0.944704	2.63653	0.479254	18.7917	0.709699	28.369	0.191206	9.32753	0.532765	20.9928	0.883374	35.0502	0.945139	36.8384
0.351333	13.358	0.0261342	0.934432	0.941892	2.63735	0.480104	17.9936	0.70995	27.1022	0.191961	9.10996	0.532998	20.07	0.88334	33.4831	0.94564	35.2393
0.351176	12.7794	0.0281141	0.964579	0.939071	2.63816	0.480984	17.264	0.710212	25.945	0.192936	8.85213	0.533241	19.226	0.883306	32.0501	0.946161	33.7753
0.351019	12.2484	0.0301414	0.993944	0.936242	2.63895	0.481896	16.5948	0.710486	24.8837	0.194147	8.5637	0.533496	18.4511	0.883274	30.7347	0.946701	32.4303
0.350863	11.7594	0.0322135	1.02254	0.933405	2.63972	0.482837	15.9787	0.710772	23.9069	0.195609	8.25425	0.533761	17.7373	0.883244	29.523	0.947261	31.1903
0.35071	11.3076	0.0343283	1.05037	0.93056	2.64048	0.483807	15.4098	0.711069	23.005	0.197339	7.93275	0.534037	17.0777	0.883215	28.4031	0.947839	30.0435
0.350558	10.889	0.0364836	1.07747	0.927707	2.64122	0.484806	14.883	0.711379	22.1697	0.199122	7.64239	0.534324	16.4663	0.883188	27.3651	0.948436	28.9799
0.350411	10.5	0.0386775	1.10384	0.924847	2.64194	0.485832	14.3937	0.7117	21.394	0.200957	7.37903	0.534622	15.8981	0.883163	26.4003	0.949051	27.9907
0.350267	10.1377	0.040908	1.12951	0.921979	2.64264	0.486885	13.9383	0.712032	20.6717	0.202839	7.13922	0.534931	15.3687	0.88314	25.5013	0.949684	27.0685
0.350128	9.79945	0.0431734	1.15449	0.919103	2.64333	0.487964	13.5133	0.712377	19.9975	0.204768	6.92005	0.535251	14.8743	0.88312	24.6615	0.950335	26.2068
