Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3		Asym4	
364  Points		401  Points		364  Points		320  Points		280  Points		352  Points		344  Points		266  Points		172  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.318194	562.062	0.00026104	0.099848	1.00215	2.37274	0.353632	314.585	0.707107	2510.5	0.176777	6513.22	1.00047	2.50676	0.636428	1028.06	0.883884	836.05
0.318058	182.307	0.000548637	0.144649	0.999274	2.37255	0.35388	153.685	0.707104	484.261	0.176829	146.667	0.9974	2.50646	0.636476	354.075	0.883886	395.346
0.317786	108.714	0.000940447	0.189172	0.996402	2.37237	0.354292	101.775	0.707099	267.974	0.176982	74.2324	0.99435	2.50621	0.63657	213.895	0.883889	258.883
0.317386	77.3801	0.00143538	0.233398	0.993535	2.3722	0.35486	76.1557	0.70709	185.238	0.177235	49.7477	0.991329	2.50604	0.636711	153.255	0.883894	192.454
0.316869	60.0113	0.00203159	0.277221	0.990672	2.37204	0.355571	60.9045	0.707077	141.537	0.177586	37.4561	0.988345	2.50596	0.636898	119.424	0.8839	153.156
0.316248	48.9648	0.00272731	0.320599	0.987814	2.37189	0.356413	50.7951	0.707062	114.519	0.178035	30.0751	0.985408	2.506	0.637131	97.8453	0.883908	127.185
0.315534	41.3154	0.00352035	0.363468	0.984961	2.37175	0.357373	43.6077	0.707044	96.1607	0.17858	25.1585	0.982528	2.50619	0.637409	82.8867	0.883917	108.746
0.314741	35.7023	0.00440826	0.405769	0.982112	2.37162	0.358439	38.2388	0.707022	82.8745	0.179219	21.6534	0.97972	2.50657	0.637732	71.9087	0.883927	94.9766
