Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3		Asym4	
342  Points		381  Points		341  Points		319  Points		238  Points		345  Points		302  Points		236  Points		127  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.353551	993.171	0.000249284	0.097579	1.00134	2.53195	0.417051	622.878	0.70711	681.544	0.176802	213.443	0.530331	858.541	0.834077	998.872	0.883887	1142.16
0.353514	230.378	0.000531471	0.142363	0.998903	2.53334	0.417134	225.714	0.707122	319.095	0.176926	88.1611	0.530337	295.251	0.834085	414.24	0.883908	452.732
0.35343	130.273	0.00091808	0.186917	0.996469	2.53474	0.417296	137.877	0.707143	208.318	0.177152	55.6144	0.53035	178.285	0.834099	261.306	0.883947	282.33
0.353301	90.7874	0.00140771	0.231142	0.994038	2.53616	0.417535	99.2929	0.707173	154.639	0.177479	40.6701	0.530369	127.7	0.834119	190.85	0.884004	205.133
0.353127	69.6499	0.00199875	0.27498	0.99161	2.53759	0.417851	77.6155	0.707212	122.96	0.177907	32.0993	0.530394	99.4783	0.834146	150.322	0.884078	161.095
0.35291	56.4788	0.00268924	0.318357	0.989184	2.53904	0.41824	63.7356	0.70726	102.057	0.178433	26.549	0.530426	81.4752	0.834179	123.994	0.884171	132.63
0.352652	47.4821	0.00347708	0.361227	0.986761	2.54051	0.418702	54.0916	0.707316	87.2306	0.179057	22.6671	0.530463	68.9919	0.834218	105.516	0.884282	112.72
0.352355	40.9451	0.00435969	0.403516	0.98434	2.54199	0.419235	47.004	0.707381	76.1682	0.179775	19.8036	0.530507	59.8275	0.834263	91.8327	0.88441	98.0124
0.352021	35.979	0.00533464	0.445192	0.981922	2.54348	0.419836	41.5776	0.707456	67.5982	0.180586	17.6071	0.530558	52.8139	0.834315	81.2926	0.884557	86.7046
0.351653	32.0776	0.00639897	0.486196	0.979505	2.54499	0.420502	37.2913	0.707539	60.7636	0.181487	15.8713	0.530615	47.2737	0.834373	72.9243	0.884721	77.7403
