Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3		Asym4	
343  Points		382  Points		343  Points		319  Points		240  Points		346  Points		304  Points		239  Points		131  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.353547	641.525	0.000230733	0.0938853	1.00057	2.52029	0.410793	389.452	0.707109	785.207	0.176777	6419.97	0.53033	2602.54	0.821517	2757.13	0.883886	1378.88
0.353494	204.377	0.000504274	0.138685	0.998128	2.52163	0.410915	183.994	0.70712	340.117	0.176831	146.62	0.530334	383.665	0.821524	556.41	0.883902	485.786
0.353386	121.517	0.000882355	0.183266	0.99569	2.52298	0.411122	120.499	0.707139	217.076	0.176987	74.2221	0.530343	207.101	0.821541	309.433	0.883933	294.837
0.353224	86.4339	0.00136352	0.227514	0.993255	2.52435	0.411415	89.6264	0.707167	159.413	0.177245	49.7451	0.530358	141.833	0.821567	214.313	0.88398	211.653
0.353011	67.0466	0.00194624	0.271379	0.990824	2.52574	0.411791	71.3818	0.707203	125.958	0.177604	37.4568	0.530378	107.848	0.821602	163.927	0.884042	165.085
0.352747	54.7433	0.00262865	0.314802	0.988396	2.52714	0.412247	59.3387	0.707247	104.113	0.178064	30.0778	0.530404	87.0039	0.821647	132.727	0.88412	135.319
0.352436	46.2383	0.0034086	0.357721	0.985972	2.52856	0.412782	50.7985	0.7073	88.7274	0.178621	25.1628	0.530436	72.9137	0.821701	111.507	0.884213	114.653
0.352081	40.0061	0.0042835	0.400059	0.983551	2.53	0.413391	44.4297	0.707362	77.3063	0.179275	21.6591	0.530473	62.753	0.821764	96.1405	0.884321	99.467
0.351685	35.2418	0.00525094	0.441786	0.981132	2.53145	0.414073	39.4999	0.707432	68.4923	0.180022	19.0386	0.530516	55.0793	0.821837	84.4986	0.884445	87.8375
0.35125	31.4805	0.00630815	0.482857	0.978717	2.53292	0.414823	35.5723	0.70751	61.4844	0.180862	17.0076	0.530565	49.0792	0.821919	75.3739	0.884584	78.6464
