Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3		Asym4	
335  Points		375  Points		334  Points		318  Points		233  Points		345  Points		295  Points		224  Points		108  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.353552	-0.0143743	0.000335156	0.270238	1.00009	2.11473	0.447127	0.0374586	0.707111	0.0126571	0.176782	0.072331	0.530332	0.00811861	0.883863	-0.0579693	0.894253	0.0531961
0.353536	-0.0234212	0.000653634	0.314371	0.997599	2.11582	0.447171	0.0598879	0.707126	0.0170963	0.176867	0.116014	0.530341	0.011951	0.883795	-0.0774583	0.894316	0.0827894
0.353497	-0.0414067	0.00107614	0.401945	0.995104	2.11806	0.447268	0.104691	0.707152	0.0259463	0.177056	0.203044	0.53036	0.0195662	0.883681	-0.114538	0.894448	0.140515
0.353438	-0.0591405	0.00160103	0.488178	0.992607	2.12056	0.447418	0.149252	0.707187	0.034784	0.177346	0.289288	0.530387	0.0271795	0.883525	-0.147536	0.894647	0.194661
0.353358	-0.0765904	0.00222678	0.572827	0.990106	2.12328	0.44762	0.193478	0.707233	0.0436703	0.177738	0.374543	0.530424	0.034789	0.883333	-0.176032	0.894907	0.244435
0.353257	-0.0936191	0.0029512	0.655625	0.987602	2.12624	0.447874	0.237324	0.70729	0.0525806	0.178229	0.458555	0.530469	0.0423907	0.88311	-0.199845	0.895223	0.289562
0.353137	-0.110172	0.00377211	0.736407	0.985094	2.12944	0.448179	0.280633	0.707357	0.0614657	0.178818	0.540958	0.530524	0.0500501	0.882862	-0.219126	0.895589	0.330012
0.352998	-0.126138	0.00468692	0.814988	0.982583	2.13293	0.448535	0.323378	0.707435	0.0703736	0.179504	0.621535	0.530587	0.0576786	0.882594	-0.234324	0.896001	0.366161
0.35284	-0.141445	0.00569305	0.891216	0.980067	2.13667	0.448941	0.365509	0.707523	0.0792538	0.180283	0.700146	0.53066	0.0653183	0.88231	-0.245897	0.896452	0.398397
0.352664	-0.156093	0.00678754	0.965011	0.977547	2.14064	0.449397	0.406924	0.707622	0.088152	0.181154	0.776583	0.530741	0.0729805	0.882014	-0.254321	0.89694	0.427271
0.352472	-0.169933	0.00796761	1.03628	0.975021	2.14491	0.449901	0.447566	0.707731	0.097086	0.182114	0.85072	0.530832	0.0806878	0.88171	-0.260109	0.89746	0.453233
0.352264	-0.182966	0.00923008	1.10492	0.972491	2.14943	0.450452	0.487395	0.707851	0.106018	0.183159	0.922382	0.530931	0.0884119	0.881401	-0.263702	0.898008	0.476665
