Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2		Asym3		Asym4	
365  Points		402  Points		366  Points		321  Points		286  Points		128  Points		357  Points		345  Points		269  Points		176  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.309971	-0.0776944	0.00046494	0.309915	1.00282	2.47775	0.353581	0.137019	0.707104	-0.00665061	0.929929	0.0105182	0.176777	0.0429996	1.00205	2.68338	0.619959	0.0462997	0.883883	-5.7596e-005
0.309879	-0.124867	0.000830179	0.353778	0.999896	2.47608	0.353742	0.197367	0.707097	-0.00904938	0.929941	0.0194165	0.176827	0.0854253	0.998891	2.68149	0.620013	0.0696962	0.883883	-0.000103645
0.309676	-0.217459	0.0012988	0.440835	0.99698	2.47273	0.354046	0.316008	0.707083	-0.0138287	0.929974	0.0371025	0.176978	0.170075	0.995733	2.67751	0.620123	0.116375	0.883883	-0.000168552
0.309367	-0.305744	0.00186924	0.526473	0.994068	2.46934	0.354487	0.429877	0.707064	-0.0185533	0.930028	0.0546768	0.177228	0.254049	0.99258	2.67286	0.620288	0.162784	0.883883	-0.000225122
0.308956	-0.388272	0.00253971	0.610443	0.99116	2.46585	0.355059	0.537645	0.707039	-0.0232417	0.930103	0.0722472	0.177577	0.337107	0.989433	2.66735	0.620507	0.208728	0.883883	-0.000265021
0.308451	-0.464044	0.00330807	0.692472	0.988256	2.46232	0.355754	0.638482	0.707009	-0.0278579	0.930199	0.0898099	0.178023	0.418995	0.986293	2.66088	0.62078	0.254107	0.883882	-0.000271577
0.307862	-0.532458	0.00417188	0.772446	0.985356	2.45869	0.356564	0.731905	0.706974	-0.0324028	0.930315	0.107284	0.178564	0.49935	0.983162	2.65315	0.621106	0.298796	0.883882	-0.000284687
0.307196	-0.593262	0.00512874	0.850216	0.982461	2.45502	0.357479	0.817678	0.706933	-0.0368783	0.930452	0.124654	0.1792	0.578026	0.98004	2.6439	0.621484	0.34269	0.883882	-0.000237667
0.306464	-0.646461	0.00617586	0.925557	0.979569	2.45128	0.358491	0.896058	0.706887	-0.0412882	0.930609	0.141962	0.179927	0.654814	0.97693	2.63273	0.621913	0.385726	0.883881	-0.000143626
0.305673	-0.692362	0.0073103	0.998455	0.976683	2.44745	0.359592	0.967273	0.706836	-0.0455671	0.930786	0.159148	0.180743	0.729506	0.973834	2.61904	0.622393	0.427781	0.883881	-2.8786e-005
0.304832	-0.731429	0.00852924	1.06889	0.973801	2.44361	0.360771	1.03184	0.706779	-0.0497304	0.930984	0.176233	0.181646	0.801914	0.970757	2.60219	0.622922	0.468824	0.883881	0.000127651
0.303949	-0.764079	0.00982968	1.13665	0.970923	2.43965	0.362024	1.09031	0.706718	-0.0538088	0.931202	0.193192	0.182633	0.871876	0.967701	2.58139	0.623498	0.508797	0.883882	0.000367284
0.303031	-0.790927	0.0112084	1.20179	0.96805	2.43562	0.363341	1.14315	0.706653	-0.0577177	0.931439	0.20997	0.183701	0.939364	0.964672	2.5554	0.624121	0.547652	0.883882	0.000626823
0.302084	-0.812543	0.0126623	1.2644	0.965182	2.43152	0.364718	1.19098	0.706582	-0.061507	0.931697	0.226608	0.184847	1.00432	0.961678	2.52297	0.624789	0.5853	0.883883	0.000926174
