Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3	
414  Points		467  Points		414  Points		395  Points		286  Points		433  Points		365  Points		264  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.353552	-0.00514627	0.000191877	0.206392	1.0017	2.34426	0.486154	0.0362136	0.70711	0.0115879	0.176777	0.0412209	0.530331	0.00691301	0.883884	0.00100857
0.353547	-0.00702792	0.000384171	0.241587	0.99952	2.347	0.486188	0.0485131	0.707121	0.0156581	0.176815	0.0758877	0.530337	0.0106948	0.883885	0.00147368
0.353539	-0.0108418	0.000642047	0.311648	0.997331	2.35243	0.486245	0.0731069	0.707139	0.0238404	0.176918	0.145171	0.530351	0.0183048	0.883886	0.0023563
0.353527	-0.0145878	0.000964894	0.38102	0.995136	2.35788	0.486324	0.0976851	0.707165	0.0320019	0.177086	0.214158	0.530371	0.0259076	0.883889	0.00324264
0.353512	-0.0182711	0.00135204	0.449597	0.992937	2.36334	0.486427	0.122159	0.707199	0.0401217	0.177317	0.282624	0.530399	0.0334961	0.883892	0.00413641
0.353493	-0.0219024	0.00180267	0.517244	0.990732	2.36878	0.486552	0.14657	0.70724	0.0483047	0.177613	0.350489	0.530434	0.0411291	0.883897	0.00504504
0.353471	-0.0254297	0.00231586	0.583836	0.988523	2.37417	0.4867	0.17093	0.707289	0.0564676	0.177971	0.417591	0.530475	0.0487047	0.883902	0.00598341
0.353446	-0.0288953	0.00289058	0.649273	0.986308	2.37953	0.48687	0.195114	0.707345	0.0645902	0.178391	0.483754	0.530524	0.0563119	0.883908	0.006908
0.353417	-0.0322377	0.00352571	0.713421	0.984089	2.38489	0.487063	0.219239	0.707409	0.0727789	0.178872	0.548917	0.53058	0.0639824	0.883915	0.00787826
0.353386	-0.0354069	0.00421996	0.776241	0.981865	2.3902	0.487279	0.243245	0.707481	0.080953	0.179414	0.612958	0.530644	0.0715597	0.883923	0.00886663
0.353351	-0.0384495	0.00497215	0.837646	0.979635	2.39546	0.487517	0.267088	0.70756	0.0890982	0.180014	0.675781	0.530714	0.0791704	0.883931	0.009818
0.353314	-0.0413851	0.00578083	0.897542	0.977401	2.40072	0.487777	0.290749	0.707647	0.0972587	0.180673	0.737266	0.530791	0.0868477	0.883941	0.0108418
0.353274	-0.044107	0.00664462	0.955883	0.975162	2.40588	0.488058	0.314268	0.707741	0.10545	0.181388	0.797323	0.530876	0.0944388	0.883951	0.0119373
0.353232	-0.0466943	0.00756201	1.01265	0.972918	2.41094	0.488362	0.337649	0.707843	0.113629	0.182158	0.855913	0.530967	0.102077	0.883963	0.0130297
0.353187	-0.0490857	0.00853159	1.06782	0.970669	2.41599	0.488688	0.360754	0.707953	0.121784	0.182983	0.912961	0.531066	0.109736	0.883976	0.0141157
0.35314	-0.0512319	0.00955177	1.12131	0.968416	2.42098	0.489034	0.383672	0.70807	0.129965	0.18386	0.968463	0.531172	0.117364	0.883989	0.0152625
0.353092	-0.0532536	0.010621	1.17315	0.966158	2.4259	0.489402	0.406438	0.708195	0.138196	0.184787	1.02234	0.531285	0.125003	0.884004	0.0164573
0.353041	-0.0550267	0.0117378	1.22337	0.963895	2.43076	0.489792	0.428971	0.708328	0.146382	0.185765	1.07464	0.531405	0.132664	0.88402	0.0176752
0.352989	-0.0565219	0.0129006	1.27194	0.961628	2.4355	0.490202	0.45126	0.708468	0.154551	0.186655	1.11887	0.531532	0.140367	0.884037	0.018939
0.352936	-0.0578279	0.0141079	1.31884	0.959357	2.44022	0.490633	0.473278	0.708616	0.162759	0.187443	1.15555	0.531666	0.148011	0.884055	0.0202216
