Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2		Asym3		Asym4	
365  Points		402  Points		366  Points		321  Points		286  Points		128  Points		357  Points		345  Points		269  Points		176  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.309971	850.273	0.00046494	0.133189	1.00282	2.36533	0.353581	488.316	0.707104	671.186	0.929929	7966.69	0.176777	24555.7	1.00205	2.50708	0.619959	1085.43	0.883883	1426.9
0.309879	200.82	0.000830179	0.177794	0.999896	2.36502	0.353742	185.926	0.707097	316.796	0.929941	717.969	0.176827	149.132	0.998891	2.50656	0.620013	354.359	0.883883	491.604
0.309676	113.786	0.0012988	0.2221	0.99698	2.36471	0.354046	114.909	0.707083	207.323	0.929974	375.937	0.176978	74.8568	0.995733	2.50604	0.620123	211.777	0.883883	296.957
0.309367	79.323	0.00186924	0.266032	0.994068	2.36442	0.354487	83.2204	0.707064	154.076	0.930028	254.645	0.177228	50.0259	0.99258	2.50554	0.620288	151.043	0.883883	212.729
0.308956	60.8348	0.00253971	0.309537	0.99116	2.36412	0.355059	65.2907	0.707039	122.589	0.930103	192.537	0.177577	37.6123	0.989433	2.50505	0.620507	117.404	0.883883	165.723
0.308451	49.2961	0.00330807	0.352545	0.988256	2.36384	0.355754	53.7666	0.707009	101.785	0.930199	154.794	0.178023	30.1746	0.986293	2.50457	0.62078	96.0406	0.883882	135.731
0.307862	41.4037	0.00417188	0.394994	0.985356	2.36357	0.356564	45.7418	0.706974	87.0166	0.930315	129.43	0.178564	25.2271	0.983162	2.50411	0.621106	81.2728	0.883882	114.931
0.307196	35.6619	0.00512874	0.436845	0.982461	2.36331	0.357479	39.8365	0.706933	75.989	0.930452	111.214	0.1792	21.7034	0.98004	2.50367	0.621484	70.4571	0.883882	99.6594
0.306464	31.2953	0.00617586	0.478048	0.979569	2.36305	0.358491	35.3118	0.706887	67.4407	0.930609	97.4989	0.179927	19.0696	0.97693	2.50327	0.621913	62.196	0.883881	87.97
0.305673	27.8615	0.0073103	0.518556	0.976683	2.3628	0.359592	31.7361	0.706836	60.6199	0.930786	86.8001	0.180743	17.0291	0.973834	2.50289	0.622393	55.6813	0.883881	78.7349
0.304832	25.0897	0.00852924	0.558345	0.973801	2.36257	0.360771	28.8405	0.706779	55.051	0.930984	78.2218	0.181646	15.4038	0.970757	2.50256	0.622922	50.4134	0.883881	71.2546
0.303949	22.805	0.00982968	0.597388	0.970923	2.36234	0.362024	26.4488	0.706718	50.4182	0.931202	71.1909	0.182633	14.0803	0.967701	2.50229	0.623498	46.0663	0.883882	65.0723
0.303031	20.889	0.0112084	0.635648	0.96805	2.36212	0.363341	24.4407	0.706653	46.5036	0.931439	65.3235	0.183701	12.983	0.964672	2.50208	0.624121	42.4188	0.883882	59.8772
0.302084	19.2592	0.0126623	0.673118	0.965182	2.36192	0.364718	22.7313	0.706582	43.1523	0.931697	60.3533	0.184847	12.0596	0.961678	2.50196	0.624789	39.3151	0.883883	55.4503
0.301116	17.8558	0.0141886	0.709785	0.962319	2.36172	0.366148	21.259	0.706508	40.2507	0.931973	56.0893	0.186069	11.2725	0.958726	2.50195	0.625501	36.6426	0.883884	51.633
0.30013	16.6349	0.0157839	0.745632	0.959461	2.36154	0.367627	19.9778	0.706429	37.714	0.93227	52.3912	0.187362	10.5945	0.955826	2.50208	0.626254	34.3175	0.883886	48.3074
0.299131	15.5629	0.0174454	0.780659	0.956608	2.36137	0.36915	18.8532	0.706346	35.4775	0.932585	49.1535	0.188723	10.0047	0.952991	2.50238	0.627049	32.2766	0.883889	45.3844
0.298125	14.6145	0.01917	0.814859	0.95376	2.3612	0.370714	17.8582	0.706259	33.4907	0.932919	46.2955	0.190151	9.48765	0.950233	2.50288	0.627883	30.4711	0.883892	42.7949
0.297114	13.7694	0.020955	0.848242	0.950917	2.36105	0.372313	16.9717	0.706169	31.7141	0.933272	43.7541	0.19164	9.03095	0.947563	2.50362	0.628755	28.8627	0.883896	40.485
0.296101	13.0119	0.0227975	0.880808	0.94808	2.36092	0.373947	16.1771	0.706076	30.116	0.933643	41.4797	0.19319	8.62495	0.94499	2.50462	0.629663	27.4209	0.883901	38.4118
0.295092	12.329	0.0246949	0.912561	0.945248	2.36079	0.375611	15.4608	0.705979	28.6707	0.934032	39.4324	0.194795	8.26194	0.942515	2.50589	0.630607	26.1214	0.883906	36.5406
0.294086	11.7104	0.0266444	0.943514	0.942421	2.36068	0.377302	14.812	0.70588	27.3573	0.93444	37.5798	0.196455	7.93565	0.940136	2.50742	0.631584	24.9442	0.883913	34.8434
0.293089	11.1475	0.0286437	0.973678	0.9396	2.36058	0.37902	14.2214	0.705778	26.1586	0.934864	35.8956	0.198164	7.64097	0.937845	2.5092	0.632593	23.8729	0.883921	33.2968
0.2921	10.6333	0.0306904	1.00307	0.936785	2.3605	0.380762	13.6818	0.705674	25.0601	0.935306	34.3579	0.199694	7.40664	0.935629	2.51119	0.633633	22.8939	0.88393	31.8818
0.291124	10.1618	0.0327821	1.03169	0.933975	2.36043	0.382526	13.1867	0.705567	24.0498	0.935765	32.9483	0.201025	7.22152	0.933478	2.51336	0.634703	21.996	0.883941	30.5823
0.29016	9.72801	0.0349166	1.05957	0.931172	2.36038	0.38431	12.731	0.705459	23.1175	0.936241	31.6517	0.202143	7.07764	0.931381	2.5157	0.635801	21.1694	0.883954	29.3846
0.289213	9.32768	0.0370918	1.08671	0.928374	2.36034	0.386113	12.3102	0.70535	22.2544	0.936733	30.4549	0.203039	6.96933	0.929329	2.51817	0.636927	20.4062	0.883968	28.2772
0.288281	8.95719	0.0393059	1.11315	0.925583	2.36031	0.387933	11.9203	0.705239	21.4532	0.937241	29.347	0.203704	6.89258	0.927313	2.52076	0.638078	19.6992	0.883984	27.2504
0.287369	8.61343	0.0415567	1.13888	0.922797	2.3603	0.389769	11.5582	0.705127	20.7075	0.937764	28.3184	0.204133	6.84468	0.925328	2.52345	0.639253	19.0427	0.884002	26.2957
0.286476	8.2937	0.0438427	1.16394	0.920018	2.36031	0.391621	11.2209	0.705015	20.0116	0.938303	27.3609	0.204752	6.77744	0.92337	2.52623	0.640453	18.4314	0.884022	25.4057
0.285604	7.99565	0.0461621	1.18833	0.917246	2.36033	0.393487	10.9061	0.704903	19.3608	0.938857	26.4675	0.20543	6.70644	0.921434	2.52909	0.641675	17.8608	0.884044	24.574
0.284754	7.71725	0.048513	1.21208	0.914479	2.36037	0.395365	10.6116	0.704791	18.7507	0.939425	25.6319	0.206359	6.61321	0.919517	2.53201	0.642918	17.327	0.884069	23.7952
0.283928	7.4567	0.0508943	1.2352	0.91172	2.36043	0.397256	10.3354	0.704679	18.1778	0.940007	24.8488	0.207547	6.50046	0.917617	2.53501	0.644182	16.8266	0.884097	23.0643
0.283126	7.21241	0.0533044	1.25772	0.908967	2.3605	0.399158	10.0759	0.704568	17.6387	0.940603	24.1133	0.209001	6.37131	0.915733	2.53807	0.645465	16.3566	0.884128	22.3771
