Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3		Asym4	
334  Points		374  Points		334  Points		318  Points		233  Points		345  Points		295  Points		222  Points		103  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.353553	-0.00863862	0.00035094	0.275476	1.00216	2.13739	0.452903	0.0259484	0.707107	0.00654379	0.176777	0.0510969	0.53033	0.00428579	0.883883	-0.0128951	0.905823	0.0496334
0.353543	-0.016416	0.000675592	0.319494	0.999645	2.13896	0.452934	0.0469981	0.707115	0.0110768	0.176837	0.0947843	0.530335	0.00826194	0.883868	-0.0211416	0.905881	0.0670622
0.353515	-0.0318379	0.00110399	0.407015	0.997123	2.14221	0.453014	0.0891267	0.707133	0.0201347	0.177	0.181974	0.53035	0.0162353	0.883833	-0.0373851	0.905981	0.101624
0.353468	-0.0470811	0.00163493	0.493214	0.994596	2.1457	0.453144	0.131123	0.707162	0.0292418	0.177266	0.268537	0.530373	0.0241986	0.883779	-0.0530997	0.906121	0.135592
0.353404	-0.0621135	0.00226651	0.577721	0.992065	2.14946	0.453323	0.172856	0.707202	0.038374	0.177633	0.354139	0.530407	0.0321419	0.883708	-0.0681959	0.906301	0.16881
0.353322	-0.0767974	0.00299664	0.660383	0.98953	2.15346	0.453551	0.214279	0.707253	0.0474831	0.178101	0.438476	0.530449	0.0401182	0.883619	-0.0824946	0.906519	0.201117
0.353223	-0.0910772	0.00382305	0.74104	0.986989	2.15772	0.453828	0.255305	0.707314	0.0566192	0.178667	0.521311	0.530501	0.0480874	0.883513	-0.0958578	0.906775	0.232404
0.353107	-0.104915	0.00474328	0.819517	0.984444	2.16222	0.454153	0.295902	0.707386	0.0657362	0.17933	0.60246	0.530563	0.0560425	0.883393	-0.108155	0.907067	0.262605
0.352975	-0.118236	0.00575467	0.895611	0.981893	2.16697	0.454526	0.335933	0.707469	0.0748149	0.180087	0.681628	0.530633	0.0640426	0.883258	-0.119347	0.907394	0.291661
0.352828	-0.130961	0.00685426	0.96921	0.979336	2.17199	0.454945	0.375346	0.707562	0.0839634	0.180936	0.758664	0.530713	0.0720593	0.883111	-0.129426	0.907754	0.319522
0.352667	-0.143082	0.00803912	1.04031	0.976774	2.17729	0.45541	0.414183	0.707667	0.0931053	0.181875	0.833415	0.530803	0.0801093	0.882953	-0.138305	0.908147	0.346241
0.352491	-0.154505	0.00930629	1.10883	0.974204	2.18282	0.455921	0.452378	0.707782	0.102234	0.182901	0.905721	0.530902	0.0881527	0.882785	-0.146029	0.90857	0.371774
0.352303	-0.165194	0.0106526	1.17467	0.971629	2.18855	0.456476	0.489803	0.707908	0.111408	0.18401	0.975552	0.531011	0.0961829	0.882609	-0.152614	0.909023	0.39618
0.352102	-0.175145	0.012075	1.23788	0.969046	2.19458	0.457076	0.526421	0.708044	0.120603	0.1852	1.04278	0.531129	0.10426	0.882426	-0.158093	0.909504	0.419504
0.35189	-0.184281	0.0135703	1.29844	0.966456	2.20085	0.457717	0.562304	0.708192	0.129763	0.186468	1.10743	0.531257	0.112357	0.882236	-0.162533	0.910012	0.441762
0.351667	-0.192593	0.0151355	1.35644	0.963859	2.20732	0.458401	0.597374	0.70835	0.138928	0.187633	1.16165	0.531394	0.120495	0.882043	-0.165993	0.910545	0.46306
0.351436	-0.200061	0.0167675	1.41186	0.961253	2.21402	0.459125	0.631554	0.708519	0.148176	0.18867	1.20632	0.531541	0.128641	0.881845	-0.168519	0.911103	0.483463
0.351196	-0.206647	0.0184633	1.4647	0.95864	2.22091	0.459889	0.664904	0.7087	0.157369	0.189557	1.24212	0.531697	0.136803	0.881645	-0.170128	0.911685	0.502955
0.350949	-0.212421	0.0202198	1.51516	0.956019	2.22803	0.460692	0.6974	0.70889	0.166602	0.190276	1.26973	0.531863	0.144998	0.881444	-0.170929	0.912289	0.521652
0.350695	-0.217305	0.0220345	1.56326	0.953388	2.23531	0.461533	0.728993	0.709092	0.175838	0.190814	1.28961	0.532039	0.153257	0.881243	-0.170994	0.912914	0.539637
0.350436	-0.221287	0.0239045	1.60908	0.95075	2.24277	0.462411	0.759733	0.709305	0.185082	0.191163	1.30216	0.532224	0.161499	0.881041	-0.170317	0.913561	0.55693
0.350174	-0.224416	0.0258272	1.65267	0.948102	2.25043	0.463324	0.789645	0.709529	0.194416	0.191671	1.31998	0.532419	0.16978	0.880841	-0.169036	0.914227	0.573571
0.349908	-0.226647	0.0277999	1.69408	0.945446	2.25821	0.464272	0.818634	0.709763	0.203707	0.192231	1.33893	0.532625	0.178138	0.880643	-0.167207	0.914913	0.589568
0.349639	-0.228033	0.0298202	1.73352	0.94278	2.26608	0.465254	0.84673	0.710009	0.212988	0.193005	1.36424	0.532839	0.186505	0.880447	-0.164794	0.915617	0.605083
0.34937	-0.228534	0.0318858	1.77103	0.940104	2.27405	0.466268	0.873991	0.710265	0.222321	0.194004	1.39545	0.533064	0.194889	0.880254	-0.161873	0.916339	0.620146
0.349101	-0.228218	0.0339945	1.80665	0.93742	2.28216	0.467314	0.900389	0.710533	0.231685	0.195242	1.43186	0.533299	0.203309	0.880065	-0.158521	0.917078	0.634672
0.348832	-0.227073	0.0361442	1.84054	0.934725	2.29032	0.46839	0.926011	0.710811	0.241039	0.196734	1.47284	0.533543	0.211798	0.879881	-0.154746	0.917835	0.648781
0.348565	-0.225076	0.0383327	1.87272	0.932021	2.2985	0.469496	0.950814	0.711101	0.250445	0.198496	1.51775	0.533798	0.220353	0.879701	-0.150565	0.918608	0.662499
0.348302	-0.222327	0.0405582	1.9033	0.929308	2.30674	0.470631	0.974786	0.711402	0.259882	0.200311	1.56046	0.534063	0.228893	0.879526	-0.146086	0.919396	0.675872
0.348041	-0.218806	0.0428188	1.93239	0.926584	2.31503	0.471794	0.997974	0.711713	0.269307	0.202174	1.60093	0.534337	0.237479	0.879356	-0.141303	0.920201	0.688922
0.347786	-0.214475	0.0451129	1.96004	0.923851	2.32332	0.472983	1.0204	0.712036	0.278783	0.204084	1.63929	0.534622	0.246153	0.879193	-0.136203	0.92102	0.701617
0.347536	-0.209401	0.0474387	1.98632	0.921108	2.33154	0.474199	1.04211	0.71237	0.288287	0.206038	1.67561	0.534918	0.254859	0.879035	-0.130839	0.921854	0.714045
0.347292	-0.203648	0.0497947	2.01134	0.918356	2.33972	0.47544	1.06303	0.712716	0.297773	0.208034	1.70999	0.535223	0.263629	0.878884	-0.125237	0.922703	0.72623
0.347056	-0.197195	0.0521795	2.0351	0.915593	2.34788	0.476704	1.08329	0.713072	0.307297	0.210069	1.74253	0.535539	0.272379	0.87874	-0.119453	0.923566	0.738147
0.346828	-0.190075	0.0545915	2.05771	0.912822	2.35598	0.477993	1.10291	0.71344	0.316896	0.212141	1.77326	0.535865	0.281237	0.878603	-0.113451	0.924443	0.749825
0.346608	-0.182282	0.0570296	2.07928	0.91004	2.36399	0.479304	1.1218	0.713819	0.3265	0.214248	1.80236	0.536202	0.290163	0.878473	-0.107232	0.925333	0.761314
