Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3		Asym4	
332  Points		374  Points		332  Points		316  Points		232  Points		344  Points		294  Points		220  Points		98  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.353548	-0.0174147	0.000366182	0.280439	1.00141	2.16771	0.45863	0.057527	0.707108	0.00959841	0.176814	0.118184	0.530331	0.00850388	0.883881	-0.0103387	0.917222	0.0257454
0.353528	-0.0239499	0.000696683	0.324444	0.998858	2.16984	0.458698	0.0773818	0.70712	0.0142847	0.176953	0.161736	0.530341	0.0126284	0.883869	-0.0146447	0.917252	0.039201
0.353492	-0.0369638	0.00113091	0.411857	0.996298	2.17433	0.458813	0.117024	0.707142	0.0235829	0.177195	0.248519	0.530361	0.0209005	0.883847	-0.023168	0.917315	0.0660915
0.353441	-0.0498078	0.00166744	0.497912	0.993733	2.17906	0.458974	0.156539	0.707175	0.0328775	0.177539	0.334414	0.530391	0.0291682	0.883814	-0.0314988	0.917408	0.092846
0.353374	-0.0623856	0.0023045	0.582352	0.991162	2.18398	0.459182	0.195798	0.707219	0.0422382	0.177983	0.41912	0.53043	0.0374272	0.883772	-0.039591	0.917533	0.119402
0.353293	-0.0746506	0.00304006	0.664952	0.988585	2.18921	0.459435	0.234691	0.707275	0.0515846	0.178527	0.502399	0.530479	0.0457422	0.883721	-0.0474259	0.91769	0.145634
0.353198	-0.0865829	0.0038718	0.745484	0.986002	2.1947	0.459735	0.27322	0.707341	0.0609025	0.179168	0.583997	0.530538	0.0540959	0.883661	-0.0548926	0.917877	0.17151
0.353089	-0.0980696	0.00479718	0.823785	0.983413	2.20039	0.460079	0.311314	0.707418	0.0702364	0.179903	0.663695	0.530606	0.0623803	0.883592	-0.0619158	0.918094	0.197043
