Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2	
479  Points		493  Points		479  Points		264  Points		132  Points		408  Points		149  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.00432899	8.06474	0.000100588	0.323854	0.00344288	8.06499	0.279528	0.131698	0.336788	0.0609139	0.139887	0.581552	0.419292	0.144321
0.0118429	8.06348	0.000402321	0.428943	0.010957	8.06375	0.279651	0.191599	0.336844	0.115849	0.140429	0.802295	0.419426	0.203248
0.0193544	8.06007	0.000899877	0.63464	0.0184688	8.06054	0.279885	0.310509	0.337003	0.226162	0.141382	1.23835	0.41967	0.320923
0.0268619	8.05494	0.0015849	0.82997	0.0259769	8.05566	0.280229	0.427333	0.337266	0.337731	0.142737	1.66142	0.420024	0.438207
0.0343639	8.04811	0.00244644	1.01255	0.0334796	8.04899	0.280681	0.541303	0.337633	0.451079	0.144478	2.06795	0.420487	0.554928
0.0418587	8.03943	0.00347168	1.18068	0.0409753	8.04054	0.281238	0.651762	0.338106	0.56674	0.14659	2.45518	0.421058	0.670963
0.0493445	8.02888	0.00464651	1.33341	0.0484623	8.03025	0.281896	0.758058	0.338689	0.685196	0.149053	2.8211	0.421737	0.786284
0.0568196	8.01636	0.00595634	1.47048	0.0559388	8.01793	0.282651	0.85954	0.339383	0.806896	0.151847	3.16469	0.422523	0.900692
0.0642821	8.00165	0.00738659	1.59206	0.0634028	8.00348	0.283498	0.95579	0.340192	0.932378	0.15495	3.48542	0.423415	1.014
0.0717298	7.98468	0.00892297	1.69883	0.0708524	7.98681	0.284432	1.04648	0.34112	1.06191	0.158342	3.78339	0.424413	1.12615
0.0791607	7.96524	0.0105522	1.79182	0.0782854	7.96768	0.285448	1.13141	0.342171	1.19572	0.162	4.05919	0.425514	1.23699
0.0865722	7.94306	0.0122618	1.87212	0.0856993	7.94583	0.28654	1.21045	0.343349	1.33399	0.165905	4.31363	0.426718	1.34647
0.0939617	7.91795	0.0140407	1.94094	0.0930916	7.92108	0.287703	1.28371	0.344657	1.47681	0.170038	4.5478	0.428023	1.45446
0.101326	7.88964	0.0158786	1.99955	0.100459	7.89313	0.288932	1.35157	0.3461	1.62408	0.17438	4.76293	0.429428	1.5608
0.108663	7.8577	0.0177666	2.04917	0.1078	7.86162	0.290222	1.41449	0.347683	1.77559	0.178913	4.9602	0.430931	1.66544
0.115968	7.82173	0.019697	2.09091	0.115109	7.82622	0.291568	1.47315	0.349409	1.93102	0.183623	5.14089	0.432531	1.76823
0.123238	7.78136	0.0216628	2.12583	0.122383	7.78638	0.292967	1.52853	0.351281	2.08983	0.188493	5.30626	0.434226	1.86915
0.130468	7.73599	0.0236582	2.15495	0.129618	7.74165	0.294416	1.58171	0.353303	2.25152	0.19351	5.45741	0.436014	1.96816
0.137653	7.68502	0.0256783	2.17913	0.136809	7.69137	0.295914	1.63401	0.355477	2.41545	0.198662	5.59544	0.437894	2.0651
0.144788	7.62777	0.0274553	2.1967	0.14395	7.63483	0.297461	1.68691	0.357804	2.58072	0.203937	5.72142	0.439862	2.15989
0.151867	7.56335	0.0289804	2.20949	0.151035	7.57133	0.299057	1.74203	0.360286	2.7466	0.209323	5.83627	0.441918	2.2525
0.158882	7.4909	0.0302478	2.21864	0.158058	7.49992	0.300707	1.80107	0.362922	2.91232	0.214812	5.9408	0.44406	2.34293
0.165825	7.40937	0.0312533	2.22507	0.16501	7.4195	0.302414	1.8659	0.365713	3.07698	0.220393	6.03582	0.446284	2.43107
0.172688	7.31758	0.0319944	2.22946	0.171883	7.32898	0.304184	1.9385	0.368656	3.23991	0.226059	6.12208	0.44859	2.5169
0.179461	7.21426	0.0324695	2.23203	0.178667	7.22711	0.306026	2.02087	0.37175	3.40038	0.231801	6.2002	0.450974	2.60046
0.186131	7.09801	0.0331533	2.23545	0.18535	7.11244	0.307949	2.115	0.374992	3.5577	0.237612	6.27073	0.453435	2.68158
0.192687	6.96731	0.0338978	2.23902	0.19192	6.98352	0.309967	2.22292	0.378379	3.71142	0.243486	6.33415	0.455971	2.76033
0.199114	6.82068	0.0349121	2.24333	0.198363	6.83883	0.312092	2.3466	0.381908	3.8611	0.249415	6.39098	0.458579	2.83674
0.205397	6.65669	0.0361974	2.24804	0.204664	6.67697	0.314339	2.48785	0.385574	4.00636	0.255395	6.44166	0.461257	2.91076
0.211518	6.47403	0.0377552	2.253	0.210805	6.49658	0.316727	2.64826	0.389373	4.14702	0.261419	6.48646	0.464003	2.9824
0.21746	6.27175	0.0395866	2.25775	0.21677	6.29665	0.319274	2.82895	0.393301	4.28282	0.267482	6.52575	0.466814	3.05164
0.223205	6.04949	0.0416923	2.262	0.222538	6.07673	0.321999	3.03046	0.397354	4.41373	0.273579	6.5598	0.469689	3.11863
0.228733	5.80755	0.0438016	2.26522	0.228093	5.83707	0.324921	3.25256	0.401526	4.53974	0.279705	6.58885	0.472625	3.18332
0.234027	5.54722	0.0459133	2.26753	0.233415	5.57879	0.32806	3.49395	0.405813	4.6608	0.285856	6.61312	0.475621	3.24577
0.23907	5.2708	0.0480269	2.26912	0.238488	5.30437	0.331432	3.75233	0.410211	4.77703	0.292028	6.63274	0.478674	3.30606
0.243848	4.9818	0.0501416	2.27014	0.242695	5.05454	0.335052	4.02416	0.414715	4.8885	0.298216	6.64787	0.481781	3.36424
0.248353	4.68467	0.052257	2.27065	0.246119	4.83555	0.33893	4.30488	0.41932	4.99541	0.304415	6.65865	0.484943	3.4204
0.252577	4.38455	0.0543727	2.27075	0.248834	4.65174	0.343073	4.58932	0.424023	5.09783	0.310623	6.6652	0.488155	3.47463
0.256523	4.08687	0.0564883	2.27055	0.250906	4.50565	0.347482	4.87196	0.428819	5.19596	0.316835	6.66752	0.491417	3.52707
0.260193	3.79694	0.0586036	2.27012	0.252387	4.39814	0.352152	5.14743	0.433705	5.28998	0.323048	6.66566	0.494727	3.57781
0.263598	3.51935	0.0607184	2.26946	0.253317	4.32944	0.357074	5.41096	0.438676	5.38001	0.329256	6.65966	0.498084	3.62701
0.266751	3.25779	0.0628325	2.2687	0.254627	4.23115	0.362235	5.65882	0.44373	5.46633	0.335457	6.64957	0.501486	3.67479
0.269668	3.0149	0.0649459	2.26784	0.256017	4.12495	0.367618	5.88832	0.448862	5.54903	0.341647	6.63531	0.504932	3.72135
0.272369	2.79206	0.0670584	2.26682	0.257851	3.98212	0.373207	6.09792	0.45407	5.62836	0.347821	6.61684	0.50842	3.76687
0.274871	2.58985	0.0691699	2.2658	0.260079	3.80504	0.378981	6.287	0.45935	5.70447	0.353977	6.59418	0.511951	3.81154
0.277195	2.40799	0.0712805	2.26474	0.262639	3.59727	0.384922	6.45567	0.4647	5.77753	0.360109	6.56716	0.515522	3.85555
0.279358	2.24547	0.07339	2.26366	0.265463	3.36457	0.39101	6.60487	0.470116	5.8477	0.366214	6.53576	0.519135	3.89919
0.281379	2.10106	0.0754985	2.26257	0.268477	3.114	0.397229	6.73576	0.475596	5.91515	0.372287	6.49992	0.522788	3.94266
0.283273	1.97336	0.077606	2.26148	0.271265	2.8827	0.403562	6.84958	0.481138	5.98011	0.378326	6.4595	0.526482	3.98617
0.285056	1.86071	0.0797126	2.26042	0.273848	2.6719	0.409993	6.94781	0.48674	6.04265	0.384324	6.41441	0.530216	4.03005
0.28674	1.76161	0.0818181	2.25934	0.276244	2.48158	0.416508	7.032	0.492398	6.10298	0.390278	6.36452	0.533991	4.07453
0.288339	1.6746	0.0839226	2.25829	0.278472	2.31109	0.423096	7.10347	0.498112	6.16118	0.396184	6.30977	0.537808	4.11991
0.289861	1.59827	0.0860261	2.25729	0.280551	2.15931	0.429745	7.16342	0.503879	6.21742	0.402036	6.25	0.541668	4.16643
0.291317	1.53138	0.0881288	2.25631	0.282496	2.02478	0.436444	7.21301	0.509697	6.27192	0.40783	6.18518	0.545572	4.21436
0.292714	1.47282	0.0902305	2.25538	0.284324	1.90603	0.443185	7.25323	0.515566	6.32465	0.413561	6.11523	0.549521	4.264
0.294061	1.42162	0.0923315	2.25448	0.286048	1.8015	0.44996	7.28503	0.521483	6.37584	0.419225	6.04009	0.553518	4.31552
0.295363	1.37685	0.0944315	2.25355	0.287681	1.70958	0.45676	7.30917	0.527446	6.42564	0.424816	5.95973	0.557563	4.36913
0.296627	1.33779	0.0965307	2.25268	0.289233	1.62894	0.46358	7.32625	0.533456	6.47412	0.43033	5.87418	0.561659	4.42507
0.297856	1.30375	0.0986291	2.25188	0.290716	1.55826	0.470412	7.33688	0.53951	6.52133	0.435762	5.78348	0.565808	4.48349
0.299056	1.27413	0.100727	2.25112	0.292137	1.49637	0.477251	7.34153	0.545608	6.56743	0.441107	5.68771	0.570013	4.54437
0.30023	1.24844	0.102824	2.25037	0.293504	1.4422	0.484092	7.34065	0.551748	6.61252	0.446361	5.58707	0.574276	4.60783
0.301383	1.22621	0.10492	2.24963	0.294824	1.3948	0.49093	7.33456	0.55793	6.65672	0.451518	5.48181	0.5786	4.67388
0.302515	1.20702	0.107016	2.24893	0.296103	1.35344	0.497759	7.32356	0.564152	6.70006	0.456575	5.37213	0.582986	4.74241
0.303632	1.1906	0.109111	2.24829	0.297346	1.31742	0.504576	7.30794	0.570414	6.74259	0.461528	5.2584	0.587437	4.81327
0.304734	1.17658	0.111205	2.24763	0.298558	1.28604	0.511377	7.28789	0.576716	6.78443	0.466374	5.14108	0.591955	4.8862
0.305824	1.16474	0.113299	2.24702	0.299743	1.25874	0.518157	7.26361	0.583056	6.82562	0.470506	5.03619	0.596542	4.96102
