Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2	
479  Points		493  Points		479  Points		264  Points		132  Points		408  Points		149  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.00432899	8.06568	0.000100588	0.108403	0.00344288	8.06572	0.279528	507.107	0.336788	6491.4	0.139887	188.411	0.419292	621.743
0.0118429	8.06508	0.000402321	0.216348	0.010957	8.06522	0.279651	188.582	0.336844	342.469	0.140429	83.8808	0.419426	261.15
0.0193544	8.06397	0.000899877	0.322386	0.0184688	8.06411	0.279885	115.913	0.337003	175.956	0.141382	54.2558	0.41967	165.37
0.0268619	8.06228	0.0015849	0.425707	0.0259769	8.06251	0.280229	83.7429	0.337266	118.465	0.142737	40.3491	0.420024	121.063
0.0343639	8.06002	0.00244644	0.525585	0.0334796	8.06032	0.280681	65.6104	0.337633	89.3525	0.144478	32.3273	0.420487	95.54
0.0418587	8.0572	0.00347168	0.621454	0.0409753	8.05756	0.281238	53.9836	0.338106	71.7793	0.14659	27.1416	0.421058	78.9555
0.0493445	8.05376	0.00464651	0.712865	0.0484623	8.0542	0.281896	45.901	0.338689	60.0294	0.149053	23.5373	0.421737	67.3212
0.0568196	8.04972	0.00595634	0.799534	0.0559388	8.05023	0.282651	39.9614	0.339383	51.627	0.151847	20.9031	0.422523	58.7144
0.0642821	8.04504	0.00738659	0.8813	0.0634028	8.04562	0.283498	35.416	0.340192	45.3261	0.15495	18.9055	0.423415	52.0938
0.0717298	8.03968	0.00892297	0.958103	0.0708524	8.04035	0.284432	31.8282	0.34112	40.4308	0.158342	17.3473	0.424413	46.8466
0.0791607	8.03362	0.0105522	1.03	0.0782854	8.03438	0.285448	28.9261	0.342171	36.5223	0.162	16.1043	0.425514	42.5883
0.0865722	8.02682	0.0122618	1.0971	0.0856993	8.02766	0.28654	26.5318	0.343349	33.3331	0.165905	15.0945	0.426718	39.0659
0.0939617	8.01922	0.0140407	1.1596	0.0930916	8.02016	0.287703	24.5239	0.344657	30.6847	0.170038	14.2616	0.428023	36.1057
0.101326	8.01078	0.0158786	1.21769	0.100459	8.01183	0.288932	22.8166	0.3461	28.453	0.17438	13.5657	0.429428	33.5847
0.108663	8.00144	0.0177666	1.27162	0.1078	8.00259	0.290222	21.3478	0.347683	26.5496	0.178913	12.9777	0.430931	31.4133
0.115968	7.99113	0.019697	1.32165	0.115109	7.99239	0.291568	20.0712	0.349409	24.9092	0.183623	12.4762	0.432531	29.5247
0.123238	7.97976	0.0216628	1.36803	0.122383	7.98116	0.292967	18.952	0.351281	23.4829	0.188493	12.0446	0.434226	27.8681
0.130468	7.96726	0.0236582	1.41102	0.129618	7.96879	0.294416	17.9631	0.353303	22.2333	0.19351	11.6704	0.436014	26.404
0.137653	7.95351	0.0256783	1.45088	0.136809	7.9552	0.295914	17.0834	0.355477	21.1312	0.198662	11.3437	0.437894	25.1015
0.144788	7.93842	0.0274553	1.48324	0.14395	7.94028	0.297461	16.2962	0.357804	20.1533	0.203937	11.0567	0.439862	23.936
0.151867	7.92185	0.0289804	1.5092	0.151035	7.92388	0.299057	15.588	0.360286	19.2813	0.209323	10.803	0.441918	22.8875
0.158882	7.90366	0.0302478	1.52961	0.158058	7.90589	0.300707	14.948	0.362922	18.4999	0.214812	10.5777	0.44406	21.9397
0.165825	7.88367	0.0312533	1.5451	0.16501	7.88613	0.302414	14.3675	0.365713	17.7969	0.220393	10.3765	0.446284	21.0793
0.172688	7.86172	0.0319944	1.55615	0.171883	7.86442	0.304184	13.839	0.368656	17.162	0.226059	10.196	0.44859	20.2951
0.179461	7.8376	0.0324695	1.56306	0.178667	7.84057	0.306026	13.3566	0.37175	16.5867	0.231801	10.0333	0.450974	19.5777
0.186131	7.81109	0.0331533	1.5728	0.18535	7.81435	0.307949	12.9154	0.374992	16.0636	0.237612	9.88617	0.453435	18.9193
0.192687	7.78195	0.0338978	1.58313	0.19192	7.78553	0.309967	12.5111	0.378379	15.5866	0.243486	9.7525	0.455971	18.3132
0.199114	7.7499	0.0349121	1.59675	0.198363	7.75384	0.312092	12.1403	0.381908	15.1505	0.249415	9.6306	0.458579	17.7536
0.205397	7.71467	0.0361974	1.61331	0.204664	7.719	0.314339	11.8001	0.385574	14.7507	0.255395	9.51903	0.461257	17.2356
0.211518	7.67597	0.0377552	1.63238	0.210805	7.68073	0.316727	11.488	0.389373	14.3834	0.261419	9.41655	0.464003	16.7549
0.21746	7.63352	0.0395866	1.65352	0.21677	7.63873	0.319274	11.2018	0.393301	14.0451	0.267482	9.32209	0.466814	16.3078
0.223205	7.58703	0.0416923	1.67624	0.222538	7.59273	0.321999	10.9398	0.397354	13.7329	0.273579	9.23472	0.469689	15.891
0.228733	7.53627	0.0438016	1.69746	0.228093	7.54248	0.324921	10.7004	0.401526	13.4442	0.279705	9.15364	0.472625	15.5017
0.234027	7.48103	0.0459133	1.71729	0.233415	7.48778	0.32806	10.4821	0.405813	13.1767	0.285856	9.07815	0.475621	15.1374
0.23907	7.42121	0.0480269	1.73585	0.238488	7.42851	0.331432	10.2837	0.410211	12.9284	0.292028	9.00762	0.478674	14.7958
0.243848	7.35678	0.0501416	1.75325	0.242695	7.37309	0.335052	10.1039	0.414715	12.6975	0.298216	8.94152	0.481781	14.475
0.248353	7.28782	0.052257	1.76957	0.246119	7.32311	0.33893	9.94157	0.41932	12.4824	0.304415	8.87936	0.484943	14.1732
0.252577	7.21456	0.0543727	1.7849	0.248834	7.27992	0.343073	9.7954	0.424023	12.2818	0.310623	8.82072	0.488155	13.8889
0.256523	7.1373	0.0564883	1.79932	0.250906	7.24463	0.347482	9.66419	0.428819	12.0943	0.316835	8.76522	0.491417	13.6207
