Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3		Asym4	
489  Points		496  Points		339  Points		188  Points		164  Points		434  Points		231  Points		168  Points		140  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.000190502	5.88963	0.000485509	0.203128	0.279509	1244.14	0.330979	385.964	0.559019	1731.16	0.139824	193.547	0.419264	1893.01	0.661874	1198.88	0.698771	13642.9
0.00567697	5.88872	0.000933115	0.280901	0.279521	241.726	0.331123	185.064	0.559054	445.599	0.140118	84.7084	0.4193	363.604	0.661893	446.088	0.698796	710.943
0.0111626	5.88825	0.00151998	0.357344	0.27955	133.881	0.331368	121.785	0.559129	255.741	0.140641	54.3895	0.419384	201.156	0.661928	274.037	0.698865	365.017
0.0166461	5.88737	0.00224084	0.432157	0.279595	92.5888	0.331715	90.8155	0.559244	179.36	0.14139	40.1959	0.419516	139.071	0.66198	197.773	0.698979	245.574
0.0221267	5.88614	0.00308925	0.505032	0.279657	70.7735	0.332161	72.456	0.559399	138.134	0.142358	31.9962	0.419696	106.299	0.662048	154.726	0.699136	185.055
0.0276035	5.88457	0.00405846	0.57578	0.279737	57.2864	0.332707	60.3166	0.559596	112.337	0.14354	26.6758	0.419925	86.051	0.662135	127.076	0.699338	148.489
0.0330752	5.88264	0.00514085	0.64419	0.279836	48.1245	0.333352	51.7008	0.559832	94.6768	0.144928	22.9586	0.420201	72.3033	0.662238	107.817	0.699584	124.009
0.0385411	5.88035	0.00632881	0.710142	0.279954	41.496	0.334094	45.2738	0.560109	81.83	0.146515	20.2248	0.420526	62.3616	0.662359	93.6337	0.699874	106.476
0.0439999	5.8777	0.00761435	0.773524	0.280092	36.4788	0.334932	40.2994	0.560426	72.0668	0.148291	18.1373	0.420897	54.8398	0.662499	82.754	0.700207	93.3015
0.0494505	5.87465	0.00898972	0.83428	0.280252	32.55	0.335866	36.3381	0.560782	64.3973	0.150247	16.4967	0.421317	48.952	0.662656	74.1448	0.700583	83.0422
0.0548918	5.87123	0.0104473	0.892386	0.280435	29.3908	0.336893	33.1115	0.561179	58.2144	0.152374	15.1776	0.421783	44.2193	0.662833	67.1629	0.701002	74.8281
0.0603226	5.86739	0.0119797	0.947848	0.280642	26.796	0.338013	30.4346	0.561616	53.1252	0.154662	14.0973	0.422296	40.3334	0.663028	61.3874	0.701463	68.1041
0.0657416	5.86315	0.0135799	1.00069	0.280875	24.6273	0.339223	28.1796	0.562092	48.8638	0.157103	13.1989	0.422856	37.0867	0.663243	56.5308	0.701967	62.4995
0.0711475	5.85847	0.0152413	1.05097	0.281134	22.7885	0.340523	26.2555	0.562608	45.2441	0.159687	12.442	0.423462	34.3342	0.663478	52.3904	0.702512	57.7569
0.0765389	5.85335	0.0169578	1.09874	0.281423	21.21	0.341911	24.5957	0.563164	42.132	0.162405	11.7974	0.424114	31.9719	0.663734	48.819	0.703099	53.6924
0.0819142	5.84777	0.0187237	1.14409	0.281742	19.8408	0.343385	23.1501	0.563758	39.4282	0.165249	11.243	0.424811	29.9228	0.66401	45.7071	0.703727	50.1707
0.0872719	5.8417	0.0205337	1.18711	0.282092	18.6424	0.344944	21.8808	0.564392	37.0578	0.16821	10.7623	0.425554	28.1291	0.664308	42.9717	0.704395	47.0904
0.0926102	5.83512	0.022383	1.22788	0.282478	17.5851	0.346586	20.7582	0.565065	34.9631	0.171281	10.3423	0.426342	26.5463	0.664628	40.5486	0.705103	44.3739
0.0979273	5.82801	0.0242672	1.26651	0.282899	16.6458	0.348309	19.7588	0.565776	33.099	0.174455	9.9729	0.427173	25.1397	0.66497	38.3874	0.70585	41.9606
0.103221	5.82035	0.0261824	1.3031	0.283358	15.8063	0.350113	18.8641	0.566526	31.4298	0.177725	9.64606	0.428049	23.8818	0.665335	36.4481	0.706637	39.8029
0.10849	5.8121	0.028125	1.33775	0.283857	15.0519	0.351995	18.0589	0.567314	29.9266	0.181084	9.3553	0.428968	22.7504	0.665723	34.6984	0.707463	37.8624
0.113731	5.80323	0.0300917	1.37056	0.284399	14.3707	0.353953	17.331	0.56814	28.5662	0.184527	9.09534	0.42993	21.7278	0.666136	33.112	0.708327	36.1081
0.118943	5.7937	0.0320797	1.40163	0.284986	13.7529	0.355987	16.6701	0.569004	27.3294	0.188046	8.86187	0.430935	20.7993	0.666573	31.6671	0.709228	34.5148
0.124121	5.78348	0.0340864	1.43105	0.285622	13.1905	0.358095	16.0678	0.569905	26.2002	0.191638	8.65128	0.431982	19.9526	0.667035	30.3459	0.710168	33.0615
0.129264	5.77253	0.0361094	1.45891	0.286307	12.6767	0.360275	15.5169	0.570844	25.1655	0.195297	8.46061	0.43307	19.1775	0.667522	29.1332	0.711144	31.7306
0.134369	5.76081	0.0381466	1.48531	0.287046	12.2059	0.362526	15.0115	0.57182	24.214	0.199018	8.28732	0.4342	18.4657	0.668035	28.0164	0.712156	30.5076
0.139432	5.74826	0.0399321	1.50719	0.287843	11.7733	0.364846	14.5464	0.572832	23.3362	0.202798	8.1293	0.43537	17.8098	0.668575	26.9846	0.713205	29.3799
0.14445	5.73483	0.0414609	1.52505	0.288699	11.3749	0.367234	14.1172	0.573882	22.524	0.20663	7.98473	0.43658	17.2036	0.669142	26.0287	0.71429	28.337
