Sym0		Asym0		Sym1		Sym2		Asym1		Asym2	
476  Points		492  Points		476  Points		246  Points		403  Points		135  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.0078354	8.75401	0.00015981	0.1423	0.00632791	8.75409	0.279509	10151.7	0.139755	3140.56	0.419305	563.893
0.0159898	8.75308	0.000531838	0.258834	0.0144828	8.75332	0.279588	291.471	0.140023	143.438	0.419478	250.392
0.0241408	8.75156	0.00111316	0.372738	0.0226345	8.75189	0.279815	147.978	0.140779	73.7878	0.419785	161.023
0.0322865	8.74937	0.00189266	0.48305	0.0307814	8.74983	0.280189	99.2657	0.142012	50.0115	0.420224	118.752
0.0404251	8.74654	0.00285614	0.588916	0.0389214	8.74711	0.280707	74.7692	0.143708	38.1058	0.420795	94.1298
0.0485547	8.74302	0.00398766	0.689725	0.0470528	8.74372	0.281365	60.0437	0.145847	31.0116	0.421497	78.0253
0.0566732	8.73881	0.0052702	0.785047	0.0551736	8.73965	0.282159	50.2267	0.148407	26.3381	0.42233	66.6793
0.0647785	8.73387	0.00668633	0.874611	0.0632815	8.73485	0.283082	43.2225	0.151362	23.0511	0.423292	58.261
0.0728682	8.72816	0.0082194	0.958351	0.0713742	8.72928	0.284127	37.9793	0.154686	20.6302	0.424383	51.772
0.0809396	8.72164	0.00985343	1.0363	0.0794492	8.72291	0.285287	33.9112	0.158353	18.7851	0.425599	46.6214
0.0889903	8.71427	0.0115739	1.10861	0.0875039	8.7157	0.286555	30.6657	0.162337	17.341	0.426941	42.4371
0.0970168	8.70597	0.0133676	1.17552	0.0955352	8.70758	0.287921	28.0183	0.16661	16.1865	0.428405	38.9734
0.105016	8.69669	0.0152229	1.2373	0.10354	8.69849	0.289376	25.819	0.17115	15.2474	0.429991	36.0612
0.112984	8.68635	0.0171297	1.29427	0.111514	8.68834	0.290911	23.9639	0.175933	14.4723	0.431696	33.5803
0.120917	8.67485	0.0190791	1.34675	0.119454	8.67706	0.292519	22.3788	0.180937	13.8244	0.433518	31.4432
0.12881	8.66209	0.0210634	1.39507	0.127354	8.66455	0.294191	21.0092	0.186144	13.2771	0.435455	29.5845
0.136657	8.64796	0.0230766	1.43957	0.13521	8.65068	0.29592	19.8143	0.191534	12.8102	0.437504	27.9542
0.144452	8.63231	0.02485	1.47547	0.143015	8.63533	0.2977	18.763	0.197091	12.4087	0.439663	26.5138
0.152189	8.615	0.0263735	1.50412	0.150764	8.61833	0.299527	17.8311	0.202799	12.0606	0.441929	25.2327
0.159859	8.59584	0.0276402	1.52653	0.158447	8.59953	0.3014	16.9997	0.208645	11.7568	0.444299	24.0868
0.167454	8.57463	0.0286456	1.54348	0.166056	8.57872	0.303319	16.2538	0.214614	11.49	0.446772	23.0562
0.174962	8.55113	0.0293868	1.55553	0.173581	8.55566	0.305286	15.5813	0.220697	11.2542	0.449344	22.1252
0.182372	8.52509	0.0298619	1.56306	0.18101	8.53011	0.307308	14.9725	0.226881	11.0448	0.452012	21.2803
0.18967	8.49621	0.030546	1.57365	0.18833	8.50177	0.309393	14.4195	0.233156	10.8579	0.454773	20.5106
0.19684	8.46414	0.0312907	1.58485	0.195525	8.47032	0.311552	13.9159	0.239514	10.6901	0.457625	19.8069
