Sym0		Asym0		Sym1		Sym2		Asym1	
474  Points		491  Points		474  Points		219  Points		395  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.00570047	9.77904	0.0004969	0.647358	0.00173053	9.78001	0.279512	0.154165	0.139767	0.461693
0.0148116	9.77725	0.00110004	0.76488	0.0108425	9.77863	0.279656	0.265615	0.140198	0.784268
0.0239193	9.77238	0.00192217	0.990298	0.0199519	9.77477	0.280007	0.486954	0.141229	1.42123
0.0330213	9.76513	0.00294535	1.19504	0.0290567	9.7686	0.280563	0.704266	0.142846	2.03773
0.0421155	9.75548	0.004149	1.37718	0.0381546	9.75998	0.281319	0.91572	0.145026	2.6265
0.0511996	9.74312	0.00551157	1.53638	0.0472434	9.74883	0.28227	1.11956	0.14774	3.18214
0.0602708	9.728	0.00701187	1.67329	0.0563205	9.73495	0.283406	1.31404	0.150956	3.7011
0.0693266	9.70993	0.00862956	1.78934	0.0653834	9.71818	0.284718	1.4974	0.154637	4.18151
0.0783641	9.68849	0.0103461	1.88646	0.0744293	9.69826	0.286196	1.66812	0.158747	4.62305
0.0873801	9.66343	0.0121448	1.96681	0.083455	9.67483	0.287826	1.82485	0.163251	5.02652
0.0963709	9.63432	0.0140111	2.03266	0.0924573	9.64753	0.289596	1.96633	0.168114	5.39351
0.105333	9.60063	0.0159324	2.08614	0.101432	9.61591	0.291491	2.09168	0.173301	5.72619
0.114261	9.56183	0.0178984	2.12916	0.110375	9.57942	0.293494	2.2005	0.178784	6.02696
0.12315	9.51718	0.0198999	2.16364	0.119282	9.53741	0.295591	2.29284	0.184532	6.29824
0.131995	9.46581	0.0216674	2.18791	0.128147	9.48906	0.297766	2.36948	0.19052	6.54263
0.140788	9.40666	0.0231881	2.20485	0.136964	9.43346	0.300006	2.43201	0.196724	6.76247
0.149523	9.33854	0.0244537	2.21661	0.145726	9.36941	0.302298	2.48272	0.203121	6.96002
0.15819	9.26	0.0254587	2.22476	0.154423	9.2956	0.304632	2.52491	0.209693	7.13735
0.166778	9.16929	0.0261999	2.23006	0.163047	9.21045	0.307003	2.56276	0.216421	7.29632
0.175276	9.06426	0.0266752	2.23311	0.171586	9.11192	0.309408	2.60112	0.223289	7.43869
0.183668	8.94252	0.0273594	2.23731	0.180026	8.99777	0.31185	2.64532	0.230282	7.56597
0.191939	8.80129	0.0281047	2.24142	0.188352	8.86543	0.314337	2.70119	0.237387	7.67946
0.200069	8.63734	0.0291201	2.24625	0.196546	8.71178	0.316883	2.77478	0.244592	7.7804
0.208034	8.44705	0.0304074	2.25162	0.204585	8.53339	0.319508	2.87207	0.251885	7.86984
0.215809	8.22674	0.0319678	2.25682	0.212447	8.32668	0.322235	2.99892	0.259256	7.94867
0.223364	7.97281	0.0338023	2.26154	0.220101	8.0878	0.325096	3.16069	0.266696	8.01779
0.230665	7.68196	0.0359116	2.2655	0.227517	7.81335	0.328125	3.362	0.274197	8.07779
0.237678	7.35222	0.0380238	2.26815	0.234661	7.50072	0.33136	3.60619	0.281748	8.12925
0.244365	6.98351	0.040138	2.26976	0.241494	7.14882	0.334844	3.89468	0.289345	8.17277
0.250691	6.57846	0.0422533	2.2706	0.247982	6.75908	0.338618	4.22617	0.296978	8.20876
0.256623	6.14293	0.044369	2.27088	0.254089	6.33592	0.342719	4.59609	0.304641	8.23753
0.262138	5.68619	0.0464848	2.27061	0.259788	5.88709	0.347182	4.99647	0.312327	8.25932
0.267219	5.22022	0.0486001	2.27004	0.265059	5.42353	0.35203	5.41599	0.320031	8.27442
0.271865	4.75807	0.0507148	2.26921	0.269894	4.95807	0.357274	5.84137	0.327746	8.283
0.276085	4.31246	0.0528285	2.26817	0.274298	4.50379	0.362914	6.25911	0.335465	8.28508
0.279901	3.89396	0.0549412	2.26706	0.278286	4.07241	0.368937	6.65712	0.343184	8.28068
0.283341	3.50995	0.0570529	2.26585	0.281886	3.67269	0.375319	7.02614	0.350896	8.26988
0.286441	3.16447	0.0591634	2.26458	0.28513	3.31013	0.38203	7.36025	0.358594	8.25262
0.289238	2.85847	0.0612727	2.26329	0.288054	2.98698	0.389034	7.65677	0.366273	8.22871
0.291768	2.59078	0.0633808	2.26202	0.290696	2.70285	0.396297	7.91575	0.373927	8.19803
0.294065	2.35863	0.0654877	2.26077	0.293091	2.45488	0.403784	8.13898	0.38155	8.1604
0.296163	2.15844	0.0675935	2.25951	0.295002	2.26587	0.411463	8.32939	0.389133	8.11562
0.298087	1.98656	0.0696981	2.25834	0.296518	2.12331	0.419305	8.4904	0.396672	8.06333
