Sym0		Asym0		Sym1		Sym2		Asym1		Asym2	
477  Points		492  Points		478  Points		254  Points		405  Points		142  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.00661628	8.4094	0.000446616	0.56979	0.00323223	8.4102	0.279558	0.191161	0.139778	0.399807	0.419266	0.0964855
0.0144513	8.40775	0.000977487	0.673613	0.011068	8.40897	0.279736	0.260299	0.14015	0.640979	0.419356	0.161617
0.0222832	8.40359	0.00170182	0.874632	0.0189014	8.40559	0.280043	0.397398	0.140972	1.11811	0.419567	0.291752
0.0301104	8.39761	0.00260727	1.06134	0.0267309	8.40043	0.280476	0.531703	0.142234	1.58245	0.4199	0.421505
0.0379312	8.38976	0.00367951	1.23202	0.0345547	8.39341	0.281033	0.662252	0.143921	2.02964	0.420353	0.550712
0.0457438	8.37992	0.004903	1.3858	0.0423711	8.38443	0.28171	0.788145	0.146016	2.45615	0.420926	0.679196
0.0535463	8.36801	0.0062618	1.52257	0.0501782	8.37342	0.282502	0.908608	0.148498	2.85945	0.421618	0.806818
0.0613367	8.35392	0.00774014	1.64273	0.057974	8.36027	0.283403	1.0229	0.151344	3.23789	0.422429	0.933448
0.0691129	8.33739	0.00932285	1.74727	0.0657566	8.34481	0.284408	1.13041	0.154531	3.59076	0.423358	1.0589
0.0768725	8.31831	0.010996	1.83733	0.0735237	8.32685	0.28551	1.23074	0.158035	3.91814	0.424403	1.18302
0.0846131	8.29642	0.0127465	1.91426	0.0812728	8.30624	0.286701	1.32357	0.161832	4.22045	0.425562	1.30566
0.092332	8.27146	0.014563	1.97955	0.0890014	8.28267	0.287976	1.40876	0.165899	4.49871	0.426835	1.42671
0.100026	8.24314	0.0164352	2.03448	0.0967066	8.25581	0.289326	1.48649	0.170215	4.75413	0.428221	1.54605
0.107692	8.21105	0.018354	2.0804	0.104385	8.22539	0.290746	1.5572	0.174758	4.98803	0.429716	1.66353
0.115326	8.17477	0.0203118	2.11863	0.112034	8.19099	0.292228	1.6215	0.17951	5.20191	0.431321	1.77902
0.122925	8.13378	0.0223019	2.1502	0.119648	8.15207	0.293767	1.68037	0.184451	5.39719	0.433031	1.89246
0.130483	8.08747	0.0243185	2.17626	0.127224	8.10814	0.295359	1.73506	0.189567	5.57529	0.434847	2.00368
0.137995	8.0352	0.0260937	2.19512	0.134757	8.05858	0.297001	1.787	0.19484	5.73761	0.436765	2.11261
0.145456	7.97621	0.0276181	2.20864	0.142241	8.00261	0.298689	1.83802	0.200258	5.88537	0.438784	2.21919
0.152858	7.90951	0.0288851	2.21837	0.149669	7.9393	0.300425	1.89016	0.205807	6.01968	0.4409	2.32331
0.160194	7.83405	0.0298906	2.22503	0.157035	7.86776	0.302211	1.94553	0.211475	6.14175	0.443113	2.42491
0.167456	7.74867	0.0306317	2.22968	0.16433	7.78686	0.304051	2.00638	0.217251	6.25252	0.445419	2.52395
0.174633	7.65197	0.0311069	2.23239	0.171544	7.69523	0.30595	2.07534	0.223126	6.35283	0.447816	2.62031
0.181714	7.54243	0.0317908	2.23586	0.178669	7.59143	0.307918	2.15483	0.229089	6.44352	0.450301	2.71399
0.188687	7.41841	0.0325354	2.23957	0.18569	7.47384	0.309965	2.24745	0.235133	6.52535	0.452873	2.80497
0.195538	7.27804	0.03355	2.24402	0.192595	7.34078	0.312106	2.35579	0.241249	6.59895	0.455528	2.89317
0.202249	7.11955	0.0348358	2.24889	0.199369	7.19036	0.314355	2.4823	0.247429	6.66483	0.458264	2.97861
0.208804	6.94113	0.0363942	2.25387	0.205994	7.02071	0.316731	2.62934	0.253668	6.72357	0.461079	3.06132
0.215183	6.74117	0.0382263	2.25861	0.212451	6.83024	0.319255	2.79883	0.259958	6.77564	0.463969	3.14118
0.221366	6.51851	0.0403328	2.26282	0.218721	6.61752	0.321947	2.9922	0.266293	6.82142	0.466932	3.21829
0.22733	6.27263	0.0424428	2.26591	0.224782	6.38165	0.32483	3.2102	0.272669	6.86119	0.469966	3.29266
0.233054	6.00404	0.0445551	2.26812	0.230613	6.12275	0.327928	3.45241	0.279078	6.89533	0.473067	3.3643
0.238518	5.71433	0.0466692	2.26959	0.236191	5.84188	0.331263	3.71709	0.285517	6.92412	0.476235	3.43329
0.243702	5.40665	0.0487842	2.27039	0.241498	5.54148	0.334855	4.00124	0.291981	6.94773	0.479465	3.49965
0.248592	5.0855	0.0508998	2.27076	0.246517	5.2255	0.338719	4.30015	0.298464	6.9663	0.482756	3.56345
0.253178	4.75653	0.0530156	2.27073	0.251236	4.89913	0.342868	4.60808	0.304962	6.98	0.486105	3.62477
0.257456	4.42614	0.055131	2.27038	0.255646	4.56849	0.347306	4.91853	0.31147	6.98902	0.48951	3.68376
0.261426	4.10094	0.0572462	2.26984	0.259238	4.28169	0.352033	5.22469	0.317985	6.99345	0.492969	3.74051
0.265097	3.78717	0.0593606	2.26906	0.262118	4.04152	0.357041	5.52033	0.324502	6.99321	0.49648	3.79513
0.268483	3.4898	0.0614743	2.26815	0.264375	3.84788	0.362319	5.80025	0.331016	6.98841	0.500041	3.84773
0.2716	3.21271	0.0635871	2.26719	0.266082	3.69882	0.36785	6.06045	0.337524	6.97912	0.50365	3.89853
0.274469	2.95832	0.065699	2.26616	0.267295	3.59195	0.373612	6.29851	0.344021	6.96521	0.507306	3.94776
0.277113	2.72756	0.0678098	2.26505	0.268052	3.52486	0.379586	6.5133	0.350503	6.9467	0.511006	3.99554
0.279552	2.52042	0.0699196	2.26395	0.269117	3.43046	0.385749	6.70469	0.356965	6.92352	0.514751	4.04208
0.281809	2.33596	0.0720284	2.26282	0.270241	3.33066	0.39208	6.87353	0.363404	6.89554	0.518538	4.08772
0.283905	2.17271	0.0741361	2.26166	0.271718	3.19954	0.398557	7.02115	0.369814	6.86273	0.522368	4.13263
0.285858	2.02895	0.0762428	2.26057	0.273503	3.04155	0.405163	7.1491	0.376192	6.82494	0.526239	4.17711
0.287685	1.90278	0.0783485	2.25948	0.275544	2.86249	0.411879	7.25917	0.382532	6.78202	0.530151	4.22155
0.289403	1.79232	0.0804531	2.25838	0.277786	2.66925	0.418689	7.35313	0.388829	6.7339	0.534105	4.26618
0.291025	1.69575	0.0825567	2.25736	0.280174	2.46878	0.425581	7.43257	0.39508	6.68044	0.538101	4.31128
0.292563	1.61145	0.0846594	2.25637	0.282386	2.29013	0.432539	7.49908	0.401278	6.62142	0.542139	4.35725
0.294028	1.53793	0.0867612	2.2554	0.284442	2.13233	0.439554	7.55397	0.407418	6.55677	0.54622	4.40443
0.295429	1.47386	0.0888621	2.25444	0.286359	1.99348	0.446615	7.59842	0.413496	6.48635	0.550346	4.45315
0.296774	1.41802	0.0909621	2.25356	0.288156	1.87168	0.453713	7.63354	0.419505	6.41005	0.554518	4.50373
0.298071	1.36939	0.0930614	2.25267	0.289847	1.76512	0.460839	7.66022	0.42544	6.32775	0.558738	4.55647
0.299326	1.32714	0.0951597	2.25183	0.291445	1.67203	0.467987	7.67915	0.431296	6.23948	0.563009	4.61163
0.300544	1.2904	0.0972574	2.25108	0.292963	1.59077	0.475149	7.69101	0.437067	6.14527	0.567332	4.66944
0.301731	1.25851	0.0993544	2.2503	0.29441	1.51989	0.482318	7.69642	0.442747	6.04502	0.57171	4.73013
0.302889	1.23092	0.101451	2.24955	0.295795	1.45812	0.48949	7.69581	0.448331	5.93894	0.576146	4.79386
0.304024	1.2071	0.103546	2.24888	0.297127	1.40431	0.496659	7.68954	0.453813	5.82726	0.580642	4.86069
0.305139	1.18662	0.105641	2.24821	0.298412	1.35748	0.503819	7.67796	0.459189	5.71011	0.585203	4.93055
0.306235	1.16909	0.107735	2.24755	0.299656	1.31675	0.510966	7.6613	0.464453	5.58787	0.58983	5.0034
0.307317	1.15418	0.109829	2.24696	0.300865	1.28137	0.518095	7.63986	0.469602	5.46101	0.594526	5.07907
0.308386	1.14156	0.111922	2.24641	0.302044	1.25071	0.525202	7.61382	0.474629	5.32991	0.599294	5.15733
0.309444	1.13099	0.114015	2.24584	0.303196	1.22421	0.532282	7.58335	0.479533	5.19521	0.604136	5.23781
0.310494	1.12229	0.116107	2.2453	0.304325	1.20133	0.539332	7.54855	0.48431	5.0575	0.609054	5.32011
0.311536	1.11521	0.118199	2.24481	0.305434	1.18165	0.546348	7.50957	0.488957	4.91744	0.61405	5.40379
0.312572	1.10963	0.12029	2.24431	0.306527	1.16482	0.553326	7.46654	0.493473	4.77581	0.619124	5.48831
0.313603	1.10534	0.122381	2.24388	0.307605	1.15054	0.560261	7.41953	0.497857	4.63324	0.624277	5.57311
0.314631	1.1022	0.124471	2.24344	0.308671	1.13853	0.567151	7.36871	0.501568	4.50884	0.629509	5.65762
0.315657	1.10016	0.126561	2.243	0.309726	1.1285	0.573992	7.31418	0.504652	4.40304	0.634819	5.74122
0.316681	1.09908	0.128651	2.2426	0.310774	1.12023	0.58078	7.25594	0.507147	4.31592	0.640207	5.82339
0.317705	1.09883	0.13074	2.24222	0.311814	1.11356	0.587513	7.19417	0.509084	4.24729	0.64567	5.90359
0.318729	1.09935	0.132829	2.24184	0.312849	1.10836	0.594186	7.12901	0.510489	4.19725	0.651207	5.98128
0.319754	1.10062	0.134918	2.24147	0.313879	1.10437	0.600797	7.0605	0.51138	4.16535	0.656816	6.05604
0.32078	1.10249	0.137006	2.24118	0.314907	1.10157	0.607342	6.98882	0.512648	4.11958	0.662492	6.12747
0.321808	1.10491	0.139094	2.24084	0.315932	1.0998	0.61382	6.91402	0.51401	4.07021	0.668234	6.19525
0.322839	1.10786	0.141181	2.2405	0.316956	1.09892	0.620226	6.83625	0.515837	4.00352	0.674036	6.25912
0.323872	1.11126	0.143269	2.24025	0.31798	1.09892	0.626558	6.75573	0.518104	3.9202	0.679897	6.31881
0.324909	1.11513	0.145356	2.23998	0.319004	1.09965	0.632814	6.67246	0.520783	3.82109	0.685811	6.37418
0.32595	1.11935	0.147443	2.23966	0.320029	1.10104	0.638992	6.58664	0.523839	3.70715	0.691774	6.42515
0.326995	1.12391	0.149529	2.23939	0.321055	1.10305	0.645088	6.49842	0.527232	3.57984	0.697783	6.47166
0.328045	1.12879	0.151616	2.23915	0.322084	1.10567	0.651101	6.40797	0.530509	3.45656	0.703834	6.51361
0.329099	1.13393	0.153702	2.23891	0.323116	1.10874	0.657028	6.31539	0.533673	3.33761	0.709921	6.55109
0.330157	1.13938	0.155788	2.23869	0.32415	1.11225	0.662869	6.22091	0.536729	3.22313	0.716041	6.58408
0.331222	1.14499	0.157873	2.23847	0.325188	1.11624	0.66862	6.12468	0.539679	3.11326	0.722189	6.61264
0.332291	1.15081	0.159959	2.23825	0.32623	1.12054	0.674282	6.02677	0.54253	3.00805	0.728363	6.63686
0.333366	1.15688	0.162044	2.23802	0.327276	1.12518	0.679851	5.92748	0.545284	2.90755	0.734557	6.65682
0.334447	1.16309	0.164129	2.23784	0.328327	1.13014	0.685327	5.82698	0.547948	2.8117	0.740767	6.67256
0.335533	1.16943	0.166214	2.23764	0.329382	1.13536	0.690709	5.72537	0.550524	2.72042	0.74699	6.6842
0.336626	1.17589	0.168299	2.23743	0.330442	1.14087	0.695995	5.62293	0.553017	2.63365	0.753222	6.69188
0.337725	1.1825	0.170383	2.23729	0.331508	1.14655	0.701186	5.51985	0.555431	2.5513	0.75946	6.69559
0.338829	1.18919	0.172468	2.23711	0.332579	1.15243	0.706281	5.41624	0.557771	2.47314	0.765699	6.69553
0.33994	1.196	0.174552	2.23691	0.333655	1.15852	0.711279	5.31236	0.56004	2.39905	0.771936	6.69176
0.341058	1.20287	0.176636	2.23677	0.334738	1.16475	0.715555	5.22178	0.562241	2.32893	0.778168	6.68428
0.342182	1.20979	0.17872	2.23663	0.335826	1.17116	0.719143	5.14464	0.564379	2.2626	0.784392	6.67329
0.343167	1.21593	0.180804	2.23645	0.33692	1.17767	0.722069	5.08092	0.566457	2.19985	0.790603	6.65884
0.34401	1.22113	0.182887	2.23632	0.33802	1.18429	0.724357	5.03061	0.568479	2.14049	0.7968	6.64101
0.34471	1.22552	0.184971	2.23618	0.339127	1.191	0.726024	4.99361	0.570446	2.08445	0.802978	6.61985
0.345265	1.22893	0.187054	2.23604	0.340239	1.1978	0.727085	4.96999	0.572363	2.03152	0.809135	6.5954
0.345675	1.23154	0.189137	2.2359	0.341359	1.20475	0.728602	4.93615	0.574231	1.98151	0.815268	6.56782
0.345937	1.2332	0.19122	2.23575	0.342484	1.21171	0.730238	4.89948	0.576055	1.93431	0.821373	6.53719
0.346315	1.23542	0.193303	2.23568	0.343617	1.2187	0.732444	4.84975	0.577836	1.88977	0.827449	6.50347
0.346727	1.23794	0.195386	2.23553	0.344755	1.22575	0.735202	4.78698	0.579576	1.84772	0.833492	6.46679
0.347288	1.24149	0.197469	2.23539	0.345901	1.23286	0.738489	4.71161	0.581279	1.80806	0.839499	6.42728
0.347999	1.24594	0.199552	2.23531	0.347053	1.24005	0.742278	4.62391	0.582945	1.77064	0.845468	6.38494
0.348864	1.25124	0.201634	2.2352	0.348211	1.24723	0.74654	4.52432	0.584578	1.73531	0.851397	6.33988
