Sym0		Asym0		Sym1		Sym2		Asym1		Asym2	
478  Points		491  Points		478  Points		260  Points		406  Points		146  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.00177317	8.23815	0.000651158	0.653172	0.00417087	8.23767	0.279517	0.113815	0.139884	0.593789	0.419265	0.0846746
0.00944861	8.23712	0.00125972	0.752562	0.0118459	8.23639	0.279623	0.178583	0.140437	0.823754	0.419344	0.146646
0.0171221	8.23417	0.00205347	0.944458	0.0195185	8.23293	0.27985	0.307191	0.141419	1.27781	0.419538	0.270524
0.0247921	8.22951	0.00301961	1.12185	0.027187	8.22768	0.280195	0.433668	0.142818	1.71798	0.419848	0.394136
0.0324569	8.22304	0.00414392	1.2835	0.0348499	8.22063	0.280658	0.557204	0.14462	2.14048	0.420272	0.517213
0.0401148	8.21473	0.00541127	1.42882	0.0425053	8.21173	0.281234	0.676908	0.146807	2.54244	0.420811	0.639661
0.0477642	8.20447	0.00680637	1.55788	0.0501515	8.20088	0.281919	0.792097	0.149358	2.92184	0.421464	0.761363
0.0554029	8.19216	0.00831422	1.67129	0.0577867	8.1879	0.28271	0.902065	0.152252	3.27738	0.42223	0.882087
0.0630294	8.17772	0.00992063	1.76992	0.0654088	8.17272	0.2836	1.0062	0.155465	3.6087	0.423108	1.00173
0.0706412	8.16093	0.0116123	1.85498	0.0730156	8.15516	0.284585	1.10411	0.158976	3.91604	0.424097	1.12018
0.0782364	8.14155	0.0133772	1.92783	0.080605	8.13499	0.285657	1.19547	0.162762	4.19995	0.425195	1.23731
0.0858121	8.11943	0.0152046	1.98968	0.0881743	8.11193	0.286812	1.28012	0.166802	4.4614	0.426402	1.35301
0.093366	8.09436	0.0170847	2.04188	0.0957207	8.08581	0.288043	1.3581	0.171075	4.70158	0.427716	1.46706
0.100895	8.06591	0.0190094	2.08572	0.103241	8.05628	0.289343	1.42968	0.175563	4.9218	0.429136	1.57944
0.108396	8.03377	0.0209712	2.12228	0.110733	8.02293	0.290707	1.49541	0.180247	5.12338	0.43066	1.69002
0.115865	7.99753	0.022964	2.15262	0.118191	7.9853	0.292129	1.55598	0.18511	5.30771	0.432285	1.79868
0.123298	7.95671	0.0249824	2.17771	0.125612	7.94292	0.293606	1.61238	0.190137	5.47604	0.434011	1.90534
0.130692	7.91072	0.0267585	2.19593	0.132992	7.89522	0.295134	1.66586	0.195314	5.62966	0.435836	2.00988
0.138039	7.85894	0.0282833	2.2091	0.140324	7.84144	0.29671	1.7178	0.200627	5.76971	0.437756	2.11226
0.145336	7.80059	0.0295505	2.21845	0.147604	7.78088	0.298335	1.76989	0.206065	5.89723	0.439772	2.21234
0.152575	7.7348	0.030556	2.22514	0.154823	7.71258	0.300008	1.82391	0.211616	6.01326	0.441879	2.31012
0.159749	7.66062	0.0312972	2.22954	0.161975	7.63553	0.301734	1.88186	0.21727	6.11869	0.444076	2.40556
0.16685	7.57688	0.0317723	2.23212	0.169051	7.54859	0.303515	1.9459	0.223018	6.21434	0.446361	2.49851
0.173867	7.48233	0.0324561	2.23576	0.176041	7.45036	0.30536	2.01816	0.22885	6.30097	0.448732	2.58898
0.180792	7.37556	0.0332007	2.23931	0.182934	7.33945	0.307276	2.10094	0.234759	6.37917	0.451186	2.67696
0.187611	7.25505	0.0342151	2.24358	0.189717	7.21431	0.309274	2.19649	0.240737	6.44959	0.45372	2.76241
0.194311	7.11912	0.0355007	2.24845	0.196377	7.07324	0.311369	2.3071	0.246777	6.51278	0.456333	2.84526
0.200877	6.96613	0.0370588	2.25348	0.202898	6.91459	0.313573	2.43499	0.252873	6.56914	0.459022	2.9255
0.207292	6.79448	0.0388905	2.25822	0.209262	6.7368	0.315906	2.58217	0.259018	6.61916	0.461784	3.00321
0.213537	6.60272	0.0409967	2.26242	0.215451	6.53856	0.318385	2.75032	0.265207	6.66325	0.464618	3.07835
0.219595	6.38985	0.0431063	2.26559	0.221446	6.31895	0.321031	2.94065	0.271434	6.70163	0.467521	3.15092
0.225444	6.15543	0.0452184	2.26783	0.227226	6.07777	0.323865	3.15367	0.277694	6.73458	0.47049	3.221
0.231065	5.89979	0.0473321	2.26935	0.232771	5.81581	0.326907	3.3889	0.283983	6.7624	0.473523	3.28856
0.236438	5.6245	0.0494471	2.27026	0.238063	5.53491	0.330179	3.6447	0.290295	6.78531	0.476617	3.35368
0.241546	5.33232	0.0515625	2.27068	0.243085	5.23817	0.333699	3.9181	0.296627	6.80343	0.479772	3.41645
0.246374	5.02715	0.0536782	2.27074	0.247823	4.93004	0.33748	4.20498	0.302973	6.8169	0.482984	3.47688
0.250913	4.71411	0.0557938	2.27048	0.251716	4.6562	0.341534	4.50004	0.309329	6.8259	0.486251	3.53511
0.255158	4.39893	0.057909	2.26998	0.254857	4.42168	0.345866	4.79735	0.315692	6.83041	0.489571	3.59123
0.25911	4.08769	0.0600237	2.26929	0.257332	4.22879	0.350474	5.0908	0.322057	6.83058	0.492942	3.64531
0.262775	3.78601	0.0621376	2.26847	0.259211	4.07809	0.355352	5.37469	0.32842	6.82637	0.496364	3.69759
0.266165	3.49878	0.0642507	2.26751	0.26055	3.96877	0.360489	5.64415	0.334777	6.8178	0.499832	3.7481
0.269295	3.22979	0.0663629	2.26648	0.261388	3.89961	0.365869	5.89552	0.341124	6.80492	0.503348	3.79703
0.272183	2.98143	0.0684741	2.26542	0.262567	3.80132	0.371474	6.12639	0.347457	6.78764	0.506908	3.84459
0.27485	2.75496	0.0705842	2.26434	0.263814	3.69644	0.377285	6.33551	0.353772	6.76592	0.510512	3.89099
0.277317	2.55062	0.0726934	2.26325	0.265455	3.55741	0.38328	6.52269	0.360065	6.73967	0.514158	3.93642
0.279603	2.3678	0.0748015	2.26212	0.267441	3.38756	0.389439	6.68852	0.366331	6.70887	0.517847	3.98105
0.281729	2.20526	0.0769086	2.261	0.269716	3.19223	0.395743	6.83414	0.372566	6.67333	0.521577	4.02526
0.283712	2.06147	0.0790147	2.25993	0.272218	2.97801	0.402174	6.96095	0.378766	6.63302	0.525347	4.06923
0.28557	1.93486	0.0811197	2.25889	0.274882	2.75233	0.408714	7.07052	0.384926	6.58778	0.529159	4.11323
0.287318	1.8236	0.0832239	2.25785	0.277346	2.54823	0.415349	7.16447	0.391042	6.5375	0.533012	4.15758
0.288968	1.72602	0.085327	2.25682	0.27963	2.36565	0.422065	7.24434	0.397108	6.48206	0.536906	4.20254
0.290534	1.64065	0.0874292	2.25583	0.281754	2.20335	0.428848	7.31152	0.40312	6.42134	0.540843	4.24845
0.292026	1.56594	0.0895305	2.25489	0.283736	2.05983	0.435689	7.36734	0.409073	6.35529	0.544823	4.2956
0.293452	1.50067	0.0916309	2.25398	0.285593	1.9334	0.442576	7.41293	0.414963	6.28368	0.548847	4.34434
0.294822	1.44367	0.0937305	2.25313	0.287339	1.82229	0.449502	7.44933	0.420782	6.20652	0.552918	4.39486
0.296142	1.3939	0.0958294	2.25226	0.288988	1.72494	0.456457	7.47737	0.426528	6.12383	0.557037	4.44742
0.297419	1.35054	0.0979274	2.25146	0.290553	1.63969	0.463435	7.49777	0.432194	6.03551	0.561205	4.50237
0.298659	1.31282	0.100025	2.25069	0.292044	1.56505	0.470429	7.51127	0.437774	5.94164	0.565426	4.55983
0.299866	1.27999	0.102121	2.24994	0.293469	1.4999	0.477432	7.51841	0.443265	5.84229	0.569702	4.61997
0.301044	1.25148	0.104217	2.24924	0.294839	1.44301	0.484438	7.51958	0.448661	5.73763	0.574035	4.68289
0.302198	1.22682	0.106313	2.24856	0.296158	1.39332	0.491443	7.51519	0.453957	5.62786	0.578428	4.7486
0.30333	1.20556	0.108407	2.24792	0.297435	1.35006	0.498442	7.5056	0.459148	5.51327	0.582884	4.8171
0.304444	1.18727	0.110501	2.24728	0.298674	1.31239	0.505429	7.49111	0.46423	5.39425	0.587404	4.88834
0.305542	1.17166	0.112595	2.2467	0.29988	1.2796	0.512401	7.47194	0.469199	5.27111	0.591992	4.96211
0.306627	1.15844	0.114688	2.24615	0.301058	1.25112	0.519352	7.44824	0.474052	5.14445	0.596651	5.03816
0.307701	1.14732	0.11678	2.24559	0.302212	1.22652	0.52628	7.42027	0.478785	5.01476	0.60138	5.11616
0.308765	1.13804	0.118872	2.24508	0.303344	1.20532	0.533179	7.38811	0.483397	4.88267	0.606184	5.19576
0.309822	1.13046	0.120964	2.24458	0.304458	1.1871	0.540047	7.35194	0.487314	4.76612	0.611062	5.27651
0.310872	1.12438	0.123055	2.2441	0.305556	1.17151	0.546879	7.31188	0.490578	4.66597	0.616016	5.35789
0.311917	1.11962	0.125145	2.24368	0.306641	1.15826	0.553672	7.26802	0.493225	4.58281	0.621046	5.4395
0.312958	1.11611	0.127236	2.24322	0.307714	1.14716	0.560422	7.22044	0.495284	4.51692	0.626152	5.52076
0.313996	1.11371	0.129325	2.2428	0.308778	1.13796	0.567126	7.1693	0.496778	4.46844	0.631333	5.6011
0.315033	1.11227	0.131415	2.24241	0.309835	1.13038	0.573781	7.1147	0.497727	4.43751	0.636589	5.68003
0.316069	1.11167	0.133504	2.24203	0.310885	1.12429	0.580384	7.0567	0.499078	4.39305	0.641917	5.75705
0.317105	1.11186	0.135593	2.24166	0.31193	1.1196	0.586931	6.9954	0.500532	4.34471	0.647317	5.83177
0.318141	1.11282	0.137681	2.24129	0.312971	1.11612	0.593419	6.93097	0.502483	4.27921	0.652784	5.90371
0.319178	1.11444	0.139769	2.24096	0.314009	1.11368	0.599846	6.86347	0.504909	4.19677	0.658318	5.97251
0.320218	1.1166	0.141857	2.24068	0.315046	1.1122	0.606208	6.79301	0.507779	4.09792	0.663913	6.0379
0.321259	1.11929	0.143944	2.24036	0.316082	1.11165	0.612504	6.71975	0.511059	3.98338	0.669569	6.09962
0.322303	1.12248	0.146031	2.24005	0.317117	1.11192	0.61873	6.64377	0.51471	3.85406	0.675279	6.15743
0.323351	1.12608	0.148118	2.23979	0.318154	1.11283	0.624884	6.5652	0.518241	3.72755	0.681042	6.21116
0.324401	1.13013	0.150205	2.23948	0.319191	1.11441	0.630963	6.48424	0.521656	3.60431	0.686853	6.26076
0.325456	1.13448	0.152291	2.23921	0.32023	1.11664	0.636966	6.40098	0.524957	3.48465	0.692708	6.30612
0.326515	1.13917	0.154377	2.239	0.321272	1.11932	0.642891	6.31553	0.528149	3.36882	0.698604	6.34725
0.327579	1.14416	0.156463	2.23875	0.322316	1.12253	0.648735	6.22806	0.531235	3.25704	0.704536	6.38412
0.328647	1.14936	0.158549	2.23848	0.323364	1.12615	0.654496	6.13873	0.534218	3.14944	0.7105	6.41675
0.329721	1.15486	0.160635	2.23827	0.324415	1.13016	0.660173	6.04768	0.537103	3.04612	0.716493	6.44519
0.330799	1.16059	0.16272	2.23809	0.325469	1.13454	0.665765	5.95507	0.539894	2.94719	0.72251	6.46946
0.331883	1.16649	0.164805	2.23786	0.326529	1.13923	0.67127	5.86105	0.542595	2.85261	0.728548	6.48967
0.332973	1.1725	0.16689	2.23763	0.327592	1.1442	0.676687	5.7658	0.54521	2.76232	0.734603	6.50591
0.334068	1.17872	0.168975	2.23748	0.328661	1.14948	0.682014	5.66948	0.547742	2.67627	0.740671	6.51826
