Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym3		Asym4	
483  Points		493  Points		483  Points		297  Points		154  Points		142  Points		419  Points		180  Points		140  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.0031695	7.00774	0.000530753	0.549619	0.00466118	7.00736	0.27952	0.0739853	0.333751	0.129504	0.559032	0.0797078	0.139786	0.324411	0.419273	0.0837425	0.667455	0.0124133
0.00969857	7.00674	0.00104283	0.636972	0.0111899	7.00622	0.279589	0.107117	0.333872	0.184245	0.559106	0.113238	0.140088	0.494783	0.419351	0.125351	0.667466	0.0205486
0.0162258	7.00406	0.00171768	0.807112	0.0177165	7.00328	0.27972	0.173112	0.334094	0.293903	0.559243	0.180283	0.140708	0.832534	0.419506	0.208502	0.667493	0.0369713
0.0227499	7.00009	0.00254679	0.967656	0.0242398	6.99902	0.279912	0.238379	0.334419	0.404087	0.559442	0.247209	0.141639	1.16307	0.419739	0.291455	0.667535	0.0537034
0.0292697	6.99479	0.0035208	1.1175	0.0307584	6.99336	0.280164	0.30263	0.334847	0.514959	0.559703	0.314045	0.142875	1.48385	0.420049	0.374156	0.667593	0.0709078
0.0357839	6.98799	0.00462914	1.25584	0.0372711	6.98621	0.280476	0.365652	0.335379	0.626694	0.560027	0.380702	0.144404	1.79275	0.420436	0.456503	0.667667	0.0886906
0.042291	6.97973	0.00586093	1.38231	0.0437764	6.97763	0.280845	0.427244	0.336015	0.739421	0.560413	0.447144	0.146216	2.0882	0.4209	0.538433	0.667758	0.107118
0.0487899	6.96996	0.00720492	1.49695	0.0502732	6.9675	0.281272	0.487293	0.336757	0.853181	0.56086	0.513452	0.148296	2.36901	0.42144	0.619895	0.667867	0.12632
0.0552788	6.95855	0.00865034	1.60005	0.0567596	6.95574	0.281753	0.545721	0.337605	0.968054	0.56137	0.57949	0.15063	2.63451	0.422055	0.700789	0.667994	0.146415
0.0617563	6.94546	0.0101864	1.69206	0.0632344	6.94224	0.282289	0.602445	0.338561	1.08406	0.56194	0.645208	0.153205	2.88433	0.422746	0.781058	0.66814	0.167488
0.0682209	6.93057	0.0118033	1.77368	0.0696957	6.92689	0.282876	0.657518	0.339625	1.20121	0.562572	0.710654	0.156005	3.11838	0.423511	0.860662	0.668306	0.189566
0.0746707	6.91374	0.0134915	1.84559	0.0761419	6.9096	0.283514	0.71105	0.340799	1.31937	0.563264	0.775774	0.159016	3.33704	0.424349	0.939525	0.668493	0.212628
0.0811039	6.89482	0.0152424	1.9087	0.082571	6.89018	0.284201	0.763107	0.342083	1.43849	0.564017	0.840535	0.162223	3.54077	0.425261	1.01756	0.668702	0.236779
0.0875184	6.87366	0.0170482	1.96381	0.088981	6.86848	0.284936	0.813975	0.343479	1.55846	0.564831	0.904872	0.165613	3.73013	0.426245	1.09476	0.668934	0.262084
0.0939122	6.8501	0.0189017	2.01168	0.0953696	6.84433	0.285718	0.863928	0.344987	1.679	0.565704	0.968801	0.169174	3.90582	0.427301	1.171	0.66919	0.28845
0.100283	6.82386	0.0207967	2.05309	0.101735	6.81757	0.286546	0.913297	0.346608	1.80003	0.566636	1.03235	0.172891	4.06859	0.428427	1.24627	0.669472	0.315915
0.106628	6.79475	0.0227274	2.08875	0.10726	6.79188	0.287419	0.962525	0.348342	1.92125	0.567627	1.09537	0.176755	4.21924	0.429623	1.32052	0.669779	0.344549
0.112944	6.76252	0.0246888	2.1194	0.111953	6.76815	0.288339	1.01205	0.350188	2.04241	0.568677	1.15789	0.180753	4.35851	0.430888	1.39363	0.670114	0.374279
0.119229	6.72684	0.0266767	2.14562	0.115821	6.74704	0.289305	1.0624	0.352147	2.16328	0.569785	1.21996	0.184877	4.48715	0.43222	1.46567	0.670477	0.4051
0.125479	6.68735	0.028687	2.1679	0.11887	6.7295	0.290319	1.11418	0.354219	2.28359	0.57095	1.28147	0.189115	4.60591	0.433619	1.53657	0.670869	0.437007
