Minima		Zeros		Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2	
8  Points		7  Points		481  Points		493  Points		481  Points		280  Points		143  Points		413  Points		163  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
				0.409672	2.85494	0.309353	2.13822	0.409625	2.85519	0.837424	5.82097			0.629059	4.37674	0.992267	6.89649
				0.411172	2.84691	0.311432	2.13881	0.411125	2.84715	0.83924	5.79606			0.630274	4.35695	0.995491	6.87439
				0.412676	2.83901	0.31351	2.13939	0.412629	2.83925	0.841035	5.77132			0.631489	4.33741	0.998673	6.85227
				0.414185	2.83125	0.315588	2.13997	0.414139	2.83148	0.842811	5.74676			0.632702	4.31811	1.00181	6.83015
				0.415699	2.82361	0.317666	2.14054	0.415652	2.82385	0.844567	5.72238			0.633916	4.29906		
				0.417218	2.8161	0.319744	2.1411	0.417171	2.81633	0.846305	5.69819			0.635129	4.28024		
				0.418741	2.80872	0.321823	2.14165	0.418694	2.80895	0.848024	5.67417			0.636342	4.26166		
				0.420268	2.80146	0.323901	2.1422	0.420221	2.80168	0.849726	5.65033			0.637555	4.24331		
				0.4218	2.79432	0.325979	2.14274	0.421753	2.79454	0.851412	5.62668			0.638768	4.22518		
				0.423337	2.78729	0.328057	2.14327	0.423289	2.78751	0.85308	5.60321			0.639982	4.20728		
				0.424878	2.78038	0.330135	2.1438	0.42483	2.78059	0.854733	5.57992			0.641196	4.1896		
				0.426423	2.77358	0.332213	2.14432	0.426375	2.77379	0.856371	5.55681			0.64241	4.17214		
				0.427972	2.76689	0.33429	2.14483	0.427924	2.7671	0.857994	5.53389			0.643625	4.15489		
				0.429526	2.76031	0.336368	2.14534	0.429478	2.76052	0.859602	5.51114			0.644841	4.13785		
				0.431084	2.75384	0.338446	2.14584	0.431036	2.75404	0.861197	5.48858			0.646058	4.12102		
				0.432646	2.74746	0.340524	2.14634	0.432598	2.74766	0.862778	5.4662			0.647275	4.10439		
				0.434213	2.74119	0.342602	2.14683	0.434164	2.74138	0.864346	5.444			0.648494	4.08797		
				0.435783	2.73502	0.344679	2.14731	0.435734	2.73521	0.865902	5.42198			0.649713	4.07174		
				0.437358	2.72894	0.346757	2.14779	0.437309	2.72913	0.867445	5.40014			0.650934	4.05571		
				0.438936	2.72296	0.348835	2.14826	0.438887	2.72315	0.868976	5.37848			0.652156	4.03987		
				0.440519	2.71708	0.350912	2.14872	0.440469	2.71726	0.870497	5.357			0.653379	4.02422		
				0.442105	2.71128	0.35299	2.14918	0.442056	2.71146	0.872006	5.33569			0.654604	4.00876		
				0.443695	2.70557	0.355068	2.14964	0.443646	2.70575	0.873504	5.31456			0.65583	3.99348		
				0.445289	2.69996	0.357145	2.15009	0.44524	2.70013	0.874992	5.29361			0.657058	3.97839		
				0.446887	2.69442	0.359223	2.15053	0.446838	2.69459	0.87647	5.27283			0.658287	3.96347		
