Sym0		Asym0		Sym1		Sym2		Asym1	
473  Points		490  Points		473  Points		210  Points		392  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.00320543	10.1239	0.000716979	0.322436	0.00702946	10.1236	0.279622	302.318	0.139804	383.763
0.0126369	10.1232	0.00142533	0.451721	0.01646	10.1227	0.279965	150.793	0.140382	108.32
0.0220653	10.1217	0.00235166	0.575396	0.0258866	10.1208	0.280534	100.611	0.1416	63.5638
0.0314886	10.1194	0.00347523	0.692453	0.035307	10.1182	0.281325	75.6248	0.14344	45.4011
0.040904	10.1162	0.0047733	0.802179	0.0447187	10.1147	0.282331	60.6941	0.145873	35.6563
0.0503094	10.1122	0.00622286	0.904208	0.0541191	10.1104	0.283543	50.7832	0.148866	29.6383
0.0597019	10.1073	0.00780169	0.99845	0.0635057	10.1051	0.284951	43.737	0.152383	25.5914
0.0690787	10.1015	0.00948905	1.08502	0.0728753	10.0988	0.286542	38.4786	0.156384	22.7098
0.0784369	10.0946	0.0112666	1.16424	0.082225	10.0915	0.288303	34.4099	0.160828	20.5719
0.0877729	10.0867	0.0131178	1.23649	0.0915509	10.0831	0.290217	31.172	0.165676	18.9354
0.097083	10.0776	0.0150289	1.30226	0.100849	10.0735	0.292269	28.5366	0.170892	17.6518
0.106363	10.0672	0.0169881	1.36207	0.110116	10.0626	0.294439	26.3514	0.176438	16.6248
0.115608	10.0555	0.0189855	1.4164	0.119345	10.0503	0.296711	24.5109	0.182283	15.7894
0.124812	10.0423	0.0207509	1.4597	0.128531	10.0365	0.299066	22.9399	0.188397	15.1003
0.13397	10.0274	0.0222705	1.49387	0.137668	10.0209	0.301487	21.5831	0.194751	14.525
0.143073	10.0107	0.0235356	1.52036	0.146747	10.0033	0.30396	20.3995	0.201321	14.0394
0.152114	9.9919	0.0245405	1.54025	0.15576	9.98364	0.306472	19.3577	0.208085	13.6258
0.161083	9.97081	0.0252818	1.55431	0.164696	9.96153	0.309016	18.4336	0.215022	13.2704
0.169967	9.94709	0.025757	1.56306	0.173542	9.93665	0.311589	17.6084	0.222113	12.9627
0.178754	9.9204	0.0264414	1.57533	0.182285	9.90864	0.314194	16.8675	0.229342	12.6943
0.187427	9.89033	0.0271867	1.58825	0.190907	9.87707	0.316841	16.1994	0.236694	12.4588
0.195967	9.8564	0.0282024	1.60515	0.199387	9.84141	0.319547	15.5949	0.244155	12.2507
0.204352	9.81804	0.02949	1.62548	0.207701	9.80109	0.322334	15.0467	0.251713	12.0659
0.212555	9.77464	0.0310508	1.64862	0.215823	9.75544	0.325234	14.5493	0.259356	11.9007
0.220547	9.72547	0.0328858	1.67389	0.22372	9.70373	0.328281	14.098	0.267074	11.7524
0.228294	9.66978	0.0349957	1.70063	0.231356	9.64516	0.331518	13.6893	0.274857	11.6186
0.235756	9.60676	0.0371084	1.72519	0.238692	9.57893	0.33499	13.3202	0.282696	11.4972
0.242894	9.5356	0.0392229	1.74779	0.245687	9.50427	0.338744	12.9883	0.290583	11.3865
0.249667	9.45561	0.0413383	1.76863	0.252299	9.42054	0.342827	12.6915	0.29851	11.2851
0.256034	9.36627	0.0434542	1.78788	0.258492	9.32731	0.347281	12.4277	0.30647	11.1918
0.261964	9.26732	0.0455698	1.80571	0.264237	9.22448	0.352136	12.1949	0.314455	11.1055
0.267432	9.15889	0.0476849	1.82225	0.269515	9.11235	0.357415	11.9908	0.322458	11.0254
0.27243	9.04155	0.0497993	1.83762	0.274322	8.99163	0.363121	11.813	0.330474	10.9506
0.276961	8.91623	0.0519126	1.85193	0.278669	8.86344	0.369244	11.6588	0.338494	10.8805
0.281045	8.78423	0.0540248	1.86529	0.282579	8.72913	0.375761	11.5255	0.346514	10.8144
0.284711	8.64701	0.0561359	1.87777	0.286087	8.59024	0.382641	11.4105	0.354525	10.7518
0.287997	8.50611	0.0582458	1.88946	0.28923	8.44828	0.389845	11.311	0.362523	10.6922
0.290944	8.36301	0.0603545	1.90043	0.292051	8.30467	0.397334	11.2249	0.3705	10.6352
0.293593	8.21904	0.0624619	1.91073	0.294591	8.16069	0.405069	11.1499	0.378449	10.5805
0.295984	8.07535	0.0645682	1.92043	0.296888	8.01739	0.413014	11.0843	0.386364	10.5275
0.298152	7.93287	0.0666732	1.92957	0.298976	7.87563	0.421136	11.0266	0.394237	10.4761
0.300131	7.79235	0.0687771	1.93819	0.300649	7.75387	0.429407	10.9754	0.402061	10.4259
0.301947	7.65435	0.0708799	1.94635	0.301982	7.65166	0.437801	10.9297	0.409827	10.3766
0.303626	7.51931	0.0729817	1.95407	0.303026	7.56837	0.446297	10.8885	0.417529	10.3279
0.305187	7.38751	0.0750825	1.96139	0.303819	7.50335	0.454875	10.8512	0.425157	10.2797
0.306648	7.25915	0.0771824	1.96834	0.304384	7.45604	0.46352	10.817	0.432702	10.2316
0.308023	7.13436	0.0792813	1.97494	0.304738	7.42598	0.472218	10.7854	0.440154	10.1835
0.309326	7.01319	0.0813794	1.98122	0.305238	7.38309	0.480955	10.7561	0.447505	10.1351
0.310566	6.89566	0.0834766	1.98721	0.305769	7.33689	0.489721	10.7286	0.454745	10.0862
0.311754	6.78173	0.0855732	1.99292	0.306473	7.27477	0.498505	10.7026	0.461862	10.0367
0.312896	6.67136	0.087669	1.99836	0.307333	7.19741	0.5073	10.6778	0.468846	9.98627
0.313999	6.56449	0.0897641	2.00357	0.308334	7.10568	0.516097	10.6541	0.475687	9.93484
0.31507	6.46101	0.0918586	2.00855	0.309459	7.00063	0.524888	10.6311	0.482375	9.88221
0.316112	6.36086	0.0939524	2.01332	0.310694	6.88347	0.533667	10.6087	0.488899	9.82827
0.31713	6.26391	0.0960458	2.01789	0.311876	6.76993	0.542426	10.5867	0.495249	9.77289
0.318128	6.17008	0.0981385	2.02227	0.313014	6.65993	0.551158	10.565	0.501417	9.71598
0.319109	6.07925	0.100231	2.02648	0.314114	6.55342	0.559859	10.5435	0.507395	9.65746
0.320076	5.99132	0.102322	2.03052	0.315181	6.4503	0.56852	10.522	0.513176	9.5973
0.321031	5.90619	0.104414	2.03441	0.31622	6.35048	0.577137	10.5004	0.518755	9.53548
0.321976	5.82375	0.106505	2.03814	0.317236	6.25387	0.585704	10.4787	0.524127	9.47201
0.322913	5.74391	0.108595	2.04175	0.318232	6.16036	0.594214	10.4566	0.52929	9.40693
0.323844	5.66656	0.110685	2.04522	0.319212	6.06984	0.602662	10.4342	0.534245	9.34032
0.32477	5.59161	0.112775	2.04856	0.320177	5.98222	0.611042	10.4113	0.53899	9.27225
0.325694	5.51898	0.114864	2.05179	0.321131	5.89737	0.619349	10.388	0.54353	9.20285
0.326614	5.44856	0.116953	2.05491	0.322075	5.81521	0.627575	10.364	0.547868	9.13224
0.327534	5.38028	0.119042	2.05792	0.323011	5.73564	0.635717	10.3394	0.55201	9.06056
