Sym0		Asym0		Sym1		Sym2		Asym1		Asym2	
477  Points		492  Points		478  Points		254  Points		405  Points		142  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.00661628	8.41075	0.000446616	0.232668	0.00323223	8.41089	0.279558	345.943	0.139778	466.945	0.419266	1874.19
0.0144513	8.41002	0.000977487	0.342829	0.011068	8.4104	0.279736	160.786	0.14015	113.847	0.419356	362.953
0.0222832	8.40864	0.00170182	0.449868	0.0189014	8.4093	0.280043	104.826	0.140972	65.1823	0.419567	201.029
0.0301104	8.40667	0.00260727	0.553017	0.0267309	8.40758	0.280476	77.8411	0.142234	45.9644	0.4199	139.095
0.0379312	8.40409	0.00367951	0.651665	0.0345547	8.40528	0.281033	61.9715	0.143921	35.7467	0.420353	106.405
0.0457438	8.40089	0.004903	0.745361	0.0423711	8.40235	0.28171	51.5332	0.146016	29.4516	0.420926	86.2168
0.0535463	8.39702	0.0062618	0.833827	0.0501782	8.39878	0.282502	44.1529	0.148498	25.2139	0.421618	72.5193
0.0613367	8.3925	0.00774014	0.916925	0.057974	8.39454	0.283403	38.6637	0.151344	22.1873	0.422429	62.6232
0.0691129	8.38728	0.00932285	0.994639	0.0657566	8.38962	0.284408	34.425	0.154531	19.932	0.423358	55.1444
0.0768725	8.38131	0.010996	1.06707	0.0735237	8.38397	0.28551	31.0561	0.158035	18.1972	0.424403	49.2978
0.0846131	8.37456	0.0127465	1.13439	0.0812728	8.37757	0.286701	28.316	0.161832	16.8289	0.425562	44.6051
0.092332	8.36697	0.014563	1.19681	0.0890014	8.37035	0.287976	26.0453	0.165899	15.7281	0.426835	40.7583
0.100026	8.3585	0.0164352	1.25461	0.0967066	8.36228	0.289326	24.1338	0.170215	14.8275	0.428221	37.5499
0.107692	8.34908	0.018354	1.30805	0.104385	8.35327	0.290746	22.5033	0.174758	14.0805	0.429716	34.8351
0.115326	8.33864	0.0203118	1.35744	0.112034	8.34328	0.292228	21.0967	0.17951	13.4534	0.431321	32.5097
0.122925	8.32708	0.0223019	1.40308	0.119648	8.33221	0.293767	19.8713	0.184451	12.9215	0.433031	30.497
0.130483	8.31431	0.0243185	1.44523	0.127224	8.31998	0.295359	18.7945	0.189567	12.4662	0.434847	28.7391
0.137995	8.30022	0.0260937	1.47936	0.134757	8.30648	0.297001	17.8412	0.19484	12.0733	0.436765	27.1916
0.145456	8.28469	0.0276181	1.50666	0.142241	8.29159	0.298689	16.9916	0.200258	11.7317	0.438784	25.8196
0.152858	8.26757	0.0288851	1.52807	0.149669	8.27517	0.300425	16.2302	0.205807	11.4327	0.4409	24.5957
0.160194	8.24869	0.0298906	1.54429	0.157035	8.25707	0.302211	15.5442	0.211475	11.1695	0.443113	23.4978
0.167456	8.22788	0.0306317	1.55583	0.16433	8.23712	0.304051	14.9237	0.217251	10.9364	0.445419	22.5081
0.174633	8.20492	0.0311069	1.56306	0.171544	8.21511	0.30595	14.3602	0.223126	10.7289	0.447816	21.6117
0.181714	8.17957	0.0317908	1.57323	0.178669	8.19083	0.307918	13.847	0.229089	10.5433	0.450301	20.7966
0.188687	8.15159	0.0325354	1.58399	0.18569	8.16401	0.309965	13.3786	0.235133	10.3765	0.452873	20.0525
0.195538	8.12067	0.03355	1.59818	0.192595	8.1344	0.312106	12.9502	0.241249	10.226	0.455528	19.3709
0.202249	8.0865	0.0348358	1.61539	0.199369	8.10168	0.314355	12.558	0.247429	10.0895	0.458264	18.7446
0.208804	8.04876	0.0363942	1.63517	0.205994	8.06552	0.316731	12.1989	0.253668	9.9653	0.461079	18.1674
0.215183	8.00709	0.0382263	1.65704	0.212451	8.02559	0.319255	11.8702	0.259958	9.85181	0.463969	17.6339
0.221366	7.96113	0.0403328	1.68049	0.218721	7.98152	0.321947	11.5695	0.266293	9.74773	0.466932	17.1396
0.22733	7.91056	0.0424428	1.70231	0.224782	7.93299	0.32483	11.2949	0.272669	9.65192	0.469966	16.6805
0.233054	7.85509	0.0445551	1.72266	0.230613	7.87966	0.327928	11.0448	0.279078	9.56341	0.473067	16.2531
0.238518	7.79447	0.0466692	1.74166	0.236191	7.82129	0.331263	10.8177	0.285517	9.48135	0.476235	15.8544
0.243702	7.72858	0.0487842	1.75942	0.241498	7.75768	0.334855	10.6121	0.291981	9.405	0.479465	15.4818
0.248592	7.65741	0.0508998	1.77604	0.246517	7.68879	0.338719	10.4267	0.298464	9.33371	0.482756	15.1328
0.253178	7.5811	0.0530156	1.79162	0.251236	7.61467	0.342868	10.2601	0.304962	9.26691	0.486105	14.8054
0.257456	7.49995	0.055131	1.80624	0.255646	7.53556	0.347306	10.1111	0.31147	9.2041	0.48951	14.4977
0.261426	7.41437	0.0572462	1.81998	0.259238	7.46284	0.352033	9.97802	0.317985	9.14484	0.492969	14.2081
0.265097	7.32494	0.0593606	1.83291	0.262118	7.39832	0.357041	9.85962	0.324502	9.08873	0.49648	13.9351
0.268483	7.2323	0.0614743	1.8451	0.264375	7.3434	0.362319	9.7544	0.331016	9.0354	0.500041	13.6773
0.2716	7.13715	0.0635871	1.85659	0.266082	7.29907	0.36785	9.66096	0.337524	8.98455	0.50365	13.4337
