Sym0		Asym0		Sym1		Sym2		Asym1	
473  Points		491  Points		473  Points		215  Points		393  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.00919521	9.95168	0.000358481	0.226782	0.00425033	9.95205	0.279511	2081.37	0.139993	172.288
0.018465	9.95051	0.000897083	0.357059	0.0135215	9.95125	0.279652	262.341	0.140852	80.7524
0.0277304	9.94858	0.00166297	0.482842	0.0227895	9.9497	0.280012	140.168	0.142323	53.1861
0.0369892	9.94583	0.00263836	0.602942	0.0320522	9.9474	0.280587	95.7838	0.144384	40.0216
0.0462391	9.94225	0.00380254	0.716446	0.041307	9.94425	0.281372	72.8741	0.147006	32.3848
0.0554773	9.93779	0.00513344	0.822771	0.0505518	9.94027	0.282362	58.9141	0.150155	27.4455
0.0647015	9.93245	0.00660873	0.921605	0.0597839	9.93541	0.283546	49.5324	0.153796	24.0204
0.0739086	9.92615	0.00820729	1.01292	0.0690005	9.92963	0.284916	42.8049	0.15789	21.5273
0.0830956	9.91884	0.00990946	1.09687	0.0781986	9.92287	0.28646	37.7525	0.162399	19.6463
0.0922589	9.91046	0.0116977	1.17376	0.087375	9.91507	0.288164	33.8239	0.167286	18.1876
0.101395	9.9009	0.0135566	1.24399	0.0965258	9.90615	0.290013	30.6852	0.172515	17.031
0.110498	9.89008	0.0154729	1.30801	0.105647	9.89602	0.291993	28.1223	0.178055	16.0973
0.119565	9.87788	0.0174354	1.3663	0.114734	9.88456	0.294085	25.9916	0.183874	15.3319
0.128589	9.86415	0.019435	1.41936	0.123782	9.87167	0.296274	24.1929	0.189945	14.6964
0.137564	9.84874	0.0212014	1.4617	0.132784	9.85718	0.298542	22.6546	0.196242	14.1627
0.146483	9.83146	0.0227216	1.49516	0.141734	9.84092	0.300876	21.324	0.202742	13.7099
0.155336	9.81208	0.023987	1.52114	0.150623	9.82269	0.30326	20.1617	0.209424	13.3224
0.164114	9.79035	0.0249919	1.54065	0.159442	9.80225	0.305685	19.1375	0.216269	12.9881
0.172804	9.76596	0.0257331	1.55446	0.168181	9.77932	0.308143	18.2281	0.22326	12.6974
0.181392	9.73856	0.0262084	1.56306	0.176825	9.75357	0.310634	17.4156	0.230381	12.4431
0.189863	9.70772	0.0268928	1.57512	0.185361	9.72462	0.313159	16.6856	0.237618	12.2191
0.198195	9.67298	0.027638	1.58782	0.19377	9.69203	0.315729	16.0269	0.244959	12.0207
0.206368	9.63379	0.0286536	1.60445	0.202031	9.65528	0.318359	15.4306	0.252391	11.8439
0.214354	9.58952	0.029941	1.62448	0.21012	9.6138	0.321069	14.8896	0.259904	11.6855
0.222124	9.5395	0.0315016	1.6473	0.218009	9.56694	0.323889	14.3983	0.267489	11.543
0.229644	9.48299	0.0333364	1.67224	0.225667	9.51399	0.326851	13.9521	0.275135	11.414
0.236876	9.41925	0.0354459	1.69867	0.233057	9.45419	0.329994	13.5474	0.282834	11.2968
0.243782	9.34755	0.0375584	1.72298	0.240141	9.38682	0.333359	13.1814	0.290579	11.1897
0.250323	9.26729	0.0396728	1.74538	0.246882	9.31119	0.336991	12.8516	0.298361	11.0915
0.256464	9.17806	0.0417882	1.76605	0.25324	9.22678	0.340935	12.5559	0.306175	11.0009
0.262176	9.07973	0.0439039	1.78518	0.259184	9.1333	0.345229	12.2922	0.314012	10.9171
0.26744	8.97253	0.0460196	1.8029	0.264689	9.03078	0.349907	12.0588	0.321867	10.839
0.272251	8.85708	0.0481348	1.81936	0.269741	8.91963	0.354989	11.8533	0.329732	10.7661
