Sym0		Asym0		Sym1		Sym2		Asym1	
475  Points		491  Points		475  Points		232  Points		399  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.00348981	9.26736	0.000486159	0.254649	0.0016049	9.26758	0.279559	396.65	0.139756	1759.14
0.0121234	9.26676	0.00106608	0.375272	0.0102388	9.26695	0.279783	170.965	0.140077	138.533
0.0207542	9.26542	0.00185558	0.491867	0.0188703	9.26577	0.280182	109.097	0.14094	72.5434
0.0293804	9.26342	0.00283863	0.603422	0.0274978	9.26393	0.280755	80.2182	0.142334	49.5157
0.0379999	9.2607	0.00399723	0.709243	0.0361189	9.26136	0.281495	63.5203	0.144242	37.8963
0.0466106	9.25724	0.00531219	0.808847	0.0447317	9.25806	0.282398	52.6541	0.146639	30.95
0.0552104	9.25302	0.00676421	0.901978	0.053334	9.254	0.283457	45.0291	0.149498	26.3682
0.0637967	9.248	0.00833464	0.98857	0.0619235	9.24916	0.284662	39.3905	0.152789	23.1452
0.0723672	9.24215	0.0100062	1.06873	0.0704977	9.2435	0.286005	35.0566	0.156481	20.7727
0.080919	9.2354	0.0117631	1.14267	0.0790539	9.23696	0.287474	31.6251	0.160543	18.9661
0.0894491	9.22772	0.0135913	1.21069	0.0875889	9.22948	0.289059	28.8432	0.164944	17.5539
0.0979541	9.21902	0.0154787	1.27315	0.0960997	9.22101	0.290749	26.544	0.169654	16.4265
0.10643	9.20924	0.0174146	1.33042	0.104583	9.21147	0.29253	24.6131	0.174648	15.5107
0.114874	9.19827	0.0193901	1.38291	0.113033	9.20077	0.294391	22.9691	0.179897	14.756
0.123279	9.18602	0.0213975	1.431	0.121448	9.18881	0.296322	21.553	0.185379	14.1261
0.131642	9.17235	0.0231682	1.46962	0.12982	9.17546	0.298311	20.3206	0.191071	13.5947
0.139955	9.15712	0.0246902	1.5003	0.138144	9.16059	0.300351	19.2386	0.196954	13.142
0.148212	9.14018	0.0259564	1.52423	0.146414	9.14403	0.302436	18.2811	0.203008	12.7532
0.156404	9.12132	0.0269616	1.54227	0.154621	9.12561	0.304562	17.4281	0.209218	12.4165
0.164523	9.10032	0.0277029	1.55507	0.162757	9.1051	0.306728	16.6637	0.215567	12.123
0.172557	9.07694	0.028178	1.56306	0.170811	9.08226	0.308939	15.9752	0.222042	11.8655
0.180494	9.05086	0.0288622	1.57428	0.17877	9.0568	0.311202	15.3526	0.228631	11.6381
0.188319	9.02176	0.0296072	1.58613	0.186621	9.02839	0.313529	14.7876	0.235321	11.4363
0.196016	8.98926	0.0306224	1.60169	0.194347	8.99667	0.315934	14.2738	0.242102	11.2561
0.203565	8.95292	0.0319091	1.62048	0.20193	8.9612	0.318438	13.8058	0.248964	11.0946
0.210944	8.91226	0.0334688	1.64197	0.209349	8.92153	0.321064	13.3792	0.255898	10.949
0.218128	8.86678	0.0353025	1.66559	0.216578	8.87715	0.32384	12.9905	0.262895	10.8172
0.225091	8.81593	0.0374108	1.69074	0.223592	8.82752	0.326796	12.6369	0.269949	10.6973
0.231803	8.75917	0.0395223	1.71399	0.230361	8.77209	0.329966	12.3157	0.277051	10.5878
0.238233	8.69598	0.0416359	1.73553	0.236855	8.71035	0.333383	12.0251	0.284195	10.4874
0.244351	8.62594	0.0437508	1.75551	0.243043	8.64183	0.337079	11.7631	0.291374	10.395
0.250129	8.54876	0.0458665	1.77408	0.248898	8.56623	0.341085	11.5281	0.298583	10.3095
0.255545	8.46433	0.0479822	1.79136	0.254395	8.48338	0.345425	11.3183	0.305814	10.2301
0.260582	8.37279	0.0500977	1.80747	0.259516	8.39337	0.350113	11.1321	0.313064	10.156
0.265234	8.27455	0.0522128	1.82251	0.264251	8.29654	0.355157	10.9676	0.320325	10.0867
0.269503	8.17024	0.0543272	1.83659	0.268603	8.19349	0.360553	10.8228	0.327594	10.0216
0.273401	8.06073	0.0564406	1.84977	0.27258	8.08503	0.366287	10.6958	0.334863	9.96009
0.276948	7.94701	0.0585531	1.86215	0.276202	7.97214	0.372339	10.5846	0.342129	9.9018
0.28017	7.83015	0.0606644	1.87377	0.279493	7.85587	0.378683	10.4872	0.349385	9.84631
0.283098	7.71117	0.0627747	1.88472	0.282482	7.73727	0.38529	10.4017	0.356627	9.79325
