Minima		Zeros		Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2	
8  Points		7  Points		480  Points		493  Points		480  Points		275  Points		140  Points		411  Points		159  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.333561	4.43283	0.334907	4.4188	0.000889125	7.71733	0.000397294	0.518041	0.00349791	7.71686	0.27953	0.120187	0.335738	0.079082	0.139777	0.346961	0.419268	0.0864494
0.0343535	21.6314	0.0339716	21.1124	0.00807932	7.71647	0.00087995	0.614725	0.0106877	7.7157	0.279642	0.170823	0.335811	0.133963	0.1401	0.551585	0.419348	0.139398
0.230777	17.0596	0.231436	16.5921	0.0152679	7.71397	0.00154277	0.802898	0.0178753	7.71268	0.279849	0.271386	0.335987	0.244113	0.140804	0.957011	0.419527	0.245215
0.618704	9.06087	0.617486	9.06342	0.0224534	7.70991	0.00237606	0.979658	0.0250594	7.70809	0.280148	0.370267	0.336266	0.355282	0.141883	1.35287	0.419805	0.350796
0.910478	10.1351	0.908193	10.1301	0.0296345	7.7043	0.00336825	1.14341	0.0322384	7.70184	0.280539	0.466955	0.336649	0.467903	0.143325	1.73576	0.420181	0.455976
0.442977	8.269	0.444755	8.29075	0.0368096	7.69702	0.00450668	1.29315	0.0394109	7.69395	0.281018	0.560868	0.337138	0.582331	0.145117	2.10288	0.420655	0.560647
0.781169	9.68549	0.779532	8.98865	0.043977	7.68804	0.00577789	1.42849	0.0465753	7.68434	0.281584	0.651502	0.337734	0.698978	0.147244	2.45207	0.421226	0.66474
0.950266	10.0044			0.0511354	7.67724	0.00716852	1.54962	0.0537298	7.67287	0.282232	0.738507	0.33844	0.818235	0.149687	2.78199	0.421893	0.768116
				0.0582827	7.66452	0.00866544	1.65697	0.0608728	7.65945	0.28296	0.82155	0.339259	0.940294	0.152428	3.09187	0.422657	0.870645
				0.0654174	7.64984	0.0102561	1.75126	0.0680024	7.64398	0.283763	0.900404	0.340193	1.06539	0.155448	3.38145	0.423516	0.972211
				0.0725374	7.63299	0.0119287	1.83348	0.0751165	7.62628	0.284638	0.974983	0.341244	1.19372	0.158729	3.65087	0.424469	1.07281
				0.0796406	7.61374	0.0136726	1.90469	0.0822131	7.60619	0.28558	1.04526	0.342417	1.32527	0.162251	3.90077	0.425515	1.17226
				0.0867247	7.592	0.0154779	1.96596	0.0892898	7.58344	0.286585	1.11139	0.343714	1.46005	0.165997	4.13193	0.426653	1.27046
				0.0937875	7.5675	0.0173359	2.01841	0.096344	7.55786	0.287651	1.17372	0.345138	1.59793	0.16995	4.34514	0.427882	1.3674
				0.100826	7.53995	0.019239	2.06309	0.103373	7.52919	0.288772	1.2326	0.346691	1.73869	0.174094	4.54157	0.429201	1.46291
				0.107837	7.5091	0.0211803	2.10091	0.110374	7.49698	0.289948	1.2887	0.348377	1.88209	0.178413	4.72234	0.430608	1.55697
				0.114818	7.4745	0.0231538	2.13273	0.117343	7.46097	0.291174	1.34274	0.350198	2.02767	0.182894	4.88839	0.432102	1.6495
				0.121765	7.43583	0.0251544	2.15946	0.124277	7.42073	0.29245	1.39552	0.352156	2.17498	0.187522	5.04075	0.433682	1.74037
