Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2	
481  Points		493  Points		482  Points		286  Points		146  Points		136  Points		415  Points		169  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.00305512	7.36558	0.000435816	0.215181	0.00109396	7.36552	0.279509	4136.15	0.334746	464.751	0.559033	881.364	0.139829	230.652	0.419263	3671.31
0.00991698	7.36512	0.000922932	0.312113	0.00795618	7.36533	0.279554	279.757	0.334876	202.713	0.559116	357.04	0.140233	91.1834	0.419318	400.918
0.0167769	7.3642	0.00158199	0.406813	0.0148168	7.36454	0.279677	144.838	0.335108	129.703	0.55927	223.916	0.140985	57.0879	0.419461	212.107
0.0236336	7.3628	0.0024041	0.498731	0.0216746	7.36327	0.279877	97.7681	0.335443	95.4221	0.559493	163.148	0.142078	41.7714	0.419692	144.259
0.0304857	7.36092	0.00337883	0.587406	0.0285281	7.36151	0.280154	73.8344	0.335882	75.5291	0.559787	128.36	0.143501	33.118	0.42001	109.35
0.0373318	7.35854	0.00449452	0.672447	0.035376	7.35927	0.280506	59.3531	0.336426	62.5472	0.560151	105.833	0.145242	27.5878	0.420415	88.088
0.0441703	7.35565	0.00573923	0.753624	0.0422169	7.35653	0.28093	49.6541	0.337076	53.4157	0.560584	90.0616	0.147287	23.7697	0.420908	73.7869
0.0509999	7.35224	0.00710062	0.830753	0.0490492	7.35327	0.281426	42.7087	0.337836	46.6486	0.561087	78.4063	0.14962	20.9901	0.421486	63.5145
0.0578188	7.34828	0.00856665	0.903759	0.0558713	7.34947	0.281991	37.4931	0.338705	41.4377	0.561659	69.4448	0.152225	18.8869	0.422151	55.7828
0.0646254	7.34377	0.0101257	0.972633	0.0626816	7.34512	0.282621	33.4351	0.339686	37.3055	0.5623	62.3424	0.155085	17.248	0.422901	49.7562
0.0714179	7.33867	0.0117669	1.03743	0.0694784	7.34019	0.283315	30.1896	0.340782	33.9518	0.56301	56.5769	0.158184	15.9409	0.423735	44.9293
0.0781945	7.33296	0.01348	1.09826	0.0762596	7.33465	0.284069	27.5362	0.341993	31.1784	0.563788	51.8048	0.161505	14.8786	0.424652	40.9784
0.0849528	7.3266	0.0152559	1.15525	0.0830234	7.32848	0.284881	25.3275	0.343323	28.8492	0.564633	47.7911	0.165033	14.0018	0.425653	37.6866
0.0916908	7.31956	0.0170861	1.20857	0.0897675	7.32164	0.285749	23.4613	0.344772	26.8675	0.565547	44.3694	0.168752	13.2685	0.426735	34.9032
0.0984059	7.3118	0.0189632	1.25842	0.0964894	7.31409	0.28667	21.8643	0.346343	25.1629	0.566527	41.4188	0.172647	12.6482	0.427898	32.5202
0.105096	7.30328	0.0208804	1.30496	0.103187	7.30579	0.287642	20.4829	0.348036	23.6829	0.567573	38.849	0.176706	12.1184	0.429141	30.4579
0.111757	7.29393	0.022832	1.34842	0.109856	7.29669	0.288663	19.2767	0.349853	22.3872	0.568686	36.5917	0.180915	11.6619	0.430462	28.6568
0.118386	7.28371	0.0248129	1.38898	0.116495	7.28672	0.289733	18.2149	0.351795	21.2449	0.569863	34.5936	0.185264	11.2656	0.431861	27.0708
