Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2	
459  Points		491  Points		459  Points		138  Points		110  Points		101  Points		321  Points		118  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.420409	1.1792	0.185538	2.2378	0.417902	1.18099	0.805336	6.85242	0.928079	7.69486	0.99377	9.19624	0.684507	3.54967	0.450809	3.25835
0.42077	1.1792	0.187623	2.23771	0.419001	1.17996	0.811687	6.78061	0.93523	7.65759	0.99794	9.2327	0.687773	3.46322	0.447837	3.11964
0.421163	1.17914	0.189708	2.2376	0.4201	1.17937	0.817971	6.70772	0.942348	7.62511	1.00324	9.25544	0.69096	3.37935	0.444996	2.97752
0.421696	1.17911	0.191793	2.2375	0.421199	1.17915	0.824186	6.63374	0.949438	7.59726			0.69407	3.29809	0.442289	2.83208
0.422371	1.17927	0.193877	2.23742	0.422297	1.17933	0.830332	6.55878	0.956505	7.57371			0.697106	3.21933	0.439719	2.68341
0.423187	1.17966	0.195962	2.23734	0.423396	1.17982	0.836408	6.48295	0.963551	7.55409			0.700069	3.14308	0.437289	2.53155
0.424145	1.18036	0.198046	2.23727	0.424496	1.18062	0.842412	6.40633	0.970581	7.53798			0.702962	3.06932	0.435002	2.3767
0.425245	1.18136	0.200131	2.23719	0.425596	1.18179	0.848345	6.32898	0.977597	7.52502			0.705788	2.99805	0.43286	2.21889
0.426347	1.18271	0.202215	2.23708	0.426698	1.18318	0.854206	6.25105	0.984603	7.51485			0.708549	2.92913	0.430867	2.05832
0.427449	1.18433	0.204299	2.23699	0.427801	1.18486	0.859993	6.17268	0.991601	7.50701			0.711246	2.86248	0.429025	1.89516
0.428553	1.18617	0.206383	2.23694	0.428906	1.18684	0.865708	6.09383	0.998592	7.50119			0.713883	2.79817	0.427336	1.7295
0.42966	1.18826	0.208468	2.23688	0.430013	1.18896	0.871349	6.01464	1.00558	7.49871			0.71646	2.73613	0.425802	1.5616
0.430768	1.19055	0.210552	2.23682	0.431121	1.19134	0.876915	5.93523					0.718981	2.67622	0.424426	1.39163
0.431878	1.19305	0.212636	2.23675	0.432233	1.19392	0.882408	5.85573					0.721447	2.61843	0.423209	1.21974
0.432991	1.1958	0.21472	2.23668	0.433346	1.19668	0.887827	5.7762					0.72386	2.56273	0.422153	1.0462
0.434106	1.19871	0.216803	2.2366	0.434462	1.19967	0.893172	5.69667					0.726223	2.50903	0.421259	0.871205
0.435224	1.20175	0.218887	2.23657	0.435582	1.20277	0.898442	5.6172					0.728536	2.45727	0.420529	0.695013
0.436346	1.20495	0.220971	2.23651	0.436704	1.20601	0.903639	5.53799					0.730802	2.40741	0.419964	0.517854
0.43747	1.20834	0.223055	2.23641	0.437829	1.20942	0.908762	5.45906					0.733022	2.35937	0.419564	0.33992
0.438597	1.21187	0.225138	2.23636	0.438957	1.213	0.913811	5.38044					0.735198	2.31312	0.419331	0.250799
0.439728	1.21547	0.227222	2.23634	0.440089	1.21665	0.918787	5.30224					0.737332	2.26857		
0.440862	1.2192	0.229306	2.23629	0.441224	1.22042	0.923691	5.22447					0.739425	2.22568		
0.442	1.22309	0.231389	2.23619	0.442363	1.22436	0.928523	5.14728					0.741479	2.18442		
0.443141	1.22704	0.233472	2.23614	0.443506	1.22834	0.933283	5.07067					0.743496	2.14475		
0.444286	1.23107	0.235556	2.23612	0.444652	1.23238	0.937971	4.99465					0.745476	2.10653		
0.445435	1.23521	0.237639	2.23607	0.445802	1.23656	0.942589	4.91932					0.747421	2.06973		
0.446588	1.23948	0.239723	2.23604	0.446956	1.24081	0.947138	4.8447					0.749332	2.03441		
0.447745	1.24377	0.241806	2.23599	0.448114	1.24514	0.951617	4.77085					0.751212	2.00042		
0.448906	1.24811	0.243889	2.23593	0.449277	1.24957	0.956028	4.69778					0.75306	1.96772		
0.45007	1.25259	0.245972	2.23587	0.450443	1.25402	0.960371	4.62557					0.754878	1.93627		
0.45124	1.25707	0.248055	2.23583	0.451613	1.25851	0.964647	4.5542					0.756668	1.90601		
0.452413	1.26161	0.250138	2.23582	0.452788	1.26307	0.968857	4.48365					0.75843	1.87697		
0.45359	1.26623	0.252222	2.23577	0.453967	1.26769	0.973002	4.41403					0.760166	1.84908		
0.454772	1.27088	0.254305	2.23571	0.45515	1.27238	0.977082	4.34538					0.761876	1.82224		
0.455959	1.27558	0.256388	2.23568	0.456338	1.27707	0.981099	4.27766					0.763561	1.79641		
0.457149	1.28028	0.258471	2.23567	0.45753	1.28179	0.985053	4.21087					0.765223	1.77159		
