Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym3	
460  Points		492  Points		460  Points		145  Points		113  Points		104  Points		326  Points		123  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.00133964	9.22173	2.2442e-006	0.158839	0.00355887	9.22122	0.279512	0.157317	0.458683	0.0926752	0.559019	0.0904735	0.139763	0.394826	0.419263	0.0908681
0.00993148	9.22048	0.000150234	0.281452	0.0121502	9.21973	0.279658	0.274349	0.458769	0.128549	0.559103	0.156683	0.140131	0.683041	0.419348	0.17444
0.018521	9.21687	0.000526699	0.522143	0.0207388	9.21561	0.280023	0.507746	0.458922	0.200573	0.559311	0.288953	0.141036	1.25289	0.419588	0.341438
0.0271061	9.21103	0.00112319	0.751572	0.0293225	9.2092	0.280604	0.739431	0.459143	0.273357	0.559642	0.420926	0.142465	1.80627	0.419984	0.507931
0.0356847	9.20302	0.00192717	0.965655	0.0378991	9.20055	0.281401	0.96872	0.459432	0.347293	0.560095	0.552522	0.144401	2.33713	0.420534	0.673703
0.0442549	9.19271	0.00292258	1.1615	0.0464667	9.18964	0.282409	1.1949	0.45979	0.422584	0.560671	0.683585	0.14682	2.84076	0.421239	0.838623
0.0528143	9.18001	0.00409149	1.33748	0.055023	9.17638	0.283627	1.41721	0.460219	0.499557	0.561369	0.814023	0.149695	3.31385	0.422097	1.00242
0.0613609	9.16486	0.00541483	1.49301	0.0624683	9.16287	0.28505	1.63507	0.460721	0.578502	0.562188	0.943721	0.152995	3.7546	0.423107	1.16493
0.069892	9.14715	0.00687355	1.62844	0.0688058	9.14979	0.286674	1.8479	0.461297	0.659635	0.563128	1.07253	0.156691	4.16243	0.424268	1.32596
0.0784056	9.12674	0.00844924	1.74483	0.0740392	9.1379	0.288494	2.0551	0.46195	0.743386	0.564187	1.20042	0.160752	4.53761	0.425578	1.48528
0.0868987	9.10351	0.0101248	1.84371	0.0781722	9.12779	0.290503	2.25628	0.462682	0.829955	0.565365	1.32724	0.165147	4.88119	0.427035	1.6427
0.0953689	9.07733	0.0118848	1.92687	0.0812082	9.11982	0.292698	2.451	0.463497	0.919597	0.56666	1.45292	0.169847	5.19474	0.428639	1.79811
0.103813	9.0479	0.0137153	1.99613	0.0831498	9.1145	0.295071	2.63895	0.464396	1.01267	0.568072	1.57736	0.174826	5.48017	0.430386	1.9513
0.112229	9.01505	0.0156044	2.05335	0.0859388	9.10671	0.297615	2.81988	0.465384	1.10947	0.569599	1.70047	0.180059	5.73945	0.432275	2.10212
0.120612	8.97856	0.0175415	2.10026	0.0889676	9.09788	0.300325	2.99358	0.466463	1.2102	0.571241	1.82226	0.185521	5.97457	0.434303	2.25046
0.128959	8.9381	0.019518	2.13842	0.093082	9.08513	0.303194	3.16	0.467639	1.31512	0.572995	1.94258	0.191192	6.18757	0.436468	2.39618
0.137267	8.89336	0.0215262	2.16933	0.0982769	9.06785	0.306214	3.31904	0.468914	1.42455	0.57486	2.0614	0.197051	6.38038	0.438768	2.53917
0.145531	8.84401	0.0232973	2.19134	0.104545	9.04535	0.309378	3.47087	0.470293	1.53867	0.576836	2.17864	0.203081	6.55477	0.4412	2.67933
0.153747	8.78964	0.0248199	2.20693	0.111878	9.01659	0.312681	3.61565	0.471781	1.65778	0.57892	2.29424	0.209265	6.71238	0.443761	2.8166
0.16191	8.72975	0.0260863	2.21792	0.120263	8.98015	0.316116	3.7536	0.473382	1.78203	0.581111	2.40825	0.215589	6.85474	0.446448	2.95087
0.170014	8.66395	0.0270918	2.22544	0.128612	8.93988	0.319676	3.88515	0.475102	1.91151	0.583408	2.52056	0.222038	6.98325	0.449259	3.08203
0.178054	8.59167	0.0278332	2.23042	0.136921	8.89532	0.323355	4.01069	0.476944	2.0464	0.585808	2.63114	0.228601	7.09913	0.452191	3.21008
0.186023	8.5123	0.0283085	2.23339	0.145187	8.84616	0.327149	4.13082	0.478915	2.18683	0.58831	2.74001	0.235267	7.20351	0.455241	3.33501
0.193916	8.42525	0.0289928	2.23742	0.153405	8.79202	0.331052	4.24635	0.481019	2.33279	0.590913	2.84709	0.242024	7.29737	0.458406	3.4567
0.201723	8.32983	0.029738	2.24131	0.16157	8.73236	0.335062	4.35794	0.483262	2.48415	0.593616	2.95241	0.248864	7.3816	0.461682	3.5752
0.209437	8.22533	0.0307534	2.24599	0.169677	8.66683	0.339173	4.46651	0.485648	2.64089	0.596415	3.05597	0.255779	7.45703	0.465068	3.69046
0.21705	8.11111	0.0320405	2.25124	0.17772	8.59484	0.343384	4.57319	0.488183	2.80285	0.59931	3.1577	0.26276	7.52439	0.468559	3.80249
0.224552	7.98639	0.0336006	2.25642	0.185692	8.51574	0.347695	4.67897	0.490871	2.96974	0.602299	3.25759	0.2698	7.58426	0.472153	3.91132
0.231932	7.85047	0.0354348	2.26119	0.193588	8.42903	0.352103	4.78497	0.493716	3.1412	0.60538	3.35572	0.276892	7.63721	0.475847	4.01694
0.23918	7.70285	0.0375437	2.2653	0.201399	8.334	0.356611	4.89239	0.496724	3.31684	0.608552	3.45206	0.284031	7.68372	0.479638	4.11941
0.246285	7.54295	0.039656	2.26823	0.209117	8.2299	0.36122	5.00228	0.499897	3.49622	0.611813	3.54661	0.29121	7.72428	0.483523	4.21873
0.253235	7.37045	0.0417703	2.2701	0.216735	8.11607	0.365932	5.11579	0.503239	3.6787	0.615161	3.63939	0.298424	7.75927	0.487499	4.3149
0.260019	7.1852	0.043886	2.27125	0.224241	7.99178	0.370752	5.23374	0.506752	3.86361	0.618594	3.73038	0.305669	7.78896	0.491564	4.40808
0.266624	6.98731	0.0460026	2.27176	0.231626	7.85639	0.375685	5.35677	0.510438	4.05034	0.622112	3.81958	0.312938	7.8137	0.495713	4.49826
0.273039	6.77737	0.0481192	2.27179	0.23888	7.7093	0.380734	5.48536	0.514299	4.2382	0.625712	3.90709	0.320229	7.83373	0.499946	4.58547
0.279253	6.55617	0.0502358	2.27148	0.245992	7.54988	0.385906	5.61941	0.518336	4.42641	0.629392	3.99289	0.327535	7.8494	0.504258	4.66987
0.285256	6.32495	0.0523519	2.27084	0.252949	7.37788	0.391205	5.75868	0.522547	4.61417	0.633152	4.07696	0.333913	7.85964	0.508648	4.75152
0.291039	6.08529	0.0544673	2.27002	0.25974	7.19315	0.396637	5.90247	0.526934	4.80079	0.636989	4.15942	0.339356	7.8659	0.513112	4.83044
0.296595	5.83919	0.0565818	2.26905	0.266352	6.99583	0.402204	6.04955	0.531493	4.98559	0.640903	4.24025	0.343859	7.86934	0.517649	4.90675
0.30192	5.58891	0.0586954	2.26802	0.272776	6.78639	0.407909	6.19863	0.536224	5.16782	0.644891	4.31945	0.34742	7.87099	0.522255	4.98057
0.30701	5.33685	0.060808	2.26688	0.278998	6.56558	0.413754	6.3481	0.541123	5.34685	0.648951	4.39705	0.35004	7.87168	0.526929	5.05197
0.311864	5.08542	0.0629195	2.26565	0.28501	6.33473	0.419738	6.49616	0.546187	5.52223	0.653084	4.47316	0.351716	7.87184	0.531669	5.12108
0.316486	4.83699	0.0650298	2.26449	0.290802	6.09545	0.425859	6.64111	0.551413	5.69341	0.657287	4.54781	0.354126	7.87164	0.536472	5.18805
0.320878	4.59386	0.0671391	2.26332	0.296368	5.84958	0.432113	6.7813	0.556796	5.85991	0.661558	4.621	0.356745	7.87092	0.541336	5.25291
0.325046	4.35795	0.0692472	2.26212	0.301702	5.59939	0.438495	6.91528	0.562332	6.02146	0.665897	4.69284	0.360306	7.86915	0.54626	5.31584
0.328998	4.13081	0.0713543	2.26096	0.306802	5.34736	0.444999	7.04188	0.568016	6.1777	0.670303	4.76327	0.364809	7.86567	0.551242	5.37694
0.332743	3.91377	0.0734603	2.25984	0.311666	5.09585	0.451617	7.16017	0.573844	6.32846	0.674773	4.83242	0.370252	7.85963	0.556279	5.43631
0.336291	3.70769	0.0755653	2.25876	0.316297	4.84727	0.458341	7.26952	0.579809	6.4736	0.679308	4.90041	0.37663	7.85006	0.561372	5.49418
0.339652	3.51314	0.0776693	2.25775	0.320699	4.60388	0.465163	7.36956	0.585906	6.61302	0.683905	4.96717	0.383938	7.83574	0.566517	5.55059
0.342837	3.33044	0.0797723	2.25673	0.324876	4.36764	0.472074	7.46038	0.592131	6.74662	0.688563	5.03288	0.391231	7.81789	0.571715	5.60571
0.345858	3.15948	0.0818744	2.25571	0.328837	4.14013	0.478161	7.53202	0.598478	6.87437	0.693283	5.09757	0.398505	7.79651	0.576963	5.65976
0.348725	3.00017	0.0839756	2.25479	0.332591	3.92259	0.483394	7.58762	0.604941	6.99634	0.698062	5.16126	0.405759	7.77162	0.582261	5.71272
0.351448	2.85213	0.086076	2.25393	0.336147	3.71604	0.48775	7.62988	0.611515	7.11254	0.7029	5.2241	0.412987	7.74316	0.587608	5.76479
0.354039	2.71483	0.0881756	2.2531	0.339515	3.52103	0.49121	7.66096	0.618194	7.223	0.707797	5.28622	0.420187	7.71114	0.593003	5.81621
0.356507	2.58789	0.0902744	2.25232	0.342708	3.3378	0.493763	7.68249	0.624974	7.32783	0.712751	5.34769	0.427356	7.67554	0.598446	5.86698
0.358862	2.47062	0.0923725	2.25152	0.345735	3.16639	0.4954	7.69561	0.631849	7.42711	0.717761	5.40851	0.43449	7.63638	0.603935	5.91724
0.361111	2.3624	0.0944698	2.2508	0.348608	3.00659	0.497759	7.71371	0.638814	7.52086	0.722829	5.46893	0.441585	7.59359	0.609472	5.96715
0.363264	2.26272	0.0965666	2.2501	0.351337	2.85807	0.500329	7.73244	0.645863	7.60919	0.727952	5.52905	0.448639	7.54714	0.615055	6.01679
0.365327	2.17087	0.0986627	2.24946	0.353934	2.72038	0.503833	7.75615	0.652993	7.69218	0.733132	5.58893	0.455649	7.49701	0.620683	6.06628
