Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym3	
461  Points		491  Points		152  Points		117  Points		106  Points		330  Points		127  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.00556548	8.93732	0.000348576	0.536903	0.279509	0.121033	0.458676	0.0822854	0.559054	0.161055	0.140004	0.81249	0.419274	0.138337
0.0138923	8.93559	0.000848805	0.648027	0.279622	0.229554	0.458752	0.118035	0.559204	0.222927	0.140761	1.07936	0.419403	0.216142
0.022216	8.93105	0.0015561	0.862967	0.279937	0.446058	0.458896	0.189907	0.559469	0.346509	0.142016	1.60472	0.419676	0.371554
0.0305344	8.92431	0.00245685	1.06199	0.280453	0.661172	0.459106	0.262461	0.55985	0.469747	0.143751	2.11075	0.420095	0.52652
0.0388454	8.91538	0.003535	1.24294	0.281169	0.874309	0.459385	0.335938	0.560345	0.592589	0.145949	2.59282	0.420658	0.680813
0.0471472	8.90426	0.00477293	1.40482	0.282082	1.08474	0.459732	0.410674	0.560954	0.714935	0.148583	3.0477	0.421364	0.83427
0.0554375	8.89081	0.00615272	1.54759	0.28319	1.29188	0.46015	0.486831	0.561677	0.836652	0.151628	3.47341	0.422212	0.986718
0.0637142	8.87488	0.00765669	1.67178	0.284489	1.49522	0.460639	0.564731	0.562513	0.957625	0.155055	3.86891	0.423202	1.13795
0.0719749	8.85651	0.0092679	1.77852	0.285976	1.69418	0.461202	0.644652	0.563461	1.07777	0.158837	4.23428	0.424333	1.28778
0.0802174	8.83551	0.0109708	1.86939	0.287646	1.88828	0.461841	0.726784	0.564521	1.19706	0.162945	4.57026	0.425602	1.43604
0.0884389	8.81167	0.0127513	1.94603	0.289495	2.07718	0.462557	0.811434	0.565692	1.31539	0.167353	4.87797	0.427008	1.58265
0.0966369	8.78495	0.014597	2.01009	0.291517	2.26044	0.463353	0.898849	0.566972	1.43258	0.172035	5.15913	0.428551	1.72739
0.104809	8.75509	0.0164969	2.06322	0.293707	2.43779	0.464231	0.989231	0.568361	1.54867	0.176967	5.41536	0.430227	1.87018
0.112951	8.72189	0.0184416	2.107	0.296059	2.60902	0.465196	1.08284	0.569858	1.66359	0.182126	5.64847	0.432036	2.01081
0.121061	8.68514	0.020423	2.14285	0.298568	2.77387	0.466249	1.17996	0.571461	1.77721	0.187492	5.86041	0.433974	2.14918
0.129135	8.64453	0.0224345	2.17206	0.301228	2.93232	0.467395	1.28082	0.57317	1.88951	0.193046	6.05276	0.436041	2.28522
0.137169	8.59979	0.0242073	2.19295	0.304032	3.08436	0.468636	1.38558	0.574982	2.00046	0.198771	6.22725	0.438232	2.41879
0.14516	8.55058	0.0257307	2.20783	0.306975	3.23002	0.469977	1.49445	0.576897	2.11	0.20465	6.38545	0.440548	2.54985
0.153102	8.49656	0.0269975	2.21833	0.310051	3.36942	0.471421	1.60761	0.578914	2.21804	0.210669	6.52876	0.442984	2.67829
0.160992	8.43729	0.0280031	2.22565	0.313254	3.50278	0.472972	1.72523	0.58103	2.32462	0.216816	6.65851	0.445538	2.80401
0.168824	8.37237	0.0287445	2.2305	0.316578	3.6304	0.474635	1.84746	0.583246	2.42968	0.223077	6.77584	0.448209	2.92699
0.176593	8.30127	0.0292199	2.23339	0.320019	3.7527	0.476415	1.97438	0.585558	2.53315	0.229442	6.88189	0.450992	3.04717
0.184293	8.22345	0.0299042	2.23722	0.323571	3.87015	0.478314	2.10603	0.587966	2.63508	0.2359	6.97753	0.453887	3.1645
0.191917	8.13849	0.0306493	2.24103	0.32723	3.98341	0.480339	2.24249	0.590468	2.73543	0.242443	7.0637	0.456889	3.27897
0.199458	8.04568	0.0316646	2.24571	0.330994	4.09303	0.482493	2.38365	0.593063	2.83419	0.249063	7.14121	0.459997	3.39058
0.206909	7.94445	0.0329514	2.25076	0.334857	4.19983	0.484781	2.52944	0.595749	2.93129	0.25575	7.21068	0.463207	3.49923
0.214261	7.8342	0.0345112	2.25595	0.33882	4.30476	0.487206	2.67981	0.598525	3.02683	0.262499	7.27271	0.466517	3.60499
0.221507	7.71432	0.036345	2.26075	0.342879	4.40855	0.489774	2.83442	0.601389	3.12071	0.269302	7.32791	0.469925	3.7079
0.228636	7.58429	0.0384535	2.26491	0.347034	4.51229	0.492488	2.99307	0.60434	3.21298	0.276154	7.37681	0.473427	3.80788
0.235639	7.44354	0.0405654	2.26791	0.351287	4.61692	0.495352	3.15546	0.607376	3.30368	0.283048	7.41974	0.47702	3.905
0.242506	7.29176	0.0426795	2.26992	0.355638	4.72336	0.498368	3.32116	0.610496	3.39274	0.28998	7.45718	0.480703	3.99928
0.249227	7.12867	0.0447952	2.27118	0.360088	4.8326	0.50154	3.48973	0.613698	3.48017	0.296944	7.48951	0.484472	4.09078
0.25579	6.95417	0.0469116	2.27181	0.364643	4.94538	0.504871	3.66063	0.616981	3.56605	0.303035	7.5137	0.488326	4.17952
0.262185	6.76851	0.0490284	2.27198	0.369304	5.06241	0.508361	3.83337	0.620343	3.65036	0.308242	7.53158	0.492261	4.26553
0.268402	6.57209	0.0511452	2.27177	0.374076	5.1841	0.512014	4.00738	0.623783	3.73313	0.312556	7.54448	0.496274	4.34892
0.274432	6.36565	0.0532616	2.27123	0.378964	5.31053	0.515829	4.18198	0.6273	3.81439	0.315973	7.55359	0.500364	4.42972
0.280264	6.15037	0.0553774	2.27052	0.383971	5.44165	0.519806	4.35658	0.630891	3.89412	0.318487	7.55948	0.504528	4.50797
0.285892	5.9276	0.0574925	2.26965	0.389103	5.57697	0.523947	4.53057	0.634556	3.97237	0.320097	7.56293	0.508764	4.58382
0.291309	5.69908	0.0596067	2.26863	0.394363	5.71569	0.528249	4.70335	0.638293	4.04918	0.322413	7.56771	0.51307	4.65731
0.296512	5.46667	0.0617198	2.26757	0.399754	5.85682	0.532711	4.8743	0.642101	4.12458	0.324932	7.57229	0.517443	4.72847
0.301496	5.23243	0.063832	2.26645	0.405277	5.99899	0.537331	5.04292	0.645979	4.19861	0.32836	7.57758	0.521881	4.79747
0.306262	4.99853	0.0659431	2.26527	0.410932	6.14078	0.542108	5.20863	0.649925	4.27131	0.332699	7.58299	0.526382	4.86437
0.31081	4.76701	0.0680531	2.2641	0.41672	6.28067	0.547037	5.371	0.653938	4.34267	0.337949	7.58762	0.530945	4.92924
0.315145	4.53981	0.070162	2.26296	0.422636	6.41719	0.552116	5.52963	0.658017	4.41281	0.344111	7.59042	0.535567	4.99226
0.31927	4.31868	0.0722699	2.26184	0.428677	6.54894	0.557341	5.68414	0.662161	4.48173	0.351184	7.59028	0.540248	5.05348
0.323192	4.1051	0.0743767	2.2607	0.434839	6.67467	0.562708	5.83423	0.666368	4.5495	0.358255	7.58665	0.544984	5.113
0.326919	3.90022	0.0764824	2.25958	0.441115	6.79356	0.568212	5.97965	0.670638	4.61618	0.365321	7.57956	0.549775	5.17104
0.33046	3.70498	0.0785872	2.25854	0.446671	6.89102	0.57385	6.1202	0.67497	4.6818	0.372379	7.56899	0.55462	5.22756
0.333823	3.51988	0.080691	2.25754	0.451469	6.96922	0.579617	6.25569	0.679362	4.74645	0.379425	7.55506	0.559516	5.28274
0.337018	3.34524	0.0827939	2.25657	0.455475	7.03034	0.585507	6.38605	0.683814	4.8102	0.386457	7.53781	0.564463	5.33679
0.340056	3.18127	0.0848959	2.25564	0.458667	7.07626	0.591516	6.51119	0.688325	4.87311	0.393471	7.51713	0.569461	5.38973
0.342946	3.02778	0.086997	2.25474	0.461027	7.10891	0.59764	6.63109	0.692895	4.93527	0.400464	7.49321	0.574507	5.4417
0.345698	2.88457	0.0890973	2.25385	0.462544	7.1291	0.603873	6.74566	0.697522	4.99677	0.407434	7.46601	0.579601	5.49283
0.348321	2.75129	0.0911968	2.25304	0.46473	7.15705	0.61021	6.85498	0.702206	5.05771	0.414376	7.43542	0.584742	5.54325
