Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2	
459  Points		491  Points		459  Points		138  Points		110  Points		101  Points		321  Points		118  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.00420771	9.49709	0.000292651	0.200325	0.0070293	9.49696	0.27958	383.156	0.458669	1062.81	0.559074	646.856	0.139926	194.084	1.00114	9.5426
0.0130551	9.49638	0.000778465	0.325366	0.015876	9.496	0.279881	168.464	0.458733	336.497	0.559261	311.395	0.140655	85.1087	0.994381	9.56308
0.0218995	9.49491	0.0014848	0.446653	0.0247189	9.49428	0.280415	108.14	0.458863	199.944	0.55958	205.148	0.141945	54.925	0.987586	9.58361
0.0307386	9.49269	0.00239634	0.563053	0.0335559	9.49182	0.28118	79.7728	0.459061	142.272	0.560029	153.039	0.143779	40.8922	0.98076	9.60421
0.0395705	9.4897	0.00349487	0.673689	0.042385	9.48859	0.282174	63.3181	0.459327	110.459	0.560609	122.109	0.146132	32.8553	0.973904	9.62488
0.0483928	9.48594	0.00476049	0.77794	0.0512038	9.48458	0.283394	52.5957	0.459662	90.3062	0.561319	101.637	0.148976	27.6936	0.967019	9.64565
0.0572034	9.48139	0.00617291	0.875459	0.0600101	9.47978	0.284834	45.0698	0.460068	76.4013	0.562158	87.0959	0.15228	24.1287	0.960107	9.66654
0.0659998	9.47603	0.00771226	0.966116	0.0688015	9.47414	0.286491	39.5076	0.460547	66.233	0.563125	76.2405	0.156009	21.5399	0.953169	9.68756
0.0747796	9.46983	0.00936001	1.04998	0.0775755	9.46768	0.288359	35.2377	0.4611	58.4772	0.564219	67.8323	0.160132	19.5892	0.946208	9.70874
0.0835403	9.46277	0.011099	1.12724	0.0863295	9.46033	0.290431	31.8632	0.46173	52.3692	0.56544	61.1316	0.164615	18.0773	0.939224	9.73011
0.092279	9.45482	0.0129141	1.19821	0.0950607	9.45209	0.292703	29.1344	0.462439	47.4369	0.566786	55.6696	0.169427	16.8787	0.932221	9.75168
0.100993	9.44593	0.0147921	1.26326	0.103766	9.44289	0.295166	26.8862	0.463231	43.3729	0.568256	51.1347	0.174537	15.911	0.925198	9.77347
0.109679	9.43606	0.0167217	1.32279	0.112443	9.4327	0.297813	25.0053	0.464109	39.9684	0.569849	47.3115	0.179919	15.1176	0.91816	9.79553
0.118334	9.42518	0.0186931	1.37723	0.121087	9.42148	0.300638	23.4111	0.465077	37.0768	0.571563	44.0466	0.185546	14.4585	0.911106	9.81787
0.126954	9.41321	0.0206981	1.427	0.129695	9.40916	0.303632	22.0448	0.466137	34.592	0.573397	41.2278	0.191395	13.9048	0.90404	9.84052
0.135535	9.40012	0.0224676	1.46689	0.137164	9.39749	0.306789	20.8627	0.467295	32.4353	0.57535	38.7709	0.197444	13.4349	0.896964	9.86352
0.144074	9.38582	0.0239893	1.49852	0.143505	9.38681	0.310099	19.8314	0.468555	30.5473	0.577419	36.6117	0.203674	13.0326	0.889878	9.8869
0.152565	9.37024	0.0252553	1.52315	0.148729	9.37745	0.313556	18.9249	0.469921	28.882	0.579603	34.7003	0.210067	12.6854	0.882786	9.9107
0.161004	9.3533	0.0262607	1.54171	0.152846	9.3697	0.317153	18.1228	0.471399	27.4036	0.581901	32.9973	0.216608	12.3836	0.87569	9.93495
0.169385	9.33492	0.0270021	1.55486	0.155865	9.3638	0.320881	17.409	0.472994	26.0836	0.584311	31.4712	0.223281	12.1196	0.868591	9.95969
0.177702	9.31499	0.0274774	1.56306	0.157794	9.35992	0.324735	16.7704	0.474712	24.899	0.58683	30.0967	0.230073	11.8871	0.861492	9.98496
0.185948	9.2934	0.0281618	1.57457	0.160562	9.35423	0.328708	16.1963	0.476557	23.8312	0.589458	28.8527	0.236972	11.6812	0.854396	10.0108
0.194118	9.27003	0.028907	1.58672	0.163563	9.34786	0.332796	15.678	0.478536	22.8649	0.592193	27.7223	0.243967	11.498	0.847303	10.0373
0.202202	9.24476	0.0299225	1.60265	0.167632	9.3389	0.336992	15.2081	0.480655	21.9873	0.595031	26.6911	0.251049	11.3341	0.840218	10.0644
0.210192	9.21744	0.0312098	1.62188	0.172758	9.32705	0.341293	14.7808	0.482919	21.1879	0.597973	25.747	0.258208	11.1867	0.833142	10.0923
0.218079	9.18793	0.0327702	1.64385	0.178922	9.31191	0.345697	14.3908	0.485334	20.4576	0.601016	24.8799	0.265436	11.0537	0.826077	10.1209
0.225854	9.15606	0.0346047	1.66794	0.186103	9.29297	0.350201	14.034	0.487907	19.7889	0.604158	24.0812	0.272725	10.933	0.819026	10.1504
0.233504	9.12168	0.0367141	1.69356	0.194271	9.26957	0.354805	13.7067	0.490642	19.1752	0.607397	23.3434	0.280068	10.8232	0.811991	10.1808
0.241019	9.0846	0.0388266	1.7172	0.202354	9.24426	0.35951	13.406	0.493545	18.611	0.610731	22.6602	0.287459	10.7227	0.804975	10.2121
0.248387	9.04467	0.0409412	1.73906	0.210342	9.21691	0.364317	13.1291	0.496621	18.0914	0.614159	22.0259	0.294891	10.6305	0.79798	10.2445
0.255594	9.00171	0.043057	1.75931	0.218227	9.18735	0.36923	12.8739	0.499873	17.6121	0.617679	21.4359	0.30236	10.5455	0.791008	10.2779
0.262627	8.95556	0.0451735	1.7781	0.225999	9.15544	0.374253	12.6385	0.503306	17.1694	0.621288	20.8859	0.309859	10.467	0.784062	10.3125
0.269474	8.90608	0.04729	1.79556	0.233647	9.121	0.379391	12.4212	0.506923	16.7601	0.624986	20.3721	0.317383	10.394	0.777144	10.3483
0.276121	8.85315	0.0494063	1.81182	0.24116	9.08388	0.38465	12.2206	0.510725	16.3812	0.62877	19.8913	0.324929	10.3261	0.770256	10.3854
0.282556	8.79668	0.0515221	1.82699	0.248524	9.04389	0.390036	12.0354	0.514716	16.0302	0.632638	19.4407	0.332491	10.2625	0.763401	10.424
0.288766	8.73663	0.053637	1.84116	0.255728	9.00087	0.395554	11.8646	0.518894	15.7046	0.636589	19.0176	0.340065	10.2029	0.75658	10.4639
0.294743	8.67299	0.0557511	1.85442	0.262758	8.95466	0.401211	11.7071	0.523261	15.4024	0.640621	18.6198	0.347648	10.1468	0.749795	10.5055
0.300478	8.60581	0.0578642	1.86685	0.269601	8.90512	0.40701	11.562	0.527815	15.1218	0.644733	18.2453	0.355235	10.0937	0.743913	10.543
0.305965	8.53521	0.0599761	1.87852	0.276244	8.85212	0.412954	11.4284	0.532554	14.8609	0.648922	17.8921	0.362822	10.0434	0.738923	10.576
0.311201	8.46135	0.062087	1.8895	0.282675	8.79558	0.419044	11.3054	0.537476	14.6182	0.653187	17.5586	0.369431	10.0016	0.734814	10.6041
0.316185	8.38445	0.0641967	1.89983	0.288881	8.73546	0.425281	11.1923	0.542578	14.3922	0.657527	17.2434	0.375061	9.96723	0.731576	10.6267
0.320918	8.30478	0.0663053	1.90958	0.294854	8.67175	0.431661	11.0884	0.547856	14.1817	0.661939	16.9451	0.379713	9.93968	0.729201	10.6437
