Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2		Asym3	
475  Points		494  Points		237  Points		161  Points		133  Points		107  Points		381  Points		180  Points		142  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.000649058	6.62288	0.000326398	0.176754	0.279515	795.9	0.451909	869.964	0.55902	1917.39	0.838525	19947.1	0.139797	275.667	0.419281	630.994	0.698772	5335.43
0.00681929	6.62262	0.000735083	0.264579	0.279596	217.943	0.451974	311.459	0.559068	457.036	0.838545	861.166	0.140097	97.3694	0.419368	262.734	0.698798	657.591
0.0129881	6.62188	0.00130174	0.350872	0.27977	126.331	0.4521	189.731	0.559177	259.486	0.838601	440.111	0.140682	59.3464	0.419527	165.961	0.698865	350.421
0.0191542	6.62069	0.00201974	0.435128	0.280036	89.0054	0.452287	136.455	0.559345	181.215	0.838692	295.614	0.141546	42.8641	0.419757	121.332	0.698973	238.879
0.0253163	6.61903	0.00288143	0.516996	0.280394	68.7581	0.452536	106.573	0.559572	139.255	0.838819	222.568	0.142684	33.7003	0.420059	95.658	0.699122	181.225
0.0314731	6.6169	0.00387792	0.596136	0.280843	56.0601	0.452847	87.4571	0.559859	113.102	0.838982	178.487	0.144086	27.8934	0.420432	78.9847	0.699312	146.011
0.0376233	6.6143	0.00499989	0.672319	0.281382	47.3599	0.45322	74.1813	0.560205	95.2451	0.839181	148.997	0.145742	23.9028	0.420876	67.2901	0.699543	122.273
0.0437654	6.61122	0.00623744	0.745349	0.282012	41.0315	0.453656	64.4277	0.560611	82.2804	0.839416	127.884	0.147642	21.0047	0.421391	58.6377	0.699814	105.19
0.0498982	6.60766	0.00758072	0.815115	0.28273	36.2254	0.454155	56.9615	0.561075	72.4425	0.839686	112.024	0.149773	18.814	0.421976	51.98	0.700127	92.3099
0.0560201	6.6036	0.00901985	0.881544	0.283537	32.4545	0.454718	51.0648	0.561598	64.7241	0.839992	99.6752	0.152122	17.107	0.422631	46.7009	0.70048	82.2524
0.0621297	6.59905	0.0105455	0.944632	0.28443	29.4193	0.455345	46.2918	0.56218	58.5086	0.840334	89.789	0.154677	15.7447	0.423356	42.4143	0.700873	74.1828
0.0682256	6.59398	0.0121485	1.0044	0.285409	26.9258	0.456037	42.3507	0.562821	53.3976	0.840711	81.6963	0.157425	14.6364	0.42415	38.866	0.701307	67.5658
0.0743062	6.58839	0.0138206	1.06092	0.286473	24.8425	0.456794	39.0429	0.563519	49.1217	0.841124	74.9506	0.160355	13.7203	0.425012	35.8817	0.701781	62.0424
0.0803697	6.58227	0.0155539	1.11428	0.287619	23.0774	0.457618	36.2284	0.564276	45.4929	0.841572	69.242	0.163454	12.9528	0.425942	33.3379	0.702296	57.363
0.0864148	6.5756	0.0173412	1.1646	0.288848	21.564	0.458509	33.8054	0.565089	42.3755	0.842056	64.349	0.16671	12.3026	0.42694	31.1449	0.70285	53.3485
0.0924395	6.56837	0.0191761	1.21199	0.290157	20.253	0.459469	31.6987	0.565961	39.6693	0.842575	60.1089	0.170113	11.7461	0.428005	29.2355	0.703445	49.8671
0.098442	6.56056	0.0210526	1.25659	0.291545	19.1073	0.460497	29.8509	0.566889	37.2986	0.843129	56.3998	0.173652	11.2657	0.429136	27.5589	0.70408	46.8198
0.10442	6.55215	0.0229654	1.29855	0.293011	18.0982	0.461595	28.2178	0.567873	35.2052	0.843718	53.128	0.177318	10.8479	0.430333	26.0756	0.704754	44.1305
0.110373	6.54312	0.0249098	1.338	0.294553	17.2035	0.462764	26.7649	0.568914	33.3438	0.844343	50.221	0.181102	10.4819	0.431594	24.7545	0.705468	41.74
0.116297	6.53346	0.0268816	1.3751	0.29617	16.4052	0.464005	25.4645	0.570011	31.6783	0.845002	47.6212	0.184994	10.1593	0.43292	23.5709	0.706221	39.6015
0.122191	6.52314	0.028877	1.40997	0.297862	15.6892	0.465318	24.2943	0.571163	30.1796	0.845696	45.2827	0.188469	9.90834	0.434309	22.5049	0.707013	37.6775
0.128052	6.51214	0.0308928	1.44277	0.299626	15.0439	0.466705	23.2364	0.572371	28.8244	0.846425	43.1682	0.191488	9.7136	0.43576	21.5402	0.707845	35.9375
0.133878	6.50044	0.0329262	1.47361	0.301462	14.4597	0.468167	22.2759	0.573632	27.5933	0.847189	41.2471	0.194021	9.56444	0.437273	20.6634	0.708715	34.3565
0.139667	6.488	0.0347103	1.49899	0.303369	13.9287	0.469704	21.4003	0.574949	26.4703	0.847987	39.4945	0.196047	9.45343	0.438848	19.8632	0.709624	32.914
