Sym0		Sym1		Sym2		Sym3		Sym4		Sym5		Asym1		Asym2		Asym3		Asym4	
403  Points		403  Points		395  Points		364  Points		250  Points		146  Points		409  Points		380  Points		352  Points		264  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
1.40113	1.9476	1.40139	1.94819	0.433033	0.106798	0.866025	-0.0176411	1.02492	0.0607282	1.29904	-0.00665404	0.216513	0.0834286	1.40272	2.3517	0.683272	0.145374	1.08253	-0.00652712
1.39832	1.9445	1.39858	1.94508	0.433187	0.159249	0.865999	-0.0309602	1.02501	0.0823588	1.29903	-0.00916591	0.216633	0.135494	1.39932	2.36014	0.683482	0.241123	1.08252	-0.0120728
1.39552	1.9383	1.39578	1.93884	0.433492	0.263208	0.865936	-0.0575142	1.02516	0.125498	1.29901	-0.0142845	0.216904	0.239177	1.39591	2.37666	0.683968	0.425685	1.0825	-0.0231435
1.39273	1.93212	1.39298	1.93265	0.433947	0.364999	0.865833	-0.0838156	1.02537	0.168416	1.29899	-0.0193948	0.217324	0.341807	1.39246	2.39248	0.684711	0.594051	1.08246	-0.0341521
1.38994	1.92598	1.3902	1.92657	0.434546	0.463991	0.865694	-0.109831	1.02565	0.210966	1.29895	-0.0244152	0.217891	0.442916	1.389	2.40758	0.685683	0.742917	1.0824	-0.0451097
1.38717	1.91994	1.38742	1.92049	0.435286	0.559583	0.865516	-0.135496	1.02598	0.253073	1.29891	-0.0294022	0.218602	0.542082	1.38551	2.42196	0.686856	0.871534	1.08233	-0.0559653
1.3844	1.91393	1.38465	1.91448	0.436161	0.651231	0.865302	-0.160678	1.02638	0.294661	1.29887	-0.0343226	0.219456	0.638973	1.38201	2.43563	0.688199	0.981037	1.08224	-0.0666901
1.38164	1.90799	1.38189	1.90854	0.437166	0.738578	0.865052	-0.185333	1.02683	0.335649	1.29882	-0.0391828	0.220447	0.73322	1.37848	2.44862	0.689688	1.07348	1.08213	-0.0773
1.37889	1.90218	1.37914	1.90268	0.438293	0.821355	0.864767	-0.209374	1.02735	0.376022	1.29876	-0.0439229	0.221572	0.82452	1.37494	2.4609	0.691298	1.15129	1.08201	-0.0877531
1.37615	1.89644	1.3764	1.89695	0.439537	0.899456	0.864448	-0.232702	1.02792	0.415608	1.29869	-0.048569	0.222827	0.912712	1.37138	2.47256	0.693011	1.21689	1.08188	-0.0980392
1.37342	1.89087	1.37367	1.89136	0.44089	0.972823	0.864096	-0.25526	1.02854	0.454423	1.29862	-0.0531004	0.224207	0.997543	1.3678	2.48366	0.694811	1.27244	1.08173	-0.108138
1.37069	1.88545	1.37094	1.88596	0.442345	1.04148	0.863711	-0.277013	1.02923	0.492429	1.29854	-0.0574759	0.225707	1.07888	1.36421	2.49406	0.696684	1.31974	1.08157	-0.118008
1.36797	1.88026	1.36822	1.88074	0.443896	1.10562	0.863296	-0.297887	1.02997	0.529475	1.29845	-0.0617589	0.227322	1.15665	1.3606	2.50395	0.698621	1.36028	1.08139	-0.12764
1.36526	1.87536	1.36551	1.87577	0.445537	1.16528	0.862851	-0.317881	1.03076	0.565628	1.29836	-0.0658573	0.229046	1.23076	1.35698	2.51334	0.700611	1.39523	1.0812	-0.137017
1.36256	1.87077	1.36281	1.87119	0.44726	1.22074	0.862378	-0.336922	1.0316	0.600801	1.29826	-0.069806	0.230874	1.3012	1.35335	2.52214	0.702648	1.42556	1.08099	-0.146104
1.35986	1.86672	1.36011	1.86708	0.449061	1.27217	0.861879	-0.354935	1.03249	0.634965	1.29816	-0.0736018	0.232802	1.36795	1.3497	2.53052	0.704726	1.45218	1.08078	-0.154902
1.35717	1.8633	1.35742	1.86356	0.450933	1.31981	0.861354	-0.37192	1.03343	0.668138	1.29805	-0.0771651	0.234823	1.43106	1.34604	2.53841	0.70684	1.47561	1.08055	-0.163416
1.35449	1.86071	1.35473	1.8609	0.452871	1.3639	0.860805	-0.387871	1.03442	0.700205	1.29793	-0.0805563	0.236933	1.49064	1.34237	2.54584	0.708986	1.49633	1.08031	-0.171582
1.3518	1.85941	1.35205	1.85946	0.45487	1.40462	0.860234	-0.402781	1.03545	0.731233	1.29781	-0.08375	0.239126	1.54673	1.33869	2.55287	0.71116	1.51475	1.08005	-0.179418
1.34912	1.85996	1.34936	1.85981	0.456926	1.44226	0.859642	-0.416561	1.03653	0.76121	1.29769	-0.0866948	0.241398	1.59937	1.335	2.55953	0.713359	1.53124	1.07979	-0.186886
1.34643	1.86332	1.34668	1.86285	0.459033	1.47695	0.859032	-0.429253	1.03765	0.790109	1.29756	-0.0894351	0.243743	1.64875	1.3313	2.56582	0.71558	1.54606	1.07951	-0.193986
1.34374	1.87108	1.34398	1.87011	0.461189	1.50899	0.858403	-0.440867	1.03881	0.817878	1.29743	-0.0919128	0.246158	1.69502	1.3276	2.57174	0.717822	1.55937	1.07923	-0.200716
1.34103	1.88608	1.34128	1.88432	0.46339	1.5385	0.857759	-0.451351	1.04001	0.844559	1.2973	-0.0941581	0.248314	1.73284	1.32388	2.57735	0.720082	1.5714	1.07893	-0.206997
1.33829	1.91345	1.33854	1.91027	0.465631	1.56566	0.8571	-0.460748	1.04125	0.870234	1.29716	-0.0961586	0.250189	1.76336	1.32016	2.58263	0.722358	1.58221	1.07863	-0.212894
1.33551	1.9616	1.33576	1.95607	0.467909	1.59069	0.856429	-0.469067	1.04252	0.894778	1.29702	-0.0978159	0.251763	1.78743	1.31642	2.58763	0.724649	1.59197	1.07832	-0.21839
1.33263	2.04215	1.3329	2.03319	0.470222	1.61364	0.855746	-0.476257	1.04383	0.918232	1.29688	-0.0992261	0.253023	1.80554	1.31269	2.59236	0.726954	1.60087	1.078	-0.223375
1.32961	2.16157	1.32989	2.14925	0.472567	1.6347	0.855054	-0.482361	1.04517	0.940676	1.29673	-0.100362	0.253957	1.81857	1.30894	2.59683	0.72927	1.60884	1.07767	-0.227926
1.32639	2.30528	1.32669	2.29203	0.474941	1.65399	0.854354	-0.48739	1.04655	0.962053	1.29659	-0.101169	0.254558	1.82673	1.30519	2.60102	0.731598	1.61601	1.07734	-0.232047
1.32296	2.43931	1.32328	2.42831	0.477342	1.67161	0.853647	-0.49137	1.04795	0.982396	1.29644	-0.10161	0.255427	1.83811	1.30143	2.60499	0.733935	1.62243	1.077	-0.235674
1.31935	2.53879	1.31968	2.53133	0.479767	1.68773	0.852935	-0.494277	1.04938	1.0017	1.2963	-0.101761	0.256378	1.85019	1.29767	2.60877	0.736282	1.62816	1.07666	-0.238828
1.31563	2.60289	1.31597	2.59827	0.482214	1.70233	0.85222	-0.496134	1.05084	1.02001	1.29615	-0.101623	0.257681	1.86594	1.2939	2.61231	0.738636	1.63325	1.07631	-0.241473
1.31184	2.64233	1.31218	2.63944	0.484681	1.71556	0.851503	-0.496993	1.05233	1.03737	1.296	-0.101055	0.259344	1.88514	1.29013	2.61564	0.740996	1.63773	1.07596	-0.243613
1.308	2.6668	1.30835	2.665	0.487167	1.72752	0.850785	-0.496807	1.05384	1.0537	1.29586	-0.100138	0.261378	1.90715	1.28635	2.61879	0.743363	1.64162	1.07561	-0.245257
1.30414	2.68248	1.30449	2.68134	0.489668	1.73817	0.850069	-0.495629	1.05537	1.06908	1.29571	-0.0988897	0.263792	1.93122	1.28257	2.62179	0.745735	1.64495	1.07526	-0.246348
1.30026	2.69288	1.30061	2.69211	0.492184	1.74769	0.849355	-0.493493	1.05692	1.08352	1.29557	-0.0971989	0.266599	1.95682	1.27878	2.62457	0.748112	1.64771	1.0749	-0.246919
1.29636	2.7	1.29672	2.69945	0.494713	1.75611	0.848644	-0.490392	1.0585	1.097	1.29543	-0.0951357	0.269441	1.98027	1.27499	2.62719	0.750492	1.64994	1.07454	-0.246962
1.29246	2.70501	1.29282	2.7046	0.497254	1.76343	0.847939	-0.486314	1.06009	1.10962	1.2953	-0.0926938	0.272315	2.00163	1.2712	2.62966	0.752875	1.6517	1.07419	-0.246462
1.28856	2.70852	1.28891	2.70825	0.499804	1.76971	0.84724	-0.481307	1.0617	1.12129	1.29517	-0.0897876	0.275219	2.02099	1.2674	2.63197	0.75526	1.65293	1.07383	-0.245462
1.28464	2.71105	1.285	2.71085	0.502362	1.77502	0.84655	-0.475395	1.06333	1.13206	1.29504	-0.0864653	0.278149	2.0384	1.2636	2.63416	0.757646	1.65365	1.07348	-0.243828
1.28073	2.7129	1.28109	2.71276	0.504928	1.77942	0.845868	-0.468552	1.06497	1.142	1.29492	-0.0827506	0.281103	2.05402	1.2598	2.6362	0.760034	1.65391	1.07313	-0.241659
1.27681	2.71419	1.27717	2.71409	0.507499	1.78287	0.845197	-0.460798	1.06662	1.15106	1.2948	-0.0785437	0.284079	2.06791	1.25599	2.63808	0.762421	1.6537	1.07278	-0.238931
1.27289	2.71507	1.27325	2.715	0.510075	1.78538	0.844538	-0.452175	1.06829	1.15922	1.29469	-0.0738652	0.287073	2.08006	1.25218	2.63979	0.764807	1.65299	1.07244	-0.2356
1.26897	2.71566	1.26933	2.71563	0.512653	1.7871	0.843892	-0.442692	1.06997	1.1666	1.29459	-0.0687564	0.290083	2.0906	1.24837	2.64145	0.767193	1.65185	1.0721	-0.231722
1.26505	2.71603	1.26541	2.71602	0.515234	1.78798	0.84326	-0.43237	1.07166	1.17316	1.29449	-0.063153	0.293108	2.09957	1.24456	2.64294	0.769576	1.65025	1.07177	-0.227262
1.26113	2.7162	1.26149	2.7162	0.517815	1.78799	0.842644	-0.421174	1.07336	1.17887	1.2944	-0.0570732	0.296144	2.10702	1.24074	2.64431	0.771956	1.64814	1.07144	-0.222222
1.25721	2.71623	1.25757	2.71622	0.520395	1.78727	0.842044	-0.409109	1.07506	1.18378	1.29433	-0.0504799	0.29919	2.11305	1.23692	2.64559	0.774334	1.64559	1.07113	-0.216538
1.25329	2.71609	1.25365	2.71609	0.522642	1.78601	0.841463	-0.396257	1.07678	1.18789	1.29426	-0.0433725	0.302244	2.11764	1.2331	2.64669	0.776707	1.64263	1.07082	-0.210296
1.24937	2.7158	1.24973	2.71585	0.524557	1.78446	0.8409	-0.382639	1.07849	1.19119	1.2942	-0.0357495	0.305304	2.12089	1.22928	2.64771	0.779075	1.6392	1.07052	-0.203452
1.24545	2.71551	1.24581	2.71551	0.526138	1.7829	0.840358	-0.368148	1.08021	1.1937	1.29415	-0.027608	0.308367	2.12277	1.22546	2.64857	0.781439	1.63526	1.07023	-0.195991
1.24153	2.71507	1.24189	2.71511	0.527388	1.78145	0.839837	-0.352862	1.08194	1.19549	1.29412	-0.0189421	0.311432	2.12331	1.22164	2.64935	0.783796	1.6309	1.06995	-0.187952
1.23762	2.71456	1.23797	2.71462	0.528306	1.78035	0.839339	-0.336864	1.08366	1.19652	1.2941	-0.00974025	0.314496	2.12263	1.21781	2.65002	0.786147	1.62607	1.06969	-0.179272
1.2337	2.71399	1.23405	2.71407	0.528893	1.77953	0.838865	-0.32003	1.08539	1.19673	1.29409	2.08879e-005	0.317559	2.12075	1.21399	2.65056	0.78849	1.62079	1.06944	-0.169968
1.22978	2.71336	1.23014	2.71341	0.529737	1.77815	0.838416	-0.302401	1.08712	1.19621	1.2941	0.0103879	0.320618	2.11761	1.21016	2.65098	0.790826	1.61508	1.0692	-0.160077
1.22586	2.71269	1.22622	2.71275	0.530653	1.7767	0.837992	-0.284063	1.08885	1.19495	1.29412	0.0213075	0.323672	2.11326	1.20633	2.65123	0.793152	1.60885	1.06898	-0.149596
1.22195	2.71193	1.22231	2.71202	0.531898	1.77466	0.837595	-0.264965	1.09057	1.19293	1.29416	0.0327462	0.326719	2.10778	1.20251	2.65137	0.79547	1.60218	1.06877	-0.138449
1.21804	2.71115	1.21839	2.71121	0.53347	1.77174	0.837227	-0.245152	1.09229	1.19022	1.29422	0.0447838	0.329757	2.10113	1.19868	2.65144	0.797778	1.59506	1.06858	-0.126701
1.21412	2.71031	1.21448	2.7104	0.535368	1.76785	0.836888	-0.22457	1.094	1.18678	1.29429	0.0574332	0.332784	2.09337	1.19485	2.65134	0.800075	1.58748	1.0684	-0.114339
1.21021	2.70944	1.21057	2.70951	0.537588	1.76281	0.836579	-0.203254	1.09572	1.18262	1.29438	0.0706472	0.3358	2.08455	1.19103	2.65109	0.80236	1.57944	1.06825	-0.101333
1.2063	2.70851	1.20666	2.70861	0.540128	1.75636	0.836301	-0.181276	1.09742	1.17772	1.29449	0.0844774	0.338802	2.07457	1.1872	2.65071	0.804634	1.57089	1.06811	-0.0876985
1.20239	2.70753	1.20275	2.70762	0.542659	1.74925	0.836056	-0.158561	1.09911	1.17211	1.29463	0.0988809	0.341788	2.06354	1.18337	2.65019	0.806895	1.56192	1.06799	-0.0734672
1.19849	2.70652	1.19884	2.7066	0.545178	1.74145	0.835843	-0.135176	1.1008	1.16586	1.29478	0.113845	0.344759	2.05151	1.17955	2.64951	0.809143	1.55249	1.0679	-0.0586276
1.19458	2.70545	1.19494	2.70557	0.547686	1.73301	0.835665	-0.111113	1.10248	1.15892	1.29496	0.129418	0.347711	2.03842	1.17573	2.64866	0.811377	1.54255	1.06782	-0.0431574
1.19068	2.70433	1.19103	2.70447	0.550181	1.72385	0.835523	-0.0863496	1.10415	1.15128	1.29515	0.145623	0.350643	2.0243	1.1719	2.64762	0.813596	1.53221	1.06777	-0.0270851
1.18677	2.7032	1.18713	2.70329	0.552662	1.71407	0.835416	-0.0609201	1.1058	1.14296	1.29538	0.162433	0.353554	2.00922	1.16808	2.64642	0.8158	1.5214	1.06774	-0.0103947
1.18287	2.70203	1.18323	2.70211	0.555129	1.70364	0.835347	-0.03489	1.10745	1.13401	1.29562	0.179792	0.356443	1.99314	1.16426	2.64505	0.817988	1.51012	1.06774	0.00687288
1.17897	2.70079	1.17933	2.70091	0.55758	1.69254	0.835315	-0.00824494	1.10908	1.12445	1.29589	0.197738	0.359308	1.97613	1.16045	2.64347	0.820159	1.4984	1.06776	0.0247821
1.17508	2.69948	1.17543	2.69962	0.560015	1.68083	0.835323	0.0190442	1.11069	1.11426	1.29619	0.216271	0.362148	1.95822	1.15663	2.64164	0.822313	1.48623	1.06781	0.0433153
1.17118	2.69818	1.17154	2.69829	0.562432	1.66853	0.83537	0.0469624	1.11229	1.10341	1.29652	0.235394	0.364961	1.93941	1.15282	2.63959	0.824449	1.47362	1.06789	0.0623641
1.16729	2.69682	1.16764	2.69694	0.564831	1.65557	0.835458	0.0754061	1.11388	1.09197	1.29687	0.255035	0.367746	1.91975	1.14901	2.63731	0.826567	1.46055	1.06799	0.0820048
1.1634	2.69543	1.16375	2.69555	0.567211	1.64203	0.835588	0.104388	1.11545	1.08	1.29726	0.2752	0.370503	1.89926	1.14521	2.63474	0.828666	1.44708	1.06813	0.102243
1.15951	2.69396	1.15986	2.6941	0.569572	1.62793	0.83576	0.133935	1.117	1.06749	1.29767	0.295976	0.373229	1.87803	1.14141	2.63187	0.830745	1.43326	1.06829	0.123018
1.15562	2.69242	1.15597	2.69258	0.571911	1.61319	0.835945	0.160101	1.11853	1.0544	1.29811	0.31724	0.375924	1.85599	1.13761	2.62869	0.83254	1.42085	1.06848	0.144352
1.15173	2.69086	1.15209	2.69101	0.574228	1.59794	0.836128	0.1827	1.12004	1.04082	1.29858	0.338967	0.378587	1.83329	1.13382	2.62518	0.834057	1.41008	1.06871	0.16622
1.14785	2.6893	1.1482	2.68942	0.576524	1.58216	0.836299	0.201582	1.12153	1.02677	1.29909	0.361181	0.381216	1.80997	1.13003	2.62132	0.835304	1.40098	1.06896	0.188569
1.14397	2.68763	1.14432	2.68777	0.578796	1.56577	0.836445	0.216626	1.123	1.01223	1.29963	0.383856	0.383812	1.78603	1.12625	2.61703	0.836283	1.39354	1.06925	0.21144
1.14009	2.6859	1.14045	2.68608	0.581044	1.54893	0.83656	0.22763	1.12445	0.997276	1.3002	0.407013	0.386372	1.76158	1.12248	2.61227	0.837	1.38818	1.06957	0.234845
1.13622	2.68414	1.13657	2.68431	0.583267	1.53161	0.836636	0.234823	1.12588	0.981943	1.3008	0.430548	0.388897	1.73661	1.11871	2.60707	0.837458	1.38478	1.06993	0.258656
1.13234	2.6823	1.1327	2.68246	0.585465	1.5138	0.83675	0.245238	1.12729	0.966219	1.30144	0.454402	0.391385	1.71123	1.11495	2.60136	0.838113	1.37973	1.07032	0.282914
1.12847	2.68044	1.12883	2.68059	0.587637	1.49555	0.836879	0.256489	1.12867	0.950152	1.30211	0.478671	0.393837	1.68555	1.1112	2.59507	0.838823	1.37416	1.07074	0.307626
1.12461	2.67848	1.12496	2.67868	0.589782	1.47687	0.837064	0.271976	1.13003	0.933838	1.30282	0.503259	0.396251	1.65963	1.10746	2.58812	0.839784	1.36652	1.07121	0.332733
1.12074	2.67647	1.12109	2.67668	0.5919	1.45779	0.837314	0.291584	1.13137	0.917251	1.30357	0.52812	0.398628	1.63345	1.10373	2.58044	0.840991	1.35675	1.07171	0.358191
