Sym0		Sym1		Sym2		Sym3		Sym4		Sym5		Asym1		Asym2		Asym3		Asym4	
395  Points		395  Points		382  Points		364  Points		235  Points		119  Points		402  Points		379  Points		305  Points		247  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
1.40111	2.69756	1.40079	2.69751	0.43304	0.168427	0.866025	-0.00536813	1.15356	0.0138898	1.29904	0.00369928	0.216507	0.0655927	1.40282	2.64208	0.769043	0.0494402	1.08253	-0.00176089
1.39722	2.69722	1.39689	2.69714	0.433283	0.254021	0.866017	-0.00919616	1.15358	0.0247054	1.29904	0.00553196	0.216602	0.11841	1.39901	2.64253	0.769114	0.0782781	1.08253	-0.0023875
1.39333	2.69651	1.393	2.69646	0.433773	0.421006	0.865999	-0.0167984	1.15363	0.0463122	1.29905	0.00912573	0.216849	0.223687	1.39519	2.64337	0.769269	0.135861	1.08252	-0.00360813
1.38944	2.69583	1.38911	2.69577	0.434498	0.578023	0.865969	-0.0243125	1.15371	0.0678462	1.29907	0.0127244	0.217248	0.32804	1.39138	2.64411	0.769506	0.193019	1.08252	-0.00480427
1.38555	2.69511	1.38522	2.69504	0.435441	0.722649	0.865928	-0.0317967	1.15382	0.0893077	1.29909	0.0164061	0.217796	0.430911	1.38756	2.64478	0.769826	0.249474	1.08251	-0.00595143
1.38166	2.69434	1.38133	2.69431	0.436584	0.853624	0.865877	-0.0392212	1.15397	0.110697	1.29912	0.0201073	0.218492	0.531917	1.38374	2.64538	0.770227	0.305182	1.0825	-0.00707389
1.37777	2.6936	1.37744	2.69351	0.437906	0.970774	0.865815	-0.0465263	1.15414	0.131944	1.29915	0.0238477	0.219332	0.630732	1.37993	2.64593	0.770707	0.359907	1.08249	-0.00814692
1.37388	2.69279	1.37355	2.69271	0.439387	1.07463	0.865743	-0.053739	1.15435	0.15305	1.29919	0.0276664	0.220312	0.72692	1.37611	2.64637	0.771266	0.413475	1.08248	-0.00912112
