Sym0		Sym1		Sym2		Sym3		Sym4		Sym5		Asym1		Asym2		Asym3		Asym4	
394  Points		394  Points		375  Points		358  Points		229  Points		106  Points		398  Points		378  Points		291  Points		235  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
1.40245	2.49617	1.4003	2.49592	0.433077	529.223	0.866024	977.297	1.21285	1408.19	1.29904	6329.2	0.216573	160.786	1.4001	2.60494	0.808574	859.541	1.08253	1489.7
1.39858	2.49571	1.39644	2.49545	0.4335	191.67	0.866019	371.759	1.21287	526.269	1.29905	787.96	0.216793	77.6943	1.39628	2.60484	0.808647	339.186	1.08253	498.852
1.39472	2.49525	1.39258	2.49499	0.434289	117.214	0.866008	229.534	1.21291	323.612	1.29907	420.139	0.217166	51.2944	1.39247	2.60473	0.808782	211.311	1.08254	299.588
1.39086	2.49479	1.38872	2.49453	0.435398	84.5686	0.865993	166.018	1.21297	233.649	1.2991	286.438	0.217689	38.3452	1.38865	2.60463	0.808979	153.482	1.08254	214.077
1.38701	2.49433	1.38486	2.49407	0.436773	66.2598	0.865972	130.033	1.21305	182.832	1.29915	217.295	0.218361	30.6666	1.38484	2.60453	0.809239	120.526	1.08255	166.542
1.38315	2.49387	1.38101	2.49361	0.438366	54.5556	0.865947	106.867	1.21315	150.176	1.29921	175.046	0.219178	25.5934	1.38103	2.60443	0.80956	99.2401	1.08256	136.282
1.3793	2.49341	1.37716	2.49315	0.440133	46.4345	0.865917	90.7062	1.21327	127.423	1.29928	146.555	0.220138	21.9979	1.37722	2.60433	0.809942	84.3605	1.08258	115.328
1.37545	2.49295	1.37331	2.49269	0.44204	40.4726	0.865883	78.7899	1.2134	110.662	1.29937	126.044	0.221236	19.3209	1.37341	2.60424	0.810384	73.3755	1.08259	99.9596
1.3716	2.49249	1.36946	2.49224	0.444061	35.9118	0.865844	69.6399	1.21356	97.8023	1.29947	110.572	0.222468	17.2536	1.3696	2.60415	0.810885	64.9347	1.08261	88.2059
1.36775	2.49203	1.36561	2.49178	0.446175	32.3112	0.8658	62.3932	1.21373	87.6237	1.29959	98.4862	0.223829	15.6116	1.3658	2.60406	0.811446	58.2471	1.08263	78.9259
1.3639	2.49158	1.36176	2.49132	0.448366	29.3971	0.865752	56.5116	1.21393	79.3673	1.29971	88.7844	0.225316	14.2779	1.36199	2.60397	0.812063	52.819	1.08265	71.4131
1.36006	2.49112	1.35792	2.49087	0.450622	26.9907	0.865701	51.6427	1.21414	72.536	1.29986	80.8249	0.226921	13.1746	1.35819	2.60389	0.812737	48.3259	1.08268	65.2067
1.35621	2.49067	1.35408	2.49042	0.452932	24.9703	0.865645	47.5456	1.21436	66.7902	1.30001	74.1773	0.228642	12.2481	1.35439	2.60382	0.813467	44.5462	1.08271	59.9932
1.35237	2.49021	1.35024	2.48996	0.45529	23.2502	0.865586	44.0501	1.21461	61.8904	1.30018	68.5421	0.230471	11.46	1.3506	2.60374	0.814251	41.3229	1.08274	55.552
1.34853	2.48976	1.3464	2.48951	0.457689	21.7682	0.865524	41.0329	1.21487	57.6628	1.30037	63.7046	0.232404	10.7823	1.34681	2.60368	0.815087	38.5421	1.08277	51.7233
1.3447	2.48931	1.34256	2.48906	0.460124	20.4782	0.865459	38.4021	1.21515	53.9781	1.30057	59.5067	0.234436	10.1939	1.34302	2.60362	0.815975	36.1189	1.08281	48.3888
1.34086	2.48886	1.33873	2.48861	0.462592	19.3453	0.86539	36.0878	1.21544	50.738	1.30079	55.8296	0.236562	9.6789	1.33923	2.60357	0.816913	33.9889	1.08285	45.4584
1.33703	2.48842	1.3349	2.48817	0.465088	18.3425	0.865319	34.0362	1.21575	47.8668	1.30102	52.5821	0.238486	9.28006	1.33545	2.60352	0.817901	32.1021	1.0829	42.8631
1.3332	2.48797	1.33107	2.48772	0.46761	17.4487	0.865246	32.2049	1.21608	45.3049	1.30127	49.6932	0.240177	8.97155	1.33167	2.60348	0.818935	30.4194	1.08294	40.5484
1.32937	2.48753	1.32724	2.48728	0.470156	16.6471	0.865171	30.5603	1.21642	43.005	1.30153	47.1068	0.241609	8.73572	1.3279	2.60346	0.820016	28.9096	1.083	38.4712
1.32554	2.48708	1.32342	2.48684	0.472724	15.9242	0.865094	29.0752	1.21677	40.9289	1.30181	44.7778	0.242762	8.56042	1.32414	2.60344	0.821141	27.5475	1.08305	36.5967
1.32172	2.48664	1.3196	2.4864	0.475311	15.269	0.865016	27.7275	1.21713	39.0455	1.30211	42.6696	0.243621	8.43734	1.32037	2.60343	0.822309	26.3125	1.08311	34.8968
1.3179	2.48621	1.31578	2.48597	0.477916	14.6723	0.864937	26.499	1.21751	37.3292	1.30243	40.7524	0.244176	8.36102	1.31662	2.60344	0.823519	25.1879	1.08318	33.348
1.31408	2.48577	1.31196	2.48553	0.480538	14.1268	0.864857	25.3744	1.2179	35.7587	1.30276	39.0014	0.244981	8.25452	1.31287	2.60345	0.824769	24.1596	1.08324	31.9312
1.31026	2.48534	1.30814	2.4851	0.483175	13.6262	0.864777	24.3413	1.2183	34.3162	1.30311	37.396	0.245863	8.14283	1.30913	2.60349	0.826058	23.2158	1.08332	30.6302
1.30645	2.48491	1.30433	2.48467	0.485827	13.1651	0.864697	23.3888	1.21871	32.9867	1.30348	35.9189	0.247078	7.99737	1.3054	2.60353	0.827383	22.3466	1.0834	29.4313
1.30264	2.48448	1.30052	2.48425	0.488491	12.739	0.864618	22.5079	1.21914	31.7574	1.30387	34.5552	0.248637	7.82332	1.30167	2.6036	0.828745	21.5435	1.08348	28.323
1.29883	2.48406	1.29672	2.48383	0.491168	12.3442	0.86454	21.6909	1.21957	30.6175	1.30428	33.2925	0.250556	7.62638	1.29795	2.60369	0.830142	20.7994	1.08357	27.2955
1.29503	2.48364	1.29291	2.48341	0.493855	11.9772	0.864463	20.931	1.22001	29.5575	1.30471	32.1201	0.252849	7.41241	1.29425	2.60379	0.831571	20.108	1.08367	26.3402
1.29123	2.48322	1.28911	2.48299	0.496553	11.6354	0.864388	20.2224	1.22046	28.5693	1.30516	31.0286	0.255535	7.18705	1.29055	2.60392	0.833032	19.464	1.08377	25.4499
1.28743	2.48281	1.28532	2.48258	0.49926	11.3161	0.864315	19.5602	1.22091	27.6459	1.30563	30.01	0.258276	6.98075	1.28687	2.60407	0.834523	18.8627	1.08388	24.618
1.28363	2.4824	1.28152	2.48217	0.501976	11.0172	0.864245	18.94	1.22137	26.781	1.30613	29.0574	0.261068	6.79127	1.2832	2.60425	0.836043	18.3	1.084	23.8391
1.27984	2.48199	1.27773	2.48177	0.504699	10.7368	0.864179	18.3578	1.22184	25.9694	1.30664	28.1644	0.263907	6.61669	1.27955	2.60446	0.83759	17.7724	1.08412	23.1083
1.27605	2.48159	1.27395	2.48137	0.50743	10.4733	0.864116	17.8104	1.22231	25.2061	1.30718	27.3259	0.266791	6.45538	1.27591	2.6047	0.839164	17.2767	1.08425	22.4213
1.27226	2.48119	1.27016	2.48097	0.510167	10.2252	0.864058	17.2947	1.22279	24.4871	1.30774	26.5369	0.269716	6.30592	1.27228	2.60498	0.840763	16.81	1.08439	21.7742
1.26848	2.4808	1.26638	2.48058	0.512909	9.99112	0.864004	16.808	1.22327	23.8086	1.30832	25.7933	0.272679	6.16708	1.26868	2.6053	0.842385	16.3701	1.08453	21.1638
1.2647	2.48041	1.2626	2.48019	0.515657	9.76995	0.863956	16.348	1.22375	23.1671	1.30893	25.0913	0.275677	6.03779	1.26509	2.60565	0.84403	15.9545	1.08469	20.5869
1.26093	2.48002	1.25883	2.47981	0.518408	9.56063	0.863913	15.9126	1.22424	22.5599	1.30956	24.4275	0.278708	5.91712	1.26152	2.60606	0.845696	15.5614	1.08485	20.041
1.25716	2.47965	1.25506	2.47944	0.521164	9.36223	0.863877	15.4999	1.22473	21.9841	1.31022	23.799	0.281769	5.80424	1.25798	2.60651	0.847382	15.1891	1.08502	19.5236
1.25339	2.47927	1.2513	2.47907	0.523568	9.1976	0.863848	15.1081	1.22521	21.4374	1.3109	23.2031	0.284858	5.69845	1.25446	2.60701	0.849087	14.8358	1.08521	19.0326
1.24962	2.47891	1.24753	2.4787	0.525618	9.06291	0.863826	14.7357	1.2257	20.9177	1.31161	22.6373	0.287973	5.59908	1.25097	2.60758	0.850809	14.5002	1.0854	18.566
1.24586	2.47854	1.24378	2.47835	0.527315	8.95526	0.863812	14.3814	1.22619	20.423	1.31235	22.0995	0.29111	5.50558	1.2475	2.6082	0.852548	14.181	1.0856	18.122
