Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Sym5		Asym1		Asym2		Asym3		Asym4		Asym5	
419  Points		411  Points		419  Points		393  Points		366  Points		318  Points		183  Points		411  Points		404  Points		372  Points		270  Points		181  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
1.4033	2.35021	0.216555	185.204	1.40219	2.35025	0.43307	300.818	0.866006	1452.51	0.904152	1488.24	1.29903	1129.17	0.216508	941.558	1.40171	2.43758	0.649519	14748.6	1.08253	5796.67	1.20551	2818.56
1.39998	2.35033	0.216748	82.961	1.39887	2.35037	0.433243	150.274	0.865803	424.499	0.904381	440.966	1.29899	500.803	0.216606	129.446	1.39929	2.43949	0.649638	436.757	1.08249	664.055	1.20558	644.321
1.39666	2.35046	0.217088	53.5223	1.39556	2.3505	0.43353	100.206	0.865384	248.462	0.904851	258.952	1.29891	321.737	0.21685	69.5769	1.39687	2.44143	0.64998	221.776	1.08239	352.17	1.20572	363.776
1.39336	2.35061	0.217573	39.563	1.39226	2.35066	0.433931	75.2077	0.864765	175.539	0.905546	183.396	1.2988	236.984	0.217241	47.6398	1.39447	2.4434	0.650534	148.722	1.08223	239.598	1.20595	253.466
1.39006	2.35077	0.2182	31.4284	1.38896	2.35083	0.434443	60.2293	0.863967	135.637	0.906446	142.053	1.29867	187.562	0.217776	36.2751	1.39208	2.44539	0.65129	111.953	1.08202	181.539	1.20625	194.519
1.38677	2.35095	0.218968	26.1107	1.38568	2.35101	0.435064	50.2586	0.863011	110.457	0.907529	115.987	1.2985	155.187	0.218453	29.335	1.3897	2.44741	0.652231	89.8276	1.08174	146.109	1.20663	157.842
1.3835	2.35115	0.219872	22.3686	1.38241	2.35122	0.435792	43.1482	0.861922	93.1156	0.908771	98.057	1.29829	132.335	0.219269	24.6641	1.38732	2.44945	0.65334	75.0595	1.08141	122.234	1.2071	132.824
1.38023	2.35136	0.22091	19.5965	1.37914	2.35144	0.436623	37.8249	0.86072	80.4423	0.910151	84.9722	1.29806	115.342	0.22022	21.3111	1.38496	2.45153	0.6546	64.5074	1.08102	105.051	1.20763	114.67
1.37697	2.3516	0.222075	17.4638	1.37589	2.35168	0.437555	33.6927	0.859425	70.774	0.91165	75.0049	1.2978	102.21	0.221302	18.7911	1.3826	2.45362	0.655994	56.5949	1.08057	92.0909	1.20824	100.899
1.37373	2.35185	0.223365	15.7748	1.37264	2.35193	0.438583	30.3938	0.858054	63.1545	0.91325	67.1611	1.29751	91.7562	0.222512	16.831	1.38025	2.45575	0.657505	50.4438	1.08008	81.966	1.20892	90.0965
1.37049	2.35211	0.224774	14.4058	1.36941	2.35221	0.439705	27.7007	0.856623	56.9943	0.914937	60.8284	1.29719	83.2374	0.223844	15.2652	1.37791	2.45789	0.659121	45.5263	1.07953	73.8368	1.20967	81.3967
1.36726	2.3524	0.226297	13.2753	1.36618	2.3525	0.440915	25.4617	0.855142	51.9107	0.916698	55.6091	1.29684	76.161	0.225293	13.9872	1.37558	2.46007	0.660827	41.5062	1.07894	67.1654	1.21049	74.2413
1.36404	2.35271	0.227929	12.3273	1.36297	2.35282	0.44221	23.5718	0.853624	47.644	0.918523	51.2339	1.29646	70.1892	0.226855	12.9259	1.37326	2.46227	0.662613	38.1589	1.0783	61.5916	1.21138	68.2534
1.36083	2.35303	0.229664	11.5217	1.35977	2.35315	0.443587	21.9559	0.852077	44.012	0.920403	47.5135	1.29606	65.0816	0.228523	12.0314	1.37094	2.46449	0.664469	35.3292	1.07762	56.8645	1.21232	63.1695
1.35764	2.35338	0.231497	10.8295	1.35657	2.3535	0.44504	20.5591	0.850508	40.883	0.922331	44.3113	1.29563	60.6632	0.230293	11.2683	1.36863	2.46673	0.666386	32.9058	1.0769	52.8046	1.21333	58.7997
1.35445	2.35374	0.233424	10.2289	1.35339	2.35387	0.446567	19.34	0.848923	38.1593	0.924301	41.5264	1.29517	56.8031	0.23216	10.6103	1.36632	2.46901	0.668358	30.8075	1.07614	49.2796	1.2144	55.0039
