Sym0		Sym1		Sym2		Sym3		Sym4		Sym5		Asym1		Asym2		Asym3		Asym4		Asym5	
1.2914	2.42065	1.29129	2.42072	0.496888	8.91937	0.83109	14.8193	1.0084	18.0079	1.28822	23.271	0.276861	5.82989	1.29591	2.59526	0.734768	13.2024	1.06413	19.171	1.30532	23.3095
1.28871	2.42216	1.28859	2.42222	0.499321	8.73668	0.830083	14.43	1.01044	17.5908	1.28779	22.672	0.279741	5.71678	1.29253	2.59599	0.737199	12.9112	1.06343	18.673	1.30676	22.7488
1.28602	2.42369	1.28591	2.42376	0.501759	8.56309	0.8291	14.0601	1.01248	17.1943	1.28736	22.1028	0.282638	5.61049	1.28912	2.59667	0.739625	12.6343	1.06275	18.1997	1.3082	22.2158
1.28335	2.42525	1.28324	2.42532	0.504202	8.39791	0.82814	13.7083	1.01453	16.8168	1.28693	21.5611	0.28555	5.51042	1.28569	2.59731	0.742047	12.3707	1.06207	17.7493	1.30966	21.7084
1.28069	2.42684	1.28058	2.42691	0.506646	8.24052	0.827206	13.3733	1.01657	16.4571	1.28651	21.0451	0.288475	5.416	1.28223	2.59789	0.744463	12.1194	1.0614	17.3203	1.31113	21.2249
1.27804	2.42845	1.27793	2.42852	0.509092	8.09037	0.826298	13.054	1.01863	16.1138	1.28609	20.553	0.29141	5.32676	1.27875	2.59844	0.746873	11.8795	1.06074	16.9112	1.31261	20.7637
1.27539	2.4301	1.27528	2.43017	0.511537	7.94694	0.825418	12.7494	1.02068	15.7858	1.28567	20.0832	0.294353	5.24224	1.27524	2.59894	0.749277	11.6502	1.06008	16.5206	1.31409	20.3231
1.27276	2.43177	1.27265	2.43184	0.513981	7.80977	0.824566	12.4585	1.02273	15.4722	1.28527	19.6341	0.297301	5.16204	1.27171	2.5994	0.751673	11.4309	1.05944	16.1474	1.31558	19.9019
1.27014	2.43347	1.27003	2.43354	0.516421	7.67845	0.823745	12.1804	1.02478	15.1719	1.28487	19.2046	0.300252	5.08582	1.26817	2.59982	0.754061	11.221	1.05882	15.7905	1.31707	19.4987
1.26752	2.43519	1.26741	2.43527	0.518543	7.56846	0.822955	11.9145	1.02683	14.8842	1.28448	18.7933	0.303203	5.01326	1.2646	2.60021	0.756441	11.0197	1.0582	15.4488	1.31857	19.1125
1.26492	2.43695	1.26481	2.43702	0.520349	7.47779	0.822197	11.6598	1.02888	14.6082	1.2841	18.3992	0.306154	4.94405	1.26102	2.60056	0.758811	10.8266	1.0576	15.1214	1.32007	18.7421
1.26232	2.43872	1.26221	2.4388	0.521839	7.40486	0.821472	11.4159	1.03092	14.3433	1.28373	18.0212	0.309101	4.87794	1.25742	2.60088	0.761171	10.6411	1.05702	14.8075	1.32157	18.3866
1.25973	2.44053	1.25962	2.4406	0.523015	7.34845	0.820782	11.182	1.03296	14.0888	1.28337	17.6584	0.312043	4.81469	1.25381	2.60116	0.76352	10.4628	1.05645	14.5062	1.32307	18.0451
1.25715	2.44235	1.25704	2.44243	0.523879	7.30766	0.820128	10.9576	1.035	13.8439	1.28303	17.3098	0.314977	4.75409	1.25017	2.60142	0.765858	10.2913	1.05591	14.2169	1.32456	17.7167
1.25457	2.4442	1.25447	2.44428	0.524431	7.28185	0.81951	10.7422	1.03702	13.6083	1.28269	16.9748	0.317901	4.69593	1.24653	2.60165	0.768184	10.1262	1.05538	13.9389	1.32606	17.4008
1.252	2.44607	1.25189	2.44615	0.525225	7.24515	0.81893	10.5353	1.03904	13.3814	1.28238	16.6525	0.320814	4.64002	1.24287	2.60186	0.770497	9.96701	1.05487	13.6716	1.32755	17.0965
1.24943	2.44795	1.24932	2.44803	0.526085	7.20579	0.818388	10.3364	1.04105	13.1626	1.28207	16.3423	0.323714	4.58622	1.2392	2.60204	0.772796	9.81352	1.05438	13.4144	1.32903	16.8033
1.24686	2.44985	1.24676	2.44993	0.527254	7.15311	0.817886	10.1451	1.04305	12.9515	1.28179	16.0434	0.326598	4.53436	1.23552	2.60219	0.775081	9.66538	1.05392	13.1667	1.33051	16.5205
1.24429	2.45175	1.24418	2.45183	0.528729	7.08785	0.817425	9.96104	1.04505	12.7478	1.28152	15.7554	0.329466	4.48431	1.23183	2.60233	0.777352	9.5223	1.05348	12.9281	1.33198	16.2475
1.24171	2.45364	1.2416	2.45372	0.530506	7.01091	0.817006	9.78385	1.04703	12.551	1.28127	15.4777	0.332314	4.43594	1.22813	2.60244	0.779606	9.384	1.05306	12.698	1.33344	15.9839
1.23911	2.45551	1.239	2.45559	0.532583	6.92327	0.81663	9.61318	1.04899	12.3607	1.28104	15.2097	0.335142	4.38912	1.22441	2.60253	0.781845	9.25023	1.05267	12.4762	1.33489	15.7292
1.23648	2.45733	1.23637	2.45741	0.534953	6.82601	0.816297	9.44872	1.05095	12.1766	1.28082	14.951	0.337947	4.34375	1.22069	2.60261	0.784066	9.12076	1.05231	12.2621	1.33633	15.4828
1.23381	2.45906	1.23369	2.45913	0.537309	6.73208	0.816009	9.29017	1.05289	11.9985	1.28064	14.7011	0.340729	4.29973	1.21696	2.60266	0.786269	8.99536	1.05198	12.0555	1.33775	15.2444
1.23104	2.46063	1.23092	2.4607	0.53965	6.6413	0.815766	9.13726	1.05482	11.8259	1.28047	14.4596	0.343484	4.25696	1.21322	2.6027	0.788454	8.87382	1.05167	11.8559	1.33916	15.0135
1.22815	2.46196	1.22803	2.462	0.541974	6.55349	0.81557	8.98972	1.05673	11.6586	1.28032	14.2261	0.346212	4.21537	1.20948	2.60273	0.79062	8.75596	1.05139	11.663	1.34056	14.7899
1.22508	2.46292	1.22495	2.46296	0.54428	6.46848	0.815421	8.84732	1.05862	11.4965	1.28021	14.0002	0.348912	4.17487	1.20572	2.60273	0.792766	8.64159	1.05115	11.4765	1.34194	14.573
1.2218	2.46348	1.22166	2.46349	0.546567	6.38612	0.815321	8.70983	1.0605	11.3391	1.28011	13.7817	0.351581	4.13538	1.20196	2.60273	0.794892	8.53054	1.05093	11.2961	1.3433	14.3627
1.21832	2.46364	1.21817	2.46364	0.548834	6.30626	0.815269	8.57703	1.06236	11.1864	1.28004	13.5701	0.354218	4.09685	1.1982	2.60271	0.796996	8.42266	1.05075	11.1216	1.34465	14.1586
1.2147	2.4635	1.21454	2.46349	0.55108	6.22876	0.815267	8.44871	1.0642	11.038	1.28	13.3651	0.356822	4.0592	1.19443	2.60267	0.799078	8.31779	1.05061	10.9528	1.34597	13.9603
1.21098	2.46316	1.21082	2.46314	0.553305	6.15351	0.815315	8.32469	1.06602	10.8938	1.27999	13.1666	0.359392	4.02239	1.19065	2.60263	0.801138	8.21579	1.05049	10.7892	1.34728	13.7677
1.20718	2.46268	1.20702	2.46266	0.555506	6.08039	0.815415	8.20479	1.06782	10.7535	1.28001	12.9741	0.361926	3.98635	1.18687	2.60257	0.803175	8.11654	1.05041	10.6308	1.34856	13.5805
1.20335	2.46211	1.20319	2.46208	0.557682	6.00927	0.815566	8.08884	1.0696	10.6171	1.28006	12.7875	0.364423	3.95104	1.18308	2.6025	0.805188	8.0199	1.05037	10.4774	1.34982	13.3985
1.19949	2.46147	1.19932	2.46144	0.559834	5.94008	0.81577	7.97667	1.07135	10.4843	1.28013	12.6065	0.366882	3.91642	1.17929	2.60242	0.807176	7.92576	1.05037	10.3286	1.35105	13.2213
1.1956	2.46079	1.19544	2.46076	0.56196	5.8727	0.815991	7.88189	1.07309	10.3551	1.28024	12.4309	0.369303	3.88244	1.17549	2.60233	0.808889	7.84568	1.0504	10.1844	1.35227	13.0489
1.1917	2.46008	1.19154	2.46004	0.564059	5.80704	0.816211	7.8032	1.0748	10.2291	1.28039	12.2605	0.371684	3.84907	1.17169	2.60223	0.810334	7.7788	1.05047	10.0445	1.35345	12.8809
1.1878	2.45934	1.18763	2.4593	0.566131	5.74303	0.816415	7.73955	1.07648	10.1063	1.28056	12.095	0.374025	3.81627	1.16788	2.60212	0.811518	7.72442	1.05058	9.90882	1.35461	12.7173
1.18388	2.45858	1.18372	2.45855	0.568174	5.68058	0.816591	7.69011	1.07814	9.98658	1.28078	11.9343	0.376325	3.78401	1.16408	2.60201	0.812447	7.682	1.05074	9.77715	1.35575	12.5578
1.17996	2.4578	1.1798	2.45777	0.570188	5.61962	0.816729	7.65425	1.07978	9.86978	1.28102	11.7782	0.378584	3.75227	1.16027	2.60188	0.813126	7.65113	1.05093	9.64934	1.35686	12.4022
1.17604	2.45702	1.17587	2.45698	0.572172	5.56008	0.816821	7.63151	1.08139	9.75579	1.2813	11.6265	0.380802	3.72101	1.15645	2.60175	0.813559	7.63151	1.05116	9.52524	1.35794	12.2505
1.17211	2.45622	1.17194	2.45618	0.574126	5.50189	0.816958	7.59912	1.08297	9.64449	1.28162	11.479	0.382978	3.69023	1.15263	2.60161	0.814179	7.6035	1.05144	9.40473	1.35899	12.1024
1.16818	2.45541	1.16802	2.45538	0.576049	5.445	0.817113	7.56429	1.08453	9.53578	1.28198	11.3357	0.385112	3.65989	1.14882	2.60147	0.81485	7.57331	1.05175	9.28766	1.36001	11.9578
1.16425	2.4546	1.16408	2.45456	0.57794	5.38935	0.817335	7.51756	1.08606	9.42956	1.28237	11.1963	0.387204	3.62998	1.14499	2.60132	0.815756	7.53265	1.05211	9.17392	1.361	11.8165
1.16032	2.45377	1.16015	2.45374	0.579798	5.33488	0.817635	7.45949	1.08756	9.32573	1.28281	11.0607	0.389255	3.60049	1.14117	2.60116	0.816894	7.4819	1.05252	9.06337	1.36197	11.6786
1.15639	2.45294	1.15622	2.45291	0.581625	5.28154	0.818026	7.39075	1.08904	9.22421	1.28328	10.9287	0.391265	3.5714	1.13735	2.601	0.818255	7.42148	1.05297	8.95591	1.3629	11.5437
1.15245	2.45211	1.15229	2.45207	0.583418	5.22929	0.818522	7.31214	1.09048	9.1249	1.28379	10.8003	0.393235	3.54271	1.13352	2.60084	0.819833	7.35192	1.05346	8.85142	1.36381	11.4119
1.14852	2.45127	1.14835	2.45124	0.585179	5.17807	0.819143	7.22454	1.0919	9.02772	1.28434	10.6754	0.395165	3.51439	1.12969	2.60067	0.821618	7.27378	1.05399	8.74981	1.36469	11.2829
1.14459	2.45043	1.14442	2.45039	0.586906	5.12786	0.81982	7.13962	1.09329	8.9326	1.28493	10.5537	0.397056	3.48646	1.12587	2.6005	0.823374	7.19736	1.05457	8.65097	1.36553	11.1568
1.14066	2.44958	1.14049	2.44954	0.588599	5.07861	0.820552	7.05728	1.09465	8.83947	1.28557	10.4351	0.398909	3.45889	1.12204	2.60032	0.825102	7.1226	1.0552	8.5548	1.36635	11.0333
1.13672	2.44872	1.13656	2.44869	0.590259	5.03029	0.821338	6.97743	1.09598	8.74826	1.28624	10.3197	0.400724	3.43168	1.11821	2.60014	0.826802	7.04944	1.05587	8.46122	1.36714	10.9125
1.13279	2.44787	1.13263	2.44783	0.591886	4.98286	0.82218	6.89997	1.09728	8.65889	1.28695	10.2072	0.402504	3.40484	1.11438	2.59996	0.828473	6.97781	1.05658	8.37013	1.3679	10.7942
1.12886	2.44701	1.1287	2.44697	0.593478	4.93629	0.823076	6.82482	1.09856	8.57131	1.28771	10.0976	0.40425	3.37835	1.11055	2.59978	0.830115	6.90767	1.05734	8.28144	1.36863	10.6783
1.12494	2.44615	1.12477	2.44611	0.595038	4.89054	0.824027	6.7519	1.0998	8.48547	1.28851	9.99079	0.405961	3.35222	1.10672	2.5996	0.831729	6.83895	1.05814	8.19509	1.36933	10.5649
1.12101	2.44528	1.12084	2.44524	0.596564	4.84561	0.825032	6.68112	1.10102	8.4013	1.28934	9.88663	0.407642	3.32645	1.10289	2.59942	0.833313	6.77162	1.05888	8.12167	1.37	10.4536
1.11708	2.44441	1.11692	2.44437	0.598058	4.80145	0.82609	6.6124	1.10221	8.31876	1.29022	9.78507	0.409291	3.30103	1.09906	2.59924	0.834869	6.70561	1.05953	8.0604	1.37065	10.3447
1.11316	2.44354	1.11299	2.4435	0.599519	4.75804	0.827201	6.54567	1.10337	8.23779	1.29114	9.68602	0.410912	3.27597	1.09523	2.59906	0.836397	6.64089	1.06009	8.01062	1.37127	10.2378
1.10923	2.44267	1.10907	2.44263	0.600948	4.71537	0.828365	6.48085	1.10436	8.16847	1.2921	9.58938	0.412506	3.25126	1.09141	2.59888	0.837897	6.57742	1.06055	7.97182	1.37187	10.1331
1.10531	2.44179	1.10514	2.44175	0.602346	4.6734	0.82958	6.41788	1.10519	8.11028	1.2931	9.49509	0.414075	3.22692	1.08758	2.59871	0.839369	6.51516	1.06089	7.9436	1.37244	10.0304
1.10139	2.44091	1.10122	2.44088	0.603712	4.63213	0.830846	6.3567	1.10586	8.06276	1.29414	9.40307	0.415619	3.20292	1.08376	2.59854	0.840813	6.45406	1.06111	7.92567	1.37299	9.92964
1.09747	2.44003	1.09731	2.44	0.605048	4.59154	0.832162	6.29723	1.10639	8.02557	1.29522	9.31324	0.417142	3.17929	1.07994	2.59837	0.84223	6.3941	1.06143	7.90009	1.37352	9.83081
1.09355	2.43915	1.09339	2.43911	0.606355	4.55159	0.833528	6.23941	1.10677	7.99844	1.29634	9.22554	0.418644	3.15602	1.07612	2.59821	0.843621	6.33524	1.06178	7.87252	1.37402	9.73385
1.08964	2.43827	1.08947	2.43823	0.607632	4.51229	0.834941	6.18319	1.10701	7.98117	1.2975	9.13989	0.420127	3.13312	1.07231	2.59805	0.844986	6.27744	1.06227	7.83543	1.3745	9.63871
1.08573	2.43738	1.08556	2.43735	0.608882	4.47362	0.836402	6.1285	1.10736	7.95647	1.29869	9.05623	0.421594	3.11057	1.0685	2.59791	0.846326	6.22069	1.06291	7.78917	1.37496	9.54533
1.08181	2.4365	1.08165	2.43646	0.610104	4.43556	0.837909	6.07529	1.10774	7.9298	1.29992	8.97449	0.423046	3.08839	1.06469	2.59777	0.847641	6.16496	1.0637	7.73418	1.3754	9.45367
1.0779	2.43561	1.07774	2.43557	0.611299	4.3981	0.839461	6.0235	1.10824	7.89379	1.30119	8.89462	0.424484	3.06658	1.06089	2.59764	0.848933	6.11021	1.06465	7.67098	1.37583	9.3637
1.074	2.43473	1.07383	2.43469	0.61247	4.36123	0.841057	5.97309	1.10887	7.84871	1.3025	8.81654	0.425911	3.04513	1.05709	2.59753	0.850201	6.05642	1.06579	7.60012	1.37624	9.27535
1.07009	2.43384	1.06993	2.4338	0.613615	4.32494	0.842695	5.924	1.10962	7.79486	1.30384	8.74022	0.427327	3.02406	1.0533	2.59742	0.851448	6.00357	1.06697	7.53099	1.37663	9.18861
1.06619	2.43295	1.06603	2.43291	0.614738	4.28921	0.844375	5.87619	1.11048	7.7326	1.30521	8.66558	0.428736	3.00334	1.04952	2.59734	0.852674	5.95164	1.06818	7.46354	1.37701	9.10342
1.06229	2.43206	1.06213	2.43202	0.615838	4.25405	0.846095	5.8296	1.11145	7.66234	1.30662	8.59258	0.430137	2.983	1.04574	2.59727	0.853879	5.90061	1.06944	7.39771	1.37737	9.01976
1.0584	2.43117	1.05823	2.43114	0.616916	4.21943	0.847854	5.7842	1.1124	7.59332	1.30806	8.52116	0.431534	2.96303	1.04197	2.59722	0.855066	5.85046	1.07073	7.33344	1.37772	8.93758
1.0545	2.43029	1.05434	2.43025	0.617974	4.18535	0.84965	5.73993	1.11333	7.52551	1.30953	8.45128	0.432927	2.94342	1.03821	2.59719	0.856236	5.80117	1.07206	7.27069	1.37806	8.85685
1.05061	2.4294	1.05045	2.42936	0.619013	4.1518	0.851482	5.69676	1.11424	7.45888	1.31083	8.39159	0.434318	2.92418	1.03446	2.59718	0.857388	5.75272	1.07343	7.2094	1.37839	8.77754
1.04672	2.42851	1.04656	2.42847	0.620034	4.11877	0.853349	5.65464	1.11513	7.3934	1.31196	8.34157	0.435708	2.90531	1.03072	2.59721	0.858526	5.7051	1.07484	7.14953	1.37871	8.69962
1.04283	2.42763	1.04267	2.42759	0.621038	4.08626	0.855248	5.61354	1.116	7.32905	1.31291	8.3008	0.437098	2.8868	1.02699	2.59726	0.85965	5.6583	1.07628	7.09103	1.37902	8.62306
1.03895	2.42674	1.03879	2.4267	0.622027	4.05426	0.85718	5.57341	1.11686	7.2658	1.31367	8.26893	0.438491	2.86865	1.02328	2.59735	0.860762	5.6123	1.07775	7.03384	1.37933	8.54783
1.03507	2.42586	1.03491	2.42582	0.623001	4.02276	0.859141	5.53423	1.1177	7.20363	1.31423	8.24571	0.439888	2.85087	1.01958	2.59747	0.861862	5.56708	1.07926	6.97794	1.37959	8.48333
1.0312	2.42498	1.03103	2.42494	0.623961	3.99176	0.861131	5.49595	1.11853	7.14251	1.31459	8.23093	0.441289	2.83344	1.0159	2.59764	0.862953	5.52264	1.0808	6.92328	1.37981	8.42911
1.02732	2.4241	1.02716	2.42406	0.624909	3.96125	0.863149	5.45854	1.11934	7.08244	1.31511	8.20981	0.442696	2.81637	1.01223	2.59785	0.864036	5.47896	1.08236	6.86982	1.37999	8.3848
1.02346	2.42322	1.02329	2.42319	0.625846	3.93122	0.865192	5.42197	1.12014	7.02338	1.31568	8.18702	0.44411	2.79966	1.00858	2.59812	0.865112	5.43603	1.08396	6.81751	1.38014	8.3501
1.01959	2.42235	1.01943	2.42231	0.626773	3.90167	0.867259	5.38621	1.12094	6.96532	1.31646	8.15629	0.445533	2.7833	1.00496	2.59844	0.866184	5.39384	1.08559	6.76631	1.38024	8.32477
1.01573	2.42148	1.01557	2.42144	0.627692	3.87259	0.869349	5.35122	1.12172	6.90823	1.31745	8.11786	0.446964	2.7673	1.00136	2.59883	0.867253	5.35239	1.08725	6.7162	1.38031	8.30863
1.01187	2.42061	1.01171	2.42058	0.628603	3.84398	0.87146	5.31697	1.1225	6.85211	1.31867	8.07202	0.448407	2.75164	0.997783	2.59929	0.868319	5.31166	1.08893	6.66714	1.3804	8.28556
1.00802	2.41975	1.00785	2.41971	0.629507	3.81583	0.873591	5.28345	1.12327	6.79693	1.32011	8.01911	0.44986	2.73632	0.994237	2.59983	0.869387	5.27164	1.09063	6.61909	1.38051	8.26062
1.00417	2.41889	1.00401	2.41885	0.630406	3.78814	0.87574	5.25061	1.12404	6.74268	1.32179	7.95952	0.451327	2.72135	0.990723	2.60045	0.870456	5.23233	1.09236	6.57201	1.38065	8.22695
1.00032	2.41804	1.00016	2.418	0.631301	3.7609	0.877906	5.21843	1.1248	6.68934	1.32349	7.90108	0.452806	2.70671	0.987243	2.60117	0.871528	5.19372	1.09411	6.52588	1.38082	8.18477
0.996483	2.41719	0.996321	2.41715	0.632193	3.7341	0.880087	5.1869	1.12556	6.63689	1.32521	7.84377	0.454301	2.69242	0.983801	2.602	0.872607	5.15579	1.09588	6.48066	1.38104	8.13435
0.992648	2.41634	0.992486	2.41631	0.633082	3.70774	0.882282	5.15597	1.12632	6.58533	1.32695	7.78754	0.45581	2.67845	0.980399	2.60294	0.873692	5.11856	1.09768	6.43632	1.38129	8.07601
